     #Energy       W_all      Mo_all      Ti_all      Rh_all
   -72.75673     0.00000     0.00000     0.00000     0.00000
   -72.74573     0.00000     0.00000     0.00000     0.00000
   -72.73473     0.00000     0.00000     0.00000     0.00000
   -72.72373     0.00000     0.00000     0.00000     0.00000
   -72.71273     0.00000     0.00000     0.00000     0.00000
   -72.70173     0.00000     0.00000     0.00000     0.00000
   -72.69073     0.00000     0.00000     0.00000     0.00000
   -72.67873     0.00000     0.00000     0.00000     0.00000
   -72.66773     0.00000     0.00000     0.00000     0.00000
   -72.65673     0.00000     0.00000     0.00000     0.00000
   -72.64573     0.00000     0.00000     0.00000     0.00000
   -72.63473     0.00000     0.00000     0.00000     0.00000
   -72.62373     0.00000     0.00000     0.00000     0.00000
   -72.61273     0.00000     0.00000     0.00000     0.00000
   -72.60173     0.00000     0.00000     0.00000     0.00000
