     #Energy       W_all      Mo_all      Ru_all      Hf_all
   -76.51817     0.00000     0.00000     0.00000     0.00000
   -76.50717     0.00000     0.00000     0.00000     0.00000
   -76.49617     0.00000     0.00000     0.00000     0.00000
   -76.48617     0.00000     0.00000     0.00000     0.00000
   -76.47517     0.00000     0.00000     0.00000     0.00000
   -76.46417     0.00000     0.00000     0.00000     0.00000
   -76.45317     0.00000     0.00000     0.00000     0.00000
   -76.44217     0.00000     0.00000     0.00000     0.00000
   -76.43117     0.00000     0.00000     0.00000     0.00000
   -76.42117     0.00000     0.00000     0.00000     0.00000
   -76.41017     0.00000     0.00000     0.00000     0.00000
   -76.39917     0.00000     0.00000     0.00000     0.00000
   -76.38817     0.00000     0.00000     0.00000     0.00000
   -76.37717     0.00000     0.00000     0.00000     0.00000
   -76.36617     0.00000     0.00000     0.00000     0.00000
   -76.35617     0.00000     0.00000     0.00000     0.00000
   -76.34517     0.00000     0.00000     0.00000     0.00000
   -76.33417     0.00000     0.00000     0.00000     0.00000
   -76.32317     0.00000     0.00000     0.00000     0.00000
   -76.31217     0.00000     0.00000     0.00000     0.00000
   -76.30117     0.00000     0.00000     0.00000     0.00000
   -76.29017     0.00000     0.00000     0.00000     0.00000
   -76.28017     0.00000     0.00000     0.00000     0.00000
   -76.26917     0.00000     0.00000     0.00000     0.00000
   -76.25817     0.00000     0.00000     0.00000     0.00000
   -76.24717     0.00000     0.00000     0.00000     0.00000
   -76.23617     0.00000     0.00000     0.00000     0.00000
   -76.22517     0.00000     0.00000     0.00000     0.00000
   -76.21517     0.00000     0.00000     0.00000     0.00000
   -76.20417     0.00000     0.00000     0.00000     0.00000
   -76.19317     0.00000     0.00000     0.00000     0.00000
   -76.18217     0.00000     0.00000     0.00000     0.00000
   -76.17117     0.00000     0.00000     0.00000     0.00000
   -76.16017     0.00000     0.00000     0.00000     0.00000
   -76.14917     0.00000     0.00000     0.00000     0.00000
   -76.13917     0.00000     0.00000     0.00000     0.00000
   -76.12817     0.00000     0.00000     0.00000     0.00000
   -76.11717     0.00000     0.00000     0.00000     0.00000
   -76.10617     0.00000     0.00000     0.00000     0.00000
   -76.09517     0.00000     0.00000     0.00000     0.00000
   -76.08417     0.00000     0.00000     0.00000     0.00000
   -76.07417     0.00000     0.00000     0.00000     0.00000
   -76.06317     0.00000     0.00000     0.00000     0.00000
   -76.05217     0.00000     0.00000     0.00000     0.00000
   -76.04117     0.00000     0.00000     0.00000     0.00000
   -76.03017     0.00000     0.00000     0.00000     0.00000
   -76.01917     0.00000     0.00000     0.00000     0.00000
   -76.00817     0.00000     0.00000     0.00000     0.00000
   -75.99817     0.00000     0.00000     0.00000     0.00000
   -75.98717     0.00000     0.00000     0.00000     0.00000
   -75.97617     0.00000     0.00000     0.00000     0.00000
   -75.96517     0.00000     0.00000     0.00000     0.00000
   -75.95417     0.00000     0.00000     0.00000     0.00000
   -75.94317     0.00000     0.00000     0.00000     0.00000
