     #Energy       W_all      Mo_all      Pt_all      Zr_all
   -54.30423     0.00000     0.00000     0.00000     0.00000
   -54.29323     0.00000     0.00000     0.00000     0.00000
   -54.28223     0.00000     0.00000     0.00000     0.00000
   -54.27123     0.00000     0.00000     0.00000     0.00000
   -54.26023     0.00000     0.00000     0.00000     0.00000
   -54.24923     0.00000     0.00000     0.00000     0.00000
   -54.23823     0.00000     0.00000     0.00000     0.00000
   -54.22723     0.00000     0.00000     0.00000     0.00000
   -54.21723     0.00000     0.00000     0.00000     0.00000
   -54.20623     0.00000     0.00000     0.00000     0.00000
   -54.19523     0.00000     0.00000     0.00000     0.00000
   -54.18423     0.00000     0.00000     0.00000     0.00000
   -54.17323     0.00000     0.00000     0.00000     0.00000
   -54.16223     0.00000     0.00000     0.00000     0.00000
   -54.15123     0.00000     0.00000     0.00000     0.00000
   -54.14023     0.00000     0.00000     0.00000     0.00000
   -54.12923     0.00000     0.00000     0.00000     0.00000
   -54.11923     0.00000     0.00000     0.00000     0.00000
   -54.10823     0.00000     0.00000     0.00000     0.00000
   -54.09723     0.00000     0.00000     0.00000     0.00000
   -54.08623     0.00000     0.00000     0.00000     0.00000
   -54.07523     0.00000     0.00000     0.00000     0.00000
   -54.06423     0.00000     0.00000     0.00000     0.00000
   -54.05323     0.00000     0.00000     0.00000     0.00000
   -54.04223     0.00000     0.00000     0.00000     0.00000
   -54.03123     0.00000     0.00000     0.00000     0.00000
   -54.02123     0.00000     0.00000     0.00000     0.00000
   -54.01023     0.00000     0.00000     0.00000     0.00000
   -53.99923     0.00000     0.00000     0.00000     0.00000
   -53.98823     0.00000     0.00000     0.00000     0.00000
   -53.97723     0.00000     0.00000     0.00000     0.00000
   -53.96623     0.00000     0.00000     0.00000     0.00000
   -53.95523     0.00000     0.00000     0.00000     0.00000
   -53.94423     0.00000     0.00000     0.00000     0.00000
   -53.93323     0.00000     0.00000     0.00000     0.00000
   -53.92323     0.00000     0.00000     0.00000     0.00000
   -53.91223     0.00000     0.00000     0.00000     0.00000
   -53.90123     0.00000     0.00000     0.00000     0.00000
   -53.89023     0.00000     0.00000     0.00000     0.00000
   -53.87923     0.00000     0.00000     0.00000     0.00000
   -53.86823     0.00000     0.00000     0.00000     0.00000
   -53.85723     0.00000     0.00000     0.00000     0.00000
   -53.84623     0.00000     0.00000     0.00000     0.00000
   -53.83523     0.00000     0.00000     0.00000     0.00000
   -53.82523     0.00000     0.00000     0.00000     0.00000
   -53.81423     0.00000     0.00000     0.00000     0.00000
   -53.80323     0.00000     0.00000     0.00000     0.00000
   -53.79223     0.00000     0.00000     0.00000     0.00000
   -53.78123     0.00000     0.00000     0.00000     0.00000
   -53.77023     0.00000     0.00000     0.00000     0.00000
   -53.75923     0.00000     0.00000     0.00000     0.00000
   -53.74823     0.00000     0.00000     0.00000     0.00000
   -53.73723     0.00000     0.00000     0.00000     0.00000
   -53.72723     0.00000     0.00000     0.00000     0.00000
   -53.71623     0.00000     0.00000     0.00000     0.00000
   -53.70523     0.00000     0.00000     0.00000     0.00000
   -53.69423     0.00000     0.00000     0.00000     0.00000
   -53.68323     0.00000     0.00000     0.00000     0.00000
   -53.67223     0.00000     0.00000     0.00000     0.00000
   -53.66123     0.00000     0.00000     0.00000     0.00000
   -53.65023     0.00000     0.00000     0.00000     0.00000
   -53.63923     0.00000     0.00000     0.00000     0.00000
   -53.62923     0.00000     0.00000     0.00000     0.00000
   -53.61823     0.00000     0.00000     0.00000     0.00000
   -53.60723     0.00000     0.00000     0.00000     0.00000
   -53.59623     0.00000     0.00000     0.00000     0.00000
   -53.58523     0.00000     0.00000     0.00000     0.00000
   -53.57423     0.00000     0.00000     0.00000     0.00000
   -53.56323     0.00000     0.00000     0.00000     0.00000
   -53.55223     0.00000     0.00000     0.00000     0.00000
   -53.54123     0.00000     0.00000     0.00000     0.00000
   -53.53123     0.00000     0.00000     0.00000     0.00000
   -53.52023     0.00000     0.00000     0.00000     0.00000
   -53.50923     0.00000     0.00000     0.00000     0.00000
   -53.49823     0.00000     0.00000     0.00000     0.00000
   -53.48723     0.00000     0.00000     0.00000     0.00000
   -53.47623     0.00000     0.00000     0.00000     0.00000
   -53.46523     0.00000     0.00000     0.00000     0.00000
   -53.45423     0.00000     0.00000     0.00000     0.00000
   -53.44323     0.00000     0.00000     0.00000     0.00000
   -53.43323     0.00000     0.00000     0.00000     0.00000
   -53.42223     0.00000     0.00000     0.00000     0.00000
   -53.41123     0.00000     0.00000     0.00000     0.00000
   -53.40023     0.00000     0.00000     0.00000     0.00000
   -53.38923     0.00000     0.00000     0.00000     0.00000
   -53.37823     0.00000     0.00000     0.00000     0.00000
   -53.36723     0.00000     0.00000     0.00000     0.00000
   -53.35623     0.00000     0.00000     0.00000     0.00000
   -53.34523     0.00000     0.00000     0.00000     0.00000
   -53.33523     0.00000     0.00000     0.00000     0.00000
   -53.32423     0.00000     0.00000     0.00000     0.00000
   -53.31323     0.00000     0.00000     0.00000     0.00000
   -53.30223     0.00000     0.00000     0.00000     0.00000
   -53.29123     0.00000     0.00000     0.00000     0.00000
   -53.28023     0.00000     0.00000     0.00000     0.00000
   -53.26923     0.00000     0.00000     0.00000     0.00000
   -53.25823     0.00000     0.00000     0.00000     0.00000
   -53.24723     0.00000     0.00000     0.00000     0.00000
   -53.23723     0.00000     0.00000     0.00000     0.00000
   -53.22623     0.00000     0.00000     0.00000     0.00000
   -53.21523     0.00000     0.00000     0.00000     0.00000
   -53.20423     0.00000     0.00000     0.00000     0.00000
   -53.19323     0.00000     0.00000     0.00000     0.00000
   -53.18223     0.00000     0.00000     0.00000     0.00000
   -53.17123     0.00000     0.00000     0.00000     0.00000
   -53.16023     0.00000     0.00000     0.00000     0.00000
   -53.14923     0.00000     0.00000     0.00000     0.00000
   -53.13923     0.00000     0.00000     0.00000     0.00000
   -53.12823     0.00000     0.00000     0.00000     0.00000
   -53.11723     0.00000     0.00000     0.00000     0.00000
   -53.10623     0.00000     0.00000     0.00000     0.00000
   -53.09523     0.00000     0.00000     0.00000     0.00000
   -53.08423     0.00000     0.00000     0.00000     0.00000
   -53.07323     0.00000     0.00000     0.00000     0.00000
   -53.06223     0.00000     0.00000     0.00000     0.00000
   -53.05123     0.00000     0.00000     0.00000     0.00000
   -53.04123     0.00000     0.00000     0.00000     0.00000
   -53.03023     0.00000     0.00000     0.00000     0.00000
   -53.01923     0.00000     0.00000     0.00000     0.00000
   -53.00823     0.00000     0.00000     0.00000     0.00000
   -52.99723     0.00000     0.00000     0.00000     0.00000
   -52.98623     0.00000     0.00000     0.00000     0.00000
   -52.97523     0.00000     0.00000     0.00000     0.00000
   -52.96423     0.00000     0.00000     0.00000     0.00000
   -52.95323     0.00000     0.00000     0.00000     0.00000
   -52.94323     0.00000     0.00000     0.00000     0.00000
   -52.93223     0.00000     0.00000     0.00000     0.00000
   -52.92123     0.00000     0.00000     0.00000     0.00000
   -52.91023     0.00000     0.00000     0.00000     0.00000
   -52.89923     0.00000     0.00000     0.00000     0.00000
   -52.88823     0.00000     0.00000     0.00000     0.00000
   -52.87723     0.00000     0.00000     0.00000     0.00000
   -52.86623     0.00000     0.00000     0.00000     0.00000
   -52.85523     0.00000     0.00000     0.00000     0.00000
   -52.84523     0.00000     0.00000     0.00000     0.00000
   -52.83423     0.00000     0.00000     0.00000     0.00000
   -52.82323     0.00000     0.00000     0.00000     0.00000
   -52.81223     0.00000     0.00000     0.00000     0.00000
   -52.80123     0.00000     0.00000     0.00000     0.00000
   -52.79023     0.00000     0.00000     0.00000     0.00000
   -52.77923     0.00000     0.00000     0.00000     0.00000
   -52.76823     0.00000     0.00000     0.00000     0.00000
   -52.75723     0.00000     0.00000     0.00000     0.00000
   -52.74723     0.00000     0.00000     0.00000     0.00000
   -52.73623     0.00000     0.00000     0.00000     0.00000
   -52.72523     0.00000     0.00000     0.00000     0.00000
   -52.71423     0.00000     0.00000     0.00000     0.00000
   -52.70323     0.00000     0.00000     0.00000     0.00000
   -52.69223     0.00000     0.00000     0.00000     0.00000
   -52.68123     0.00000     0.00000     0.00000     0.00000
   -52.67023     0.00000     0.00000     0.00000     0.00000
   -52.65923     0.00000     0.00000     0.00000     0.00000
   -52.64923     0.00000     0.00000     0.00000     0.00000
   -52.63823     0.00000     0.00000     0.00000     0.00000
   -52.62723     0.00000     0.00000     0.00000     0.00000
   -52.61623     0.00000     0.00000     0.00000     0.00000
   -52.60523     0.00000     0.00000     0.00000     0.00000
   -52.59423     0.00000     0.00000     0.00000     0.00000
   -52.58323     0.00000     0.00000     0.00000     0.00000
   -52.57223     0.00000     0.00000     0.00000     0.00000
   -52.56123     0.00000     0.00000     0.00000     0.00000
   -52.55123     0.00000     0.00000     0.00000     0.00000
   -52.54023     0.00000     0.00000     0.00000     0.00000
   -52.52923     0.00000     0.00000     0.00000     0.00000
   -52.51823     0.00000     0.00000     0.00000     0.00000
   -52.50723     0.00000     0.00000     0.00000     0.00000
   -52.49623     0.00000     0.00000     0.00000     0.00000
   -52.48523     0.00000     0.00000     0.00000     0.00000
   -52.47423     0.00000     0.00000     0.00000     0.00000
   -52.46323     0.00000     0.00000     0.00000     0.00000
   -52.45323     0.00000     0.00000     0.00000     0.00000
   -52.44223     0.00000     0.00000     0.00000     0.00000
   -52.43123     0.00000     0.00000     0.00000     0.00000
   -52.42023     0.00000     0.00000     0.00000     0.00000
   -52.40923     0.00000     0.00000     0.00000     0.00000
   -52.39823     0.00000     0.00000     0.00000     0.00000
   -52.38723     0.00000     0.00000     0.00000     0.00000
   -52.37623     0.00000     0.00000     0.00000     0.00000
   -52.36523     0.00000     0.00000     0.00000     0.00000
   -52.35523     0.00000     0.00000     0.00000     0.00000
   -52.34423     0.00000     0.00000     0.00000     0.00000
   -52.33323     0.00000     0.00000     0.00000     0.00000
   -52.32223     0.00000     0.00000     0.00000     0.00000
   -52.31123     0.00000     0.00000     0.00000     0.00000
   -52.30023     0.00000     0.00000     0.00000     0.00000
   -52.28923     0.00000     0.00000     0.00000     0.00000
   -52.27823     0.00000     0.00000     0.00000     0.00000
   -52.26723     0.00000     0.00000     0.00000     0.00000
   -52.25723     0.00000     0.00000     0.00000     0.00000
   -52.24623     0.00000     0.00000     0.00000     0.00000
   -52.23523     0.00000     0.00000     0.00000     0.00000
   -52.22423     0.00000     0.00000     0.00000     0.00000
   -52.21323     0.00000     0.00000     0.00000     0.00000
   -52.20223     0.00000     0.00000     0.00000     0.00000
   -52.19123     0.00000     0.00000     0.00000     0.00000
   -52.18023     0.00000     0.00000     0.00000     0.00000
   -52.16923     0.00000     0.00000     0.00000     0.00000
   -52.15923     0.00000     0.00000     0.00000     0.00000
   -52.14823     0.00000     0.00000     0.00000     0.00000
   -52.13723     0.00000     0.00000     0.00000     0.00000
   -52.12623     0.00000     0.00000     0.00000     0.00000
   -52.11523     0.00000     0.00000     0.00000     0.00000
   -52.10423     0.00000     0.00000     0.00000     0.00000
   -52.09323     0.00000     0.00000     0.00000     0.00000
   -52.08223     0.00000     0.00000     0.00000     0.00000
   -52.07123     0.00000     0.00000     0.00000     0.00000
   -52.06123     0.00000     0.00000     0.00000     0.00000
   -52.05023     0.00000     0.00000     0.00000     0.00000
   -52.03923     0.00000     0.00000     0.00000     0.00000
   -52.02823     0.00000     0.00000     0.00000     0.00000
   -52.01723     0.00000     0.00000     0.00000     0.00000
   -52.00623     0.00000     0.00000     0.00000     0.00000
   -51.99523     0.00000     0.00000     0.00000     0.00000
   -51.98423     0.00000     0.00000     0.00000     0.00000
   -51.97323     0.00000     0.00000     0.00000     0.00000
   -51.96323     0.00000     0.00000     0.00000     0.00000
   -51.95223     0.00000     0.00000     0.00000     0.00000
   -51.94123     0.00000     0.00000     0.00000     0.00000
   -51.93023     0.00000     0.00000     0.00000     0.00000
   -51.91923     0.00000     0.00000     0.00000     0.00000
   -51.90823     0.00000     0.00000     0.00000     0.00000
   -51.89723     0.00000     0.00000     0.00000     0.00000
   -51.88623     0.00000     0.00000     0.00000     0.00000
   -51.87523     0.00000     0.00000     0.00000     0.00000
   -51.86523     0.00000     0.00000     0.00000     0.00000
   -51.85423     0.00000     0.00000     0.00000     0.00000
   -51.84323     0.00000     0.00000     0.00000     0.00000
   -51.83223     0.00000     0.00000     0.00000     0.00000
   -51.82123     0.00000     0.00000     0.00000     0.00000
   -51.81023     0.00000     0.00000     0.00000     0.00000
   -51.79923     0.00000     0.00000     0.00000     0.00000
   -51.78823     0.00000     0.00000     0.00000     0.00000
   -51.77723     0.00000     0.00000     0.00000     0.00000
   -51.76723     0.00000     0.00000     0.00000     0.00000
   -51.75623     0.00000     0.00000     0.00000     0.00000
   -51.74523     0.00000     0.00000     0.00000     0.00000
   -51.73423     0.00000     0.00000     0.00000     0.00000
   -51.72323     0.00000     0.00000     0.00000     0.00000
   -51.71223     0.00000     0.00000     0.00000     0.00000
   -51.70123     0.00000     0.00000     0.00000     0.00000
   -51.69023     0.00000     0.00000     0.00000     0.00000
   -51.67923     0.00000     0.00000     0.00000     0.00000
   -51.66923     0.00000     0.00000     0.00000     0.00000
   -51.65823     0.00000     0.00000     0.00000     0.00000
   -51.64723     0.00000     0.00000     0.00000     0.00000
   -51.63623     0.00000     0.00000     0.00000     0.00000
   -51.62523     0.00000     0.00000     0.00000     0.00000
   -51.61423     0.00000     0.00000     0.00000     0.00000
   -51.60323     0.00000     0.00000     0.00000     0.00000
   -51.59223     0.00000     0.00000     0.00000     0.00000
   -51.58123     0.00000     0.00000     0.00000     0.00000
   -51.57123     0.00000     0.00000     0.00000     0.00000
   -51.56023     0.00000     0.00000     0.00000     0.00000
   -51.54923     0.00000     0.00000     0.00000     0.00000
   -51.53823     0.00000     0.00000     0.00000     0.00000
   -51.52723     0.00000     0.00000     0.00000     0.00000
   -51.51623     0.00000     0.00000     0.00000     0.00000
   -51.50523     0.00000     0.00000     0.00000     0.00000
   -51.49423     0.00000     0.00000     0.00000     0.00000
   -51.48323     0.00000     0.00000     0.00000     0.00000
   -51.47323     0.00000     0.00000     0.00000     0.00000
   -51.46223     0.00000     0.00000     0.00000     0.00000
   -51.45123     0.00000     0.00000     0.00000     0.00000
   -51.44023     0.00000     0.00000     0.00000     0.00000
   -51.42923     0.00000     0.00000     0.00000     0.00000
   -51.41823     0.00000     0.00000     0.00000     0.00000
   -51.40723     0.00000     0.00000     0.00000     0.00000
   -51.39623     0.00000     0.00000     0.00000     0.00000
   -51.38523     0.00000     0.00000     0.00000     0.00000
   -51.37523     0.00000     0.00000     0.00000     0.00000
   -51.36423     0.00000     0.00000     0.00000     0.00000
   -51.35323     0.00000     0.00000     0.00000     0.00000
   -51.34223     0.00000     0.00000     0.00000     0.00000
   -51.33123     0.00000     0.00000     0.00000     0.00000
   -51.32023     0.00000     0.00000     0.00000     0.00000
   -51.30923     0.00000     0.00000     0.00000     0.00000
   -51.29823     0.00000     0.00000     0.00000     0.00000
   -51.28723     0.00000     0.00000     0.00000     0.00000
   -51.27723     0.00000     0.00000     0.00000     0.00000
   -51.26623     0.00000     0.00000     0.00000     0.00000
   -51.25523     0.00000     0.00000     0.00000     0.00000
   -51.24423     0.00000     0.00000     0.00000     0.00000
   -51.23323     0.00000     0.00000     0.00000     0.00000
   -51.22223     0.00000     0.00000     0.00000     0.00000
   -51.21123     0.00000     0.00000     0.00000     0.00000
   -51.20023     0.00000     0.00000     0.00000     0.00000
   -51.18923     0.00000     0.00000     0.00000     0.00000
   -51.17923     0.00000     0.00000     0.00000     0.00000
   -51.16823     0.00000     0.00000     0.00000     0.00000
   -51.15723     0.00000     0.00000     0.00000     0.00000
   -51.14623     0.00000     0.00000     0.00000     0.00000
   -51.13523     0.00000     0.00000     0.00000     0.00000
   -51.12423     0.00000     0.00000     0.00000     0.00000
   -51.11323     0.00000     0.00000     0.00000     0.00000
   -51.10223     0.00000     0.00000     0.00000     0.00000
   -51.09123     0.00000     0.00000     0.00000     0.00000
   -51.08123     0.00000     0.00000     0.00000     0.00000
   -51.07023     0.00000     0.00000     0.00000     0.00000
   -51.05923     0.00000     0.00000     0.00000     0.00000
   -51.04823     0.00000     0.00000     0.00000     0.00000
   -51.03723     0.00000     0.00000     0.00000     0.00000
   -51.02623     0.00000     0.00000     0.00000     0.00000
   -51.01523     0.00000     0.00000     0.00000     0.00000
   -51.00423     0.00000     0.00000     0.00000     0.00000
   -50.99323     0.00000     0.00000     0.00000     0.00000
   -50.98323     0.00000     0.00000     0.00000     0.00000
   -50.97223     0.00000     0.00000     0.00000     0.00000
   -50.96123     0.00000     0.00000     0.00000     0.00000
   -50.95023     0.00000     0.00000     0.00000     0.00000
   -50.93923     0.00000     0.00000     0.00000     0.00000
   -50.92823     0.00000     0.00000     0.00000     0.00000
   -50.91723     0.00000     0.00000     0.00000     0.00000
   -50.90623     0.00000     0.00000     0.00000     0.00000
   -50.89523     0.00000     0.00000     0.00000     0.00000
   -50.88523     0.00000     0.00000     0.00000     0.00000
   -50.87423     0.00000     0.00000     0.00000     0.00000
   -50.86323     0.00000     0.00000     0.00000     0.00000
   -50.85223     0.00000     0.00000     0.00000     0.00000
   -50.84123     0.00000     0.00000     0.00000     0.00000
   -50.83023     0.00000     0.00000     0.00000     0.00000
   -50.81923     0.00000     0.00000     0.00000     0.00000
   -50.80823     0.00000     0.00000     0.00000     0.00000
   -50.79723     0.00000     0.00000     0.00000     0.00000
   -50.78723     0.00000     0.00000     0.00000     0.00000
   -50.77623     0.00000     0.00000     0.00000     0.00000
   -50.76523     0.00000     0.00000     0.00000     0.00000
   -50.75423     0.00000     0.00000     0.00000     0.00000
   -50.74323     0.00000     0.00000     0.00000     0.00000
   -50.73223     0.00000     0.00000     0.00000     0.00000
   -50.72123     0.00000     0.00000     0.00000     0.00000
   -50.71023     0.00000     0.00000     0.00000     0.00000
   -50.69923     0.00000     0.00000     0.00000     0.00000
   -50.68923     0.00000     0.00000     0.00000     0.00000
   -50.67823     0.00000     0.00000     0.00000     0.00000
   -50.66723     0.00000     0.00000     0.00000     0.00000
   -50.65623     0.00000     0.00000     0.00000     0.00000
   -50.64523     0.00000     0.00000     0.00000     0.00000
   -50.63423     0.00000     0.00000     0.00000     0.00000
   -50.62323     0.00000     0.00000     0.00000     0.00000
   -50.61223     0.00000     0.00000     0.00000     0.00000
   -50.60123     0.00000     0.00000     0.00000     0.00000
   -50.59123     0.00000     0.00000     0.00000     0.00000
   -50.58023     0.00000     0.00000     0.00000     0.00000
   -50.56923     0.00000     0.00000     0.00000     0.00000
   -50.55823     0.00000     0.00000     0.00000     0.00000
   -50.54723     0.00000     0.00000     0.00000     0.00000
   -50.53623     0.00000     0.00000     0.00000     0.00000
   -50.52523     0.00000     0.00000     0.00000     0.00000
   -50.51423     0.00000     0.00000     0.00000     0.00000
   -50.50323     0.00000     0.00000     0.00000     0.00000
   -50.49323     0.00000     0.00000     0.00000     0.00000
   -50.48223     0.00000     0.00000     0.00000     0.00000
   -50.47123     0.00000     0.00000     0.00000     0.00000
   -50.46023     0.00000     0.00000     0.00000     0.00000
   -50.44923     0.00000     0.00000     0.00000     0.00000
   -50.43823     0.00000     0.00000     0.00000     0.00000
   -50.42723     0.00000     0.00000     0.00000     0.00000
   -50.41623     0.00000     0.00000     0.00000     0.00000
   -50.40523     0.00000     0.00000     0.00000     0.00000
   -50.39523     0.00000     0.00000     0.00000     0.00000
   -50.38423     0.00000     0.00000     0.00000     0.00000
   -50.37323     0.00000     0.00000     0.00000     0.00000
   -50.36223     0.00000     0.00000     0.00000     0.00000
   -50.35123     0.00000     0.00000     0.00000     0.00000
   -50.34023     0.00000     0.00000     0.00000     0.00000
   -50.32923     0.00000     0.00000     0.00000     0.00000
   -50.31823     0.00000     0.00000     0.00000     0.00000
   -50.30723     0.00000     0.00000     0.00000     0.00000
   -50.29723     0.00000     0.00000     0.00000     0.00000
   -50.28623     0.00000     0.00000     0.00000     0.00000
   -50.27523     0.00000     0.00000     0.00000     0.00000
   -50.26423     0.00000     0.00000     0.00000     0.00000
   -50.25323     0.00000     0.00000     0.00000     0.00000
   -50.24223     0.00000     0.00000     0.00000     0.00000
   -50.23123     0.00000     0.00000     0.00000     0.00000
   -50.22023     0.00000     0.00000     0.00000     0.00000
   -50.20923     0.00000     0.00000     0.00000     0.00000
   -50.19923     0.00000     0.00000     0.00000     0.00000
   -50.18823     0.00000     0.00000     0.00000     0.00000
   -50.17723     0.00000     0.00000     0.00000     0.00000
   -50.16623     0.00000     0.00000     0.00000     0.00000
   -50.15523     0.00000     0.00000     0.00000     0.00000
   -50.14423     0.00000     0.00000     0.00000     0.00000
   -50.13323     0.00000     0.00000     0.00000     0.00000
   -50.12223     0.00000     0.00000     0.00000     0.00000
   -50.11123     0.00000     0.00000     0.00000     0.00000
   -50.10123     0.00000     0.00000     0.00000     0.00000
   -50.09023     0.00000     0.00000     0.00000     0.00000
   -50.07923     0.00000     0.00000     0.00000     0.00000
   -50.06823     0.00000     0.00000     0.00000     0.00000
   -50.05723     0.00000     0.00000     0.00000     0.00000
   -50.04623     0.00000     0.00000     0.00000     0.00000
   -50.03523     0.00000     0.00000     0.00000     0.00000
   -50.02423     0.00000     0.00000     0.00000     0.00000
   -50.01323     0.00000     0.00000     0.00000     0.00000
   -50.00323     0.00000     0.00000     0.00000     0.00000
   -49.99223     0.00000     0.00000     0.00000     0.00000
   -49.98123     0.00000     0.00000     0.00000     0.00000
   -49.97023     0.00000     0.00000     0.00000     0.00000
   -49.95923     0.00000     0.00000     0.00000     0.00000
   -49.94823     0.00000     0.00000     0.00000     0.00000
   -49.93723     0.00000     0.00000     0.00000     0.00000
   -49.92623     0.00000     0.00000     0.00000     0.00000
   -49.91523     0.00000     0.00000     0.00000     0.00000
   -49.90523     0.00000     0.00000     0.00000     0.00000
   -49.89423     0.00000     0.00000     0.00000     0.00000
   -49.88323     0.00000     0.00000     0.00000     0.00000
   -49.87223     0.00000     0.00000     0.00000     0.00000
   -49.86123     0.00000     0.00000     0.00000     0.00000
   -49.85023     0.00000     0.00000     0.00000     0.00000
   -49.83923     0.00000     0.00000     0.00000     0.00000
   -49.82823     0.00000     0.00000     0.00000     0.00000
   -49.81723     0.00000     0.00000     0.00000     0.00000
   -49.80723     0.00000     0.00000     0.00000     0.00000
   -49.79623     0.00000     0.00000     0.00000     0.00000
   -49.78523     0.00000     0.00000     0.00000     0.00000
   -49.77423     0.00000     0.00000     0.00000     0.00000
   -49.76323     0.00000     0.00000     0.00000     0.00000
   -49.75223     0.00000     0.00000     0.00000     0.00000
   -49.74123     0.00000     0.00000     0.00000     0.00000
   -49.73023     0.00000     0.00000     0.00000     0.00000
   -49.71923     0.00000     0.00000     0.00000     0.00000
   -49.70923     0.00000     0.00000     0.00000     0.00000
   -49.69823     0.00000     0.00000     0.00000     0.00000
   -49.68723     0.00000     0.00000     0.00000     0.00000
   -49.67623     0.00000     0.00000     0.00000     0.00000
   -49.66523     0.00000     0.00000     0.00000     0.00000
   -49.65423     0.00000     0.00000     0.00000     0.00000
   -49.64323     0.00000     0.00000     0.00000     0.00000
   -49.63223     0.00000     0.00000     0.00000     0.00000
   -49.62123     0.00000     0.00000     0.00000     0.00000
   -49.61123     0.00000     0.00000     0.00000     0.00000
   -49.60023     0.00000     0.00000     0.00000     0.00000
   -49.58923     0.00000     0.00000     0.00000     0.00000
   -49.57823     0.00000     0.00000     0.00000     0.00000
   -49.56723     0.00000     0.00000     0.00000     0.00000
   -49.55623     0.00000     0.00000     0.00000     0.00000
   -49.54523     0.00000     0.00000     0.00000     0.00000
   -49.53423     0.00000     0.00000     0.00000     0.00000
   -49.52323     0.00000     0.00000     0.00000     0.00000
   -49.51323     0.00000     0.00000     0.00000     0.00000
   -49.50223     0.00000     0.00000     0.00000     0.00000
   -49.49123     0.00000     0.00000     0.00000     0.00000
   -49.48023     0.00000     0.00000     0.00000     0.00000
   -49.46923     0.00000     0.00000     0.00000     0.00000
   -49.45823     0.00000     0.00000     0.00000     0.00000
   -49.44723     0.00000     0.00000     0.00000     0.00000
   -49.43623     0.00000     0.00000     0.00000     0.00000
   -49.42523     0.00000     0.00000     0.00000     0.00000
   -49.41523     0.00000     0.00000     0.00000     0.00000
   -49.40423     0.00000     0.00000     0.00000     0.00000
   -49.39323     0.00000     0.00000     0.00000     0.00000
   -49.38223     0.00000     0.00000     0.00000     0.00000
   -49.37123     0.00000     0.00000     0.00000     0.00000
   -49.36023     0.00000     0.00000     0.00000     0.00000
   -49.34923     0.00000     0.00000     0.00000     0.00000
   -49.33823     0.00000     0.00000     0.00000     0.00000
   -49.32723     0.00000     0.00000     0.00000     0.00000
   -49.31723     0.00000     0.00000     0.00000     0.00000
   -49.30623     0.00000     0.00000     0.00000     0.00000
   -49.29523     0.00000     0.00000     0.00000     0.00000
   -49.28423     0.00000     0.00000     0.00000     0.00000
   -49.27323     0.00000     0.00000     0.00000     0.00000
   -49.26223     0.00000     0.00000     0.00000     0.00000
   -49.25123     0.00000     0.00000     0.00000     0.00000
   -49.24023     0.00000     0.00000     0.00000     0.00000
   -49.22923     0.00000     0.00000     0.00000     0.00000
   -49.21923     0.00000     0.00000     0.00000     0.00000
   -49.20823     0.00000     0.00000     0.00000     0.00000
   -49.19723     0.00000     0.00000     0.00000     0.00000
   -49.18623     0.00000     0.00000     0.00000     0.00000
   -49.17523     0.00000     0.00000     0.00000     0.00000
   -49.16423     0.00000     0.00000     0.00000     0.00000
   -49.15323     0.00000     0.00000     0.00000     0.00000
   -49.14223     0.00000     0.00000     0.00000     0.00000
   -49.13123     0.00000     0.00000     0.00000     0.00000
   -49.12123     0.00000     0.00000     0.00000     0.00000
   -49.11023     0.00000     0.00000     0.00000     0.00000
   -49.09923     0.00000     0.00000     0.00000     0.00000
   -49.08823     0.00000     0.00000     0.00000     0.00000
   -49.07723     0.00000     0.00000     0.00000     0.00000
   -49.06623     0.00000     0.00000     0.00000     0.00000
   -49.05523     0.00000     0.00000     0.00000     0.00000
   -49.04423     0.00000     0.00000     0.00000     0.00000
   -49.03323     0.00000     0.00000     0.00000     0.00000
   -49.02323     0.00000     0.00000     0.00000     0.00000
   -49.01223     0.00000     0.00000     0.00000     0.00000
   -49.00123     0.00000     0.00000     0.00000     0.00000
   -48.99023     0.00000     0.00000     0.00000     0.00000
   -48.97923     0.00000     0.00000     0.00000     0.00000
   -48.96823     0.00000     0.00000     0.00000     0.00000
   -48.95723     0.00000     0.00000     0.00000     0.00000
   -48.94623     0.00000     0.00000     0.00000     0.00000
   -48.93523     0.00000     0.00000     0.00000     0.00000
   -48.92523     0.00000     0.00000     0.00000     0.00000
   -48.91423     0.00000     0.00000     0.00000     0.00000
   -48.90323     0.00000     0.00000     0.00000     0.00000
   -48.89223     0.00000     0.00000     0.00000     0.00000
   -48.88123     0.00000     0.00000     0.00000     0.00000
   -48.87023     0.00000     0.00000     0.00000     0.00000
   -48.85923     0.00000     0.00000     0.00000     0.00000
   -48.84823     0.00000     0.00000     0.00000     0.00000
   -48.83723     0.00000     0.00000     0.00000     0.00000
   -48.82723     0.00000     0.00000     0.00000     0.00000
   -48.81623     0.00000     0.00000     0.00000     0.00000
   -48.80523     0.00000     0.00000     0.00000     0.00000
   -48.79423     0.00000     0.00000     0.00000     0.00000
   -48.78323     0.00000     0.00000     0.00000     0.00000
   -48.77223     0.00000     0.00000     0.00000     0.00000
   -48.76123     0.00000     0.00000     0.00000     0.00000
   -48.75023     0.00000     0.00000     0.00000     0.00000
   -48.73923     0.00000     0.00000     0.00000     0.00000
   -48.72923     0.00000     0.00000     0.00000     0.00000
   -48.71823     0.00000     0.00000     0.00000     0.00000
   -48.70723     0.00000     0.00000     0.00000     0.00000
   -48.69623     0.00000     0.00000     0.00000     0.00000
   -48.68523     0.00000     0.00000     0.00000     0.00000
