     #Energy       W_all      Mo_all      Pt_all      Zr_all
   -74.72023     0.00000     0.00000     0.00000     0.00000
   -74.70923     0.00000     0.00000     0.00000     0.00000
   -74.69823     0.00000     0.00000     0.00000     0.00000
   -74.68823     0.00000     0.00000     0.00000     0.00000
   -74.67723     0.00000     0.00000     0.00000     0.00000
   -74.66623     0.00000     0.00000     0.00000     0.00000
   -74.65523     0.00000     0.00000     0.00000     0.00000
   -74.64423     0.00000     0.00000     0.00000     0.00000
   -74.63323     0.00000     0.00000     0.00000     0.00000
   -74.62223     0.00000     0.00000     0.00000     0.00000
   -74.61123     0.00000     0.00000     0.00000     0.00000
   -74.60023     0.00000     0.00000     0.00000     0.00000
   -74.59023     0.00000     0.00000     0.00000     0.00000
   -74.57923     0.00000     0.00000     0.00000     0.00000
   -74.56823     0.00000     0.00000     0.00000     0.00000
   -74.55723     0.00000     0.00000     0.00000     0.00000
   -74.54623     0.00000     0.00000     0.00000     0.00000
   -74.53523     0.00000     0.00000     0.00000     0.00000
   -74.52423     0.00000     0.00000     0.00000     0.00000
   -74.51323     0.00000     0.00000     0.00000     0.00000
   -74.50223     0.00000     0.00000     0.00000     0.00000
   -74.49223     0.00000     0.00000     0.00000     0.00000
   -74.48123     0.00000     0.00000     0.00000     0.00000
   -74.47023     0.00000     0.00000     0.00000     0.00000
   -74.45923     0.00000     0.00000     0.00000     0.00000
   -74.44823     0.00000     0.00000     0.00000     0.00000
   -74.43723     0.00000     0.00000     0.00000     0.00000
   -74.42623     0.00000     0.00000     0.00000     0.00000
   -74.41523     0.00000     0.00000     0.00000     0.00000
   -74.40423     0.00000     0.00000     0.00000     0.00000
   -74.39423     0.00000     0.00000     0.00000     0.00000
   -74.38323     0.00000     0.00000     0.00000     0.00000
   -74.37223     0.00000     0.00000     0.00000     0.00000
   -74.36123     0.00000     0.00000     0.00000     0.00000
   -74.35023     0.00000     0.00000     0.00000     0.00000
   -74.33923     0.00000     0.00000     0.00000     0.00000
   -74.32823     0.00000     0.00000     0.00000     0.00000
   -74.31723     0.00000     0.00000     0.00000     0.00000
   -74.30623     0.00000     0.00000     0.00000     0.00000
   -74.29623     0.00000     0.00000     0.00000     0.00000
   -74.28523     0.00000     0.00000     0.00000     0.00000
