     #Energy       W_all      Mo_all      Pd_all
   -77.97588     0.00000     0.00000     0.00000
   -77.96588     0.00000     0.00000     0.00000
   -77.95488     0.00000     0.00000     0.00000
   -77.94488     0.00000     0.00000     0.00000
   -77.93388     0.00000     0.00000     0.00000
   -77.92388     0.00000     0.00000     0.00000
   -77.91288     0.00000     0.00000     0.00000
   -77.90188     0.00000     0.00000     0.00000
   -77.89188     0.00000     0.00000     0.00000
   -77.88088     0.00000     0.00000     0.00000
   -77.87088     0.00000     0.00000     0.00000
   -77.85988     0.00000     0.00000     0.00000
   -77.84988     0.00000     0.00000     0.00000
   -77.83888     0.00000     0.00000     0.00000
   -77.82888     0.00000     0.00000     0.00000
   -77.81788     0.00000     0.00000     0.00000
   -77.80688     0.00000     0.00000     0.00000
   -77.79688     0.00000     0.00000     0.00000
   -77.78588     0.00000     0.00000     0.00000
   -77.77588     0.00000     0.00000     0.00000
   -77.76488     0.00000     0.00000     0.00000
   -77.75488     0.00000     0.00000     0.00000
   -77.74388     0.00000     0.00000     0.00000
   -77.73388     0.00000     0.00000     0.00000
   -77.72288     0.00000     0.00000     0.00000
   -77.71188     0.00000     0.00000     0.00000
   -77.70188     0.00000     0.00000     0.00000
   -77.69088     0.00000     0.00000     0.00000
   -77.68088     0.00000     0.00000     0.00000
   -77.66988     0.00000     0.00000     0.00000
   -77.65988     0.00000     0.00000     0.00000
   -77.64888     0.00000     0.00000     0.00000
   -77.63788     0.00000     0.00000     0.00000
   -77.62788     0.00000     0.00000     0.00000
   -77.61688     0.00000     0.00000     0.00000
   -77.60688     0.00000     0.00000     0.00000
   -77.59588     0.00000     0.00000     0.00000
   -77.58588     0.00000     0.00000     0.00000
   -77.57488     0.00000     0.00000     0.00000
   -77.56488     0.00000     0.00000     0.00000
   -77.55388     0.00000     0.00000     0.00000
   -77.54288     0.00000     0.00000     0.00000
   -77.53288     0.00000     0.00000     0.00000
   -77.52188     0.00000     0.00000     0.00000
   -77.51188     0.00000     0.00000     0.00000
   -77.50088     0.00000     0.00000     0.00000
   -77.49088     0.00000     0.00000     0.00000
   -77.47988     0.00000     0.00000     0.00000
   -77.46888     0.00000     0.00000     0.00000
   -77.45888     0.00000     0.00000     0.00000
   -77.44788     0.00000     0.00000     0.00000
   -77.43788     0.00000     0.00000     0.00000
   -77.42688     0.00000     0.00000     0.00000
   -77.41688     0.00000     0.00000     0.00000
   -77.40588     0.00000     0.00000     0.00000
   -77.39588     0.00000     0.00000     0.00000
   -77.38488     0.00000     0.00000     0.00000
   -77.37388     0.00000     0.00000     0.00000
   -77.36388     0.00000     0.00000     0.00000
   -77.35288     0.00000     0.00000     0.00000
   -77.34288     0.00000     0.00000     0.00000
   -77.33188     0.00000     0.00000     0.00000
   -77.32188     0.00000     0.00000     0.00000
   -77.31088     0.00000     0.00000     0.00000
   -77.29988     0.00000     0.00000     0.00000
   -77.28988     0.00000     0.00000     0.00000
   -77.27888     0.00000     0.00000     0.00000
   -77.26888     0.00000     0.00000     0.00000
   -77.25788     0.00000     0.00000     0.00000
   -77.24788     0.00000     0.00000     0.00000
   -77.23688     0.00000     0.00000     0.00000
   -77.22688     0.00000     0.00000     0.00000
   -77.21588     0.00000     0.00000     0.00000
   -77.20488     0.00000     0.00000     0.00000
   -77.19488     0.00000     0.00000     0.00000
   -77.18388     0.00000     0.00000     0.00000
   -77.17388     0.00000     0.00000     0.00000
   -77.16288     0.00000     0.00000     0.00000
   -77.15288     0.00000     0.00000     0.00000
   -77.14188     0.00000     0.00000     0.00000
   -77.13188     0.00000     0.00000     0.00000
   -77.12088     0.00000     0.00000     0.00000
   -77.10988     0.00000     0.00000     0.00000
   -77.09988     0.00000     0.00000     0.00000
   -77.08888     0.00000     0.00000     0.00000
   -77.07888     0.00000     0.00000     0.00000
   -77.06788     0.00000     0.00000     0.00000
   -77.05788     0.00000     0.00000     0.00000
   -77.04688     0.00000     0.00000     0.00000
   -77.03588     0.00000     0.00000     0.00000
