      #Energy        TDOS
     -84.68024       0.00000
     -84.37424       0.00000
     -84.06824       0.00000
     -83.76324       0.00000
     -83.45724       0.00000
     -83.15124       0.00000
     -82.84624       0.00000
     -82.54024       0.00000
     -82.23424       0.00000
     -81.92924       0.00000
     -81.62324       0.00000
     -81.31824      -0.00000
     -81.01224      -0.00000
     -80.70624      -0.06227
     -80.40124       8.01200
     -80.09524      34.03000
     -79.78924      23.49000
     -79.48424      -0.03166
     -79.17824      -0.00000
     -78.87224       0.00000
     -78.56724       0.00000
     -78.26124       0.00000
     -77.95624       0.00000
     -77.65024       0.00000
     -77.34424       0.00000
     -77.03924       0.00000
     -76.73324       0.00000
     -76.42724       0.00000
     -76.12224       0.00000
     -75.81624       0.00000
     -75.51024       0.00000
     -75.20524       0.00000
     -74.89924      -0.00000
     -74.59324      -0.00000
     -74.28824      -0.00397
     -73.98224      12.26000
     -73.67724      74.68000
     -73.37124      16.85000
     -73.06524       0.91220
     -72.76024      -0.00002
     -72.45424       0.00000
     -72.14824       0.00000
     -71.84324       0.00000
     -71.53724       0.00000
     -71.23124       0.00000
     -70.92624       0.00000
     -70.62024       0.00000
     -70.31424       0.00000
     -70.00924       0.00000
     -69.70324       0.00000
     -69.39824       0.00000
     -69.09224       0.00000
     -68.78624       0.00000
     -68.48124       0.00000
     -68.17524       0.00000
     -67.86924       0.00000
     -67.56424       0.00000
     -67.25824       0.00000
     -66.95224       0.00000
     -66.64724       0.00000
     -66.34124       0.00000
     -66.03524       0.00000
     -65.73024       0.00000
     -65.42424       0.00000
     -65.11924       0.00000
     -64.81324       0.00000
     -64.50724       0.00000
     -64.20224       0.00000
     -63.89624       0.00000
     -63.59024       0.00000
     -63.28524       0.00000
     -62.97924       0.00000
     -62.67324       0.00000
     -62.36824       0.00000
     -62.06224      -0.00000
     -61.75624      -0.00000
     -61.45124      -0.00000
     -61.14524      -0.45340
     -60.84024      29.64000
     -60.53424      68.31000
     -60.22824       7.20100
     -59.92324      -0.00204
     -59.61724       0.00000
     -59.31124       0.00000
     -59.00624       0.00000
     -58.70024       0.00000
     -58.39424       0.00000
     -58.08924       0.00000
     -57.78324       0.00000
     -57.47724      -0.00000
     -57.17224      -0.00000
     -56.86624      -0.00000
     -56.56124      -0.71680
     -56.25524      64.86000
     -55.94924      14.38000
     -55.64424      -0.00619
     -55.33824       0.00000
     -55.03224       0.00000
     -54.72724       0.00000
     -54.42124       0.00000
     -54.11524       0.00000
     -53.81024       0.00000
     -53.50424       0.00000
     -53.19924       0.00000
     -52.89324       0.00000
     -52.58724       0.00000
     -52.28224       0.00000
     -51.97624       0.00000
     -51.67024       0.00000
     -51.36524       0.00000
     -51.05924       0.00000
     -50.75324       0.00000
     -50.44824       0.00000
     -50.14224       0.00000
     -49.83624       0.00000
     -49.53124       0.00000
     -49.22524       0.00000
     -48.92024       0.00000
     -48.61424       0.00000
     -48.30824       0.00000
     -48.00324       0.00000
     -47.69724       0.00000
     -47.39124       0.00000
     -47.08624       0.00000
     -46.78024       0.00000
     -46.47424       0.00000
     -46.16924       0.00000
     -45.86324       0.00000
     -45.55724       0.00000
     -45.25224       0.00000
     -44.94624       0.00000
     -44.64124       0.00000
     -44.33524       0.00000
     -44.02924       0.00000
     -43.72424       0.00000
     -43.41824      -0.00000
     -43.11224      -0.00000
     -42.80724      -0.00018
     -42.50124       2.98900
     -42.19524      42.91000
     -41.89024      81.54000
     -41.58424      69.81000
     -41.27824      -0.94150
     -40.97324      -0.00000
     -40.66724       0.00000
     -40.36224       0.00000
     -40.05624       0.00000
     -39.75024       0.00000
     -39.44524      -0.00000
     -39.13924      -0.00000
     -38.83324      -0.00044
     -38.52824       2.55600
     -38.22224      77.99000
     -37.91624     139.00000
     -37.61124      74.31000
     -37.30524      20.44000
     -36.99924      -0.17880
     -36.69424      -0.00000
     -36.38824      -0.00000
     -36.08324      -0.00000
     -35.77724      -0.00000
     -35.47124      -0.58570
     -35.16624      48.10000
     -34.86024     107.50000
     -34.55424     119.20000
     -34.24924      40.01000
     -33.94324      -0.08573
     -33.63724      -0.00000
     -33.33224      -0.00000
     -33.02624      -0.21020
     -32.72024      46.89000
     -32.41524     160.40000
     -32.10924      28.57000
     -31.80424      -0.05884
     -31.49824       0.00000
     -31.19224       0.00000
     -30.88724       0.00000
     -30.58124       0.00000
     -30.27524       0.00000
     -29.97024       0.00000
     -29.66424       0.00000
     -29.35824       0.00000
     -29.05324       0.00000
     -28.74724       0.00000
     -28.44124       0.00000
     -28.13624       0.00000
     -27.83024       0.00000
     -27.52524       0.00000
     -27.21924       0.00000
     -26.91324       0.00000
     -26.60824       0.00000
     -26.30224       0.00000
     -25.99624       0.00000
     -25.69124       0.00000
     -25.38524       0.00000
     -25.07924       0.00000
     -24.77424       0.00000
     -24.46824       0.00000
     -24.16324       0.00000
     -23.85724       0.00000
     -23.55124       0.00000
     -23.24624       0.00000
     -22.94024       0.00000
     -22.63424       0.00000
     -22.32924       0.00000
     -22.02324       0.00000
     -21.71724       0.00000
     -21.41224       0.00000
     -21.10624       0.00000
     -20.80024       0.00000
     -20.49524       0.00000
     -20.18924       0.00000
     -19.88424       0.00000
     -19.57824       0.00000
     -19.27224       0.00000
     -18.96724       0.00000
     -18.66124       0.00000
     -18.35524       0.00000
     -18.05024       0.00000
     -17.74424       0.00000
     -17.43824       0.00000
     -17.13324       0.00000
     -16.82724       0.00000
     -16.52124       0.00000
     -16.21624       0.00000
     -15.91024       0.00000
     -15.60524       0.00000
     -15.29924       0.00000
     -14.99324       0.00000
     -14.68824       0.00000
     -14.38224       0.00000
     -14.07624       0.00000
     -13.77124       0.00000
     -13.46524       0.00000
     -13.15924       0.00000
     -12.85424       0.00000
     -12.54824       0.00000
     -12.24224       0.00000
     -11.93724       0.00000
     -11.63124       0.00000
     -11.32624       0.00000
     -11.02024       0.00000
     -10.71424       0.00000
     -10.40924       0.00000
     -10.10324       0.00000
      -9.79724       0.00000
      -9.49224       0.00000
      -9.18624      -0.00000
      -8.88024      -0.00000
      -8.57524      -0.00045
      -8.26924       0.30470
      -7.96324       2.47500
      -7.65824       3.15100
      -7.35224       2.47000
      -7.04724       4.24600
      -6.74124       5.21700
      -6.43524       6.03300
      -6.13024       7.70900
      -5.82424       9.20300
      -5.51824      16.62000
      -5.21324      22.59000
      -4.90724      33.70000
      -4.60124      40.73000
      -4.29624      41.88000
      -3.99024      53.89000
      -3.68424      56.22000
      -3.37924      56.20000
      -3.07324      50.57000
      -2.76824      68.72000
      -2.46224      66.84000
      -2.15624      64.95000
      -1.85124      66.60000
      -1.54524      69.86000
      -1.23924      70.58000
      -0.93424      63.98000
      -0.62824      50.03000
      -0.32224      42.87000
      -0.01724      35.21000
       0.28876      27.01000
       0.59476      33.31000
       0.89976      44.02000
       1.20576      51.93000
       1.51076      55.62000
       1.81676      61.90000
       2.12276      74.52000
       2.42776      76.80000
       2.73376      74.54000
       3.03976       5.60800
       3.34476      -0.00391
       3.65076       0.00000
       3.95676       0.00000
       4.26176       0.00000
       4.56776       0.00000
       4.87276       0.00000
       5.17876       0.00000
       5.48476       0.00000
       5.78976       0.00000
       6.09576       0.00000
       6.40176       0.00000
       6.70676       0.00000
       7.01276       0.00000
