     #Energy       W_all      Mo_all      Pd_all      Ti_all
   -76.67532     0.00000     0.00000     0.00000     0.00000
   -76.66532     0.00000     0.00000     0.00000     0.00000
   -76.65432     0.00000     0.00000     0.00000     0.00000
   -76.64332     0.00000     0.00000     0.00000     0.00000
   -76.63332     0.00000     0.00000     0.00000     0.00000
   -76.62232     0.00000     0.00000     0.00000     0.00000
   -76.61232     0.00000     0.00000     0.00000     0.00000
   -76.60132     0.00000     0.00000     0.00000     0.00000
   -76.59032     0.00000     0.00000     0.00000     0.00000
   -76.58032     0.00000     0.00000     0.00000     0.00000
   -76.56932     0.00000     0.00000     0.00000     0.00000
   -76.55832     0.00000     0.00000     0.00000     0.00000
   -76.54832     0.00000     0.00000     0.00000     0.00000
   -76.53732     0.00000     0.00000     0.00000     0.00000
   -76.52632     0.00000     0.00000     0.00000     0.00000
   -76.51632     0.00000     0.00000     0.00000     0.00000
   -76.50532     0.00000     0.00000     0.00000     0.00000
   -76.49432     0.00000     0.00000     0.00000     0.00000
   -76.48432     0.00000     0.00000     0.00000     0.00000
   -76.47332     0.00000     0.00000     0.00000     0.00000
   -76.46232     0.00000     0.00000     0.00000     0.00000
   -76.45232     0.00000     0.00000     0.00000     0.00000
   -76.44132     0.00000     0.00000     0.00000     0.00000
   -76.43032     0.00000     0.00000     0.00000     0.00000
   -76.42032     0.00000     0.00000     0.00000     0.00000
   -76.40932     0.00000     0.00000     0.00000     0.00000
   -76.39832     0.00000     0.00000     0.00000     0.00000
   -76.38832     0.00000     0.00000     0.00000     0.00000
   -76.37732     0.00000     0.00000     0.00000     0.00000
   -76.36632     0.00000     0.00000     0.00000     0.00000
   -76.35632     0.00000     0.00000     0.00000     0.00000
   -76.34532     0.00000     0.00000     0.00000     0.00000
   -76.33432     0.00000     0.00000     0.00000     0.00000
   -76.32432     0.00000     0.00000     0.00000     0.00000
   -76.31332     0.00000     0.00000     0.00000     0.00000
   -76.30232     0.00000     0.00000     0.00000     0.00000
   -76.29232     0.00000     0.00000     0.00000     0.00000
   -76.28132     0.00000     0.00000     0.00000     0.00000
   -76.27032     0.00000     0.00000     0.00000     0.00000
   -76.26032     0.00000     0.00000     0.00000     0.00000
   -76.24932     0.00000     0.00000     0.00000     0.00000
   -76.23832     0.00000     0.00000     0.00000     0.00000
   -76.22832     0.00000     0.00000     0.00000     0.00000
   -76.21732     0.00000     0.00000     0.00000     0.00000
   -76.20632     0.00000     0.00000     0.00000     0.00000
   -76.19632     0.00000     0.00000     0.00000     0.00000
   -76.18532     0.00000     0.00000     0.00000     0.00000
   -76.17432     0.00000     0.00000     0.00000     0.00000
   -76.16432     0.00000     0.00000     0.00000     0.00000
   -76.15332     0.00000     0.00000     0.00000     0.00000
   -76.14232     0.00000     0.00000     0.00000     0.00000
   -76.13232     0.00000     0.00000     0.00000     0.00000
