     #Energy       W_all      Mo_all      Ti_all      Re_all
   -84.97053     0.00000     0.00000     0.00000     0.00000
   -84.95853     0.00000     0.00000     0.00000     0.00000
   -84.94753     0.00000     0.00000     0.00000     0.00000
   -84.93553     0.00000     0.00000     0.00000     0.00000
   -84.92353     0.00000     0.00000     0.00000     0.00000
   -84.91153     0.00000     0.00000     0.00000     0.00000
   -84.89953     0.00000     0.00000     0.00000     0.00000
   -84.88753     0.00000     0.00000     0.00000     0.00000
   -84.87553     0.00000     0.00000     0.00000     0.00000
   -84.86453     0.00000     0.00000     0.00000     0.00000
   -84.85253     0.00000     0.00000     0.00000     0.00000
   -84.84053     0.00000     0.00000     0.00000     0.00000
   -84.82853     0.00000     0.00000     0.00000     0.00000
   -84.81653     0.00000     0.00000     0.00000     0.00000
   -84.80453     0.00000     0.00000     0.00000     0.00000
   -84.79253     0.00000     0.00000     0.00000     0.00000
   -84.78153     0.00000     0.00000     0.00000     0.00000
   -84.76953     0.00000     0.00000     0.00000     0.00000
   -84.75753     0.00000     0.00000     0.00000     0.00000
   -84.74553     0.00000     0.00000     0.00000     0.00000
   -84.73353     0.00000     0.00000     0.00000     0.00000
   -84.72153     0.00000     0.00000     0.00000     0.00000
   -84.70953     0.00000     0.00000     0.00000     0.00000
   -84.69853     0.00000     0.00000     0.00000     0.00000
   -84.68653     0.00000     0.00000     0.00000     0.00000
   -84.67453     0.00000     0.00000     0.00000     0.00000
   -84.66253     0.00000     0.00000     0.00000     0.00000
   -84.65053     0.00000     0.00000     0.00000     0.00000
   -84.63853     0.00000     0.00000     0.00000     0.00000
   -84.62653     0.00000     0.00000     0.00000     0.00000
   -84.61553     0.00000     0.00000     0.00000     0.00000
   -84.60353     0.00000     0.00000     0.00000     0.00000
   -84.59153     0.00000     0.00000     0.00000     0.00000
   -84.57953     0.00000     0.00000     0.00000     0.00000
   -84.56753     0.00000     0.00000     0.00000     0.00000
   -84.55553     0.00000     0.00000     0.00000     0.00000
   -84.54353     0.00000     0.00000     0.00000     0.00000
   -84.53253     0.00000     0.00000     0.00000     0.00000
   -84.52053     0.00000     0.00000     0.00000     0.00000
   -84.50853     0.00000     0.00000     0.00000     0.00000
   -84.49653     0.00000     0.00000     0.00000     0.00000
   -84.48453     0.00000     0.00000     0.00000     0.00000
   -84.47253     0.00000     0.00000     0.00000     0.00000
   -84.46053     0.00000     0.00000     0.00000     0.00000
   -84.44953     0.00000     0.00000     0.00000     0.00000
   -84.43753     0.00000     0.00000     0.00000     0.00000
   -84.42553     0.00000     0.00000     0.00000     0.00000
   -84.41353     0.00000     0.00000     0.00000     0.00000
   -84.40153     0.00000     0.00000     0.00000     0.00000
   -84.38953     0.00000     0.00000     0.00000     0.00000
   -84.37753     0.00000     0.00000     0.00000     0.00000
   -84.36653     0.00000     0.00000     0.00000     0.00000
   -84.35453     0.00000     0.00000     0.00000     0.00000
   -84.34253     0.00000     0.00000     0.00000     0.00000
   -84.33053     0.00000     0.00000     0.00000     0.00000
   -84.31853     0.00000     0.00000     0.00000     0.00000
   -84.30653     0.00000     0.00000     0.00000     0.00000
