     #Energy       W_all      Mo_all      Ir_all      Ti_all
   -75.86882     0.00000     0.00000     0.00000     0.00000
   -75.85782     0.00000     0.00000     0.00000     0.00000
   -75.84682     0.00000     0.00000     0.00000     0.00000
   -75.83582     0.00000     0.00000     0.00000     0.00000
   -75.82582     0.00000     0.00000     0.00000     0.00000
   -75.81482     0.00000     0.00000     0.00000     0.00000
   -75.80382     0.00000     0.00000     0.00000     0.00000
   -75.79382     0.00000     0.00000     0.00000     0.00000
   -75.78282     0.00000     0.00000     0.00000     0.00000
   -75.77182     0.00000     0.00000     0.00000     0.00000
   -75.76182     0.00000     0.00000     0.00000     0.00000
   -75.75082     0.00000     0.00000     0.00000     0.00000
   -75.73982     0.00000     0.00000     0.00000     0.00000
   -75.72982     0.00000     0.00000     0.00000     0.00000
   -75.71882     0.00000     0.00000     0.00000     0.00000
   -75.70782     0.00000     0.00000     0.00000     0.00000
   -75.69682     0.00000     0.00000     0.00000     0.00000
   -75.68682     0.00000     0.00000     0.00000     0.00000
   -75.67582     0.00000     0.00000     0.00000     0.00000
   -75.66482     0.00000     0.00000     0.00000     0.00000
   -75.65482     0.00000     0.00000     0.00000     0.00000
   -75.64382     0.00000     0.00000     0.00000     0.00000
   -75.63282     0.00000     0.00000     0.00000     0.00000
   -75.62282     0.00000     0.00000     0.00000     0.00000
   -75.61182     0.00000     0.00000     0.00000     0.00000
   -75.60082     0.00000     0.00000     0.00000     0.00000
   -75.59082     0.00000     0.00000     0.00000     0.00000
   -75.57982     0.00000     0.00000     0.00000     0.00000
   -75.56882     0.00000     0.00000     0.00000     0.00000
   -75.55782     0.00000     0.00000     0.00000     0.00000
   -75.54782     0.00000     0.00000     0.00000     0.00000
   -75.53682     0.00000     0.00000     0.00000     0.00000
   -75.52582     0.00000     0.00000     0.00000     0.00000
   -75.51582     0.00000     0.00000     0.00000     0.00000
   -75.50482     0.00000     0.00000     0.00000     0.00000
   -75.49382     0.00000     0.00000     0.00000     0.00000
   -75.48382     0.00000     0.00000     0.00000     0.00000
   -75.47282     0.00000     0.00000     0.00000     0.00000
   -75.46182     0.00000     0.00000     0.00000     0.00000
   -75.45182     0.00000     0.00000     0.00000     0.00000
   -75.44082     0.00000     0.00000     0.00000     0.00000
   -75.42982     0.00000     0.00000     0.00000     0.00000
   -75.41882     0.00000     0.00000     0.00000     0.00000
