     #Energy       W_all      Mo_all      Ir_all      Ti_all
   -59.25382     0.00000     0.00000     0.00000     0.00000
   -59.24282     0.00000     0.00000     0.00000     0.00000
   -59.23282     0.00000     0.00000     0.00000     0.00000
   -59.22182     0.00000     0.00000     0.00000     0.00000
   -59.21082     0.00000     0.00000     0.00000     0.00000
   -59.20082     0.00000     0.00000     0.00000     0.00000
   -59.18982     0.00000     0.00000     0.00000     0.00000
   -59.17882     0.00000     0.00000     0.00000     0.00000
   -59.16882     0.00000     0.00000     0.00000     0.00000
   -59.15782     0.00000     0.00000     0.00000     0.00000
   -59.14682     0.00000     0.00000     0.00000     0.00000
   -59.13582     0.00000     0.00000     0.00000     0.00000
   -59.12582     0.00000     0.00000     0.00000     0.00000
   -59.11482     0.00000     0.00000     0.00000     0.00000
   -59.10382     0.00000     0.00000     0.00000     0.00000
   -59.09382     0.00000     0.00000     0.00000     0.00000
   -59.08282     0.00000     0.00000     0.00000     0.00000
   -59.07182     0.00000     0.00000     0.00000     0.00000
   -59.06182     0.00000     0.00000     0.00000     0.00000
   -59.05082     0.00000     0.00000     0.00000     0.00000
   -59.03982     0.00000     0.00000     0.00000     0.00000
   -59.02982     0.00000     0.00000     0.00000     0.00000
   -59.01882     0.00000     0.00000     0.00000     0.00000
   -59.00782     0.00000     0.00000     0.00000     0.00000
   -58.99682     0.00000     0.00000     0.00000     0.00000
   -58.98682     0.00000     0.00000     0.00000     0.00000
   -58.97582     0.00000     0.00000     0.00000     0.00000
   -58.96482     0.00000     0.00000     0.00000     0.00000
   -58.95482     0.00000     0.00000     0.00000     0.00000
   -58.94382     0.00000     0.00000     0.00000     0.00000
   -58.93282     0.00000     0.00000     0.00000     0.00000
   -58.92282     0.00000     0.00000     0.00000     0.00000
   -58.91182     0.00000     0.00000     0.00000     0.00000
   -58.90082     0.00000     0.00000     0.00000     0.00000
   -58.89082     0.00000     0.00000     0.00000     0.00000
   -58.87982     0.00000     0.00000     0.00000     0.00000
   -58.86882     0.00000     0.00000     0.00000     0.00000
   -58.85782     0.00000     0.00000     0.00000     0.00000
   -58.84782     0.00000     0.00000     0.00000     0.00000
   -58.83682     0.00000     0.00000     0.00000     0.00000
   -58.82582     0.00000     0.00000     0.00000     0.00000
   -58.81582     0.00000     0.00000     0.00000     0.00000
   -58.80482     0.00000     0.00000     0.00000     0.00000
   -58.79382     0.00000     0.00000     0.00000     0.00000
   -58.78382     0.00000     0.00000     0.00000     0.00000
   -58.77282     0.00000     0.00000     0.00000     0.00000
   -58.76182     0.00000     0.00000     0.00000     0.00000
   -58.75182     0.00000     0.00000     0.00000     0.00000
   -58.74082     0.00000     0.00000     0.00000     0.00000
   -58.72982     0.00000     0.00000     0.00000     0.00000
   -58.71882     0.00000     0.00000     0.00000     0.00000
   -58.70882     0.00000     0.00000     0.00000     0.00000
   -58.69782     0.00000     0.00000     0.00000     0.00000
   -58.68682     0.00000     0.00000     0.00000     0.00000
   -58.67682     0.00000     0.00000     0.00000     0.00000
   -58.66582     0.00000     0.00000     0.00000     0.00000
   -58.65482     0.00000     0.00000     0.00000     0.00000
   -58.64482     0.00000     0.00000     0.00000     0.00000
   -58.63382     0.00000     0.00000     0.00000     0.00000
   -58.62282     0.00000     0.00000     0.00000     0.00000
   -58.61282     0.00000     0.00000     0.00000     0.00000
   -58.60182     0.00000     0.00000     0.00000     0.00000
   -58.59082     0.00000     0.00000     0.00000     0.00000
   -58.57982     0.00000     0.00000     0.00000     0.00000
   -58.56982     0.00000     0.00000     0.00000     0.00000
   -58.55882     0.00000     0.00000     0.00000     0.00000
   -58.54782     0.00000     0.00000     0.00000     0.00000
   -58.53782     0.00000     0.00000     0.00000     0.00000
   -58.52682     0.00000     0.00000     0.00000     0.00000
   -58.51582     0.00000     0.00000     0.00000     0.00000
   -58.50582     0.00000     0.00000     0.00000     0.00000
   -58.49482     0.00000     0.00000     0.00000     0.00000
   -58.48382     0.00000     0.00000     0.00000     0.00000
   -58.47382     0.00000     0.00000     0.00000     0.00000
   -58.46282     0.00000     0.00000     0.00000     0.00000
   -58.45182     0.00000     0.00000     0.00000     0.00000
   -58.44182     0.00000     0.00000     0.00000     0.00000
   -58.43082     0.00000     0.00000     0.00000     0.00000
   -58.41982     0.00000     0.00000     0.00000     0.00000
   -58.40882     0.00000     0.00000     0.00000     0.00000
   -58.39882     0.00000     0.00000     0.00000     0.00000
   -58.38782     0.00000     0.00000     0.00000     0.00000
   -58.37682     0.00000     0.00000     0.00000     0.00000
   -58.36682     0.00000     0.00000     0.00000     0.00000
   -58.35582     0.00000     0.00000     0.00000     0.00000
   -58.34482     0.00000     0.00000     0.00000     0.00000
   -58.33482     0.00000     0.00000     0.00000     0.00000
   -58.32382     0.00000     0.00000     0.00000     0.00000
   -58.31282     0.00000     0.00000     0.00000     0.00000
   -58.30282     0.00000     0.00000     0.00000     0.00000
   -58.29182     0.00000     0.00000     0.00000     0.00000
   -58.28082     0.00000     0.00000     0.00000     0.00000
   -58.26982     0.00000     0.00000     0.00000     0.00000
   -58.25982     0.00000     0.00000     0.00000     0.00000
   -58.24882     0.00000     0.00000     0.00000     0.00000
   -58.23782     0.00000     0.00000     0.00000     0.00000
   -58.22782     0.00000     0.00000     0.00000     0.00000
   -58.21682     0.00000     0.00000     0.00000     0.00000
   -58.20582     0.00000     0.00000     0.00000     0.00000
   -58.19582     0.00000     0.00000     0.00000     0.00000
   -58.18482     0.00000     0.00000     0.00000     0.00000
   -58.17382     0.00000     0.00000     0.00000     0.00000
   -58.16382     0.00000     0.00000     0.00000     0.00000
   -58.15282     0.00000     0.00000     0.00000     0.00000
   -58.14182     0.00000     0.00000     0.00000     0.00000
   -58.13082     0.00000     0.00000     0.00000     0.00000
   -58.12082     0.00000     0.00000     0.00000     0.00000
   -58.10982     0.00000     0.00000     0.00000     0.00000
   -58.09882     0.00000     0.00000     0.00000     0.00000
   -58.08882     0.00000     0.00000     0.00000     0.00000
   -58.07782     0.00000     0.00000     0.00000     0.00000
   -58.06682     0.00000     0.00000     0.00000     0.00000
   -58.05682     0.00000     0.00000     0.00000     0.00000
   -58.04582     0.00000     0.00000     0.00000     0.00000
   -58.03482     0.00000     0.00000     0.00000     0.00000
   -58.02482     0.00000     0.00000     0.00000     0.00000
   -58.01382     0.00000     0.00000     0.00000     0.00000
   -58.00282     0.00000     0.00000     0.00000     0.00000
   -57.99182     0.00000     0.00000     0.00000     0.00000
   -57.98182     0.00000     0.00000     0.00000     0.00000
   -57.97082     0.00000     0.00000     0.00000     0.00000
   -57.95982     0.00000     0.00000     0.00000     0.00000
   -57.94982     0.00000     0.00000     0.00000     0.00000
   -57.93882     0.00000     0.00000     0.00000     0.00000
   -57.92782     0.00000     0.00000     0.00000     0.00000
   -57.91782     0.00000     0.00000     0.00000     0.00000
   -57.90682     0.00000     0.00000     0.00000     0.00000
   -57.89582     0.00000     0.00000     0.00000     0.00000
   -57.88582     0.00000     0.00000     0.00000     0.00000
   -57.87482     0.00000     0.00000     0.00000     0.00000
   -57.86382     0.00000     0.00000     0.00000     0.00000
   -57.85282     0.00000     0.00000     0.00000     0.00000
   -57.84282     0.00000     0.00000     0.00000     0.00000
   -57.83182     0.00000     0.00000     0.00000     0.00000
   -57.82082     0.00000     0.00000     0.00000     0.00000
   -57.81082     0.00000     0.00000     0.00000     0.00000
   -57.79982     0.00000     0.00000     0.00000     0.00000
   -57.78882     0.00000     0.00000     0.00000     0.00000
   -57.77882     0.00000     0.00000     0.00000     0.00000
   -57.76782     0.00000     0.00000     0.00000     0.00000
   -57.75682     0.00000     0.00000     0.00000     0.00000
   -57.74682     0.00000     0.00000     0.00000     0.00000
   -57.73582     0.00000     0.00000     0.00000     0.00000
   -57.72482     0.00000     0.00000     0.00000     0.00000
   -57.71382     0.00000     0.00000     0.00000     0.00000
   -57.70382     0.00000     0.00000     0.00000     0.00000
   -57.69282     0.00000     0.00000     0.00000     0.00000
   -57.68182     0.00000     0.00000     0.00000     0.00000
   -57.67182     0.00000     0.00000     0.00000     0.00000
   -57.66082     0.00000     0.00000     0.00000     0.00000
   -57.64982     0.00000     0.00000     0.00000     0.00000
   -57.63982     0.00000     0.00000     0.00000     0.00000
   -57.62882     0.00000     0.00000     0.00000     0.00000
   -57.61782     0.00000     0.00000     0.00000     0.00000
   -57.60782     0.00000     0.00000     0.00000     0.00000
   -57.59682     0.00000     0.00000     0.00000     0.00000
   -57.58582     0.00000     0.00000     0.00000     0.00000
   -57.57582     0.00000     0.00000     0.00000     0.00000
   -57.56482     0.00000     0.00000     0.00000     0.00000
   -57.55382     0.00000     0.00000     0.00000     0.00000
   -57.54282     0.00000     0.00000     0.00000     0.00000
   -57.53282     0.00000     0.00000     0.00000     0.00000
   -57.52182     0.00000     0.00000     0.00000     0.00000
   -57.51082     0.00000     0.00000     0.00000     0.00000
   -57.50082     0.00000     0.00000     0.00000     0.00000
   -57.48982     0.00000     0.00000     0.00000     0.00000
   -57.47882     0.00000     0.00000     0.00000     0.00000
   -57.46882     0.00000     0.00000     0.00000     0.00000
   -57.45782     0.00000     0.00000     0.00000     0.00000
   -57.44682     0.00000     0.00000     0.00000     0.00000
   -57.43682     0.00000     0.00000     0.00000     0.00000
   -57.42582     0.00000     0.00000     0.00000     0.00000
   -57.41482     0.00000     0.00000     0.00000     0.00000
   -57.40382     0.00000     0.00000     0.00000     0.00000
   -57.39382     0.00000     0.00000     0.00000     0.00000
   -57.38282     0.00000     0.00000     0.00000     0.00000
   -57.37182     0.00000     0.00000     0.00000     0.00000
   -57.36182     0.00000     0.00000     0.00000     0.00000
   -57.35082     0.00000     0.00000     0.00000     0.00000
   -57.33982     0.00000     0.00000     0.00000     0.00000
   -57.32982     0.00000     0.00000     0.00000     0.00000
   -57.31882     0.00000     0.00000     0.00000     0.00000
   -57.30782     0.00000     0.00000     0.00000     0.00000
   -57.29782     0.00000     0.00000     0.00000     0.00000
   -57.28682     0.00000     0.00000     0.00000     0.00000
   -57.27582     0.00000     0.00000     0.00000     0.00000
   -57.26482     0.00000     0.00000     0.00000     0.00000
   -57.25482     0.00000     0.00000     0.00000     0.00000
   -57.24382     0.00000     0.00000     0.00000     0.00000
   -57.23282     0.00000     0.00000     0.00000     0.00000
   -57.22282     0.00000     0.00000     0.00000     0.00000
   -57.21182     0.00000     0.00000     0.00000     0.00000
   -57.20082     0.00000     0.00000     0.00000     0.00000
   -57.19082     0.00000     0.00000     0.00000     0.00000
   -57.17982     0.00000     0.00000     0.00000     0.00000
   -57.16882     0.00000     0.00000     0.00000     0.00000
   -57.15882     0.00000     0.00000     0.00000     0.00000
   -57.14782     0.00000     0.00000     0.00000     0.00000
   -57.13682     0.00000     0.00000     0.00000     0.00000
   -57.12582     0.00000     0.00000     0.00000     0.00000
   -57.11582     0.00000     0.00000     0.00000     0.00000
   -57.10482     0.00000     0.00000     0.00000     0.00000
   -57.09382     0.00000     0.00000     0.00000     0.00000
   -57.08382     0.00000     0.00000     0.00000     0.00000
   -57.07282     0.00000     0.00000     0.00000     0.00000
   -57.06182     0.00000     0.00000     0.00000     0.00000
   -57.05182     0.00000     0.00000     0.00000     0.00000
   -57.04082     0.00000     0.00000     0.00000     0.00000
   -57.02982     0.00000     0.00000     0.00000     0.00000
   -57.01982     0.00000     0.00000     0.00000     0.00000
   -57.00882     0.00000     0.00000     0.00000     0.00000
   -56.99782     0.00000     0.00000     0.00000     0.00000
   -56.98682     0.00000     0.00000     0.00000     0.00000
   -56.97682     0.00000     0.00000     0.00000     0.00000
   -56.96582     0.00000     0.00000     0.00000     0.00000
   -56.95482     0.00000     0.00000     0.00000     0.00000
   -56.94482     0.00000     0.00000     0.00000     0.00000
   -56.93382     0.00000     0.00000     0.00000     0.00000
   -56.92282     0.00000     0.00000     0.00000     0.00000
   -56.91282     0.00000     0.00000     0.00000     0.00000
   -56.90182     0.00000     0.00000     0.00000     0.00000
   -56.89082     0.00000     0.00000     0.00000     0.00000
   -56.88082     0.00000     0.00000     0.00000     0.00000
   -56.86982     0.00000     0.00000     0.00000     0.00000
   -56.85882     0.00000     0.00000     0.00000     0.00000
   -56.84782     0.00000     0.00000     0.00000     0.00000
   -56.83782     0.00000     0.00000     0.00000     0.00000
   -56.82682     0.00000     0.00000     0.00000     0.00000
   -56.81582     0.00000     0.00000     0.00000     0.00000
   -56.80582     0.01702     0.00060     0.03749   186.01884
   -56.79482     0.00000     0.00000     0.00000     0.00000
   -56.78382     0.00000     0.00000     0.00000     0.00000
   -56.77382     0.00000     0.00000     0.00000     0.00000
   -56.76282     0.00000     0.00000     0.00000     0.00000
   -56.75182     0.00000     0.00000     0.00000     0.00000
   -56.74182     0.00000     0.00000     0.00000     0.00000
   -56.73082     0.00000     0.00000     0.00000     0.00000
   -56.71982     0.00000     0.00000     0.00000     0.00000
   -56.70882     0.00000     0.00000     0.00000     0.00000
   -56.69882     0.00000     0.00000     0.00000     0.00000
   -56.68782     0.00000     0.00000     0.00000     0.00000
   -56.67682     0.00000     0.00000     0.00000     0.00000
   -56.66682     0.01179     0.03249     0.02041   186.00132
   -56.65582     0.00000     0.00000     0.00000     0.00000
   -56.64482     0.00000     0.00000     0.00000     0.00000
   -56.63482     0.00000     0.00000     0.00000     0.00000
   -56.62382     0.00607     0.05464     0.00527   185.99980
   -56.61282     0.00000     0.00000     0.00000     0.00000
   -56.60282     0.00885     0.03018     0.03066   185.90587
   -56.59182     0.00000     0.00000     0.00000     0.00000
   -56.58082     0.00909     0.02841     0.02785   186.05072
   -56.57082     0.00000     0.00000     0.00000     0.00000
   -56.55982     0.00000     0.00000     0.00000     0.00000
   -56.54882     0.00000     0.00000     0.00000     0.00000
   -56.53782     0.00000     0.00000     0.00000     0.00000
   -56.52782     0.00542     0.03265     0.01481   186.14475
   -56.51682     0.00000     0.00000     0.00000     0.00000
   -56.50582     0.00000     0.00000     0.00000     0.00000
   -56.49582     0.00000     0.00000     0.00000     0.00000
   -56.48482     0.00000     0.00000     0.00000     0.00000
   -56.47382     0.00000     0.00000     0.00000     0.00000
   -56.46382     0.00000     0.00000     0.00000     0.00000
   -56.45282     0.00627     0.04127     0.01009   186.00456
   -56.44182     0.00000     0.00000     0.00000     0.00000
   -56.43182     0.00000     0.00000     0.00000     0.00000
   -56.42082     0.00000     0.00000     0.00000     0.00000
   -56.40982     0.00000     0.00000     0.00000     0.00000
   -56.39882     0.00000     0.00000     0.00000     0.00000
   -56.38882     0.00000     0.00000     0.00000     0.00000
   -56.37782     0.00000     0.00000     0.00000     0.00000
   -56.36682     0.00000     0.00000     0.00000     0.00000
   -56.35682     0.02492     0.00207     0.00047   186.06193
   -56.34582     0.00000     0.00000     0.00000     0.00000
   -56.33482     0.00000     0.00000     0.00000     0.00000
   -56.32482     0.00000     0.00000     0.00000     0.00000
   -56.31382     0.00000     0.00000     0.00000     0.00000
   -56.30282     0.00000     0.00000     0.00000     0.00000
   -56.29282     0.00000     0.00000     0.00000     0.00000
   -56.28182     0.00000     0.00000     0.00000     0.00000
   -56.27082     0.00000     0.00000     0.00000     0.00000
   -56.25982     0.00000     0.00000     0.00000     0.00000
   -56.24982     0.00000     0.00000     0.00000     0.00000
   -56.23882     0.00000     0.00000     0.00000     0.00000
   -56.22782     0.00000     0.00000     0.00000     0.00000
   -56.21782     0.00000     0.00000     0.00000     0.00000
   -56.20682     0.00000     0.00000     0.00000     0.00000
   -56.19582     0.00000     0.00000     0.00000     0.00000
   -56.18582     0.00000     0.00000     0.00000     0.00000
   -56.17482     0.00000     0.00000     0.00000     0.00000
   -56.16382     0.00000     0.00000     0.00000     0.00000
   -56.15382     0.00000     0.00000     0.00000     0.00000
   -56.14282     0.00000     0.00000     0.00000     0.00000
   -56.13182     0.00000     0.00000     0.00000     0.00000
   -56.12082     0.00000     0.00000     0.00000     0.00000
   -56.11082     0.00000     0.00000     0.00000     0.00000
   -56.09982     0.00000     0.00000     0.00000     0.00000
   -56.08882     0.00000     0.00000     0.00000     0.00000
   -56.07882     0.00000     0.00000     0.00000     0.00000
   -56.06782     0.00000     0.00000     0.00000     0.00000
   -56.05682     0.00000     0.00000     0.00000     0.00000
   -56.04682     0.00000     0.00000     0.00000     0.00000
   -56.03582     0.00000     0.00000     0.00000     0.00000
   -56.02482     0.00000     0.00000     0.00000     0.00000
   -56.01482     0.00000     0.00000     0.00000     0.00000
   -56.00382     0.00000     0.00000     0.00000     0.00000
   -55.99282     0.00000     0.00000     0.00000     0.00000
   -55.98182     0.00000     0.00000     0.00000     0.00000
   -55.97182     0.00000     0.00000     0.00000     0.00000
   -55.96082     0.00000     0.00000     0.00000     0.00000
   -55.94982     0.00000     0.00000     0.00000     0.00000
   -55.93982     0.00000     0.00000     0.00000     0.00000
   -55.92882     0.00000     0.00000     0.00000     0.00000
   -55.91782     0.00000     0.00000     0.00000     0.00000
   -55.90782     0.00000     0.00000     0.00000     0.00000
   -55.89682     0.00000     0.00000     0.00000     0.00000
   -55.88582     0.00000     0.00000     0.00000     0.00000
   -55.87582     0.00000     0.00000     0.00000     0.00000
   -55.86482     0.00000     0.00000     0.00000     0.00000
   -55.85382     0.00000     0.00000     0.00000     0.00000
   -55.84282     0.00000     0.00000     0.00000     0.00000
   -55.83282     0.00000     0.00000     0.00000     0.00000
   -55.82182     0.00000     0.00000     0.00000     0.00000
   -55.81082     0.00000     0.00000     0.00000     0.00000
   -55.80082     0.00000     0.00000     0.00000     0.00000
   -55.78982     0.00000     0.00000     0.00000     0.00000
   -55.77882     0.00000     0.00000     0.00000     0.00000
   -55.76882     0.00000     0.00000     0.00000     0.00000
   -55.75782     0.00000     0.00000     0.00000     0.00000
   -55.74682     0.00000     0.00000     0.00000     0.00000
   -55.73682     0.00000     0.00000     0.00000     0.00000
   -55.72582     0.00000     0.00000     0.00000     0.00000
   -55.71482     0.00000     0.00000     0.00000     0.00000
   -55.70482     0.00000     0.00000     0.00000     0.00000
   -55.69382     0.00000     0.00000     0.00000     0.00000
   -55.68282     0.00000     0.00000     0.00000     0.00000
   -55.67182     0.00000     0.00000     0.00000     0.00000
   -55.66182     0.00000     0.00000     0.00000     0.00000
   -55.65082     0.00000     0.00000     0.00000     0.00000
   -55.63982     0.00000     0.00000     0.00000     0.00000
   -55.62982     0.00000     0.00000     0.00000     0.00000
   -55.61882     0.00000     0.00000     0.00000     0.00000
   -55.60782     0.00000     0.00000     0.00000     0.00000
   -55.59782     0.00000     0.00000     0.00000     0.00000
   -55.58682     0.00000     0.00000     0.00000     0.00000
   -55.57582     0.00000     0.00000     0.00000     0.00000
   -55.56582     0.00000     0.00000     0.00000     0.00000
   -55.55482     0.00000     0.00000     0.00000     0.00000
   -55.54382     0.00000     0.00000     0.00000     0.00000
   -55.53282     0.00000     0.00000     0.00000     0.00000
   -55.52282     0.00000     0.00000     0.00000     0.00000
   -55.51182     0.00000     0.00000     0.00000     0.00000
   -55.50082     0.00000     0.00000     0.00000     0.00000
   -55.49082     0.00000     0.00000     0.00000     0.00000
   -55.47982     0.00000     0.00000     0.00000     0.00000
   -55.46882     0.00000     0.00000     0.00000     0.00000
   -55.45882     0.00000     0.00000     0.00000     0.00000
   -55.44782     0.00000     0.00000     0.00000     0.00000
   -55.43682     0.00000     0.00000     0.00000     0.00000
   -55.42682     0.00000     0.00000     0.00000     0.00000
   -55.41582     0.00000     0.00000     0.00000     0.00000
   -55.40482     0.00000     0.00000     0.00000     0.00000
   -55.39382     0.00000     0.00000     0.00000     0.00000
   -55.38382     0.00000     0.00000     0.00000     0.00000
   -55.37282     0.00000     0.00000     0.00000     0.00000
   -55.36182     0.00000     0.00000     0.00000     0.00000
   -55.35182     0.00000     0.00000     0.00000     0.00000
   -55.34082     0.00000     0.00000     0.00000     0.00000
   -55.32982     0.00000     0.00000     0.00000     0.00000
   -55.31982     0.00000     0.00000     0.00000     0.00000
   -55.30882     0.00000     0.00000     0.00000     0.00000
   -55.29782     0.00000     0.00000     0.00000     0.00000
   -55.28782     0.00000     0.00000     0.00000     0.00000
   -55.27682     0.00000     0.00000     0.00000     0.00000
   -55.26582     0.00000     0.00000     0.00000     0.00000
   -55.25482     0.00000     0.00000     0.00000     0.00000
   -55.24482     0.00000     0.00000     0.00000     0.00000
   -55.23382     0.00000     0.00000     0.00000     0.00000
   -55.22282     0.00000     0.00000     0.00000     0.00000
   -55.21282     0.00000     0.00000     0.00000     0.00000
   -55.20182     0.00000     0.00000     0.00000     0.00000
   -55.19082     0.00000     0.00000     0.00000     0.00000
   -55.18082     0.00000     0.00000     0.00000     0.00000
   -55.16982     0.00000     0.00000     0.00000     0.00000
   -55.15882     0.00000     0.00000     0.00000     0.00000
   -55.14882     0.00000     0.00000     0.00000     0.00000
   -55.13782     0.00000     0.00000     0.00000     0.00000
   -55.12682     0.00000     0.00000     0.00000     0.00000
   -55.11582     0.00000     0.00000     0.00000     0.00000
   -55.10582     0.00000     0.00000     0.00000     0.00000
   -55.09482     0.00000     0.00000     0.00000     0.00000
   -55.08382     0.00000     0.00000     0.00000     0.00000
   -55.07382     0.00000     0.00000     0.00000     0.00000
   -55.06282     0.00000     0.00000     0.00000     0.00000
   -55.05182     0.00000     0.00000     0.00000     0.00000
   -55.04182     0.00000     0.00000     0.00000     0.00000
   -55.03082     0.00000     0.00000     0.00000     0.00000
   -55.01982     0.00000     0.00000     0.00000     0.00000
   -55.00982     0.00000     0.00000     0.00000     0.00000
   -54.99882     0.00000     0.00000     0.00000     0.00000
   -54.98782     0.00000     0.00000     0.00000     0.00000
   -54.97682     0.00000     0.00000     0.00000     0.00000
   -54.96682     0.00000     0.00000     0.00000     0.00000
   -54.95582     0.00000     0.00000     0.00000     0.00000
   -54.94482     0.00000     0.00000     0.00000     0.00000
   -54.93482     0.00000     0.00000     0.00000     0.00000
   -54.92382     0.00000     0.00000     0.00000     0.00000
   -54.91282     0.00000     0.00000     0.00000     0.00000
   -54.90282     0.00000     0.00000     0.00000     0.00000
   -54.89182     0.00000     0.00000     0.00000     0.00000
   -54.88082     0.00000     0.00000     0.00000     0.00000
   -54.87082     0.00000     0.00000     0.00000     0.00000
   -54.85982     0.00000     0.00000     0.00000     0.00000
   -54.84882     0.00000     0.00000     0.00000     0.00000
   -54.83782     0.00000     0.00000     0.00000     0.00000
   -54.82782     0.00000     0.00000     0.00000     0.00000
   -54.81682     0.00000     0.00000     0.00000     0.00000
   -54.80582     0.00000     0.00000     0.00000     0.00000
   -54.79582     0.00000     0.00000     0.00000     0.00000
   -54.78482     0.00000     0.00000     0.00000     0.00000
   -54.77382     0.00000     0.00000     0.00000     0.00000
   -54.76382     0.00000     0.00000     0.00000     0.00000
   -54.75282     0.00000     0.00000     0.00000     0.00000
   -54.74182     0.00000     0.00000     0.00000     0.00000
   -54.73182     0.00000     0.00000     0.00000     0.00000
   -54.72082     0.00000     0.00000     0.00000     0.00000
   -54.70982     0.00000     0.00000     0.00000     0.00000
   -54.69982     0.00000     0.00000     0.00000     0.00000
   -54.68882     0.00000     0.00000     0.00000     0.00000
   -54.67782     0.00000     0.00000     0.00000     0.00000
   -54.66682     0.00000     0.00000     0.00000     0.00000
   -54.65682     0.00000     0.00000     0.00000     0.00000
   -54.64582     0.00000     0.00000     0.00000     0.00000
   -54.63482     0.00000     0.00000     0.00000     0.00000
   -54.62482     0.00000     0.00000     0.00000     0.00000
   -54.61382     0.00000     0.00000     0.00000     0.00000
   -54.60282     0.00000     0.00000     0.00000     0.00000
   -54.59282     0.00000     0.00000     0.00000     0.00000
   -54.58182     0.00000     0.00000     0.00000     0.00000
   -54.57082     0.00000     0.00000     0.00000     0.00000
   -54.56082     0.00000     0.00000     0.00000     0.00000
   -54.54982     0.00000     0.00000     0.00000     0.00000
   -54.53882     0.00000     0.00000     0.00000     0.00000
   -54.52782     0.00000     0.00000     0.00000     0.00000
   -54.51782     0.00000     0.00000     0.00000     0.00000
   -54.50682     0.00000     0.00000     0.00000     0.00000
   -54.49582     0.00000     0.00000     0.00000     0.00000
   -54.48582     0.00000     0.00000     0.00000     0.00000
   -54.47482     0.00000     0.00000     0.00000     0.00000
   -54.46382     0.00000     0.00000     0.00000     0.00000
   -54.45382     0.00000     0.00000     0.00000     0.00000
   -54.44282     0.00000     0.00000     0.00000     0.00000
   -54.43182     0.00000     0.00000     0.00000     0.00000
   -54.42182     0.00000     0.00000     0.00000     0.00000
   -54.41082     0.00000     0.00000     0.00000     0.00000
   -54.39982     0.00000     0.00000     0.00000     0.00000
   -54.38882     0.00000     0.00000     0.00000     0.00000
   -54.37882     0.00000     0.00000     0.00000     0.00000
   -54.36782     0.00000     0.00000     0.00000     0.00000
   -54.35682     0.00000     0.00000     0.00000     0.00000
   -54.34682     0.00000     0.00000     0.00000     0.00000
   -54.33582     0.00000     0.00000     0.00000     0.00000
   -54.32482     0.00000     0.00000     0.00000     0.00000
   -54.31482     0.00000     0.00000     0.00000     0.00000
   -54.30382     0.00000     0.00000     0.00000     0.00000
   -54.29282     0.00000     0.00000     0.00000     0.00000
   -54.28282     0.00000     0.00000     0.00000     0.00000
   -54.27182     0.00000     0.00000     0.00000     0.00000
   -54.26082     0.00000     0.00000     0.00000     0.00000
   -54.24982     0.00000     0.00000     0.00000     0.00000
   -54.23982     0.00000     0.00000     0.00000     0.00000
   -54.22882     0.00000     0.00000     0.00000     0.00000
   -54.21782     0.00000     0.00000     0.00000     0.00000
   -54.20782     0.00000     0.00000     0.00000     0.00000
   -54.19682     0.00000     0.00000     0.00000     0.00000
   -54.18582     0.00000     0.00000     0.00000     0.00000
   -54.17582     0.00000     0.00000     0.00000     0.00000
   -54.16482     0.00000     0.00000     0.00000     0.00000
   -54.15382     0.00000     0.00000     0.00000     0.00000
   -54.14382     0.00000     0.00000     0.00000     0.00000
   -54.13282     0.00000     0.00000     0.00000     0.00000
   -54.12182     0.00000     0.00000     0.00000     0.00000
   -54.11082     0.00000     0.00000     0.00000     0.00000
   -54.10082     0.00000     0.00000     0.00000     0.00000
   -54.08982     0.00000     0.00000     0.00000     0.00000
   -54.07882     0.00000     0.00000     0.00000     0.00000
   -54.06882     0.00000     0.00000     0.00000     0.00000
   -54.05782     0.00000     0.00000     0.00000     0.00000
   -54.04682     0.00000     0.00000     0.00000     0.00000
   -54.03682     0.00000     0.00000     0.00000     0.00000
   -54.02582     0.00000     0.00000     0.00000     0.00000
   -54.01482     0.00000     0.00000     0.00000     0.00000
   -54.00482     0.00000     0.00000     0.00000     0.00000
   -53.99382     0.00000     0.00000     0.00000     0.00000
   -53.98282     0.00000     0.00000     0.00000     0.00000
   -53.97182     0.00000     0.00000     0.00000     0.00000
   -53.96182     0.00000     0.00000     0.00000     0.00000
   -53.95082     0.00000     0.00000     0.00000     0.00000
   -53.93982     0.00000     0.00000     0.00000     0.00000
   -53.92982     0.00000     0.00000     0.00000     0.00000
   -53.91882     0.00000     0.00000     0.00000     0.00000
   -53.90782     0.00000     0.00000     0.00000     0.00000
   -53.89782     0.00000     0.00000     0.00000     0.00000
   -53.88682     0.00000     0.00000     0.00000     0.00000
   -53.87582     0.00000     0.00000     0.00000     0.00000
   -53.86582     0.00000     0.00000     0.00000     0.00000
   -53.85482     0.00000     0.00000     0.00000     0.00000
   -53.84382     0.00000     0.00000     0.00000     0.00000
   -53.83382     0.00000     0.00000     0.00000     0.00000
   -53.82282     0.00000     0.00000     0.00000     0.00000
   -53.81182     0.00000     0.00000     0.00000     0.00000
   -53.80082     0.00000     0.00000     0.00000     0.00000
   -53.79082     0.00000     0.00000     0.00000     0.00000
   -53.77982     0.00000     0.00000     0.00000     0.00000
   -53.76882     0.00000     0.00000     0.00000     0.00000
   -53.75882     0.00000     0.00000     0.00000     0.00000
   -53.74782     0.00000     0.00000     0.00000     0.00000
   -53.73682     0.00000     0.00000     0.00000     0.00000
