     #Energy       W_all      Mo_all      Rh_all      Zr_all
   -59.41715     0.00000     0.00000     0.00000     0.00000
   -59.40615     0.00000     0.00000     0.00000     0.00000
   -59.39515     0.00000     0.00000     0.00000     0.00000
   -59.38515     0.00000     0.00000     0.00000     0.00000
   -59.37415     0.00000     0.00000     0.00000     0.00000
   -59.36315     0.00000     0.00000     0.00000     0.00000
   -59.35215     0.00000     0.00000     0.00000     0.00000
   -59.34215     0.00000     0.00000     0.00000     0.00000
   -59.33115     0.00000     0.00000     0.00000     0.00000
   -59.32015     0.00000     0.00000     0.00000     0.00000
   -59.30915     0.00000     0.00000     0.00000     0.00000
   -59.29915     0.00000     0.00000     0.00000     0.00000
   -59.28815     0.00000     0.00000     0.00000     0.00000
   -59.27715     0.00000     0.00000     0.00000     0.00000
   -59.26715     0.00000     0.00000     0.00000     0.00000
   -59.25615     0.00000     0.00000     0.00000     0.00000
   -59.24515     0.00000     0.00000     0.00000     0.00000
   -59.23415     0.00000     0.00000     0.00000     0.00000
   -59.22415     0.00000     0.00000     0.00000     0.00000
   -59.21315     0.00000     0.00000     0.00000     0.00000
   -59.20215     0.00000     0.00000     0.00000     0.00000
   -59.19115     0.00000     0.00000     0.00000     0.00000
   -59.18115     0.00000     0.00000     0.00000     0.00000
   -59.17015     0.00000     0.00000     0.00000     0.00000
   -59.15915     0.00000     0.00000     0.00000     0.00000
   -59.14915     0.00000     0.00000     0.00000     0.00000
   -59.13815     0.00000     0.00000     0.00000     0.00000
   -59.12715     0.00000     0.00000     0.00000     0.00000
   -59.11615     0.00000     0.00000     0.00000     0.00000
   -59.10615     0.00000     0.00000     0.00000     0.00000
   -59.09515     0.00000     0.00000     0.00000     0.00000
   -59.08415     0.00000     0.00000     0.00000     0.00000
   -59.07315     0.00000     0.00000     0.00000     0.00000
   -59.06315     0.00000     0.00000     0.00000     0.00000
   -59.05215     0.00000     0.00000     0.00000     0.00000
   -59.04115     0.00000     0.00000     0.00000     0.00000
   -59.03015     0.00000     0.00000     0.00000     0.00000
   -59.02015     0.00000     0.00000     0.00000     0.00000
   -59.00915     0.00000     0.00000     0.00000     0.00000
   -58.99815     0.00000     0.00000     0.00000     0.00000
   -58.98815     0.00000     0.00000     0.00000     0.00000
   -58.97715     0.00000     0.00000     0.00000     0.00000
   -58.96615     0.00000     0.00000     0.00000     0.00000
   -58.95515     0.00000     0.00000     0.00000     0.00000
   -58.94515     0.00000     0.00000     0.00000     0.00000
   -58.93415     0.00000     0.00000     0.00000     0.00000
   -58.92315     0.00000     0.00000     0.00000     0.00000
   -58.91215     0.00000     0.00000     0.00000     0.00000
   -58.90215     0.00000     0.00000     0.00000     0.00000
   -58.89115     0.00000     0.00000     0.00000     0.00000
   -58.88015     0.00000     0.00000     0.00000     0.00000
   -58.87015     0.00000     0.00000     0.00000     0.00000
   -58.85915     0.00000     0.00000     0.00000     0.00000
   -58.84815     0.00000     0.00000     0.00000     0.00000
   -58.83715     0.00000     0.00000     0.00000     0.00000
   -58.82715     0.00000     0.00000     0.00000     0.00000
   -58.81615     0.00000     0.00000     0.00000     0.00000
   -58.80515     0.00000     0.00000     0.00000     0.00000
   -58.79415     0.00000     0.00000     0.00000     0.00000
   -58.78415     0.00000     0.00000     0.00000     0.00000
   -58.77315     0.00000     0.00000     0.00000     0.00000
   -58.76215     0.00000     0.00000     0.00000     0.00000
   -58.75215     0.00000     0.00000     0.00000     0.00000
   -58.74115     0.00000     0.00000     0.00000     0.00000
   -58.73015     0.00000     0.00000     0.00000     0.00000
   -58.71915     0.00000     0.00000     0.00000     0.00000
   -58.70915     0.00000     0.00000     0.00000     0.00000
   -58.69815     0.00000     0.00000     0.00000     0.00000
   -58.68715     0.00000     0.00000     0.00000     0.00000
   -58.67615     0.00000     0.00000     0.00000     0.00000
   -58.66615     0.00000     0.00000     0.00000     0.00000
   -58.65515     0.00000     0.00000     0.00000     0.00000
   -58.64415     0.00000     0.00000     0.00000     0.00000
   -58.63415     0.00000     0.00000     0.00000     0.00000
   -58.62315     0.00000     0.00000     0.00000     0.00000
   -58.61215     0.00000     0.00000     0.00000     0.00000
   -58.60115     0.00000     0.00000     0.00000     0.00000
   -58.59115     0.00000     0.00000     0.00000     0.00000
   -58.58015     0.00000     0.00000     0.00000     0.00000
   -58.56915     0.00000     0.00000     0.00000     0.00000
   -58.55815     0.00000     0.00000     0.00000     0.00000
   -58.54815     0.00000     0.00000     0.00000     0.00000
   -58.53715     0.00000     0.00000     0.00000     0.00000
   -58.52615     0.00000     0.00000     0.00000     0.00000
   -58.51515     0.00000     0.00000     0.00000     0.00000
   -58.50515     0.00000     0.00000     0.00000     0.00000
   -58.49415     0.00000     0.00000     0.00000     0.00000
   -58.48315     0.00000     0.00000     0.00000     0.00000
   -58.47315     0.00000     0.00000     0.00000     0.00000
   -58.46215     0.00000     0.00000     0.00000     0.00000
   -58.45115     0.00000     0.00000     0.00000     0.00000
   -58.44015     0.00000     0.00000     0.00000     0.00000
   -58.43015     0.00000     0.00000     0.00000     0.00000
   -58.41915     0.00000     0.00000     0.00000     0.00000
   -58.40815     0.00000     0.00000     0.00000     0.00000
   -58.39715     0.00000     0.00000     0.00000     0.00000
   -58.38715     0.00000     0.00000     0.00000     0.00000
   -58.37615     0.00000     0.00000     0.00000     0.00000
   -58.36515     0.00000     0.00000     0.00000     0.00000
   -58.35515     0.00000     0.00000     0.00000     0.00000
   -58.34415     0.00000     0.00000     0.00000     0.00000
   -58.33315     0.00000     0.00000     0.00000     0.00000
   -58.32215     0.00000     0.00000     0.00000     0.00000
   -58.31215     0.00000     0.00000     0.00000     0.00000
   -58.30115     0.00000     0.00000     0.00000     0.00000
   -58.29015     0.00000     0.00000     0.00000     0.00000
   -58.27915     0.00000     0.00000     0.00000     0.00000
   -58.26915     0.00000     0.00000     0.00000     0.00000
   -58.25815     0.00000     0.00000     0.00000     0.00000
   -58.24715     0.00000     0.00000     0.00000     0.00000
   -58.23715     0.00000     0.00000     0.00000     0.00000
   -58.22615     0.00000     0.00000     0.00000     0.00000
   -58.21515     0.00000     0.00000     0.00000     0.00000
   -58.20415     0.00000     0.00000     0.00000     0.00000
   -58.19415     0.00000     0.00000     0.00000     0.00000
   -58.18315     0.00000     0.00000     0.00000     0.00000
   -58.17215     0.00000     0.00000     0.00000     0.00000
   -58.16115     0.00000     0.00000     0.00000     0.00000
   -58.15115     0.00000     0.00000     0.00000     0.00000
   -58.14015     0.00000     0.00000     0.00000     0.00000
   -58.12915     0.00000     0.00000     0.00000     0.00000
   -58.11915     0.00000     0.00000     0.00000     0.00000
   -58.10815     0.00000     0.00000     0.00000     0.00000
   -58.09715     0.00000     0.00000     0.00000     0.00000
   -58.08615     0.00000     0.00000     0.00000     0.00000
   -58.07615     0.00000     0.00000     0.00000     0.00000
   -58.06515     0.00000     0.00000     0.00000     0.00000
   -58.05415     0.00000     0.00000     0.00000     0.00000
   -58.04315     0.00000     0.00000     0.00000     0.00000
   -58.03315     0.00000     0.00000     0.00000     0.00000
   -58.02215     0.00000     0.00000     0.00000     0.00000
   -58.01115     0.00000     0.00000     0.00000     0.00000
   -58.00015     0.00000     0.00000     0.00000     0.00000
   -57.99015     0.00000     0.00000     0.00000     0.00000
   -57.97915     0.00000     0.00000     0.00000     0.00000
   -57.96815     0.00000     0.00000     0.00000     0.00000
   -57.95815     0.00000     0.00000     0.00000     0.00000
   -57.94715     0.00000     0.00000     0.00000     0.00000
   -57.93615     0.00000     0.00000     0.00000     0.00000
   -57.92515     0.00000     0.00000     0.00000     0.00000
   -57.91515     0.00000     0.00000     0.00000     0.00000
   -57.90415     0.00000     0.00000     0.00000     0.00000
   -57.89315     0.00000     0.00000     0.00000     0.00000
   -57.88215     0.00000     0.00000     0.00000     0.00000
   -57.87215     0.00000     0.00000     0.00000     0.00000
   -57.86115     0.00000     0.00000     0.00000     0.00000
   -57.85015     0.00000     0.00000     0.00000     0.00000
   -57.84015     0.00000     0.00000     0.00000     0.00000
   -57.82915     0.00000     0.00000     0.00000     0.00000
   -57.81815     0.00000     0.00000     0.00000     0.00000
   -57.80715     0.00000     0.00000     0.00000     0.00000
   -57.79715     0.00000     0.00000     0.00000     0.00000
   -57.78615     0.00000     0.00000     0.00000     0.00000
   -57.77515     0.00000     0.00000     0.00000     0.00000
   -57.76415     0.00000     0.00000     0.00000     0.00000
   -57.75415     0.00000     0.00000     0.00000     0.00000
   -57.74315     0.00000     0.00000     0.00000     0.00000
   -57.73215     0.00000     0.00000     0.00000     0.00000
   -57.72215     0.00000     0.00000     0.00000     0.00000
   -57.71115     0.00000     0.00000     0.00000     0.00000
   -57.70015     0.00000     0.00000     0.00000     0.00000
   -57.68915     0.00000     0.00000     0.00000     0.00000
   -57.67915     0.00000     0.00000     0.00000     0.00000
   -57.66815     0.00000     0.00000     0.00000     0.00000
   -57.65715     0.00000     0.00000     0.00000     0.00000
   -57.64615     0.00000     0.00000     0.00000     0.00000
   -57.63615     0.00000     0.00000     0.00000     0.00000
   -57.62515     0.00000     0.00000     0.00000     0.00000
   -57.61415     0.00000     0.00000     0.00000     0.00000
   -57.60415     0.00000     0.00000     0.00000     0.00000
   -57.59315     0.00000     0.00000     0.00000     0.00000
   -57.58215     0.00000     0.00000     0.00000     0.00000
   -57.57115     0.00000     0.00000     0.00000     0.00000
   -57.56115     0.00000     0.00000     0.00000     0.00000
   -57.55015     0.00000     0.00000     0.00000     0.00000
   -57.53915     0.00000     0.00000     0.00000     0.00000
   -57.52815     0.00000     0.00000     0.00000     0.00000
   -57.51815     0.00000     0.00000     0.00000     0.00000
   -57.50715     0.00000     0.00000     0.00000     0.00000
   -57.49615     0.00000     0.00000     0.00000     0.00000
   -57.48515     0.00000     0.00000     0.00000     0.00000
   -57.47515     0.00000     0.00000     0.00000     0.00000
   -57.46415     0.00000     0.00000     0.00000     0.00000
   -57.45315     0.00000     0.00000     0.00000     0.00000
   -57.44315     0.00000     0.00000     0.00000     0.00000
   -57.43215     0.00000     0.00000     0.00000     0.00000
   -57.42115     0.00000     0.00000     0.00000     0.00000
   -57.41015     0.00000     0.00000     0.00000     0.00000
   -57.40015     0.00000     0.00000     0.00000     0.00000
   -57.38915     0.00000     0.00000     0.00000     0.00000
   -57.37815     0.00000     0.00000     0.00000     0.00000
   -57.36715     0.00000     0.00000     0.00000     0.00000
   -57.35715     0.00000     0.00000     0.00000     0.00000
   -57.34615     0.00000     0.00000     0.00000     0.00000
   -57.33515     0.00000     0.00000     0.00000     0.00000
   -57.32515     0.00000     0.00000     0.00000     0.00000
   -57.31415     0.00000     0.00000     0.00000     0.00000
   -57.30315     0.00000     0.00000     0.00000     0.00000
   -57.29215     0.00000     0.00000     0.00000     0.00000
   -57.28215     0.00000     0.00000     0.00000     0.00000
   -57.27115     0.00000     0.00000     0.00000     0.00000
   -57.26015     0.00000     0.00000     0.00000     0.00000
   -57.24915     0.00000     0.00000     0.00000     0.00000
   -57.23915     0.00000     0.00000     0.00000     0.00000
   -57.22815     0.00000     0.00000     0.00000     0.00000
   -57.21715     0.00000     0.00000     0.00000     0.00000
   -57.20715     0.00000     0.00000     0.00000     0.00000
   -57.19615     0.00000     0.00000     0.00000     0.00000
   -57.18515     0.00000     0.00000     0.00000     0.00000
   -57.17415     0.00000     0.00000     0.00000     0.00000
   -57.16415     0.00000     0.00000     0.00000     0.00000
   -57.15315     0.00000     0.00000     0.00000     0.00000
   -57.14215     0.00000     0.00000     0.00000     0.00000
   -57.13115     0.00000     0.00000     0.00000     0.00000
   -57.12115     0.00000     0.00000     0.00000     0.00000
   -57.11015     0.00000     0.00000     0.00000     0.00000
   -57.09915     0.00000     0.00000     0.00000     0.00000
   -57.08915     0.00000     0.00000     0.00000     0.00000
   -57.07815     0.00000     0.00000     0.00000     0.00000
   -57.06715     0.00000     0.00000     0.00000     0.00000
   -57.05615     0.00000     0.00000     0.00000     0.00000
   -57.04615     0.00000     0.00000     0.00000     0.00000
   -57.03515     0.00000     0.00000     0.00000     0.00000
   -57.02415     0.00000     0.00000     0.00000     0.00000
   -57.01315     0.00000     0.00000     0.00000     0.00000
   -57.00315     0.00000     0.00000     0.00000     0.00000
   -56.99215     0.00000     0.00000     0.00000     0.00000
   -56.98115     0.00000     0.00000     0.00000     0.00000
   -56.97015     0.00000     0.00000     0.00000     0.00000
   -56.96015     0.00000     0.00000     0.00000     0.00000
   -56.94915     0.00000     0.00000     0.00000     0.00000
   -56.93815     0.00000     0.00000     0.00000     0.00000
   -56.92815     0.00000     0.00000     0.00000     0.00000
   -56.91715     0.00000     0.00000     0.00000     0.00000
   -56.90615     0.00000     0.00000     0.00000     0.00000
   -56.89515     0.00000     0.00000     0.00000     0.00000
   -56.88515     0.00000     0.00000     0.00000     0.00000
   -56.87415     0.00000     0.00000     0.00000     0.00000
   -56.86315     0.00000     0.00000     0.00000     0.00000
   -56.85215     0.00000     0.00000     0.00000     0.00000
   -56.84215     0.00000     0.00000     0.00000     0.00000
   -56.83115     0.00000     0.00000     0.00000     0.00000
   -56.82015     0.00000     0.00000     0.00000     0.00000
   -56.81015     0.00000     0.00000     0.00000     0.00000
   -56.79915     0.00000     0.00000     0.00000     0.00000
   -56.78815     0.00000     0.00000     0.00000     0.00000
   -56.77715     0.00000     0.00000     0.00000     0.00000
   -56.76715     0.00000     0.00000     0.00000     0.00000
   -56.75615     0.00000     0.00000     0.00000     0.00000
   -56.74515     0.00000     0.00000     0.00000     0.00000
   -56.73415     0.00000     0.00000     0.00000     0.00000
   -56.72415     0.00000     0.00000     0.00000     0.00000
   -56.71315     0.00000     0.00000     0.00000     0.00000
   -56.70215     0.00000     0.00000     0.00000     0.00000
   -56.69215     0.00000     0.00000     0.00000     0.00000
   -56.68115     0.00000     0.00000     0.00000     0.00000
   -56.67015     0.00000     0.00000     0.00000     0.00000
   -56.65915     0.00000     0.00000     0.00000     0.00000
   -56.64915     0.00000     0.00000     0.00000     0.00000
   -56.63815     0.00000     0.00000     0.00000     0.00000
   -56.62715     0.00000     0.00000     0.00000     0.00000
   -56.61615     0.00000     0.00000     0.00000     0.00000
   -56.60615     0.00000     0.00000     0.00000     0.00000
   -56.59515     0.00000     0.00000     0.00000     0.00000
   -56.58415     0.00000     0.00000     0.00000     0.00000
   -56.57415     0.00000     0.00000     0.00000     0.00000
   -56.56315     0.00000     0.00000     0.00000     0.00000
   -56.55215     0.00000     0.00000     0.00000     0.00000
   -56.54115     0.00000     0.00000     0.00000     0.00000
   -56.53115     0.00000     0.00000     0.00000     0.00000
   -56.52015     0.00000     0.00000     0.00000     0.00000
   -56.50915     0.00000     0.00000     0.00000     0.00000
   -56.49815     0.00000     0.00000     0.00000     0.00000
   -56.48815     0.00000     0.00000     0.00000     0.00000
   -56.47715     0.00000     0.00000     0.00000     0.00000
   -56.46615     0.00000     0.00000     0.00000     0.00000
   -56.45515     0.00000     0.00000     0.00000     0.00000
   -56.44515     0.00000     0.00000     0.00000     0.00000
   -56.43415     0.00000     0.00000     0.00000     0.00000
   -56.42315     0.00000     0.00000     0.00000     0.00000
   -56.41315     0.00000     0.00000     0.00000     0.00000
   -56.40215     0.00000     0.00000     0.00000     0.00000
   -56.39115     0.00000     0.00000     0.00000     0.00000
   -56.38015     0.00000     0.00000     0.00000     0.00000
   -56.37015     0.00000     0.00000     0.00000     0.00000
   -56.35915     0.00000     0.00000     0.00000     0.00000
   -56.34815     0.00000     0.00000     0.00000     0.00000
   -56.33715     0.00000     0.00000     0.00000     0.00000
   -56.32715     0.00000     0.00000     0.00000     0.00000
   -56.31615     0.00000     0.00000     0.00000     0.00000
   -56.30515     0.00000     0.00000     0.00000     0.00000
   -56.29515     0.00000     0.00000     0.00000     0.00000
   -56.28415     0.00000     0.00000     0.00000     0.00000
   -56.27315     0.00000     0.00000     0.00000     0.00000
   -56.26215     0.00000     0.00000     0.00000     0.00000
   -56.25215     0.00000     0.00000     0.00000     0.00000
   -56.24115     0.00000     0.00000     0.00000     0.00000
   -56.23015     0.00000     0.00000     0.00000     0.00000
   -56.21915     0.00000     0.00000     0.00000     0.00000
   -56.20915     0.00000     0.00000     0.00000     0.00000
   -56.19815     0.00000     0.00000     0.00000     0.00000
   -56.18715     0.00000     0.00000     0.00000     0.00000
   -56.17715     0.00000     0.00000     0.00000     0.00000
   -56.16615     0.00000     0.00000     0.00000     0.00000
   -56.15515     0.00000     0.00000     0.00000     0.00000
   -56.14415     0.00000     0.00000     0.00000     0.00000
   -56.13415     0.00000     0.00000     0.00000     0.00000
   -56.12315     0.00000     0.00000     0.00000     0.00000
   -56.11215     0.00000     0.00000     0.00000     0.00000
   -56.10115     0.00000     0.00000     0.00000     0.00000
   -56.09115     0.00000     0.00000     0.00000     0.00000
   -56.08015     0.00000     0.00000     0.00000     0.00000
   -56.06915     0.00000     0.00000     0.00000     0.00000
   -56.05915     0.00000     0.00000     0.00000     0.00000
   -56.04815     0.00000     0.00000     0.00000     0.00000
   -56.03715     0.00000     0.00000     0.00000     0.00000
   -56.02615     0.00000     0.00000     0.00000     0.00000
   -56.01615     0.00000     0.00000     0.00000     0.00000
   -56.00515     0.00000     0.00000     0.00000     0.00000
   -55.99415     0.00000     0.00000     0.00000     0.00000
   -55.98315     0.00000     0.00000     0.00000     0.00000
   -55.97315     0.00000     0.00000     0.00000     0.00000
   -55.96215     0.00000     0.00000     0.00000     0.00000
   -55.95115     0.00000     0.00000     0.00000     0.00000
   -55.94015     0.00000     0.00000     0.00000     0.00000
   -55.93015     0.00000     0.00000     0.00000     0.00000
   -55.91915     0.00000     0.00000     0.00000     0.00000
   -55.90815     0.00000     0.00000     0.00000     0.00000
   -55.89815     0.00000     0.00000     0.00000     0.00000
   -55.88715     0.00000     0.00000     0.00000     0.00000
   -55.87615     0.00000     0.00000     0.00000     0.00000
   -55.86515     0.00000     0.00000     0.00000     0.00000
   -55.85515     0.00000     0.00000     0.00000     0.00000
   -55.84415     0.00000     0.00000     0.00000     0.00000
   -55.83315     0.00000     0.00000     0.00000     0.00000
   -55.82215     0.00000     0.00000     0.00000     0.00000
   -55.81215     0.00000     0.00000     0.00000     0.00000
   -55.80115     0.00000     0.00000     0.00000     0.00000
   -55.79015     0.00000     0.00000     0.00000     0.00000
   -55.78015     0.00000     0.00000     0.00000     0.00000
   -55.76915     0.00000     0.00000     0.00000     0.00000
   -55.75815     0.00000     0.00000     0.00000     0.00000
   -55.74715     0.00000     0.00000     0.00000     0.00000
   -55.73715     0.00000     0.00000     0.00000     0.00000
   -55.72615     0.00000     0.00000     0.00000     0.00000
   -55.71515     0.00000     0.00000     0.00000     0.00000
   -55.70415     0.00000     0.00000     0.00000     0.00000
   -55.69415     0.00000     0.00000     0.00000     0.00000
   -55.68315     0.00000     0.00000     0.00000     0.00000
   -55.67215     0.00000     0.00000     0.00000     0.00000
   -55.66215     0.00000     0.00000     0.00000     0.00000
   -55.65115     0.00000     0.00000     0.00000     0.00000
   -55.64015     0.00000     0.00000     0.00000     0.00000
   -55.62915     0.00000     0.00000     0.00000     0.00000
   -55.61915     0.00000     0.00000     0.00000     0.00000
   -55.60815     0.00000     0.00000     0.00000     0.00000
   -55.59715     0.00000     0.00000     0.00000     0.00000
   -55.58615     0.00000     0.00000     0.00000     0.00000
   -55.57615     0.00000     0.00000     0.00000     0.00000
   -55.56515     0.00000     0.00000     0.00000     0.00000
   -55.55415     0.00000     0.00000     0.00000     0.00000
   -55.54415     0.00000     0.00000     0.00000     0.00000
   -55.53315     0.00000     0.00000     0.00000     0.00000
   -55.52215     0.00000     0.00000     0.00000     0.00000
   -55.51115     0.00000     0.00000     0.00000     0.00000
   -55.50115     0.00000     0.00000     0.00000     0.00000
   -55.49015     0.00000     0.00000     0.00000     0.00000
   -55.47915     0.00000     0.00000     0.00000     0.00000
   -55.46815     0.00000     0.00000     0.00000     0.00000
   -55.45815     0.00000     0.00000     0.00000     0.00000
   -55.44715     0.00000     0.00000     0.00000     0.00000
   -55.43615     0.00000     0.00000     0.00000     0.00000
   -55.42515     0.00000     0.00000     0.00000     0.00000
   -55.41515     0.00000     0.00000     0.00000     0.00000
   -55.40415     0.00000     0.00000     0.00000     0.00000
   -55.39315     0.00000     0.00000     0.00000     0.00000
   -55.38315     0.00000     0.00000     0.00000     0.00000
   -55.37215     0.00000     0.00000     0.00000     0.00000
   -55.36115     0.00000     0.00000     0.00000     0.00000
   -55.35015     0.00000     0.00000     0.00000     0.00000
   -55.34015     0.00000     0.00000     0.00000     0.00000
   -55.32915     0.00000     0.00000     0.00000     0.00000
   -55.31815     0.00000     0.00000     0.00000     0.00000
   -55.30715     0.00000     0.00000     0.00000     0.00000
   -55.29715     0.00000     0.00000     0.00000     0.00000
   -55.28615     0.00000     0.00000     0.00000     0.00000
   -55.27515     0.00000     0.00000     0.00000     0.00000
   -55.26515     0.00000     0.00000     0.00000     0.00000
   -55.25415     0.00000     0.00000     0.00000     0.00000
   -55.24315     0.00000     0.00000     0.00000     0.00000
   -55.23215     0.00000     0.00000     0.00000     0.00000
   -55.22215     0.00000     0.00000     0.00000     0.00000
   -55.21115     0.00000     0.00000     0.00000     0.00000
   -55.20015     0.00000     0.00000     0.00000     0.00000
   -55.18915     0.00000     0.00000     0.00000     0.00000
   -55.17915     0.00000     0.00000     0.00000     0.00000
   -55.16815     0.00000     0.00000     0.00000     0.00000
   -55.15715     0.00000     0.00000     0.00000     0.00000
   -55.14715     0.00000     0.00000     0.00000     0.00000
   -55.13615     0.00000     0.00000     0.00000     0.00000
   -55.12515     0.00000     0.00000     0.00000     0.00000
   -55.11415     0.00000     0.00000     0.00000     0.00000
   -55.10415     0.00000     0.00000     0.00000     0.00000
   -55.09315     0.00000     0.00000     0.00000     0.00000
   -55.08215     0.00000     0.00000     0.00000     0.00000
   -55.07115     0.00000     0.00000     0.00000     0.00000
   -55.06115     0.00000     0.00000     0.00000     0.00000
   -55.05015     0.00000     0.00000     0.00000     0.00000
   -55.03915     0.00000     0.00000     0.00000     0.00000
   -55.02915     0.00000     0.00000     0.00000     0.00000
   -55.01815     0.00000     0.00000     0.00000     0.00000
   -55.00715     0.00000     0.00000     0.00000     0.00000
   -54.99615     0.00000     0.00000     0.00000     0.00000
   -54.98615     0.00000     0.00000     0.00000     0.00000
   -54.97515     0.00000     0.00000     0.00000     0.00000
   -54.96415     0.00000     0.00000     0.00000     0.00000
   -54.95315     0.00000     0.00000     0.00000     0.00000
   -54.94315     0.00000     0.00000     0.00000     0.00000
   -54.93215     0.00000     0.00000     0.00000     0.00000
   -54.92115     0.00000     0.00000     0.00000     0.00000
   -54.91015     0.00000     0.00000     0.00000     0.00000
   -54.90015     0.00000     0.00000     0.00000     0.00000
   -54.88915     0.00000     0.00000     0.00000     0.00000
   -54.87815     0.00000     0.00000     0.00000     0.00000
   -54.86815     0.00000     0.00000     0.00000     0.00000
   -54.85715     0.00000     0.00000     0.00000     0.00000
   -54.84615     0.00000     0.00000     0.00000     0.00000
   -54.83515     0.00000     0.00000     0.00000     0.00000
   -54.82515     0.00000     0.00000     0.00000     0.00000
   -54.81415     0.00000     0.00000     0.00000     0.00000
   -54.80315     0.00000     0.00000     0.00000     0.00000
   -54.79215     0.00000     0.00000     0.00000     0.00000
   -54.78215     0.00000     0.00000     0.00000     0.00000
   -54.77115     0.00000     0.00000     0.00000     0.00000
   -54.76015     0.00000     0.00000     0.00000     0.00000
   -54.75015     0.00000     0.00000     0.00000     0.00000
   -54.73915     0.00000     0.00000     0.00000     0.00000
   -54.72815     0.00000     0.00000     0.00000     0.00000
   -54.71715     0.00000     0.00000     0.00000     0.00000
   -54.70715     0.00000     0.00000     0.00000     0.00000
   -54.69615     0.00000     0.00000     0.00000     0.00000
   -54.68515     0.00000     0.00000     0.00000     0.00000
   -54.67415     0.00000     0.00000     0.00000     0.00000
   -54.66415     0.00000     0.00000     0.00000     0.00000
   -54.65315     0.00000     0.00000     0.00000     0.00000
   -54.64215     0.00000     0.00000     0.00000     0.00000
   -54.63215     0.00000     0.00000     0.00000     0.00000
   -54.62115     0.00000     0.00000     0.00000     0.00000
   -54.61015     0.00000     0.00000     0.00000     0.00000
   -54.59915     0.00000     0.00000     0.00000     0.00000
   -54.58915     0.00000     0.00000     0.00000     0.00000
   -54.57815     0.00000     0.00000     0.00000     0.00000
   -54.56715     0.00000     0.00000     0.00000     0.00000
   -54.55615     0.00000     0.00000     0.00000     0.00000
   -54.54615     0.00000     0.00000     0.00000     0.00000
   -54.53515     0.00000     0.00000     0.00000     0.00000
   -54.52415     0.00000     0.00000     0.00000     0.00000
   -54.51415     0.00000     0.00000     0.00000     0.00000
   -54.50315     0.00000     0.00000     0.00000     0.00000
   -54.49215     0.00000     0.00000     0.00000     0.00000
   -54.48115     0.00000     0.00000     0.00000     0.00000
   -54.47115     0.00000     0.00000     0.00000     0.00000
   -54.46015     0.00000     0.00000     0.00000     0.00000
   -54.44915     0.00000     0.00000     0.00000     0.00000
   -54.43815     0.00000     0.00000     0.00000     0.00000
   -54.42815     0.00000     0.00000     0.00000     0.00000
   -54.41715     0.00000     0.00000     0.00000     0.00000
   -54.40615     0.00000     0.00000     0.00000     0.00000
   -54.39515     0.00000     0.00000     0.00000     0.00000
   -54.38515     0.00000     0.00000     0.00000     0.00000
   -54.37415     0.00000     0.00000     0.00000     0.00000
   -54.36315     0.00000     0.00000     0.00000     0.00000
   -54.35315     0.00000     0.00000     0.00000     0.00000
   -54.34215     0.00000     0.00000     0.00000     0.00000
   -54.33115     0.00000     0.00000     0.00000     0.00000
   -54.32015     0.00000     0.00000     0.00000     0.00000
   -54.31015     0.00000     0.00000     0.00000     0.00000
   -54.29915     0.00000     0.00000     0.00000     0.00000
   -54.28815     0.00000     0.00000     0.00000     0.00000
   -54.27715     0.00000     0.00000     0.00000     0.00000
   -54.26715     0.00000     0.00000     0.00000     0.00000
   -54.25615     0.00000     0.00000     0.00000     0.00000
   -54.24515     0.00000     0.00000     0.00000     0.00000
   -54.23515     0.00000     0.00000     0.00000     0.00000
   -54.22415     0.00000     0.00000     0.00000     0.00000
   -54.21315     0.00000     0.00000     0.00000     0.00000
   -54.20215     0.00000     0.00000     0.00000     0.00000
   -54.19215     0.00000     0.00000     0.00000     0.00000
   -54.18115     0.00000     0.00000     0.00000     0.00000
   -54.17015     0.00000     0.00000     0.00000     0.00000
   -54.15915     0.00000     0.00000     0.00000     0.00000
   -54.14915     0.00000     0.00000     0.00000     0.00000
   -54.13815     0.00000     0.00000     0.00000     0.00000
   -54.12715     0.00000     0.00000     0.00000     0.00000
   -54.11715     0.00000     0.00000     0.00000     0.00000
   -54.10615     0.00000     0.00000     0.00000     0.00000
   -54.09515     0.00000     0.00000     0.00000     0.00000
   -54.08415     0.00000     0.00000     0.00000     0.00000
   -54.07415     0.00000     0.00000     0.00000     0.00000
   -54.06315     0.00000     0.00000     0.00000     0.00000
   -54.05215     0.00000     0.00000     0.00000     0.00000
   -54.04115     0.00000     0.00000     0.00000     0.00000
   -54.03115     0.00000     0.00000     0.00000     0.00000
   -54.02015     0.00000     0.00000     0.00000     0.00000
   -54.00915     0.00000     0.00000     0.00000     0.00000
   -53.99915     0.00000     0.00000     0.00000     0.00000
   -53.98815     0.00000     0.00000     0.00000     0.00000
   -53.97715     0.00000     0.00000     0.00000     0.00000
   -53.96615     0.00000     0.00000     0.00000     0.00000
   -53.95615     0.00000     0.00000     0.00000     0.00000
   -53.94515     0.00000     0.00000     0.00000     0.00000
   -53.93415     0.00000     0.00000     0.00000     0.00000
   -53.92315     0.00000     0.00000     0.00000     0.00000
   -53.91315     0.00000     0.00000     0.00000     0.00000
   -53.90215     0.00000     0.00000     0.00000     0.00000
   -53.89115     0.00000     0.00000     0.00000     0.00000
   -53.88015     0.00000     0.00000     0.00000     0.00000
