     #Energy       W_all      Mo_all      Re_all      Zr_all
   -60.50640     0.00000     0.00000     0.00000     0.00000
   -60.49440     0.00000     0.00000     0.00000     0.00000
   -60.48240     0.00000     0.00000     0.00000     0.00000
   -60.47140     0.00000     0.00000     0.00000     0.00000
   -60.45940     0.00000     0.00000     0.00000     0.00000
   -60.44840     0.00000     0.00000     0.00000     0.00000
   -60.43640     0.00000     0.00000     0.00000     0.00000
   -60.42440     0.00000     0.00000     0.00000     0.00000
   -60.41340     0.00000     0.00000     0.00000     0.00000
   -60.40140     0.00000     0.00000     0.00000     0.00000
   -60.39040     0.00000     0.00000     0.00000     0.00000
   -60.37840     0.00000     0.00000     0.00000     0.00000
   -60.36740     0.00000     0.00000     0.00000     0.00000
   -60.35540     0.00000     0.00000     0.00000     0.00000
   -60.34340     0.00000     0.00000     0.00000     0.00000
   -60.33240     0.00000     0.00000     0.00000     0.00000
   -60.32040     0.00000     0.00000     0.00000     0.00000
   -60.30940     0.00000     0.00000     0.00000     0.00000
   -60.29740     0.00000     0.00000     0.00000     0.00000
   -60.28540     0.00000     0.00000     0.00000     0.00000
   -60.27440     0.00000     0.00000     0.00000     0.00000
   -60.26240     0.00000     0.00000     0.00000     0.00000
   -60.25140     0.00000     0.00000     0.00000     0.00000
   -60.23940     0.00000     0.00000     0.00000     0.00000
   -60.22840     0.00000     0.00000     0.00000     0.00000
   -60.21640     0.00000     0.00000     0.00000     0.00000
   -60.20440     0.00000     0.00000     0.00000     0.00000
   -60.19340     0.00000     0.00000     0.00000     0.00000
   -60.18140     0.00000     0.00000     0.00000     0.00000
   -60.17040     0.00000     0.00000     0.00000     0.00000
   -60.15840     0.00000     0.00000     0.00000     0.00000
   -60.14640     0.00000     0.00000     0.00000     0.00000
   -60.13540     0.00000     0.00000     0.00000     0.00000
   -60.12340     0.00000     0.00000     0.00000     0.00000
   -60.11240     0.00000     0.00000     0.00000     0.00000
   -60.10040     0.00000     0.00000     0.00000     0.00000
   -60.08940     0.00000     0.00000     0.00000     0.00000
   -60.07740     0.00000     0.00000     0.00000     0.00000
   -60.06540     0.00000     0.00000     0.00000     0.00000
   -60.05440     0.00000     0.00000     0.00000     0.00000
   -60.04240     0.00000     0.00000     0.00000     0.00000
   -60.03140     0.00000     0.00000     0.00000     0.00000
   -60.01940     0.00000     0.00000     0.00000     0.00000
   -60.00740     0.00000     0.00000     0.00000     0.00000
   -59.99640     0.00000     0.00000     0.00000     0.00000
   -59.98440     0.00000     0.00000     0.00000     0.00000
   -59.97340     0.00000     0.00000     0.00000     0.00000
   -59.96140     0.00000     0.00000     0.00000     0.00000
   -59.95040     0.00000     0.00000     0.00000     0.00000
   -59.93840     0.00000     0.00000     0.00000     0.00000
   -59.92640     0.00000     0.00000     0.00000     0.00000
   -59.91540     0.00000     0.00000     0.00000     0.00000
   -59.90340     0.00000     0.00000     0.00000     0.00000
   -59.89240     0.00000     0.00000     0.00000     0.00000
   -59.88040     0.00000     0.00000     0.00000     0.00000
   -59.86940     0.00000     0.00000     0.00000     0.00000
   -59.85740     0.00000     0.00000     0.00000     0.00000
   -59.84540     0.00000     0.00000     0.00000     0.00000
   -59.83440     0.00000     0.00000     0.00000     0.00000
   -59.82240     0.00000     0.00000     0.00000     0.00000
   -59.81140     0.00000     0.00000     0.00000     0.00000
   -59.79940     0.00000     0.00000     0.00000     0.00000
   -59.78740     0.00000     0.00000     0.00000     0.00000
   -59.77640     0.00000     0.00000     0.00000     0.00000
   -59.76440     0.00000     0.00000     0.00000     0.00000
   -59.75340     0.00000     0.00000     0.00000     0.00000
   -59.74140     0.00000     0.00000     0.00000     0.00000
   -59.73040     0.00000     0.00000     0.00000     0.00000
   -59.71840     0.00000     0.00000     0.00000     0.00000
   -59.70640     0.00000     0.00000     0.00000     0.00000
   -59.69540     0.00000     0.00000     0.00000     0.00000
   -59.68340     0.00000     0.00000     0.00000     0.00000
   -59.67240     0.00000     0.00000     0.00000     0.00000
   -59.66040     0.00000     0.00000     0.00000     0.00000
   -59.64840     0.00000     0.00000     0.00000     0.00000
   -59.63740     0.00000     0.00000     0.00000     0.00000
   -59.62540     0.00000     0.00000     0.00000     0.00000
   -59.61440     0.00000     0.00000     0.00000     0.00000
   -59.60240     0.00000     0.00000     0.00000     0.00000
   -59.59140     0.00000     0.00000     0.00000     0.00000
   -59.57940     0.00000     0.00000     0.00000     0.00000
   -59.56740     0.00000     0.00000     0.00000     0.00000
   -59.55640     0.00000     0.00000     0.00000     0.00000
   -59.54440     0.00000     0.00000     0.00000     0.00000
   -59.53340     0.00000     0.00000     0.00000     0.00000
   -59.52140     0.00000     0.00000     0.00000     0.00000
   -59.50940     0.00000     0.00000     0.00000     0.00000
   -59.49840     0.00000     0.00000     0.00000     0.00000
   -59.48640     0.00000     0.00000     0.00000     0.00000
   -59.47540     0.00000     0.00000     0.00000     0.00000
   -59.46340     0.00000     0.00000     0.00000     0.00000
   -59.45240     0.00000     0.00000     0.00000     0.00000
   -59.44040     0.00000     0.00000     0.00000     0.00000
   -59.42840     0.00000     0.00000     0.00000     0.00000
   -59.41740     0.00000     0.00000     0.00000     0.00000
   -59.40540     0.00000     0.00000     0.00000     0.00000
   -59.39440     0.00000     0.00000     0.00000     0.00000
   -59.38240     0.00000     0.00000     0.00000     0.00000
   -59.37040     0.00000     0.00000     0.00000     0.00000
   -59.35940     0.00000     0.00000     0.00000     0.00000
   -59.34740     0.00000     0.00000     0.00000     0.00000
   -59.33640     0.00000     0.00000     0.00000     0.00000
   -59.32440     0.00000     0.00000     0.00000     0.00000
   -59.31340     0.00000     0.00000     0.00000     0.00000
   -59.30140     0.00000     0.00000     0.00000     0.00000
   -59.28940     0.00000     0.00000     0.00000     0.00000
   -59.27840     0.00000     0.00000     0.00000     0.00000
   -59.26640     0.00000     0.00000     0.00000     0.00000
   -59.25540     0.00000     0.00000     0.00000     0.00000
   -59.24340     0.00000     0.00000     0.00000     0.00000
   -59.23140     0.00000     0.00000     0.00000     0.00000
   -59.22040     0.00000     0.00000     0.00000     0.00000
   -59.20840     0.00000     0.00000     0.00000     0.00000
   -59.19740     0.00000     0.00000     0.00000     0.00000
   -59.18540     0.00000     0.00000     0.00000     0.00000
   -59.17440     0.00000     0.00000     0.00000     0.00000
   -59.16240     0.00000     0.00000     0.00000     0.00000
   -59.15040     0.00000     0.00000     0.00000     0.00000
   -59.13940     0.00000     0.00000     0.00000     0.00000
   -59.12740     0.00000     0.00000     0.00000     0.00000
   -59.11640     0.00000     0.00000     0.00000     0.00000
   -59.10440     0.00000     0.00000     0.00000     0.00000
   -59.09240     0.00000     0.00000     0.00000     0.00000
   -59.08140     0.00000     0.00000     0.00000     0.00000
   -59.06940     0.00000     0.00000     0.00000     0.00000
   -59.05840     0.00000     0.00000     0.00000     0.00000
   -59.04640     0.00000     0.00000     0.00000     0.00000
   -59.03540     0.00000     0.00000     0.00000     0.00000
   -59.02340     0.00000     0.00000     0.00000     0.00000
   -59.01140     0.00000     0.00000     0.00000     0.00000
   -59.00040     0.00000     0.00000     0.00000     0.00000
   -58.98840     0.00000     0.00000     0.00000     0.00000
   -58.97740     0.00000     0.00000     0.00000     0.00000
   -58.96540     0.00000     0.00000     0.00000     0.00000
   -58.95340     0.00000     0.00000     0.00000     0.00000
   -58.94240     0.00000     0.00000     0.00000     0.00000
   -58.93040     0.00000     0.00000     0.00000     0.00000
   -58.91940     0.00000     0.00000     0.00000     0.00000
   -58.90740     0.00000     0.00000     0.00000     0.00000
   -58.89640     0.00000     0.00000     0.00000     0.00000
   -58.88440     0.00000     0.00000     0.00000     0.00000
   -58.87240     0.00000     0.00000     0.00000     0.00000
   -58.86140     0.00000     0.00000     0.00000     0.00000
   -58.84940     0.00000     0.00000     0.00000     0.00000
   -58.83840     0.00000     0.00000     0.00000     0.00000
   -58.82640     0.00000     0.00000     0.00000     0.00000
   -58.81440     0.00000     0.00000     0.00000     0.00000
   -58.80340     0.00000     0.00000     0.00000     0.00000
   -58.79140     0.00000     0.00000     0.00000     0.00000
   -58.78040     0.00000     0.00000     0.00000     0.00000
   -58.76840     0.00000     0.00000     0.00000     0.00000
   -58.75740     0.00000     0.00000     0.00000     0.00000
   -58.74540     0.00000     0.00000     0.00000     0.00000
   -58.73340     0.00000     0.00000     0.00000     0.00000
   -58.72240     0.00000     0.00000     0.00000     0.00000
   -58.71040     0.00000     0.00000     0.00000     0.00000
   -58.69940     0.00000     0.00000     0.00000     0.00000
   -58.68740     0.00000     0.00000     0.00000     0.00000
   -58.67540     0.00000     0.00000     0.00000     0.00000
   -58.66440     0.00000     0.00000     0.00000     0.00000
   -58.65240     0.00000     0.00000     0.00000     0.00000
   -58.64140     0.00000     0.00000     0.00000     0.00000
   -58.62940     0.00000     0.00000     0.00000     0.00000
   -58.61840     0.00000     0.00000     0.00000     0.00000
   -58.60640     0.00000     0.00000     0.00000     0.00000
   -58.59440     0.00000     0.00000     0.00000     0.00000
   -58.58340     0.00000     0.00000     0.00000     0.00000
   -58.57140     0.00000     0.00000     0.00000     0.00000
   -58.56040     0.00000     0.00000     0.00000     0.00000
   -58.54840     0.00000     0.00000     0.00000     0.00000
   -58.53740     0.00000     0.00000     0.00000     0.00000
   -58.52540     0.00000     0.00000     0.00000     0.00000
   -58.51340     0.00000     0.00000     0.00000     0.00000
   -58.50240     0.00000     0.00000     0.00000     0.00000
   -58.49040     0.00000     0.00000     0.00000     0.00000
   -58.47940     0.00000     0.00000     0.00000     0.00000
   -58.46740     0.00000     0.00000     0.00000     0.00000
   -58.45540     0.00000     0.00000     0.00000     0.00000
   -58.44440     0.00000     0.00000     0.00000     0.00000
   -58.43240     0.00000     0.00000     0.00000     0.00000
   -58.42140     0.00000     0.00000     0.00000     0.00000
   -58.40940     0.00000     0.00000     0.00000     0.00000
   -58.39840     0.00000     0.00000     0.00000     0.00000
   -58.38640     0.00000     0.00000     0.00000     0.00000
   -58.37440     0.00000     0.00000     0.00000     0.00000
   -58.36340     0.00000     0.00000     0.00000     0.00000
   -58.35140     0.00000     0.00000     0.00000     0.00000
   -58.34040     0.00000     0.00000     0.00000     0.00000
   -58.32840     0.00000     0.00000     0.00000     0.00000
   -58.31640     0.00000     0.00000     0.00000     0.00000
   -58.30540     0.00000     0.00000     0.00000     0.00000
   -58.29340     0.00000     0.00000     0.00000     0.00000
   -58.28240     0.00000     0.00000     0.00000     0.00000
   -58.27040     0.00000     0.00000     0.00000     0.00000
   -58.25940     0.00000     0.00000     0.00000     0.00000
   -58.24740     0.00000     0.00000     0.00000     0.00000
   -58.23540     0.00000     0.00000     0.00000     0.00000
   -58.22440     0.00000     0.00000     0.00000     0.00000
   -58.21240     0.00000     0.00000     0.00000     0.00000
   -58.20140     0.00000     0.00000     0.00000     0.00000
   -58.18940     0.00000     0.00000     0.00000     0.00000
   -58.17740     0.00000     0.00000     0.00000     0.00000
   -58.16640     0.00000     0.00000     0.00000     0.00000
   -58.15440     0.00000     0.00000     0.00000     0.00000
   -58.14340     0.00000     0.00000     0.00000     0.00000
   -58.13140     0.00000     0.00000     0.00000     0.00000
   -58.12040     0.00000     0.00000     0.00000     0.00000
   -58.10840     0.00000     0.00000     0.00000     0.00000
   -58.09640     0.00000     0.00000     0.00000     0.00000
   -58.08540     0.00000     0.00000     0.00000     0.00000
   -58.07340     0.00000     0.00000     0.00000     0.00000
   -58.06240     0.00000     0.00000     0.00000     0.00000
   -58.05040     0.00000     0.00000     0.00000     0.00000
   -58.03840     0.00000     0.00000     0.00000     0.00000
   -58.02740     0.00000     0.00000     0.00000     0.00000
   -58.01540     0.00000     0.00000     0.00000     0.00000
   -58.00440     0.00000     0.00000     0.00000     0.00000
   -57.99240     0.00000     0.00000     0.00000     0.00000
   -57.98140     0.00000     0.00000     0.00000     0.00000
   -57.96940     0.00000     0.00000     0.00000     0.00000
   -57.95740     0.00000     0.00000     0.00000     0.00000
   -57.94640     0.00000     0.00000     0.00000     0.00000
   -57.93440     0.00000     0.00000     0.00000     0.00000
   -57.92340     0.00000     0.00000     0.00000     0.00000
   -57.91140     0.00000     0.00000     0.00000     0.00000
   -57.89940     0.00000     0.00000     0.00000     0.00000
   -57.88840     0.00000     0.00000     0.00000     0.00000
   -57.87640     0.00000     0.00000     0.00000     0.00000
   -57.86540     0.00000     0.00000     0.00000     0.00000
   -57.85340     0.00000     0.00000     0.00000     0.00000
   -57.84240     0.00000     0.00000     0.00000     0.00000
   -57.83040     0.00000     0.00000     0.00000     0.00000
   -57.81840     0.00000     0.00000     0.00000     0.00000
   -57.80740     0.00000     0.00000     0.00000     0.00000
   -57.79540     0.00000     0.00000     0.00000     0.00000
   -57.78440     0.00000     0.00000     0.00000     0.00000
   -57.77240     0.00000     0.00000     0.00000     0.00000
   -57.76040     0.00000     0.00000     0.00000     0.00000
   -57.74940     0.00000     0.00000     0.00000     0.00000
   -57.73740     0.00000     0.00000     0.00000     0.00000
   -57.72640     0.00000     0.00000     0.00000     0.00000
   -57.71440     0.00000     0.00000     0.00000     0.00000
   -57.70340     0.00000     0.00000     0.00000     0.00000
   -57.69140     0.00000     0.00000     0.00000     0.00000
   -57.67940     0.00000     0.00000     0.00000     0.00000
   -57.66840     0.00000     0.00000     0.00000     0.00000
   -57.65640     0.00000     0.00000     0.00000     0.00000
   -57.64540     0.00000     0.00000     0.00000     0.00000
   -57.63340     0.00000     0.00000     0.00000     0.00000
   -57.62140     0.00000     0.00000     0.00000     0.00000
   -57.61040     0.00000     0.00000     0.00000     0.00000
   -57.59840     0.00000     0.00000     0.00000     0.00000
   -57.58740     0.00000     0.00000     0.00000     0.00000
   -57.57540     0.00000     0.00000     0.00000     0.00000
   -57.56440     0.00000     0.00000     0.00000     0.00000
   -57.55240     0.00000     0.00000     0.00000     0.00000
   -57.54040     0.00000     0.00000     0.00000     0.00000
   -57.52940     0.00000     0.00000     0.00000     0.00000
   -57.51740     0.00000     0.00000     0.00000     0.00000
   -57.50640     0.00000     0.00000     0.00000     0.00000
   -57.49440     0.00000     0.00000     0.00000     0.00000
   -57.48240     0.00000     0.00000     0.00000     0.00000
   -57.47140     0.00000     0.00000     0.00000     0.00000
   -57.45940     0.00000     0.00000     0.00000     0.00000
   -57.44840     0.00000     0.00000     0.00000     0.00000
   -57.43640     0.00000     0.00000     0.00000     0.00000
   -57.42540     0.00000     0.00000     0.00000     0.00000
   -57.41340     0.00000     0.00000     0.00000     0.00000
   -57.40140     0.00000     0.00000     0.00000     0.00000
   -57.39040     0.00000     0.00000     0.00000     0.00000
   -57.37840     0.00000     0.00000     0.00000     0.00000
   -57.36740     0.00000     0.00000     0.00000     0.00000
   -57.35540     0.00000     0.00000     0.00000     0.00000
   -57.34340     0.00000     0.00000     0.00000     0.00000
   -57.33240     0.00000     0.00000     0.00000     0.00000
   -57.32040     0.00000     0.00000     0.00000     0.00000
   -57.30940     0.00000     0.00000     0.00000     0.00000
   -57.29740     0.00000     0.00000     0.00000     0.00000
   -57.28640     0.00000     0.00000     0.00000     0.00000
   -57.27440     0.00000     0.00000     0.00000     0.00000
   -57.26240     0.00000     0.00000     0.00000     0.00000
   -57.25140     0.00000     0.00000     0.00000     0.00000
   -57.23940     0.00000     0.00000     0.00000     0.00000
   -57.22840     0.00000     0.00000     0.00000     0.00000
   -57.21640     0.00000     0.00000     0.00000     0.00000
   -57.20540     0.00000     0.00000     0.00000     0.00000
   -57.19340     0.00000     0.00000     0.00000     0.00000
   -57.18140     0.00000     0.00000     0.00000     0.00000
   -57.17040     0.00000     0.00000     0.00000     0.00000
   -57.15840     0.00000     0.00000     0.00000     0.00000
   -57.14740     0.00000     0.00000     0.00000     0.00000
   -57.13540     0.00000     0.00000     0.00000     0.00000
   -57.12340     0.00000     0.00000     0.00000     0.00000
   -57.11240     0.00000     0.00000     0.00000     0.00000
   -57.10040     0.00000     0.00000     0.00000     0.00000
   -57.08940     0.00000     0.00000     0.00000     0.00000
   -57.07740     0.00000     0.00000     0.00000     0.00000
   -57.06640     0.00000     0.00000     0.00000     0.00000
   -57.05440     0.00000     0.00000     0.00000     0.00000
   -57.04240     0.00000     0.00000     0.00000     0.00000
   -57.03140     0.00000     0.00000     0.00000     0.00000
   -57.01940     0.00000     0.00000     0.00000     0.00000
   -57.00840     0.00000     0.00000     0.00000     0.00000
   -56.99640     0.00000     0.00000     0.00000     0.00000
   -56.98440     0.00000     0.00000     0.00000     0.00000
   -56.97340     0.00000     0.00000     0.00000     0.00000
   -56.96140     0.00000     0.00000     0.00000     0.00000
   -56.95040     0.00000     0.00000     0.00000     0.00000
   -56.93840     0.00000     0.00000     0.00000     0.00000
   -56.92740     0.00000     0.00000     0.00000     0.00000
   -56.91540     0.00000     0.00000     0.00000     0.00000
   -56.90340     0.00000     0.00000     0.00000     0.00000
   -56.89240     0.00000     0.00000     0.00000     0.00000
   -56.88040     0.00000     0.00000     0.00000     0.00000
   -56.86940     0.00000     0.00000     0.00000     0.00000
   -56.85740     0.00000     0.00000     0.00000     0.00000
   -56.84540     0.00000     0.00000     0.00000     0.00000
   -56.83440     0.00000     0.00000     0.00000     0.00000
   -56.82240     0.00000     0.00000     0.00000     0.00000
   -56.81140     0.00000     0.00000     0.00000     0.00000
   -56.79940     0.00000     0.00000     0.00000     0.00000
   -56.78840     0.00000     0.00000     0.00000     0.00000
   -56.77640     0.00000     0.00000     0.00000     0.00000
   -56.76440     0.00000     0.00000     0.00000     0.00000
   -56.75340     0.00000     0.00000     0.00000     0.00000
   -56.74140     0.00000     0.00000     0.00000     0.00000
   -56.73040     0.00000     0.00000     0.00000     0.00000
   -56.71840     0.00000     0.00000     0.00000     0.00000
   -56.70640     0.00000     0.00000     0.00000     0.00000
   -56.69540     0.00000     0.00000     0.00000     0.00000
   -56.68340     0.00000     0.00000     0.00000     0.00000
   -56.67240     0.00000     0.00000     0.00000     0.00000
   -56.66040     0.00000     0.00000     0.00000     0.00000
   -56.64940     0.00000     0.00000     0.00000     0.00000
   -56.63740     0.00000     0.00000     0.00000     0.00000
   -56.62540     0.00000     0.00000     0.00000     0.00000
   -56.61440     0.00000     0.00000     0.00000     0.00000
   -56.60240     0.00000     0.00000     0.00000     0.00000
   -56.59140     0.00000     0.00000     0.00000     0.00000
   -56.57940     0.00000     0.00000     0.00000     0.00000
   -56.56740     0.00000     0.00000     0.00000     0.00000
   -56.55640     0.00000     0.00000     0.00000     0.00000
   -56.54440     0.00000     0.00000     0.00000     0.00000
   -56.53340     0.00000     0.00000     0.00000     0.00000
   -56.52140     0.00000     0.00000     0.00000     0.00000
   -56.51040     0.00000     0.00000     0.00000     0.00000
   -56.49840     0.00000     0.00000     0.00000     0.00000
   -56.48640     0.00000     0.00000     0.00000     0.00000
   -56.47540     0.00000     0.00000     0.00000     0.00000
   -56.46340     0.00000     0.00000     0.00000     0.00000
   -56.45240     0.00000     0.00000     0.00000     0.00000
   -56.44040     0.00000     0.00000     0.00000     0.00000
   -56.42840     0.00000     0.00000     0.00000     0.00000
   -56.41740     0.00000     0.00000     0.00000     0.00000
   -56.40540     0.00000     0.00000     0.00000     0.00000
   -56.39440     0.00000     0.00000     0.00000     0.00000
   -56.38240     0.00000     0.00000     0.00000     0.00000
   -56.37140     0.00000     0.00000     0.00000     0.00000
   -56.35940     0.00000     0.00000     0.00000     0.00000
   -56.34740     0.00000     0.00000     0.00000     0.00000
   -56.33640     0.00000     0.00000     0.00000     0.00000
   -56.32440     0.00000     0.00000     0.00000     0.00000
   -56.31340     0.00000     0.00000     0.00000     0.00000
   -56.30140     0.00000     0.00000     0.00000     0.00000
   -56.28940     0.00000     0.00000     0.00000     0.00000
   -56.27840     0.00000     0.00000     0.00000     0.00000
   -56.26640     0.00000     0.00000     0.00000     0.00000
   -56.25540     0.00000     0.00000     0.00000     0.00000
   -56.24340     0.00000     0.00000     0.00000     0.00000
   -56.23240     0.00000     0.00000     0.00000     0.00000
   -56.22040     0.00000     0.00000     0.00000     0.00000
   -56.20840     0.00000     0.00000     0.00000     0.00000
   -56.19740     0.00000     0.00000     0.00000     0.00000
   -56.18540     0.00000     0.00000     0.00000     0.00000
   -56.17440     0.00000     0.00000     0.00000     0.00000
   -56.16240     0.00000     0.00000     0.00000     0.00000
   -56.15040     0.00000     0.00000     0.00000     0.00000
   -56.13940     0.00000     0.00000     0.00000     0.00000
   -56.12740     0.00000     0.00000     0.00000     0.00000
   -56.11640     0.00000     0.00000     0.00000     0.00000
   -56.10440     0.00000     0.00000     0.00000     0.00000
   -56.09340     0.00000     0.00000     0.00000     0.00000
   -56.08140     0.00000     0.00000     0.00000     0.00000
   -56.06940     0.00000     0.00000     0.00000     0.00000
   -56.05840     0.00000     0.00000     0.00000     0.00000
   -56.04640     0.00000     0.00000     0.00000     0.00000
   -56.03540     0.00000     0.00000     0.00000     0.00000
   -56.02340     0.00000     0.00000     0.00000     0.00000
   -56.01140     0.00000     0.00000     0.00000     0.00000
   -56.00040     0.00000     0.00000     0.00000     0.00000
   -55.98840     0.00000     0.00000     0.00000     0.00000
   -55.97740     0.00000     0.00000     0.00000     0.00000
   -55.96540     0.00000     0.00000     0.00000     0.00000
   -55.95440     0.00000     0.00000     0.00000     0.00000
   -55.94240     0.00000     0.00000     0.00000     0.00000
   -55.93040     0.00000     0.00000     0.00000     0.00000
   -55.91940     0.00000     0.00000     0.00000     0.00000
   -55.90740     0.00000     0.00000     0.00000     0.00000
   -55.89640     0.00000     0.00000     0.00000     0.00000
   -55.88440     0.00000     0.00000     0.00000     0.00000
   -55.87340     0.00000     0.00000     0.00000     0.00000
   -55.86140     0.00000     0.00000     0.00000     0.00000
   -55.84940     0.00000     0.00000     0.00000     0.00000
   -55.83840     0.00000     0.00000     0.00000     0.00000
   -55.82640     0.00000     0.00000     0.00000     0.00000
   -55.81540     0.00000     0.00000     0.00000     0.00000
   -55.80340     0.00000     0.00000     0.00000     0.00000
   -55.79140     0.00000     0.00000     0.00000     0.00000
   -55.78040     0.00000     0.00000     0.00000     0.00000
   -55.76840     0.00000     0.00000     0.00000     0.00000
   -55.75740     0.00000     0.00000     0.00000     0.00000
   -55.74540     0.00000     0.00000     0.00000     0.00000
   -55.73440     0.00000     0.00000     0.00000     0.00000
   -55.72240     0.00000     0.00000     0.00000     0.00000
   -55.71040     0.00000     0.00000     0.00000     0.00000
   -55.69940     0.00000     0.00000     0.00000     0.00000
   -55.68740     0.00000     0.00000     0.00000     0.00000
   -55.67640     0.00000     0.00000     0.00000     0.00000
   -55.66440     0.00000     0.00000     0.00000     0.00000
   -55.65240     0.00000     0.00000     0.00000     0.00000
   -55.64140     0.00000     0.00000     0.00000     0.00000
   -55.62940     0.00000     0.00000     0.00000     0.00000
   -55.61840     0.00000     0.00000     0.00000     0.00000
   -55.60640     0.00000     0.00000     0.00000     0.00000
   -55.59540     0.00000     0.00000     0.00000     0.00000
   -55.58340     0.00000     0.00000     0.00000     0.00000
   -55.57140     0.00000     0.00000     0.00000     0.00000
   -55.56040     0.00000     0.00000     0.00000     0.00000
   -55.54840     0.00000     0.00000     0.00000     0.00000
   -55.53740     0.00000     0.00000     0.00000     0.00000
   -55.52540     0.00000     0.00000     0.00000     0.00000
   -55.51340     0.00000     0.00000     0.00000     0.00000
   -55.50240     0.00000     0.00000     0.00000     0.00000
   -55.49040     0.00000     0.00000     0.00000     0.00000
   -55.47940     0.00000     0.00000     0.00000     0.00000
   -55.46740     0.00000     0.00000     0.00000     0.00000
   -55.45640     0.00000     0.00000     0.00000     0.00000
   -55.44440     0.00000     0.00000     0.00000     0.00000
   -55.43240     0.00000     0.00000     0.00000     0.00000
   -55.42140     0.00000     0.00000     0.00000     0.00000
   -55.40940     0.00000     0.00000     0.00000     0.00000
   -55.39840     0.00000     0.00000     0.00000     0.00000
   -55.38640     0.00000     0.00000     0.00000     0.00000
   -55.37440     0.00000     0.00000     0.00000     0.00000
   -55.36340     0.00000     0.00000     0.00000     0.00000
   -55.35140     0.00000     0.00000     0.00000     0.00000
   -55.34040     0.00000     0.00000     0.00000     0.00000
   -55.32840     0.00000     0.00000     0.00000     0.00000
   -55.31740     0.00000     0.00000     0.00000     0.00000
   -55.30540     0.00000     0.00000     0.00000     0.00000
   -55.29340     0.00000     0.00000     0.00000     0.00000
   -55.28240     0.00000     0.00000     0.00000     0.00000
   -55.27040     0.00000     0.00000     0.00000     0.00000
   -55.25940     0.00000     0.00000     0.00000     0.00000
   -55.24740     0.00000     0.00000     0.00000     0.00000
   -55.23540     0.00000     0.00000     0.00000     0.00000
   -55.22440     0.00000     0.00000     0.00000     0.00000
   -55.21240     0.00000     0.00000     0.00000     0.00000
   -55.20140     0.00000     0.00000     0.00000     0.00000
   -55.18940     0.00000     0.00000     0.00000     0.00000
   -55.17840     0.00000     0.00000     0.00000     0.00000
   -55.16640     0.00000     0.00000     0.00000     0.00000
   -55.15440     0.00000     0.00000     0.00000     0.00000
   -55.14340     0.00000     0.00000     0.00000     0.00000
   -55.13140     0.00000     0.00000     0.00000     0.00000
   -55.12040     0.00000     0.00000     0.00000     0.00000
   -55.10840     0.00000     0.00000     0.00000     0.00000
   -55.09640     0.00000     0.00000     0.00000     0.00000
   -55.08540     0.00000     0.00000     0.00000     0.00000
   -55.07340     0.00000     0.00000     0.00000     0.00000
   -55.06240     0.00000     0.00000     0.00000     0.00000
   -55.05040     0.00000     0.00000     0.00000     0.00000
   -55.03940     0.00000     0.00000     0.00000     0.00000
   -55.02740     0.00000     0.00000     0.00000     0.00000
   -55.01540     0.00000     0.00000     0.00000     0.00000
   -55.00440     0.00000     0.00000     0.00000     0.00000
   -54.99240     0.00000     0.00000     0.00000     0.00000
   -54.98140     0.00000     0.00000     0.00000     0.00000
   -54.96940     0.00000     0.00000     0.00000     0.00000
   -54.95740     0.00000     0.00000     0.00000     0.00000
   -54.94640     0.00000     0.00000     0.00000     0.00000
   -54.93440     0.00000     0.00000     0.00000     0.00000
   -54.92340     0.00000     0.00000     0.00000     0.00000
   -54.91140     0.00000     0.00000     0.00000     0.00000
   -54.90040     0.00000     0.00000     0.00000     0.00000
   -54.88840     0.00000     0.00000     0.00000     0.00000
   -54.87640     0.00000     0.00000     0.00000     0.00000
   -54.86540     0.00000     0.00000     0.00000     0.00000
   -54.85340     0.00000     0.00000     0.00000     0.00000
   -54.84240     0.00000     0.00000     0.00000     0.00000
   -54.83040     0.00000     0.00000     0.00000     0.00000
   -54.81840     0.00000     0.00000     0.00000     0.00000
   -54.80740     0.00000     0.00000     0.00000     0.00000
   -54.79540     0.00000     0.00000     0.00000     0.00000
   -54.78440     0.00000     0.00000     0.00000     0.00000
   -54.77240     0.00000     0.00000     0.00000     0.00000
   -54.76140     0.00000     0.00000     0.00000     0.00000
   -54.74940     0.00000     0.00000     0.00000     0.00000
   -54.73740     0.00000     0.00000     0.00000     0.00000
   -54.72640     0.00000     0.00000     0.00000     0.00000
   -54.71440     0.00000     0.00000     0.00000     0.00000
   -54.70340     0.00000     0.00000     0.00000     0.00000
   -54.69140     0.00000     0.00000     0.00000     0.00000
   -54.67940     0.00000     0.00000     0.00000     0.00000
   -54.66840     0.00000     0.00000     0.00000     0.00000
   -54.65640     0.00000     0.00000     0.00000     0.00000
   -54.64540     0.00000     0.00000     0.00000     0.00000
   -54.63340     0.00000     0.00000     0.00000     0.00000
   -54.62240     0.00000     0.00000     0.00000     0.00000
   -54.61040     0.00000     0.00000     0.00000     0.00000
   -54.59840     0.00000     0.00000     0.00000     0.00000
   -54.58740     0.00000     0.00000     0.00000     0.00000
   -54.57540     0.00000     0.00000     0.00000     0.00000
   -54.56440     0.00000     0.00000     0.00000     0.00000
   -54.55240     0.00000     0.00000     0.00000     0.00000
   -54.54140     0.00000     0.00000     0.00000     0.00000
   -54.52940     0.00000     0.00000     0.00000     0.00000
