     #Energy       W_all      Mo_all      Re_all      Zr_all
   -81.78340     0.00000     0.00000     0.00000     0.00000
   -81.77140     0.00000     0.00000     0.00000     0.00000
   -81.76040     0.00000     0.00000     0.00000     0.00000
   -81.74840     0.00000     0.00000     0.00000     0.00000
   -81.73640     0.00000     0.00000     0.00000     0.00000
   -81.72540     0.00000     0.00000     0.00000     0.00000
   -81.71340     0.00000     0.00000     0.00000     0.00000
   -81.70240     0.00000     0.00000     0.00000     0.00000
   -81.69040     0.00000     0.00000     0.00000     0.00000
   -81.67940     0.00000     0.00000     0.00000     0.00000
   -81.66740     0.00000     0.00000     0.00000     0.00000
   -81.65540     0.00000     0.00000     0.00000     0.00000
   -81.64440     0.00000     0.00000     0.00000     0.00000
   -81.63240     0.00000     0.00000     0.00000     0.00000
   -81.62140     0.00000     0.00000     0.00000     0.00000
   -81.60940     0.00000     0.00000     0.00000     0.00000
   -81.59740     0.00000     0.00000     0.00000     0.00000
   -81.58640     0.00000     0.00000     0.00000     0.00000
   -81.57440     0.00000     0.00000     0.00000     0.00000
   -81.56340     0.00000     0.00000     0.00000     0.00000
   -81.55140     0.00000     0.00000     0.00000     0.00000
   -81.54040     0.00000     0.00000     0.00000     0.00000
   -81.52840     0.00000     0.00000     0.00000     0.00000
   -81.51640     0.00000     0.00000     0.00000     0.00000
   -81.50540     0.00000     0.00000     0.00000     0.00000
   -81.49340     0.00000     0.00000     0.00000     0.00000
   -81.48240     0.00000     0.00000     0.00000     0.00000
   -81.47040     0.00000     0.00000     0.00000     0.00000
   -81.45840     0.00000     0.00000     0.00000     0.00000
   -81.44740     0.00000     0.00000     0.00000     0.00000
   -81.43540     0.00000     0.00000     0.00000     0.00000
   -81.42440     0.00000     0.00000     0.00000     0.00000
   -81.41240     0.00000     0.00000     0.00000     0.00000
   -81.40140     0.00000     0.00000     0.00000     0.00000
   -81.38940     0.00000     0.00000     0.00000     0.00000
   -81.37740     0.00000     0.00000     0.00000     0.00000
   -81.36640     0.00000     0.00000     0.00000     0.00000
   -81.35440     0.00000     0.00000     0.00000     0.00000
