     #Energy       W_all      Mo_all      Ti_all      Pt_all
   -77.37941     0.00000     0.00000     0.00000     0.00000
   -77.36941     0.00000     0.00000     0.00000     0.00000
   -77.35841     0.00000     0.00000     0.00000     0.00000
   -77.34741     0.00000     0.00000     0.00000     0.00000
   -77.33741     0.00000     0.00000     0.00000     0.00000
   -77.32641     0.00000     0.00000     0.00000     0.00000
   -77.31641     0.00000     0.00000     0.00000     0.00000
   -77.30541     0.00000     0.00000     0.00000     0.00000
   -77.29441     0.00000     0.00000     0.00000     0.00000
   -77.28441     0.00000     0.00000     0.00000     0.00000
   -77.27341     0.00000     0.00000     0.00000     0.00000
   -77.26241     0.00000     0.00000     0.00000     0.00000
   -77.25241     0.00000     0.00000     0.00000     0.00000
   -77.24141     0.00000     0.00000     0.00000     0.00000
   -77.23141     0.00000     0.00000     0.00000     0.00000
   -77.22041     0.00000     0.00000     0.00000     0.00000
   -77.20941     0.00000     0.00000     0.00000     0.00000
   -77.19941     0.00000     0.00000     0.00000     0.00000
   -77.18841     0.00000     0.00000     0.00000     0.00000
   -77.17841     0.00000     0.00000     0.00000     0.00000
   -77.16741     0.00000     0.00000     0.00000     0.00000
   -77.15641     0.00000     0.00000     0.00000     0.00000
   -77.14641     0.00000     0.00000     0.00000     0.00000
   -77.13541     0.00000     0.00000     0.00000     0.00000
   -77.12541     0.00000     0.00000     0.00000     0.00000
   -77.11441     0.00000     0.00000     0.00000     0.00000
   -77.10341     0.00000     0.00000     0.00000     0.00000
   -77.09341     0.00000     0.00000     0.00000     0.00000
   -77.08241     0.00000     0.00000     0.00000     0.00000
   -77.07141     0.00000     0.00000     0.00000     0.00000
   -77.06141     0.00000     0.00000     0.00000     0.00000
   -77.05041     0.00000     0.00000     0.00000     0.00000
   -77.04041     0.00000     0.00000     0.00000     0.00000
   -77.02941     0.00000     0.00000     0.00000     0.00000
   -77.01841     0.00000     0.00000     0.00000     0.00000
   -77.00841     0.00000     0.00000     0.00000     0.00000
   -76.99741     0.00000     0.00000     0.00000     0.00000
   -76.98741     0.00000     0.00000     0.00000     0.00000
   -76.97641     0.00000     0.00000     0.00000     0.00000
   -76.96541     0.00000     0.00000     0.00000     0.00000
   -76.95541     0.00000     0.00000     0.00000     0.00000
   -76.94441     0.00000     0.00000     0.00000     0.00000
   -76.93441     0.00000     0.00000     0.00000     0.00000
   -76.92341     0.00000     0.00000     0.00000     0.00000
   -76.91241     0.00000     0.00000     0.00000     0.00000
   -76.90241     0.00000     0.00000     0.00000     0.00000
   -76.89141     0.00000     0.00000     0.00000     0.00000
   -76.88041     0.00000     0.00000     0.00000     0.00000
   -76.87041     0.00000     0.00000     0.00000     0.00000
   -76.85941     0.00000     0.00000     0.00000     0.00000
   -76.84941     0.00000     0.00000     0.00000     0.00000
   -76.83841     0.00000     0.00000     0.00000     0.00000
   -76.82741     0.00000     0.00000     0.00000     0.00000
   -76.81741     0.00000     0.00000     0.00000     0.00000
   -76.80641     0.00000     0.00000     0.00000     0.00000
   -76.79641     0.00000     0.00000     0.00000     0.00000
   -76.78541     0.00000     0.00000     0.00000     0.00000
   -76.77441     0.00000     0.00000     0.00000     0.00000
   -76.76441     0.00000     0.00000     0.00000     0.00000
   -76.75341     0.00000     0.00000     0.00000     0.00000
   -76.74341     0.00000     0.00000     0.00000     0.00000
   -76.73241     0.00000     0.00000     0.00000     0.00000
   -76.72141     0.00000     0.00000     0.00000     0.00000
   -76.71141     0.00000     0.00000     0.00000     0.00000
   -76.70041     0.00000     0.00000     0.00000     0.00000
   -76.68941     0.00000     0.00000     0.00000     0.00000
   -76.67941     0.00000     0.00000     0.00000     0.00000
   -76.66841     0.00000     0.00000     0.00000     0.00000
   -76.65841     0.00000     0.00000     0.00000     0.00000
   -76.64741     0.00000     0.00000     0.00000     0.00000
   -76.63641     0.00000     0.00000     0.00000     0.00000
   -76.62641     0.00000     0.00000     0.00000     0.00000
   -76.61541     0.00000     0.00000     0.00000     0.00000
   -76.60541     0.00000     0.00000     0.00000     0.00000
   -76.59441     0.00000     0.00000     0.00000     0.00000
   -76.58341     0.00000     0.00000     0.00000     0.00000
   -76.57341     0.00000     0.00000     0.00000     0.00000
   -76.56241     0.00000     0.00000     0.00000     0.00000
   -76.55241     0.00000     0.00000     0.00000     0.00000
   -76.54141     0.00000     0.00000     0.00000     0.00000
   -76.53041     0.00000     0.00000     0.00000     0.00000
   -76.52041     0.00000     0.00000     0.00000     0.00000
   -76.50941     0.00000     0.00000     0.00000     0.00000
   -76.49841     0.00000     0.00000     0.00000     0.00000
   -76.48841     0.00000     0.00000     0.00000     0.00000
   -76.47741     0.00000     0.00000     0.00000     0.00000
   -76.46741     0.00000     0.00000     0.00000     0.00000
   -76.45641     0.00000     0.00000     0.00000     0.00000
   -76.44541     0.00000     0.00000     0.00000     0.00000
   -76.43541     0.00000     0.00000     0.00000     0.00000
   -76.42441     0.00000     0.00000     0.00000     0.00000
   -76.41441     0.00000     0.00000     0.00000     0.00000
   -76.40341     0.00000     0.00000     0.00000     0.00000
   -76.39241     0.00000     0.00000     0.00000     0.00000
   -76.38241     0.00000     0.00000     0.00000     0.00000
   -76.37141     0.00000     0.00000     0.00000     0.00000
   -76.36041     0.00000     0.00000     0.00000     0.00000
   -76.35041     0.00000     0.00000     0.00000     0.00000
   -76.33941     0.00000     0.00000     0.00000     0.00000
   -76.32941     0.00000     0.00000     0.00000     0.00000
   -76.31841     0.00000     0.00000     0.00000     0.00000
   -76.30741     0.00000     0.00000     0.00000     0.00000
   -76.29741     0.00000     0.00000     0.00000     0.00000
   -76.28641     0.00000     0.00000     0.00000     0.00000
   -76.27641     0.00000     0.00000     0.00000     0.00000
   -76.26541     0.00000     0.00000     0.00000     0.00000
   -76.25441     0.00000     0.00000     0.00000     0.00000
   -76.24441     0.00000     0.00000     0.00000     0.00000
   -76.23341     0.00000     0.00000     0.00000     0.00000
   -76.22341     0.00000     0.00000     0.00000     0.00000
   -76.21241     0.00000     0.00000     0.00000     0.00000
   -76.20141     0.00000     0.00000     0.00000     0.00000
   -76.19141     0.00000     0.00000     0.00000     0.00000
   -76.18041     0.00000     0.00000     0.00000     0.00000
   -76.16941     0.00000     0.00000     0.00000     0.00000
   -76.15941     0.00000     0.00000     0.00000     0.00000
   -76.14841     0.00000     0.00000     0.00000     0.00000
   -76.13841     0.00000     0.00000     0.00000     0.00000
   -76.12741     0.00000     0.00000     0.00000     0.00000
   -76.11641     0.00000     0.00000     0.00000     0.00000
   -76.10641     0.00000     0.00000     0.00000     0.00000
   -76.09541     0.00000     0.00000     0.00000     0.00000
   -76.08541     0.00000     0.00000     0.00000     0.00000
   -76.07441     0.00000     0.00000     0.00000     0.00000
   -76.06341     0.00000     0.00000     0.00000     0.00000
   -76.05341     0.00000     0.00000     0.00000     0.00000
   -76.04241     0.00000     0.00000     0.00000     0.00000
   -76.03241     0.00000     0.00000     0.00000     0.00000
   -76.02141     0.00000     0.00000     0.00000     0.00000
   -76.01041     0.00000     0.00000     0.00000     0.00000
   -76.00041     0.00000     0.00000     0.00000     0.00000
   -75.98941     0.00000     0.00000     0.00000     0.00000
   -75.97841     0.00000     0.00000     0.00000     0.00000
   -75.96841     0.00000     0.00000     0.00000     0.00000
   -75.95741     0.00000     0.00000     0.00000     0.00000
   -75.94741     0.00000     0.00000     0.00000     0.00000
   -75.93641     0.00000     0.00000     0.00000     0.00000
   -75.92541     0.00000     0.00000     0.00000     0.00000
   -75.91541     0.00000     0.00000     0.00000     0.00000
   -75.90441     0.00000     0.00000     0.00000     0.00000
   -75.89441     0.00000     0.00000     0.00000     0.00000
   -75.88341     0.00000     0.00000     0.00000     0.00000
   -75.87241     0.00000     0.00000     0.00000     0.00000
   -75.86241     0.00000     0.00000     0.00000     0.00000
   -75.85141     0.00000     0.00000     0.00000     0.00000
   -75.84141     0.00000     0.00000     0.00000     0.00000
   -75.83041     0.00000     0.00000     0.00000     0.00000
   -75.81941     0.00000     0.00000     0.00000     0.00000
   -75.80941     0.00000     0.00000     0.00000     0.00000
   -75.79841     0.00000     0.00000     0.00000     0.00000
   -75.78741     0.00000     0.00000     0.00000     0.00000
   -75.77741     0.00000     0.00000     0.00000     0.00000
   -75.76641     0.00000     0.00000     0.00000     0.00000
   -75.75641     0.00000     0.00000     0.00000     0.00000
   -75.74541     0.00000     0.00000     0.00000     0.00000
   -75.73441     0.00000     0.00000     0.00000     0.00000
   -75.72441     0.00000     0.00000     0.00000     0.00000
   -75.71341     0.00000     0.00000     0.00000     0.00000
   -75.70341     0.00000     0.00000     0.00000     0.00000
   -75.69241     0.00000     0.00000     0.00000     0.00000
   -75.68141     0.00000     0.00000     0.00000     0.00000
   -75.67141     0.00000     0.00000     0.00000     0.00000
   -75.66041     0.00000     0.00000     0.00000     0.00000
   -75.65041     0.00000     0.00000     0.00000     0.00000
   -75.63941     0.00000     0.00000     0.00000     0.00000
   -75.62841     0.00000     0.00000     0.00000     0.00000
   -75.61841     0.00000     0.00000     0.00000     0.00000
   -75.60741     0.00000     0.00000     0.00000     0.00000
   -75.59641     0.00000     0.00000     0.00000     0.00000
   -75.58641     0.00000     0.00000     0.00000     0.00000
   -75.57541     0.00000     0.00000     0.00000     0.00000
   -75.56541     0.00000     0.00000     0.00000     0.00000
   -75.55441     0.00000     0.00000     0.00000     0.00000
   -75.54341     0.00000     0.00000     0.00000     0.00000
   -75.53341     0.00000     0.00000     0.00000     0.00000
   -75.52241     0.00000     0.00000     0.00000     0.00000
   -75.51241     0.00000     0.00000     0.00000     0.00000
   -75.50141     0.00000     0.00000     0.00000     0.00000
   -75.49041     0.00000     0.00000     0.00000     0.00000
   -75.48041     0.00000     0.00000     0.00000     0.00000
   -75.46941     0.00000     0.00000     0.00000     0.00000
   -75.45941     0.00000     0.00000     0.00000     0.00000
   -75.44841     0.00000     0.00000     0.00000     0.00000
   -75.43741     0.00000     0.00000     0.00000     0.00000
   -75.42741     0.00000     0.00000     0.00000     0.00000
   -75.41641     0.00000     0.00000     0.00000     0.00000
   -75.40541     0.00000     0.00000     0.00000     0.00000
   -75.39541     0.00000     0.00000     0.00000     0.00000
   -75.38441     0.00000     0.00000     0.00000     0.00000
   -75.37441     0.00000     0.00000     0.00000     0.00000
   -75.36341     0.00000     0.00000     0.00000     0.00000
   -75.35241     0.00000     0.00000     0.00000     0.00000
   -75.34241     0.00000     0.00000     0.00000     0.00000
   -75.33141     0.00000     0.00000     0.00000     0.00000
   -75.32141     0.00000     0.00000     0.00000     0.00000
   -75.31041     0.00000     0.00000     0.00000     0.00000
   -75.29941     0.00000     0.00000     0.00000     0.00000
   -75.28941     0.00000     0.00000     0.00000     0.00000
   -75.27841     0.00000     0.00000     0.00000     0.00000
   -75.26841     0.00000     0.00000     0.00000     0.00000
   -75.25741     0.00000     0.00000     0.00000     0.00000
   -75.24641     0.00000     0.00000     0.00000     0.00000
   -75.23641     0.00000     0.00000     0.00000     0.00000
   -75.22541     0.00000     0.00000     0.00000     0.00000
   -75.21441     0.00000     0.00000     0.00000     0.00000
   -75.20441     0.00000     0.00000     0.00000     0.00000
   -75.19341     0.00000     0.00000     0.00000     0.00000
   -75.18341     0.00000     0.00000     0.00000     0.00000
   -75.17241     0.00000     0.00000     0.00000     0.00000
   -75.16141     0.00000     0.00000     0.00000     0.00000
   -75.15141     0.00000     0.00000     0.00000     0.00000
   -75.14041     0.00000     0.00000     0.00000     0.00000
   -75.13041     0.00000     0.00000     0.00000     0.00000
   -75.11941     0.00000     0.00000     0.00000     0.00000
   -75.10841     0.00000     0.00000     0.00000     0.00000
   -75.09841     0.00000     0.00000     0.00000     0.00000
   -75.08741     0.00000     0.00000     0.00000     0.00000
   -75.07641     0.00000     0.00000     0.00000     0.00000
   -75.06641     0.00000     0.00000     0.00000     0.00000
   -75.05541     0.00000     0.00000     0.00000     0.00000
   -75.04541     0.00000     0.00000     0.00000     0.00000
   -75.03441     0.00000     0.00000     0.00000     0.00000
   -75.02341     0.00000     0.00000     0.00000     0.00000
   -75.01341     0.00000     0.00000     0.00000     0.00000
   -75.00241     0.00000     0.00000     0.00000     0.00000
   -74.99241     0.00000     0.00000     0.00000     0.00000
   -74.98141     0.00000     0.00000     0.00000     0.00000
   -74.97041     0.00000     0.00000     0.00000     0.00000
   -74.96041     0.00000     0.00000     0.00000     0.00000
   -74.94941     0.00000     0.00000     0.00000     0.00000
   -74.93941     0.00000     0.00000     0.00000     0.00000
   -74.92841     0.00000     0.00000     0.00000     0.00000
   -74.91741     0.00000     0.00000     0.00000     0.00000
   -74.90741     0.00000     0.00000     0.00000     0.00000
   -74.89641     0.00000     0.00000     0.00000     0.00000
   -74.88541     0.00000     0.00000     0.00000     0.00000
   -74.87541     0.00000     0.00000     0.00000     0.00000
   -74.86441     0.00000     0.00000     0.00000     0.00000
   -74.85441     0.00000     0.00000     0.00000     0.00000
   -74.84341     0.00000     0.00000     0.00000     0.00000
   -74.83241     0.00000     0.00000     0.00000     0.00000
   -74.82241     0.00000     0.00000     0.00000     0.00000
   -74.81141     0.00000     0.00000     0.00000     0.00000
   -74.80141     0.00000     0.00000     0.00000     0.00000
   -74.79041     0.00000     0.00000     0.00000     0.00000
   -74.77941     0.00000     0.00000     0.00000     0.00000
   -74.76941     0.00000     0.00000     0.00000     0.00000
   -74.75841     0.00000     0.00000     0.00000     0.00000
   -74.74841     0.00000     0.00000     0.00000     0.00000
   -74.73741     0.00000     0.00000     0.00000     0.00000
   -74.72641     0.00000     0.00000     0.00000     0.00000
   -74.71641     0.00000     0.00000     0.00000     0.00000
   -74.70541     0.00000     0.00000     0.00000     0.00000
   -74.69441     0.00000     0.00000     0.00000     0.00000
   -74.68441     0.00000     0.00000     0.00000     0.00000
   -74.67341     0.00000     0.00000     0.00000     0.00000
   -74.66341     0.00000     0.00000     0.00000     0.00000
   -74.65241     0.00000     0.00000     0.00000     0.00000
   -74.64141     0.00000     0.00000     0.00000     0.00000
   -74.63141     0.00000     0.00000     0.00000     0.00000
   -74.62041     0.00000     0.00000     0.00000     0.00000
   -74.61041     0.00000     0.00000     0.00000     0.00000
   -74.59941     0.00000     0.00000     0.00000     0.00000
   -74.58841     0.00000     0.00000     0.00000     0.00000
   -74.57841     0.00000     0.00000     0.00000     0.00000
   -74.56741     0.00000     0.00000     0.00000     0.00000
   -74.55741     0.00000     0.00000     0.00000     0.00000
   -74.54641     0.00000     0.00000     0.00000     0.00000
   -74.53541     0.00000     0.00000     0.00000     0.00000
   -74.52541     0.00000     0.00000     0.00000     0.00000
   -74.51441     0.00000     0.00000     0.00000     0.00000
   -74.50341     0.00000     0.00000     0.00000     0.00000
   -74.49341     0.00000     0.00000     0.00000     0.00000
   -74.48241     0.00000     0.00000     0.00000     0.00000
   -74.47241     0.00000     0.00000     0.00000     0.00000
   -74.46141     0.00000     0.00000     0.00000     0.00000
   -74.45041     0.00000     0.00000     0.00000     0.00000
   -74.44041     0.00000     0.00000     0.00000     0.00000
   -74.42941     0.00000     0.00000     0.00000     0.00000
   -74.41941     0.00000     0.00000     0.00000     0.00000
   -74.40841     0.00000     0.00000     0.00000     0.00000
   -74.39741     0.00000     0.00000     0.00000     0.00000
   -74.38741     0.00000     0.00000     0.00000     0.00000
   -74.37641     0.00000     0.00000     0.00000     0.00000
   -74.36641     0.00000     0.00000     0.00000     0.00000
   -74.35541     0.00000     0.00000     0.00000     0.00000
   -74.34441     0.00000     0.00000     0.00000     0.00000
   -74.33441     0.00000     0.00000     0.00000     0.00000
   -74.32341     0.00000     0.00000     0.00000     0.00000
   -74.31241     0.00000     0.00000     0.00000     0.00000
   -74.30241     0.00000     0.00000     0.00000     0.00000
   -74.29141     0.00000     0.00000     0.00000     0.00000
   -74.28141     0.00000     0.00000     0.00000     0.00000
   -74.27041     0.00000     0.00000     0.00000     0.00000
   -74.25941     0.00000     0.00000     0.00000     0.00000
   -74.24941     0.00000     0.00000     0.00000     0.00000
   -74.23841     0.00000     0.00000     0.00000     0.00000
   -74.22841     0.00000     0.00000     0.00000     0.00000
   -74.21741     0.00000     0.00000     0.00000     0.00000
   -74.20641     0.00000     0.00000     0.00000     0.00000
   -74.19641     0.00000     0.00000     0.00000     0.00000
   -74.18541     0.00000     0.00000     0.00000     0.00000
   -74.17541     0.00000     0.00000     0.00000     0.00000
   -74.16441     0.00000     0.00000     0.00000     0.00000
   -74.15341     0.00000     0.00000     0.00000     0.00000
   -74.14341     0.00000     0.00000     0.00000     0.00000
   -74.13241     0.00000     0.00000     0.00000     0.00000
   -74.12141     0.00000     0.00000     0.00000     0.00000
   -74.11141     0.00000     0.00000     0.00000     0.00000
   -74.10041     0.00000     0.00000     0.00000     0.00000
   -74.09041     0.00000     0.00000     0.00000     0.00000
   -74.07941   187.88938     0.00588     0.00006     0.00338
   -74.06841     0.00000     0.00000     0.00000     0.00000
   -74.05841     0.00000     0.00000     0.00000     0.00000
   -74.04741   188.05491     0.00250     0.00008     0.00222
   -74.03741   188.02927     0.00641     0.00007     0.00229
   -74.02641     0.00000     0.00000     0.00000     0.00000
   -74.01541     0.00000     0.00000     0.00000     0.00000
   -74.00541   187.86836     0.00754     0.00007     0.00066
   -73.99441     0.00000     0.00000     0.00000     0.00000
   -73.98441     0.00000     0.00000     0.00000     0.00000
   -73.97341   187.98881     0.00802     0.00010     0.00034
   -73.96241   375.98735     0.01604     0.00190     0.00635
   -73.95241   188.02766     0.00700     0.00023     0.00113
   -73.94141   375.94036     0.00880     0.00079     0.00607
   -73.93041     0.00000     0.00000     0.00000     0.00000
   -73.92041   188.01837     0.00394     0.00038     0.00302
   -73.90941  2409.60512     0.07962     0.01340     0.02376
   -73.89941   188.06147     0.00445     0.00025     0.00130
   -73.88841     0.00000     0.00000     0.00000     0.00000
   -73.87741   563.99089     0.01406     0.00257     0.00623
   -73.86741     0.00000     0.00000     0.00000     0.00000
   -73.85641   626.89799     0.01333     0.00198     0.00123
   -73.84641    94.05079     0.00169     0.00030     0.00019
   -73.83541     0.00000     0.00000     0.00000     0.00000
   -73.82441   188.14121     0.00482     0.00046     0.00045
   -73.81441   188.06646     0.00978     0.00049     0.00044
   -73.80341     0.00000     0.00000     0.00000     0.00000
   -73.79241     0.00000     0.00000     0.00000     0.00000
   -73.78241   188.11865     0.00375     0.00080     0.00005
   -73.77141     0.00000     0.00000     0.00000     0.00000
   -73.76141     0.00000     0.00000     0.00000     0.00000
   -73.75041     0.00000     0.00000     0.00000     0.00000
   -73.73941     0.00000     0.00000     0.00000     0.00000
   -73.72941     0.00000     0.00000     0.00000     0.00000
   -73.71841     0.00000     0.00000     0.00000     0.00000
   -73.70841     0.00000     0.00000     0.00000     0.00000
   -73.69741     0.00000     0.00000     0.00000     0.00000
   -73.68641     0.00000     0.00000     0.00000     0.00000
   -73.67641     0.00000     0.00000     0.00000     0.00000
   -73.66541     0.00000     0.00000     0.00000     0.00000
   -73.65541     0.00000     0.00000     0.00000     0.00000
   -73.64441     0.00000     0.00000     0.00000     0.00000
   -73.63341     0.00000     0.00000     0.00000     0.00000
   -73.62341     0.00000     0.00000     0.00000     0.00000
   -73.61241     0.00000     0.00000     0.00000     0.00000
   -73.60141     0.00000     0.00000     0.00000     0.00000
   -73.59141     0.00000     0.00000     0.00000     0.00000
   -73.58041     0.00000     0.00000     0.00000     0.00000
   -73.57041     0.00000     0.00000     0.00000     0.00000
   -73.55941     0.00000     0.00000     0.00000     0.00000
   -73.54841     0.00000     0.00000     0.00000     0.00000
   -73.53841     0.00000     0.00000     0.00000     0.00000
   -73.52741     0.00000     0.00000     0.00000     0.00000
   -73.51741     0.00000     0.00000     0.00000     0.00000
   -73.50641     0.00000     0.00000     0.00000     0.00000
   -73.49541     0.00000     0.00000     0.00000     0.00000
   -73.48541     0.00000     0.00000     0.00000     0.00000
   -73.47441     0.00000     0.00000     0.00000     0.00000
   -73.46441     0.00000     0.00000     0.00000     0.00000
   -73.45341     0.00000     0.00000     0.00000     0.00000
   -73.44241     0.00000     0.00000     0.00000     0.00000
   -73.43241     0.00000     0.00000     0.00000     0.00000
   -73.42141     0.00000     0.00000     0.00000     0.00000
   -73.41041     0.00000     0.00000     0.00000     0.00000
   -73.40041     0.00000     0.00000     0.00000     0.00000
   -73.38941     0.00000     0.00000     0.00000     0.00000
   -73.37941     0.00000     0.00000     0.00000     0.00000
   -73.36841     0.00000     0.00000     0.00000     0.00000
   -73.35741     0.00000     0.00000     0.00000     0.00000
   -73.34741     0.00000     0.00000     0.00000     0.00000
   -73.33641     0.00000     0.00000     0.00000     0.00000
   -73.32641     0.00000     0.00000     0.00000     0.00000
   -73.31541     0.00000     0.00000     0.00000     0.00000
   -73.30441     0.00000     0.00000     0.00000     0.00000
   -73.29441     0.00000     0.00000     0.00000     0.00000
   -73.28341     0.00000     0.00000     0.00000     0.00000
   -73.27341     0.00000     0.00000     0.00000     0.00000
   -73.26241     0.00000     0.00000     0.00000     0.00000
   -73.25141     0.00000     0.00000     0.00000     0.00000
   -73.24141     0.00000     0.00000     0.00000     0.00000
   -73.23041     0.00000     0.00000     0.00000     0.00000
   -73.21941     0.00000     0.00000     0.00000     0.00000
   -73.20941     0.00000     0.00000     0.00000     0.00000
   -73.19841     0.00000     0.00000     0.00000     0.00000
   -73.18841     0.00000     0.00000     0.00000     0.00000
   -73.17741     0.00000     0.00000     0.00000     0.00000
   -73.16641     0.00000     0.00000     0.00000     0.00000
   -73.15641     0.00000     0.00000     0.00000     0.00000
   -73.14541     0.00000     0.00000     0.00000     0.00000
   -73.13541     0.00000     0.00000     0.00000     0.00000
   -73.12441     0.00000     0.00000     0.00000     0.00000
   -73.11341     0.00000     0.00000     0.00000     0.00000
   -73.10341     0.00000     0.00000     0.00000     0.00000
   -73.09241     0.00000     0.00000     0.00000     0.00000
   -73.08241     0.00000     0.00000     0.00000     0.00000
   -73.07141     0.00000     0.00000     0.00000     0.00000
   -73.06041     0.00000     0.00000     0.00000     0.00000
   -73.05041     0.00000     0.00000     0.00000     0.00000
   -73.03941     0.00000     0.00000     0.00000     0.00000
   -73.02841     0.00000     0.00000     0.00000     0.00000
   -73.01841     0.00000     0.00000     0.00000     0.00000
   -73.00741     0.00000     0.00000     0.00000     0.00000
   -72.99741     0.00000     0.00000     0.00000     0.00000
   -72.98641     0.00000     0.00000     0.00000     0.00000
   -72.97541     0.00000     0.00000     0.00000     0.00000
   -72.96541     0.00000     0.00000     0.00000     0.00000
   -72.95441     0.00000     0.00000     0.00000     0.00000
   -72.94441     0.00000     0.00000     0.00000     0.00000
   -72.93341     0.00000     0.00000     0.00000     0.00000
   -72.92241     0.00000     0.00000     0.00000     0.00000
   -72.91241     0.00000     0.00000     0.00000     0.00000
   -72.90141     0.00000     0.00000     0.00000     0.00000
   -72.89141     0.00000     0.00000     0.00000     0.00000
   -72.88041     0.00000     0.00000     0.00000     0.00000
   -72.86941     0.00000     0.00000     0.00000     0.00000
   -72.85941     0.00000     0.00000     0.00000     0.00000
   -72.84841     0.00000     0.00000     0.00000     0.00000
   -72.83741     0.00000     0.00000     0.00000     0.00000
   -72.82741     0.00000     0.00000     0.00000     0.00000
   -72.81641     0.00000     0.00000     0.00000     0.00000
   -72.80641     0.00000     0.00000     0.00000     0.00000
   -72.79541     0.00000     0.00000     0.00000     0.00000
   -72.78441     0.00000     0.00000     0.00000     0.00000
   -72.77441     0.00000     0.00000     0.00000     0.00000
   -72.76341     0.00000     0.00000     0.00000     0.00000
   -72.75341     0.00000     0.00000     0.00000     0.00000
   -72.74241     0.00000     0.00000     0.00000     0.00000
   -72.73141     0.00000     0.00000     0.00000     0.00000
   -72.72141     0.00000     0.00000     0.00000     0.00000
   -72.71041     0.00000     0.00000     0.00000     0.00000
   -72.70041     0.00000     0.00000     0.00000     0.00000
   -72.68941     0.00000     0.00000     0.00000     0.00000
   -72.67841     0.00000     0.00000     0.00000     0.00000
   -72.66841     0.00000     0.00000     0.00000     0.00000
   -72.65741     0.00000     0.00000     0.00000     0.00000
   -72.64641     0.00000     0.00000     0.00000     0.00000
   -72.63641     0.00000     0.00000     0.00000     0.00000
   -72.62541     0.00000     0.00000     0.00000     0.00000
   -72.61541     0.00000     0.00000     0.00000     0.00000
   -72.60441     0.00000     0.00000     0.00000     0.00000
   -72.59341     0.00000     0.00000     0.00000     0.00000
   -72.58341     0.00000     0.00000     0.00000     0.00000
   -72.57241     0.00000     0.00000     0.00000     0.00000
   -72.56241     0.00000     0.00000     0.00000     0.00000
   -72.55141     0.00000     0.00000     0.00000     0.00000
   -72.54041     0.00000     0.00000     0.00000     0.00000
   -72.53041     0.00000     0.00000     0.00000     0.00000
   -72.51941     0.00000     0.00000     0.00000     0.00000
   -72.50941     0.00000     0.00000     0.00000     0.00000
   -72.49841     0.00000     0.00000     0.00000     0.00000
   -72.48741     0.00000     0.00000     0.00000     0.00000
   -72.47741     0.00000     0.00000     0.00000     0.00000
