     #Energy       W_all      Mo_all      Pd_all
   -78.08363     0.00000     0.00000     0.00000
   -78.07263     0.00000     0.00000     0.00000
   -78.06163     0.00000     0.00000     0.00000
   -78.05163     0.00000     0.00000     0.00000
   -78.04063     0.00000     0.00000     0.00000
   -78.03063     0.00000     0.00000     0.00000
   -78.01963     0.00000     0.00000     0.00000
   -78.00863     0.00000     0.00000     0.00000
   -77.99863     0.00000     0.00000     0.00000
   -77.98763     0.00000     0.00000     0.00000
   -77.97663     0.00000     0.00000     0.00000
   -77.96663     0.00000     0.00000     0.00000
   -77.95563     0.00000     0.00000     0.00000
   -77.94463     0.00000     0.00000     0.00000
   -77.93463     0.00000     0.00000     0.00000
   -77.92363     0.00000     0.00000     0.00000
   -77.91263     0.00000     0.00000     0.00000
   -77.90263     0.00000     0.00000     0.00000
   -77.89163     0.00000     0.00000     0.00000
   -77.88163     0.00000     0.00000     0.00000
   -77.87063     0.00000     0.00000     0.00000
   -77.85963     0.00000     0.00000     0.00000
   -77.84963     0.00000     0.00000     0.00000
   -77.83863     0.00000     0.00000     0.00000
   -77.82763     0.00000     0.00000     0.00000
   -77.81763     0.00000     0.00000     0.00000
   -77.80663     0.00000     0.00000     0.00000
   -77.79563     0.00000     0.00000     0.00000
   -77.78563     0.00000     0.00000     0.00000
   -77.77463     0.00000     0.00000     0.00000
   -77.76463     0.00000     0.00000     0.00000
   -77.75363     0.00000     0.00000     0.00000
   -77.74263     0.00000     0.00000     0.00000
   -77.73263     0.00000     0.00000     0.00000
   -77.72163     0.00000     0.00000     0.00000
   -77.71063     0.00000     0.00000     0.00000
   -77.70063     0.00000     0.00000     0.00000
   -77.68963     0.00000     0.00000     0.00000
   -77.67863     0.00000     0.00000     0.00000
   -77.66863     0.00000     0.00000     0.00000
   -77.65763     0.00000     0.00000     0.00000
   -77.64763     0.00000     0.00000     0.00000
   -77.63663     0.00000     0.00000     0.00000
   -77.62563     0.00000     0.00000     0.00000
   -77.61563     0.00000     0.00000     0.00000
   -77.60463     0.00000     0.00000     0.00000
   -77.59363     0.00000     0.00000     0.00000
   -77.58363     0.00000     0.00000     0.00000
   -77.57263     0.00000     0.00000     0.00000
   -77.56163     0.00000     0.00000     0.00000
