     #Energy       W_all      Mo_all      Os_all
   -78.13953     0.00000     0.00000     0.00000
   -78.12853     0.00000     0.00000     0.00000
   -78.11853     0.00000     0.00000     0.00000
   -78.10753     0.00000     0.00000     0.00000
   -78.09653     0.00000     0.00000     0.00000
   -78.08653     0.00000     0.00000     0.00000
   -78.07553     0.00000     0.00000     0.00000
   -78.06553     0.00000     0.00000     0.00000
   -78.05453     0.00000     0.00000     0.00000
   -78.04353     0.00000     0.00000     0.00000
   -78.03353     0.00000     0.00000     0.00000
   -78.02253     0.00000     0.00000     0.00000
   -78.01253     0.00000     0.00000     0.00000
   -78.00153     0.00000     0.00000     0.00000
   -77.99053     0.00000     0.00000     0.00000
   -77.98053     0.00000     0.00000     0.00000
   -77.96953     0.00000     0.00000     0.00000
   -77.95953     0.00000     0.00000     0.00000
   -77.94853     0.00000     0.00000     0.00000
   -77.93753     0.00000     0.00000     0.00000
   -77.92753     0.00000     0.00000     0.00000
   -77.91653     0.00000     0.00000     0.00000
   -77.90653     0.00000     0.00000     0.00000
   -77.89553     0.00000     0.00000     0.00000
   -77.88453     0.00000     0.00000     0.00000
   -77.87453     0.00000     0.00000     0.00000
   -77.86353     0.00000     0.00000     0.00000
   -77.85353     0.00000     0.00000     0.00000
   -77.84253     0.00000     0.00000     0.00000
   -77.83253     0.00000     0.00000     0.00000
   -77.82153     0.00000     0.00000     0.00000
   -77.81053     0.00000     0.00000     0.00000
   -77.80053     0.00000     0.00000     0.00000
   -77.78953     0.00000     0.00000     0.00000
   -77.77953     0.00000     0.00000     0.00000
   -77.76853     0.00000     0.00000     0.00000
   -77.75753     0.00000     0.00000     0.00000
   -77.74753     0.00000     0.00000     0.00000
   -77.73653     0.00000     0.00000     0.00000
   -77.72653     0.00000     0.00000     0.00000
   -77.71553     0.00000     0.00000     0.00000
   -77.70453     0.00000     0.00000     0.00000
   -77.69453     0.00000     0.00000     0.00000
   -77.68353     0.00000     0.00000     0.00000
   -77.67353     0.00000     0.00000     0.00000
   -77.66253     0.00000     0.00000     0.00000
   -77.65153     0.00000     0.00000     0.00000
   -77.64153     0.00000     0.00000     0.00000
   -77.63053     0.00000     0.00000     0.00000
   -77.62053     0.00000     0.00000     0.00000
   -77.60953     0.00000     0.00000     0.00000
   -77.59853     0.00000     0.00000     0.00000
   -77.58853     0.00000     0.00000     0.00000
   -77.57753     0.00000     0.00000     0.00000
   -77.56753     0.00000     0.00000     0.00000
   -77.55653     0.00000     0.00000     0.00000
   -77.54553     0.00000     0.00000     0.00000
   -77.53553     0.00000     0.00000     0.00000
   -77.52453     0.00000     0.00000     0.00000
   -77.51453     0.00000     0.00000     0.00000
   -77.50353     0.00000     0.00000     0.00000
   -77.49353     0.00000     0.00000     0.00000
   -77.48253     0.00000     0.00000     0.00000
   -77.47153     0.00000     0.00000     0.00000
   -77.46153     0.00000     0.00000     0.00000
   -77.45053     0.00000     0.00000     0.00000
   -77.44053     0.00000     0.00000     0.00000
   -77.42953     0.00000     0.00000     0.00000
   -77.41853     0.00000     0.00000     0.00000
   -77.40853     0.00000     0.00000     0.00000
   -77.39753     0.00000     0.00000     0.00000
   -77.38753     0.00000     0.00000     0.00000
   -77.37653     0.00000     0.00000     0.00000
   -77.36553     0.00000     0.00000     0.00000
   -77.35553     0.00000     0.00000     0.00000
   -77.34453     0.00000     0.00000     0.00000
   -77.33453     0.00000     0.00000     0.00000
   -77.32353     0.00000     0.00000     0.00000
   -77.31253     0.00000     0.00000     0.00000
   -77.30253     0.00000     0.00000     0.00000
   -77.29153     0.00000     0.00000     0.00000
   -77.28153     0.00000     0.00000     0.00000
   -77.27053     0.00000     0.00000     0.00000
   -77.25953     0.00000     0.00000     0.00000
   -77.24953     0.00000     0.00000     0.00000
   -77.23853     0.00000     0.00000     0.00000
   -77.22853     0.00000     0.00000     0.00000
   -77.21753     0.00000     0.00000     0.00000
   -77.20653     0.00000     0.00000     0.00000
   -77.19653     0.00000     0.00000     0.00000
   -77.18553     0.00000     0.00000     0.00000
   -77.17553     0.00000     0.00000     0.00000
   -77.16453     0.00000     0.00000     0.00000
   -77.15453     0.00000     0.00000     0.00000
   -77.14353     0.00000     0.00000     0.00000
   -77.13253     0.00000     0.00000     0.00000
   -77.12253     0.00000     0.00000     0.00000
   -77.11153     0.00000     0.00000     0.00000
   -77.10153     0.00000     0.00000     0.00000
   -77.09053     0.00000     0.00000     0.00000
   -77.07953     0.00000     0.00000     0.00000
   -77.06953     0.00000     0.00000     0.00000
   -77.05853     0.00000     0.00000     0.00000
