     #Energy       W_all      Mo_all      Os_all
   -75.90005     0.00000     0.00000     0.00000
   -75.88905     0.00000     0.00000     0.00000
   -75.87805     0.00000     0.00000     0.00000
   -75.86805     0.00000     0.00000     0.00000
   -75.85705     0.00000     0.00000     0.00000
   -75.84605     0.00000     0.00000     0.00000
   -75.83505     0.00000     0.00000     0.00000
   -75.82505     0.00000     0.00000     0.00000
   -75.81405     0.00000     0.00000     0.00000
   -75.80305     0.00000     0.00000     0.00000
   -75.79305     0.00000     0.00000     0.00000
   -75.78205     0.00000     0.00000     0.00000
   -75.77105     0.00000     0.00000     0.00000
   -75.76105     0.00000     0.00000     0.00000
   -75.75005     0.00000     0.00000     0.00000
   -75.73905     0.00000     0.00000     0.00000
   -75.72805     0.00000     0.00000     0.00000
   -75.71805     0.00000     0.00000     0.00000
   -75.70705     0.00000     0.00000     0.00000
   -75.69605     0.00000     0.00000     0.00000
   -75.68605     0.00000     0.00000     0.00000
   -75.67505     0.00000     0.00000     0.00000
   -75.66405     0.00000     0.00000     0.00000
   -75.65405     0.00000     0.00000     0.00000
   -75.64305     0.00000     0.00000     0.00000
   -75.63205     0.00000     0.00000     0.00000
   -75.62105     0.00000     0.00000     0.00000
   -75.61105     0.00000     0.00000     0.00000
   -75.60005     0.00000     0.00000     0.00000
   -75.58905     0.00000     0.00000     0.00000
   -75.57905     0.00000     0.00000     0.00000
   -75.56805     0.00000     0.00000     0.00000
   -75.55705     0.00000     0.00000     0.00000
   -75.54605     0.00000     0.00000     0.00000
   -75.53605     0.00000     0.00000     0.00000
   -75.52505     0.00000     0.00000     0.00000
   -75.51405     0.00000     0.00000     0.00000
   -75.50405     0.00000     0.00000     0.00000
   -75.49305     0.00000     0.00000     0.00000
   -75.48205     0.00000     0.00000     0.00000
   -75.47205     0.00000     0.00000     0.00000
   -75.46105     0.00000     0.00000     0.00000
   -75.45005     0.00000     0.00000     0.00000
   -75.43905     0.00000     0.00000     0.00000
   -75.42905     0.00000     0.00000     0.00000
   -75.41805     0.00000     0.00000     0.00000
   -75.40705     0.00000     0.00000     0.00000
   -75.39705     0.00000     0.00000     0.00000
   -75.38605     0.00000     0.00000     0.00000
   -75.37505     0.00000     0.00000     0.00000
   -75.36405     0.00000     0.00000     0.00000
   -75.35405     0.00000     0.00000     0.00000
   -75.34305     0.00000     0.00000     0.00000
   -75.33205     0.00000     0.00000     0.00000
   -75.32205     0.00000     0.00000     0.00000
   -75.31105     0.00000     0.00000     0.00000
   -75.30005     0.00000     0.00000     0.00000
   -75.29005     0.00000     0.00000     0.00000
   -75.27905     0.00000     0.00000     0.00000
   -75.26805     0.00000     0.00000     0.00000
   -75.25705     0.00000     0.00000     0.00000
   -75.24705     0.00000     0.00000     0.00000
   -75.23605     0.00000     0.00000     0.00000
   -75.22505     0.00000     0.00000     0.00000
   -75.21505     0.00000     0.00000     0.00000
   -75.20405     0.00000     0.00000     0.00000
   -75.19305     0.00000     0.00000     0.00000
   -75.18305     0.00000     0.00000     0.00000
   -75.17205     0.00000     0.00000     0.00000
   -75.16105     0.00000     0.00000     0.00000
   -75.15005     0.00000     0.00000     0.00000
   -75.14005     0.00000     0.00000     0.00000
   -75.12905     0.00000     0.00000     0.00000
   -75.11805     0.00000     0.00000     0.00000
   -75.10805     0.00000     0.00000     0.00000
   -75.09705     0.00000     0.00000     0.00000
   -75.08605     0.00000     0.00000     0.00000
   -75.07505     0.00000     0.00000     0.00000
   -75.06505     0.00000     0.00000     0.00000
   -75.05405     0.00000     0.00000     0.00000
   -75.04305     0.00000     0.00000     0.00000
   -75.03305     0.00000     0.00000     0.00000
   -75.02205     0.00000     0.00000     0.00000
   -75.01105     0.00000     0.00000     0.00000
   -75.00105     0.00000     0.00000     0.00000
   -74.99005     0.00000     0.00000     0.00000
   -74.97905     0.00000     0.00000     0.00000
   -74.96805     0.00000     0.00000     0.00000
   -74.95805     0.00000     0.00000     0.00000
   -74.94705     0.00000     0.00000     0.00000
   -74.93605     0.00000     0.00000     0.00000
   -74.92605     0.00000     0.00000     0.00000
   -74.91505     0.00000     0.00000     0.00000
   -74.90405     0.00000     0.00000     0.00000
   -74.89405     0.00000     0.00000     0.00000
   -74.88305     0.00000     0.00000     0.00000
