     #Energy       W_all      Mo_all      Ti_all      Pd_all
   -77.91184     0.00000     0.00000     0.00000     0.00000
   -77.90084     0.00000     0.00000     0.00000     0.00000
   -77.88984     0.00000     0.00000     0.00000     0.00000
   -77.87984     0.00000     0.00000     0.00000     0.00000
   -77.86884     0.00000     0.00000     0.00000     0.00000
   -77.85884     0.00000     0.00000     0.00000     0.00000
   -77.84784     0.00000     0.00000     0.00000     0.00000
   -77.83684     0.00000     0.00000     0.00000     0.00000
   -77.82684     0.00000     0.00000     0.00000     0.00000
   -77.81584     0.00000     0.00000     0.00000     0.00000
   -77.80484     0.00000     0.00000     0.00000     0.00000
   -77.79484     0.00000     0.00000     0.00000     0.00000
   -77.78384     0.00000     0.00000     0.00000     0.00000
   -77.77384     0.00000     0.00000     0.00000     0.00000
   -77.76284     0.00000     0.00000     0.00000     0.00000
   -77.75184     0.00000     0.00000     0.00000     0.00000
   -77.74184     0.00000     0.00000     0.00000     0.00000
   -77.73084     0.00000     0.00000     0.00000     0.00000
   -77.71984     0.00000     0.00000     0.00000     0.00000
   -77.70984     0.00000     0.00000     0.00000     0.00000
   -77.69884     0.00000     0.00000     0.00000     0.00000
   -77.68884     0.00000     0.00000     0.00000     0.00000
   -77.67784     0.00000     0.00000     0.00000     0.00000
   -77.66684     0.00000     0.00000     0.00000     0.00000
   -77.65684     0.00000     0.00000     0.00000     0.00000
   -77.64584     0.00000     0.00000     0.00000     0.00000
   -77.63484     0.00000     0.00000     0.00000     0.00000
   -77.62484     0.00000     0.00000     0.00000     0.00000
   -77.61384     0.00000     0.00000     0.00000     0.00000
   -77.60384     0.00000     0.00000     0.00000     0.00000
   -77.59284     0.00000     0.00000     0.00000     0.00000
   -77.58184     0.00000     0.00000     0.00000     0.00000
   -77.57184     0.00000     0.00000     0.00000     0.00000
   -77.56084     0.00000     0.00000     0.00000     0.00000
   -77.54984     0.00000     0.00000     0.00000     0.00000
   -77.53984     0.00000     0.00000     0.00000     0.00000
   -77.52884     0.00000     0.00000     0.00000     0.00000
   -77.51884     0.00000     0.00000     0.00000     0.00000
   -77.50784     0.00000     0.00000     0.00000     0.00000
   -77.49684     0.00000     0.00000     0.00000     0.00000
   -77.48684     0.00000     0.00000     0.00000     0.00000
   -77.47584     0.00000     0.00000     0.00000     0.00000
   -77.46484     0.00000     0.00000     0.00000     0.00000
   -77.45484     0.00000     0.00000     0.00000     0.00000
   -77.44384     0.00000     0.00000     0.00000     0.00000
   -77.43384     0.00000     0.00000     0.00000     0.00000
   -77.42284     0.00000     0.00000     0.00000     0.00000
   -77.41184     0.00000     0.00000     0.00000     0.00000
   -77.40184     0.00000     0.00000     0.00000     0.00000
   -77.39084     0.00000     0.00000     0.00000     0.00000
   -77.37984     0.00000     0.00000     0.00000     0.00000
   -77.36984     0.00000     0.00000     0.00000     0.00000
   -77.35884     0.00000     0.00000     0.00000     0.00000
   -77.34884     0.00000     0.00000     0.00000     0.00000
   -77.33784     0.00000     0.00000     0.00000     0.00000
   -77.32684     0.00000     0.00000     0.00000     0.00000
   -77.31684     0.00000     0.00000     0.00000     0.00000
   -77.30584     0.00000     0.00000     0.00000     0.00000
   -77.29484     0.00000     0.00000     0.00000     0.00000
   -77.28484     0.00000     0.00000     0.00000     0.00000
   -77.27384     0.00000     0.00000     0.00000     0.00000
   -77.26384     0.00000     0.00000     0.00000     0.00000
   -77.25284     0.00000     0.00000     0.00000     0.00000
   -77.24184     0.00000     0.00000     0.00000     0.00000
   -77.23184     0.00000     0.00000     0.00000     0.00000
   -77.22084     0.00000     0.00000     0.00000     0.00000
   -77.20984     0.00000     0.00000     0.00000     0.00000
   -77.19984     0.00000     0.00000     0.00000     0.00000
   -77.18884     0.00000     0.00000     0.00000     0.00000
   -77.17884     0.00000     0.00000     0.00000     0.00000
   -77.16784     0.00000     0.00000     0.00000     0.00000
   -77.15684     0.00000     0.00000     0.00000     0.00000
   -77.14684     0.00000     0.00000     0.00000     0.00000
   -77.13584     0.00000     0.00000     0.00000     0.00000
   -77.12484     0.00000     0.00000     0.00000     0.00000
   -77.11484     0.00000     0.00000     0.00000     0.00000
   -77.10384     0.00000     0.00000     0.00000     0.00000
   -77.09384     0.00000     0.00000     0.00000     0.00000
   -77.08284     0.00000     0.00000     0.00000     0.00000
   -77.07184     0.00000     0.00000     0.00000     0.00000
   -77.06184     0.00000     0.00000     0.00000     0.00000
   -77.05084     0.00000     0.00000     0.00000     0.00000
   -77.03984     0.00000     0.00000     0.00000     0.00000
   -77.02984     0.00000     0.00000     0.00000     0.00000
   -77.01884     0.00000     0.00000     0.00000     0.00000
   -77.00884     0.00000     0.00000     0.00000     0.00000
   -76.99784     0.00000     0.00000     0.00000     0.00000
   -76.98684     0.00000     0.00000     0.00000     0.00000
   -76.97684     0.00000     0.00000     0.00000     0.00000
   -76.96584     0.00000     0.00000     0.00000     0.00000
   -76.95484     0.00000     0.00000     0.00000     0.00000
   -76.94484     0.00000     0.00000     0.00000     0.00000
   -76.93384     0.00000     0.00000     0.00000     0.00000
   -76.92384     0.00000     0.00000     0.00000     0.00000
   -76.91284     0.00000     0.00000     0.00000     0.00000
   -76.90184     0.00000     0.00000     0.00000     0.00000
   -76.89184     0.00000     0.00000     0.00000     0.00000
   -76.88084     0.00000     0.00000     0.00000     0.00000
   -76.86984     0.00000     0.00000     0.00000     0.00000
   -76.85984     0.00000     0.00000     0.00000     0.00000
   -76.84884     0.00000     0.00000     0.00000     0.00000
   -76.83884     0.00000     0.00000     0.00000     0.00000
   -76.82784     0.00000     0.00000     0.00000     0.00000
   -76.81684     0.00000     0.00000     0.00000     0.00000
   -76.80684     0.00000     0.00000     0.00000     0.00000
   -76.79584     0.00000     0.00000     0.00000     0.00000
   -76.78484     0.00000     0.00000     0.00000     0.00000
   -76.77484     0.00000     0.00000     0.00000     0.00000
   -76.76384     0.00000     0.00000     0.00000     0.00000
   -76.75384     0.00000     0.00000     0.00000     0.00000
   -76.74284     0.00000     0.00000     0.00000     0.00000
   -76.73184     0.00000     0.00000     0.00000     0.00000
   -76.72184     0.00000     0.00000     0.00000     0.00000
   -76.71084     0.00000     0.00000     0.00000     0.00000
   -76.69984     0.00000     0.00000     0.00000     0.00000
   -76.68984     0.00000     0.00000     0.00000     0.00000
   -76.67884     0.00000     0.00000     0.00000     0.00000
   -76.66884     0.00000     0.00000     0.00000     0.00000
   -76.65784     0.00000     0.00000     0.00000     0.00000
   -76.64684     0.00000     0.00000     0.00000     0.00000
   -76.63684     0.00000     0.00000     0.00000     0.00000
   -76.62584     0.00000     0.00000     0.00000     0.00000
   -76.61484     0.00000     0.00000     0.00000     0.00000
   -76.60484     0.00000     0.00000     0.00000     0.00000
   -76.59384     0.00000     0.00000     0.00000     0.00000
   -76.58384     0.00000     0.00000     0.00000     0.00000
   -76.57284     0.00000     0.00000     0.00000     0.00000
   -76.56184     0.00000     0.00000     0.00000     0.00000
   -76.55184     0.00000     0.00000     0.00000     0.00000
   -76.54084     0.00000     0.00000     0.00000     0.00000
   -76.52984     0.00000     0.00000     0.00000     0.00000
   -76.51984     0.00000     0.00000     0.00000     0.00000
   -76.50884     0.00000     0.00000     0.00000     0.00000
