     #Energy       W_all      Mo_all      Rh_all      Ti_all
   -73.85019     0.00000     0.00000     0.00000     0.00000
   -73.83919     0.00000     0.00000     0.00000     0.00000
   -73.82919   188.61252     0.00290     0.00255     0.00092
   -73.81819   377.37193     0.01360     0.00496     0.00284
   -73.80719     0.00000     0.00000     0.00000     0.00000
   -73.79719     0.00000     0.00000     0.00000     0.00000
   -73.78619     0.00000     0.00000     0.00000     0.00000
   -73.77619     0.00000     0.00000     0.00000     0.00000
   -73.76519   188.67031     0.00069     0.00173     0.00220
   -73.75519     0.00000     0.00000     0.00000     0.00000
   -73.74419     0.00000     0.00000     0.00000     0.00000
   -73.73319     0.00000     0.00000     0.00000     0.00000
   -73.72319   188.71732     0.00186     0.00062     0.00196
   -73.71219   188.77644     0.00332     0.00059     0.00156
   -73.70219     0.00000     0.00000     0.00000     0.00000
   -73.69119     0.00000     0.00000     0.00000     0.00000
   -73.68119     0.00000     0.00000     0.00000     0.00000
   -73.67019     0.00000     0.00000     0.00000     0.00000
   -73.65919     0.00000     0.00000     0.00000     0.00000
   -73.64919     0.00000     0.00000     0.00000     0.00000
   -73.63819     0.00000     0.00000     0.00000     0.00000
   -73.62819   188.75306     0.00124     0.00003     0.00193
   -73.61719     0.00000     0.00000     0.00000     0.00000
   -73.60719     0.00000     0.00000     0.00000     0.00000
   -73.59619     0.00000     0.00000     0.00000     0.00000
   -73.58519     0.00000     0.00000     0.00000     0.00000
   -73.57519     0.00000     0.00000     0.00000     0.00000
   -73.56419     0.00000     0.00000     0.00000     0.00000
   -73.55419     0.00000     0.00000     0.00000     0.00000
   -73.54319     0.00000     0.00000     0.00000     0.00000
   -73.53319   188.67794     0.00411     0.00004     0.00212
   -73.52219     0.00000     0.00000     0.00000     0.00000
   -73.51119     0.00000     0.00000     0.00000     0.00000
   -73.50119     0.00000     0.00000     0.00000     0.00000
   -73.49019     0.00000     0.00000     0.00000     0.00000
   -73.48019     0.00000     0.00000     0.00000     0.00000
   -73.46919     0.00000     0.00000     0.00000     0.00000
   -73.45919     0.00000     0.00000     0.00000     0.00000
   -73.44819     0.00000     0.00000     0.00000     0.00000
   -73.43719     0.00000     0.00000     0.00000     0.00000
   -73.42719     0.00000     0.00000     0.00000     0.00000
   -73.41619     0.00000     0.00000     0.00000     0.00000
   -73.40619     0.00000     0.00000     0.00000     0.00000
