     #Energy       W_all      Mo_all      Ir_all      Hf_all
   -76.52700     0.00000     0.00000     0.00000     0.00000
   -76.51600     0.00000     0.00000     0.00000     0.00000
   -76.50500     0.00000     0.00000     0.00000     0.00000
   -76.49400     0.00000     0.00000     0.00000     0.00000
   -76.48300     0.00000     0.00000     0.00000     0.00000
   -76.47200     0.00000     0.00000     0.00000     0.00000
   -76.46100     0.00000     0.00000     0.00000     0.00000
   -76.45000     0.00000     0.00000     0.00000     0.00000
   -76.43900     0.00000     0.00000     0.00000     0.00000
   -76.42800     0.00000     0.00000     0.00000     0.00000
   -76.41700     0.00000     0.00000     0.00000     0.00000
   -76.40600     0.00000     0.00000     0.00000     0.00000
   -76.39500     0.00000     0.00000     0.00000     0.00000
   -76.38400     0.00000     0.00000     0.00000     0.00000
   -76.37300     0.00000     0.00000     0.00000     0.00000
   -76.36200     0.00000     0.00000     0.00000     0.00000
   -76.35100     0.00000     0.00000     0.00000     0.00000
   -76.34000     0.00000     0.00000     0.00000     0.00000
   -76.32900     0.00000     0.00000     0.00000     0.00000
   -76.31800     0.00000     0.00000     0.00000     0.00000
   -76.30700     0.00000     0.00000     0.00000     0.00000
   -76.29600     0.00000     0.00000     0.00000     0.00000
   -76.28500     0.00000     0.00000     0.00000     0.00000
   -76.27400     0.00000     0.00000     0.00000     0.00000
   -76.26300     0.00000     0.00000     0.00000     0.00000
   -76.25200     0.00000     0.00000     0.00000     0.00000
   -76.24100     0.00000     0.00000     0.00000     0.00000
   -76.23000     0.00000     0.00000     0.00000     0.00000
   -76.21900     0.00000     0.00000     0.00000     0.00000
   -76.20800     0.00000     0.00000     0.00000     0.00000
   -76.19700     0.00000     0.00000     0.00000     0.00000
   -76.18600     0.00000     0.00000     0.00000     0.00000
   -76.17500     0.00000     0.00000     0.00000     0.00000
   -76.16400     0.00000     0.00000     0.00000     0.00000
   -76.15300     0.00000     0.00000     0.00000     0.00000
   -76.14200     0.00000     0.00000     0.00000     0.00000
   -76.13100     0.00000     0.00000     0.00000     0.00000
   -76.12000     0.00000     0.00000     0.00000     0.00000
   -76.10900     0.00000     0.00000     0.00000     0.00000
   -76.09800     0.00000     0.00000     0.00000     0.00000
   -76.08700     0.00000     0.00000     0.00000     0.00000
   -76.07600     0.00000     0.00000     0.00000     0.00000
   -76.06500     0.00000     0.00000     0.00000     0.00000
   -76.05400     0.00000     0.00000     0.00000     0.00000
   -76.04300     0.00000     0.00000     0.00000     0.00000
   -76.03200     0.00000     0.00000     0.00000     0.00000
   -76.02100     0.00000     0.00000     0.00000     0.00000
   -76.01000     0.00000     0.00000     0.00000     0.00000
   -75.99900     0.00000     0.00000     0.00000     0.00000
   -75.98800     0.00000     0.00000     0.00000     0.00000
   -75.97700     0.00000     0.00000     0.00000     0.00000
   -75.96600     0.00000     0.00000     0.00000     0.00000
   -75.95500     0.00000     0.00000     0.00000     0.00000
   -75.94400     0.00000     0.00000     0.00000     0.00000
   -75.93300     0.00000     0.00000     0.00000     0.00000
   -75.92200     0.00000     0.00000     0.00000     0.00000
   -75.91100     0.00000     0.00000     0.00000     0.00000
   -75.90000     0.00000     0.00000     0.00000     0.00000
   -75.88900     0.00000     0.00000     0.00000     0.00000
   -75.87800     0.00000     0.00000     0.00000     0.00000
   -75.86700     0.00000     0.00000     0.00000     0.00000
   -75.85600     0.00000     0.00000     0.00000     0.00000
   -75.84500     0.00000     0.00000     0.00000     0.00000
   -75.83400     0.00000     0.00000     0.00000     0.00000
   -75.82300     0.00000     0.00000     0.00000     0.00000
   -75.81200     0.00000     0.00000     0.00000     0.00000
   -75.80100     0.00000     0.00000     0.00000     0.00000
   -75.79000     0.00000     0.00000     0.00000     0.00000
   -75.77900     0.00000     0.00000     0.00000     0.00000
   -75.76800     0.00000     0.00000     0.00000     0.00000
   -75.75700     0.00000     0.00000     0.00000     0.00000
   -75.74600     0.00000     0.00000     0.00000     0.00000
   -75.73500     0.00000     0.00000     0.00000     0.00000
   -75.72400     0.00000     0.00000     0.00000     0.00000
   -75.71300     0.00000     0.00000     0.00000     0.00000
   -75.70200     0.00000     0.00000     0.00000     0.00000
   -75.69100     0.00000     0.00000     0.00000     0.00000
   -75.68000     0.00000     0.00000     0.00000     0.00000
   -75.66900     0.00000     0.00000     0.00000     0.00000
   -75.65800     0.00000     0.00000     0.00000     0.00000
   -75.64700     0.00000     0.00000     0.00000     0.00000
   -75.63600     0.00000     0.00000     0.00000     0.00000
   -75.62500     0.00000     0.00000     0.00000     0.00000
   -75.61400     0.00000     0.00000     0.00000     0.00000
   -75.60300     0.00000     0.00000     0.00000     0.00000
   -75.59200     0.00000     0.00000     0.00000     0.00000
   -75.58100     0.00000     0.00000     0.00000     0.00000
   -75.57000     0.00000     0.00000     0.00000     0.00000
   -75.55900     0.00000     0.00000     0.00000     0.00000
   -75.54800     0.00000     0.00000     0.00000     0.00000
   -75.53700     0.00000     0.00000     0.00000     0.00000
   -75.52600     0.00000     0.00000     0.00000     0.00000
   -75.51500     0.00000     0.00000     0.00000     0.00000
   -75.50400     0.00000     0.00000     0.00000     0.00000
   -75.49300     0.00000     0.00000     0.00000     0.00000
   -75.48200     0.00000     0.00000     0.00000     0.00000
   -75.47100     0.00000     0.00000     0.00000     0.00000
   -75.46000     0.00000     0.00000     0.00000     0.00000
   -75.44900     0.00000     0.00000     0.00000     0.00000
   -75.43800     0.00000     0.00000     0.00000     0.00000
   -75.42700     0.00000     0.00000     0.00000     0.00000
   -75.41600     0.00000     0.00000     0.00000     0.00000
   -75.40500     0.00000     0.00000     0.00000     0.00000
   -75.39400     0.00000     0.00000     0.00000     0.00000
   -75.38300     0.00000     0.00000     0.00000     0.00000
   -75.37200     0.00000     0.00000     0.00000     0.00000
   -75.36100     0.00000     0.00000     0.00000     0.00000
   -75.35000     0.00000     0.00000     0.00000     0.00000
   -75.33900     0.00000     0.00000     0.00000     0.00000
   -75.32800     0.00000     0.00000     0.00000     0.00000
   -75.31700     0.00000     0.00000     0.00000     0.00000
   -75.30600     0.00000     0.00000     0.00000     0.00000
   -75.29500     0.00000     0.00000     0.00000     0.00000
   -75.28400     0.00000     0.00000     0.00000     0.00000
   -75.27300     0.00000     0.00000     0.00000     0.00000
   -75.26200     0.00000     0.00000     0.00000     0.00000
   -75.25100     0.00000     0.00000     0.00000     0.00000
   -75.24000     0.00000     0.00000     0.00000     0.00000
   -75.22900     0.00000     0.00000     0.00000     0.00000
   -75.21800     0.00000     0.00000     0.00000     0.00000
   -75.20700     0.00000     0.00000     0.00000     0.00000
   -75.19600     0.00000     0.00000     0.00000     0.00000
   -75.18500     0.00000     0.00000     0.00000     0.00000
   -75.17400     0.00000     0.00000     0.00000     0.00000
   -75.16300     0.00000     0.00000     0.00000     0.00000
   -75.15200     0.00000     0.00000     0.00000     0.00000
   -75.14100     0.00000     0.00000     0.00000     0.00000
   -75.13000     0.00000     0.00000     0.00000     0.00000
   -75.11900     0.00000     0.00000     0.00000     0.00000
   -75.10800     0.00000     0.00000     0.00000     0.00000
   -75.09700     0.00000     0.00000     0.00000     0.00000
   -75.08600     0.00000     0.00000     0.00000     0.00000
   -75.07500     0.00000     0.00000     0.00000     0.00000
   -75.06400     0.00000     0.00000     0.00000     0.00000
   -75.05300     0.00000     0.00000     0.00000     0.00000
   -75.04200     0.00000     0.00000     0.00000     0.00000
   -75.03100     0.00000     0.00000     0.00000     0.00000
   -75.02000     0.00000     0.00000     0.00000     0.00000
   -75.00900     0.00000     0.00000     0.00000     0.00000
   -74.99800     0.00000     0.00000     0.00000     0.00000
   -74.98700     0.00000     0.00000     0.00000     0.00000
   -74.97600     0.00000     0.00000     0.00000     0.00000
   -74.96500     0.00000     0.00000     0.00000     0.00000
   -74.95400     0.00000     0.00000     0.00000     0.00000
   -74.94300     0.00000     0.00000     0.00000     0.00000
   -74.93200     0.00000     0.00000     0.00000     0.00000
   -74.92100     0.00000     0.00000     0.00000     0.00000
   -74.91000     0.00000     0.00000     0.00000     0.00000
   -74.89900     0.00000     0.00000     0.00000     0.00000
   -74.88800     0.00000     0.00000     0.00000     0.00000
   -74.87700     0.00000     0.00000     0.00000     0.00000
   -74.86600     0.00000     0.00000     0.00000     0.00000
   -74.85500     0.00000     0.00000     0.00000     0.00000
   -74.84400     0.00000     0.00000     0.00000     0.00000
   -74.83300     0.00000     0.00000     0.00000     0.00000
   -74.82200     0.00000     0.00000     0.00000     0.00000
   -74.81100     0.00000     0.00000     0.00000     0.00000
   -74.80000     0.00000     0.00000     0.00000     0.00000
   -74.78900     0.00000     0.00000     0.00000     0.00000
   -74.77800     0.00000     0.00000     0.00000     0.00000
   -74.76700     0.00000     0.00000     0.00000     0.00000
   -74.75600     0.00000     0.00000     0.00000     0.00000
   -74.74500     0.00000     0.00000     0.00000     0.00000
   -74.73400     0.00000     0.00000     0.00000     0.00000
   -74.72300     0.00000     0.00000     0.00000     0.00000
   -74.71200     0.00000     0.00000     0.00000     0.00000
   -74.70100     0.00000     0.00000     0.00000     0.00000
   -74.69000     0.00000     0.00000     0.00000     0.00000
   -74.67900     0.00000     0.00000     0.00000     0.00000
   -74.66800     0.00000     0.00000     0.00000     0.00000
   -74.65700     0.00000     0.00000     0.00000     0.00000
   -74.64600     0.00000     0.00000     0.00000     0.00000
   -74.63500     0.00000     0.00000     0.00000     0.00000
   -74.62400     0.00000     0.00000     0.00000     0.00000
   -74.61300     0.00000     0.00000     0.00000     0.00000
   -74.60200     0.00000     0.00000     0.00000     0.00000
   -74.59100     0.00000     0.00000     0.00000     0.00000
   -74.58000     0.00000     0.00000     0.00000     0.00000
   -74.56900     0.00000     0.00000     0.00000     0.00000
   -74.55800     0.00000     0.00000     0.00000     0.00000
   -74.54700     0.00000     0.00000     0.00000     0.00000
   -74.53600     0.00000     0.00000     0.00000     0.00000
   -74.52500     0.00000     0.00000     0.00000     0.00000
   -74.51400     0.00000     0.00000     0.00000     0.00000
   -74.50300     0.00000     0.00000     0.00000     0.00000
   -74.49200     0.00000     0.00000     0.00000     0.00000
   -74.48100     0.00000     0.00000     0.00000     0.00000
   -74.47000     0.00000     0.00000     0.00000     0.00000
   -74.45900     0.00000     0.00000     0.00000     0.00000
   -74.44800     0.00000     0.00000     0.00000     0.00000
   -74.43700     0.00000     0.00000     0.00000     0.00000
   -74.42600     0.00000     0.00000     0.00000     0.00000
   -74.41500     0.00000     0.00000     0.00000     0.00000
   -74.40400     0.00000     0.00000     0.00000     0.00000
   -74.39300     0.00000     0.00000     0.00000     0.00000
   -74.38200     0.00000     0.00000     0.00000     0.00000
   -74.37100     0.00000     0.00000     0.00000     0.00000
   -74.36000     0.00000     0.00000     0.00000     0.00000
   -74.34900     0.00000     0.00000     0.00000     0.00000
   -74.33800     0.00000     0.00000     0.00000     0.00000
   -74.32700     0.00000     0.00000     0.00000     0.00000
   -74.31600     0.00000     0.00000     0.00000     0.00000
   -74.30500     0.00000     0.00000     0.00000     0.00000
   -74.29400     0.00000     0.00000     0.00000     0.00000
   -74.28300     0.00000     0.00000     0.00000     0.00000
   -74.27200     0.00000     0.00000     0.00000     0.00000
   -74.26100     0.00000     0.00000     0.00000     0.00000
   -74.25000     0.00000     0.00000     0.00000     0.00000
   -74.23900     0.00000     0.00000     0.00000     0.00000
   -74.22800     0.00000     0.00000     0.00000     0.00000
   -74.21700     0.00000     0.00000     0.00000     0.00000
   -74.20600   181.26123     0.00556     0.00406     0.00010
   -74.19500     0.00000     0.00000     0.00000     0.00000
   -74.18400     0.00000     0.00000     0.00000     0.00000
   -74.17300     0.00000     0.00000     0.00000     0.00000
   -74.16200   181.34621     0.00428     0.00175     0.00011
   -74.15100     0.00000     0.00000     0.00000     0.00000
   -74.14000     0.00000     0.00000     0.00000     0.00000
   -74.12900     0.00000     0.00000     0.00000     0.00000
   -74.11800     0.00000     0.00000     0.00000     0.00000
   -74.10700     0.00000     0.00000     0.00000     0.00000
   -74.09600     0.00000     0.00000     0.00000     0.00000
   -74.08500   181.35496     0.00493     0.00289     0.00150
   -74.07400   181.33490     0.00641     0.00346     0.00102
   -74.06300     0.00000     0.00000     0.00000     0.00000
   -74.05200   181.42597     0.00589     0.00377     0.00105
   -74.04100  1113.51954     0.02171     0.00338     0.00282
   -74.03000    90.63851     0.00157     0.00026     0.00020
   -74.01900     0.00000     0.00000     0.00000     0.00000
   -74.00800     0.00000     0.00000     0.00000     0.00000
   -73.99700   181.36880     0.00190     0.00064     0.00134
   -73.98600   181.41747     0.00220     0.00108     0.00122
   -73.97500     0.00000     0.00000     0.00000     0.00000
   -73.96400     0.00000     0.00000     0.00000     0.00000
   -73.95300  1369.52160     0.06209     0.00107     0.00967
   -73.94200    90.70375     0.00422     0.00001     0.00065
   -73.93100   181.38688     0.00420     0.00058     0.00126
   -73.92000     0.00000     0.00000     0.00000     0.00000
   -73.90900     0.00000     0.00000     0.00000     0.00000
   -73.89800   181.43945     0.00382     0.00123     0.00093
   -73.88700     0.00000     0.00000     0.00000     0.00000
   -73.87600     0.00000     0.00000     0.00000     0.00000
   -73.86500     0.00000     0.00000     0.00000     0.00000
   -73.85400     0.00000     0.00000     0.00000     0.00000
   -73.84300     0.00000     0.00000     0.00000     0.00000
   -73.83200     0.00000     0.00000     0.00000     0.00000
   -73.82100     0.00000     0.00000     0.00000     0.00000
   -73.81000     0.00000     0.00000     0.00000     0.00000
   -73.79900   181.36429     0.00554     0.00004     0.00237
   -73.78800     0.00000     0.00000     0.00000     0.00000
   -73.77700     0.00000     0.00000     0.00000     0.00000
   -73.76600     0.00000     0.00000     0.00000     0.00000
   -73.75500     0.00000     0.00000     0.00000     0.00000
   -73.74400     0.00000     0.00000     0.00000     0.00000
   -73.73300     0.00000     0.00000     0.00000     0.00000
   -73.72200     0.00000     0.00000     0.00000     0.00000
   -73.71100     0.00000     0.00000     0.00000     0.00000
   -73.70000     0.00000     0.00000     0.00000     0.00000
   -73.68900     0.00000     0.00000     0.00000     0.00000
   -73.67800     0.00000     0.00000     0.00000     0.00000
   -73.66700     0.00000     0.00000     0.00000     0.00000
   -73.65600     0.00000     0.00000     0.00000     0.00000
   -73.64500     0.00000     0.00000     0.00000     0.00000
   -73.63400     0.00000     0.00000     0.00000     0.00000
   -73.62300     0.00000     0.00000     0.00000     0.00000
   -73.61200     0.00000     0.00000     0.00000     0.00000
   -73.60100     0.00000     0.00000     0.00000     0.00000
   -73.59000     0.00000     0.00000     0.00000     0.00000
   -73.57900     0.00000     0.00000     0.00000     0.00000
   -73.56800     0.00000     0.00000     0.00000     0.00000
   -73.55700     0.00000     0.00000     0.00000     0.00000
   -73.54600     0.00000     0.00000     0.00000     0.00000
   -73.53500     0.00000     0.00000     0.00000     0.00000
   -73.52400     0.00000     0.00000     0.00000     0.00000
   -73.51300     0.00000     0.00000     0.00000     0.00000
   -73.50200     0.00000     0.00000     0.00000     0.00000
   -73.49100     0.00000     0.00000     0.00000     0.00000
   -73.48000     0.00000     0.00000     0.00000     0.00000
   -73.46900     0.00000     0.00000     0.00000     0.00000
   -73.45800     0.00000     0.00000     0.00000     0.00000
   -73.44700     0.00000     0.00000     0.00000     0.00000
   -73.43600     0.00000     0.00000     0.00000     0.00000
   -73.42500     0.00000     0.00000     0.00000     0.00000
   -73.41400     0.00000     0.00000     0.00000     0.00000
   -73.40300     0.00000     0.00000     0.00000     0.00000
   -73.39200     0.00000     0.00000     0.00000     0.00000
   -73.38100     0.00000     0.00000     0.00000     0.00000
   -73.37000     0.00000     0.00000     0.00000     0.00000
   -73.35900     0.00000     0.00000     0.00000     0.00000
   -73.34800     0.00000     0.00000     0.00000     0.00000
   -73.33700     0.00000     0.00000     0.00000     0.00000
   -73.32600     0.00000     0.00000     0.00000     0.00000
   -73.31500     0.00000     0.00000     0.00000     0.00000
   -73.30400     0.00000     0.00000     0.00000     0.00000
   -73.29300     0.00000     0.00000     0.00000     0.00000
   -73.28200     0.00000     0.00000     0.00000     0.00000
   -73.27100     0.00000     0.00000     0.00000     0.00000
   -73.26000     0.00000     0.00000     0.00000     0.00000
   -73.24900     0.00000     0.00000     0.00000     0.00000
   -73.23800     0.00000     0.00000     0.00000     0.00000
   -73.22700     0.00000     0.00000     0.00000     0.00000
   -73.21600     0.00000     0.00000     0.00000     0.00000
   -73.20500     0.00000     0.00000     0.00000     0.00000
   -73.19400     0.00000     0.00000     0.00000     0.00000
   -73.18300     0.00000     0.00000     0.00000     0.00000
   -73.17200     0.00000     0.00000     0.00000     0.00000
   -73.16100     0.00000     0.00000     0.00000     0.00000
   -73.15000     0.00000     0.00000     0.00000     0.00000
   -73.13900     0.00000     0.00000     0.00000     0.00000
   -73.12800     0.00000     0.00000     0.00000     0.00000
   -73.11700     0.00000     0.00000     0.00000     0.00000
   -73.10600     0.00000     0.00000     0.00000     0.00000
   -73.09500     0.00000     0.00000     0.00000     0.00000
   -73.08400     0.00000     0.00000     0.00000     0.00000
   -73.07300     0.00000     0.00000     0.00000     0.00000
   -73.06200     0.00000     0.00000     0.00000     0.00000
   -73.05100     0.00000     0.00000     0.00000     0.00000
   -73.04000     0.00000     0.00000     0.00000     0.00000
   -73.02900     0.00000     0.00000     0.00000     0.00000
   -73.01800     0.00000     0.00000     0.00000     0.00000
   -73.00700     0.00000     0.00000     0.00000     0.00000
   -72.99600     0.00000     0.00000     0.00000     0.00000
   -72.98500     0.00000     0.00000     0.00000     0.00000
   -72.97400     0.00000     0.00000     0.00000     0.00000
   -72.96300     0.00000     0.00000     0.00000     0.00000
   -72.95200     0.00000     0.00000     0.00000     0.00000
   -72.94100     0.00000     0.00000     0.00000     0.00000
   -72.93000     0.00000     0.00000     0.00000     0.00000
   -72.91900     0.00000     0.00000     0.00000     0.00000
   -72.90800     0.00000     0.00000     0.00000     0.00000
   -72.89700     0.00000     0.00000     0.00000     0.00000
   -72.88600     0.00000     0.00000     0.00000     0.00000
   -72.87500     0.00000     0.00000     0.00000     0.00000
   -72.86400     0.00000     0.00000     0.00000     0.00000
   -72.85300     0.00000     0.00000     0.00000     0.00000
   -72.84200     0.00000     0.00000     0.00000     0.00000
   -72.83100     0.00000     0.00000     0.00000     0.00000
   -72.82000     0.00000     0.00000     0.00000     0.00000
   -72.80900     0.00000     0.00000     0.00000     0.00000
   -72.79800     0.00000     0.00000     0.00000     0.00000
   -72.78700     0.00000     0.00000     0.00000     0.00000
   -72.77600     0.00000     0.00000     0.00000     0.00000
   -72.76500     0.00000     0.00000     0.00000     0.00000
   -72.75400     0.00000     0.00000     0.00000     0.00000
   -72.74300     0.00000     0.00000     0.00000     0.00000
   -72.73200     0.00000     0.00000     0.00000     0.00000
   -72.72100     0.00000     0.00000     0.00000     0.00000
   -72.71000     0.00000     0.00000     0.00000     0.00000
   -72.69900     0.00000     0.00000     0.00000     0.00000
   -72.68800     0.00000     0.00000     0.00000     0.00000
   -72.67700     0.00000     0.00000     0.00000     0.00000
   -72.66600     0.00000     0.00000     0.00000     0.00000
   -72.65500     0.00000     0.00000     0.00000     0.00000
   -72.64400     0.00000     0.00000     0.00000     0.00000
   -72.63300     0.00000     0.00000     0.00000     0.00000
   -72.62200     0.00000     0.00000     0.00000     0.00000
   -72.61100     0.00000     0.00000     0.00000     0.00000
   -72.60000     0.00000     0.00000     0.00000     0.00000
   -72.58900     0.00000     0.00000     0.00000     0.00000
   -72.57800     0.00000     0.00000     0.00000     0.00000
   -72.56700     0.00000     0.00000     0.00000     0.00000
   -72.55600     0.00000     0.00000     0.00000     0.00000
