     #Energy       W_all      Mo_all      Os_all      Hf_all
   -72.77592     0.00000     0.00000     0.00000     0.00000
   -72.76492     0.00000     0.00000     0.00000     0.00000
   -72.75392     0.00000     0.00000     0.00000     0.00000
   -72.74292     0.00000     0.00000     0.00000     0.00000
   -72.73192     0.00000     0.00000     0.00000     0.00000
   -72.72092     0.00000     0.00000     0.00000     0.00000
   -72.70992     0.00000     0.00000     0.00000     0.00000
   -72.69892     0.00000     0.00000     0.00000     0.00000
   -72.68792     0.00000     0.00000     0.00000     0.00000
   -72.67692     0.00000     0.00000     0.00000     0.00000
   -72.66592     0.00000     0.00000     0.00000     0.00000
   -72.65492     0.00000     0.00000     0.00000     0.00000
   -72.64392     0.00000     0.00000     0.00000     0.00000
   -72.63292     0.00000     0.00000     0.00000     0.00000
