     #Energy       W_all      Mo_all      Os_all      Zr_all
   -76.37721     0.00000     0.00000     0.00000     0.00000
   -76.36621     0.00000     0.00000     0.00000     0.00000
   -76.35521     0.00000     0.00000     0.00000     0.00000
   -76.34421     0.00000     0.00000     0.00000     0.00000
   -76.33321     0.00000     0.00000     0.00000     0.00000
   -76.32321     0.00000     0.00000     0.00000     0.00000
   -76.31221     0.00000     0.00000     0.00000     0.00000
   -76.30121     0.00000     0.00000     0.00000     0.00000
   -76.29021     0.00000     0.00000     0.00000     0.00000
   -76.27921     0.00000     0.00000     0.00000     0.00000
   -76.26821     0.00000     0.00000     0.00000     0.00000
   -76.25721     0.00000     0.00000     0.00000     0.00000
   -76.24621     0.00000     0.00000     0.00000     0.00000
   -76.23521     0.00000     0.00000     0.00000     0.00000
   -76.22421     0.00000     0.00000     0.00000     0.00000
   -76.21321     0.00000     0.00000     0.00000     0.00000
   -76.20321     0.00000     0.00000     0.00000     0.00000
   -76.19221     0.00000     0.00000     0.00000     0.00000
   -76.18121     0.00000     0.00000     0.00000     0.00000
   -76.17021     0.00000     0.00000     0.00000     0.00000
   -76.15921     0.00000     0.00000     0.00000     0.00000
   -76.14821     0.00000     0.00000     0.00000     0.00000
   -76.13721     0.00000     0.00000     0.00000     0.00000
   -76.12621     0.00000     0.00000     0.00000     0.00000
   -76.11521     0.00000     0.00000     0.00000     0.00000
   -76.10421     0.00000     0.00000     0.00000     0.00000
   -76.09321     0.00000     0.00000     0.00000     0.00000
   -76.08321     0.00000     0.00000     0.00000     0.00000
   -76.07221     0.00000     0.00000     0.00000     0.00000
   -76.06121     0.00000     0.00000     0.00000     0.00000
   -76.05021     0.00000     0.00000     0.00000     0.00000
   -76.03921     0.00000     0.00000     0.00000     0.00000
   -76.02821     0.00000     0.00000     0.00000     0.00000
   -76.01721     0.00000     0.00000     0.00000     0.00000
   -76.00621     0.00000     0.00000     0.00000     0.00000
   -75.99521     0.00000     0.00000     0.00000     0.00000
   -75.98421     0.00000     0.00000     0.00000     0.00000
   -75.97321     0.00000     0.00000     0.00000     0.00000
   -75.96321     0.00000     0.00000     0.00000     0.00000
   -75.95221     0.00000     0.00000     0.00000     0.00000
   -75.94121     0.00000     0.00000     0.00000     0.00000
   -75.93021     0.00000     0.00000     0.00000     0.00000
   -75.91921     0.00000     0.00000     0.00000     0.00000
   -75.90821     0.00000     0.00000     0.00000     0.00000
   -75.89721     0.00000     0.00000     0.00000     0.00000
   -75.88621     0.00000     0.00000     0.00000     0.00000
   -75.87521     0.00000     0.00000     0.00000     0.00000
   -75.86421     0.00000     0.00000     0.00000     0.00000
   -75.85321     0.00000     0.00000     0.00000     0.00000
   -75.84321     0.00000     0.00000     0.00000     0.00000
