     #Energy       W_all      Mo_all      Ru_all      Ti_all
   -78.05542     0.00000     0.00000     0.00000     0.00000
   -78.04442     0.00000     0.00000     0.00000     0.00000
   -78.03442     0.00000     0.00000     0.00000     0.00000
   -78.02342     0.00000     0.00000     0.00000     0.00000
   -78.01242     0.00000     0.00000     0.00000     0.00000
   -78.00242     0.00000     0.00000     0.00000     0.00000
   -77.99142     0.00000     0.00000     0.00000     0.00000
   -77.98142     0.00000     0.00000     0.00000     0.00000
   -77.97042     0.00000     0.00000     0.00000     0.00000
   -77.95942     0.00000     0.00000     0.00000     0.00000
   -77.94942     0.00000     0.00000     0.00000     0.00000
   -77.93842     0.00000     0.00000     0.00000     0.00000
   -77.92842     0.00000     0.00000     0.00000     0.00000
   -77.91742     0.00000     0.00000     0.00000     0.00000
   -77.90742     0.00000     0.00000     0.00000     0.00000
   -77.89642     0.00000     0.00000     0.00000     0.00000
   -77.88542     0.00000     0.00000     0.00000     0.00000
   -77.87542     0.00000     0.00000     0.00000     0.00000
   -77.86442     0.00000     0.00000     0.00000     0.00000
   -77.85442     0.00000     0.00000     0.00000     0.00000
   -77.84342     0.00000     0.00000     0.00000     0.00000
   -77.83242     0.00000     0.00000     0.00000     0.00000
   -77.82242     0.00000     0.00000     0.00000     0.00000
   -77.81142     0.00000     0.00000     0.00000     0.00000
   -77.80142     0.00000     0.00000     0.00000     0.00000
   -77.79042     0.00000     0.00000     0.00000     0.00000
   -77.78042     0.00000     0.00000     0.00000     0.00000
   -77.76942     0.00000     0.00000     0.00000     0.00000
   -77.75842     0.00000     0.00000     0.00000     0.00000
   -77.74842     0.00000     0.00000     0.00000     0.00000
   -77.73742     0.00000     0.00000     0.00000     0.00000
   -77.72742     0.00000     0.00000     0.00000     0.00000
   -77.71642     0.00000     0.00000     0.00000     0.00000
   -77.70642     0.00000     0.00000     0.00000     0.00000
   -77.69542     0.00000     0.00000     0.00000     0.00000
   -77.68442     0.00000     0.00000     0.00000     0.00000
   -77.67442     0.00000     0.00000     0.00000     0.00000
   -77.66342     0.00000     0.00000     0.00000     0.00000
   -77.65342     0.00000     0.00000     0.00000     0.00000
   -77.64242     0.00000     0.00000     0.00000     0.00000
   -77.63142     0.00000     0.00000     0.00000     0.00000
   -77.62142     0.00000     0.00000     0.00000     0.00000
   -77.61042     0.00000     0.00000     0.00000     0.00000
   -77.60042     0.00000     0.00000     0.00000     0.00000
   -77.58942     0.00000     0.00000     0.00000     0.00000
   -77.57942     0.00000     0.00000     0.00000     0.00000
   -77.56842     0.00000     0.00000     0.00000     0.00000
   -77.55742     0.00000     0.00000     0.00000     0.00000
   -77.54742     0.00000     0.00000     0.00000     0.00000
   -77.53642     0.00000     0.00000     0.00000     0.00000
   -77.52642     0.00000     0.00000     0.00000     0.00000
   -77.51542     0.00000     0.00000     0.00000     0.00000
   -77.50442     0.00000     0.00000     0.00000     0.00000
   -77.49442     0.00000     0.00000     0.00000     0.00000
   -77.48342     0.00000     0.00000     0.00000     0.00000
   -77.47342     0.00000     0.00000     0.00000     0.00000
   -77.46242     0.00000     0.00000     0.00000     0.00000
   -77.45242     0.00000     0.00000     0.00000     0.00000
   -77.44142     0.00000     0.00000     0.00000     0.00000
   -77.43042     0.00000     0.00000     0.00000     0.00000
   -77.42042     0.00000     0.00000     0.00000     0.00000
   -77.40942     0.00000     0.00000     0.00000     0.00000
   -77.39942     0.00000     0.00000     0.00000     0.00000
   -77.38842     0.00000     0.00000     0.00000     0.00000
   -77.37742     0.00000     0.00000     0.00000     0.00000
   -77.36742     0.00000     0.00000     0.00000     0.00000
   -77.35642     0.00000     0.00000     0.00000     0.00000
   -77.34642     0.00000     0.00000     0.00000     0.00000
   -77.33542     0.00000     0.00000     0.00000     0.00000
   -77.32542     0.00000     0.00000     0.00000     0.00000
   -77.31442     0.00000     0.00000     0.00000     0.00000
   -77.30342     0.00000     0.00000     0.00000     0.00000
   -77.29342     0.00000     0.00000     0.00000     0.00000
   -77.28242     0.00000     0.00000     0.00000     0.00000
   -77.27242     0.00000     0.00000     0.00000     0.00000
   -77.26142     0.00000     0.00000     0.00000     0.00000
   -77.25042     0.00000     0.00000     0.00000     0.00000
   -77.24042     0.00000     0.00000     0.00000     0.00000
   -77.22942     0.00000     0.00000     0.00000     0.00000
   -77.21942     0.00000     0.00000     0.00000     0.00000
   -77.20842     0.00000     0.00000     0.00000     0.00000
   -77.19842     0.00000     0.00000     0.00000     0.00000
   -77.18742     0.00000     0.00000     0.00000     0.00000
   -77.17642     0.00000     0.00000     0.00000     0.00000
   -77.16642     0.00000     0.00000     0.00000     0.00000
   -77.15542     0.00000     0.00000     0.00000     0.00000
   -77.14542     0.00000     0.00000     0.00000     0.00000
   -77.13442     0.00000     0.00000     0.00000     0.00000
   -77.12442     0.00000     0.00000     0.00000     0.00000
   -77.11342     0.00000     0.00000     0.00000     0.00000
   -77.10242     0.00000     0.00000     0.00000     0.00000
   -77.09242     0.00000     0.00000     0.00000     0.00000
   -77.08142     0.00000     0.00000     0.00000     0.00000
   -77.07142     0.00000     0.00000     0.00000     0.00000
   -77.06042     0.00000     0.00000     0.00000     0.00000
   -77.04942     0.00000     0.00000     0.00000     0.00000
   -77.03942     0.00000     0.00000     0.00000     0.00000
   -77.02842     0.00000     0.00000     0.00000     0.00000
