     #Energy       W_all      Mo_all      Ir_all      Zr_all
   -66.96798     0.00000     0.00000     0.00000     0.00000
   -66.95698     0.00000     0.00000     0.00000     0.00000
   -66.94598     0.00000     0.00000     0.00000     0.00000
   -66.93498     0.00000     0.00000     0.00000     0.00000
   -66.92398     0.00000     0.00000     0.00000     0.00000
   -66.91298     0.00000     0.00000     0.00000     0.00000
   -66.90198     0.00000     0.00000     0.00000     0.00000
   -66.89198     0.00000     0.00000     0.00000     0.00000
   -66.88098     0.00000     0.00000     0.00000     0.00000
   -66.86998     0.00000     0.00000     0.00000     0.00000
   -66.85898     0.00000     0.00000     0.00000     0.00000
   -66.84798     0.00000     0.00000     0.00000     0.00000
   -66.83698     0.00000     0.00000     0.00000     0.00000
   -66.82598     0.00000     0.00000     0.00000     0.00000
   -66.81498     0.00000     0.00000     0.00000     0.00000
   -66.80398     0.00000     0.00000     0.00000     0.00000
   -66.79298     0.00000     0.00000     0.00000     0.00000
   -66.78198     0.00000     0.00000     0.00000     0.00000
   -66.77098     0.00000     0.00000     0.00000     0.00000
   -66.75998     0.00000     0.00000     0.00000     0.00000
   -66.74898     0.00000     0.00000     0.00000     0.00000
   -66.73798     0.00000     0.00000     0.00000     0.00000
   -66.72698     0.00000     0.00000     0.00000     0.00000
   -66.71698     0.00000     0.00000     0.00000     0.00000
   -66.70598     0.00000     0.00000     0.00000     0.00000
   -66.69498     0.00000     0.00000     0.00000     0.00000
   -66.68398     0.00000     0.00000     0.00000     0.00000
   -66.67298     0.00000     0.00000     0.00000     0.00000
   -66.66198     0.00000     0.00000     0.00000     0.00000
   -66.65098     0.00000     0.00000     0.00000     0.00000
   -66.63998     0.00000     0.00000     0.00000     0.00000
   -66.62898     0.00000     0.00000     0.00000     0.00000
   -66.61798     0.00000     0.00000     0.00000     0.00000
   -66.60698     0.00000     0.00000     0.00000     0.00000
   -66.59598     0.00000     0.00000     0.00000     0.00000
   -66.58498     0.00000     0.00000     0.00000     0.00000
   -66.57398     0.00000     0.00000     0.00000     0.00000
   -66.56298     0.00000     0.00000     0.00000     0.00000
   -66.55198     0.00000     0.00000     0.00000     0.00000
   -66.54198     0.00000     0.00000     0.00000     0.00000
   -66.53098     0.00000     0.00000     0.00000     0.00000
   -66.51998     0.00000     0.00000     0.00000     0.00000
   -66.50898     0.00000     0.00000     0.00000     0.00000
   -66.49798     0.00000     0.00000     0.00000     0.00000
   -66.48698     0.00000     0.00000     0.00000     0.00000
   -66.47598     0.00000     0.00000     0.00000     0.00000
   -66.46498     0.00000     0.00000     0.00000     0.00000
   -66.45398     0.00000     0.00000     0.00000     0.00000
   -66.44298     0.00000     0.00000     0.00000     0.00000
   -66.43198     0.00000     0.00000     0.00000     0.00000
   -66.42098     0.00000     0.00000     0.00000     0.00000
   -66.40998     0.00000     0.00000     0.00000     0.00000
   -66.39898     0.00000     0.00000     0.00000     0.00000
   -66.38798     0.00000     0.00000     0.00000     0.00000
   -66.37798     0.00000     0.00000     0.00000     0.00000
   -66.36698     0.00000     0.00000     0.00000     0.00000
   -66.35598     0.00000     0.00000     0.00000     0.00000
   -66.34498     0.00000     0.00000     0.00000     0.00000
   -66.33398     0.00000     0.00000     0.00000     0.00000
   -66.32298     0.00000     0.00000     0.00000     0.00000
   -66.31198     0.00000     0.00000     0.00000     0.00000
   -66.30098     0.00000     0.00000     0.00000     0.00000
   -66.28998     0.00000     0.00000     0.00000     0.00000
   -66.27898     0.00000     0.00000     0.00000     0.00000
   -66.26798     0.00000     0.00000     0.00000     0.00000
   -66.25698     0.00000     0.00000     0.00000     0.00000
   -66.24598     0.00000     0.00000     0.00000     0.00000
   -66.23498     0.00000     0.00000     0.00000     0.00000
   -66.22398     0.00000     0.00000     0.00000     0.00000
   -66.21298     0.00000     0.00000     0.00000     0.00000
   -66.20298     0.00000     0.00000     0.00000     0.00000
   -66.19198     0.00000     0.00000     0.00000     0.00000
   -66.18098     0.00000     0.00000     0.00000     0.00000
   -66.16998     0.00000     0.00000     0.00000     0.00000
   -66.15898     0.00000     0.00000     0.00000     0.00000
   -66.14798     0.00000     0.00000     0.00000     0.00000
   -66.13698     0.00000     0.00000     0.00000     0.00000
   -66.12598     0.00000     0.00000     0.00000     0.00000
   -66.11498     0.00000     0.00000     0.00000     0.00000
   -66.10398     0.00000     0.00000     0.00000     0.00000
   -66.09298     0.00000     0.00000     0.00000     0.00000
   -66.08198     0.00000     0.00000     0.00000     0.00000
   -66.07098     0.00000     0.00000     0.00000     0.00000
   -66.05998     0.00000     0.00000     0.00000     0.00000
   -66.04898     0.00000     0.00000     0.00000     0.00000
   -66.03798     0.00000     0.00000     0.00000     0.00000
   -66.02798     0.00000     0.00000     0.00000     0.00000
   -66.01698     0.00000     0.00000     0.00000     0.00000
   -66.00598     0.00000     0.00000     0.00000     0.00000
   -65.99498     0.00000     0.00000     0.00000     0.00000
   -65.98398     0.00000     0.00000     0.00000     0.00000
   -65.97298     0.00000     0.00000     0.00000     0.00000
   -65.96198     0.00000     0.00000     0.00000     0.00000
   -65.95098     0.00000     0.00000     0.00000     0.00000
   -65.93998     0.00000     0.00000     0.00000     0.00000
   -65.92898     0.00000     0.00000     0.00000     0.00000
   -65.91798     0.00000     0.00000     0.00000     0.00000
   -65.90698     0.00000     0.00000     0.00000     0.00000
   -65.89598     0.00000     0.00000     0.00000     0.00000
   -65.88498     0.00000     0.00000     0.00000     0.00000
   -65.87398     0.00000     0.00000     0.00000     0.00000
   -65.86298     0.00000     0.00000     0.00000     0.00000
   -65.85298     0.00000     0.00000     0.00000     0.00000
   -65.84198     0.00000     0.00000     0.00000     0.00000
   -65.83098     0.00000     0.00000     0.00000     0.00000
   -65.81998     0.00000     0.00000     0.00000     0.00000
   -65.80898     0.00000     0.00000     0.00000     0.00000
   -65.79798     0.00000     0.00000     0.00000     0.00000
   -65.78698     0.00000     0.00000     0.00000     0.00000
   -65.77598     0.00000     0.00000     0.00000     0.00000
   -65.76498     0.00000     0.00000     0.00000     0.00000
   -65.75398     0.00000     0.00000     0.00000     0.00000
   -65.74298     0.00000     0.00000     0.00000     0.00000
   -65.73198     0.00000     0.00000     0.00000     0.00000
   -65.72098     0.00000     0.00000     0.00000     0.00000
   -65.70998     0.00000     0.00000     0.00000     0.00000
   -65.69898     0.00000     0.00000     0.00000     0.00000
   -65.68898     0.00000     0.00000     0.00000     0.00000
   -65.67798     0.00000     0.00000     0.00000     0.00000
   -65.66698     0.00000     0.00000     0.00000     0.00000
   -65.65598     0.00000     0.00000     0.00000     0.00000
   -65.64498     0.00000     0.00000     0.00000     0.00000
   -65.63398     0.00000     0.00000     0.00000     0.00000
   -65.62298     0.00000     0.00000     0.00000     0.00000
   -65.61198     0.00000     0.00000     0.00000     0.00000
   -65.60098     0.00000     0.00000     0.00000     0.00000
   -65.58998     0.00000     0.00000     0.00000     0.00000
   -65.57898     0.00000     0.00000     0.00000     0.00000
   -65.56798     0.00000     0.00000     0.00000     0.00000
   -65.55698     0.00000     0.00000     0.00000     0.00000
   -65.54598     0.00000     0.00000     0.00000     0.00000
   -65.53498     0.00000     0.00000     0.00000     0.00000
   -65.52398     0.00000     0.00000     0.00000     0.00000
   -65.51398     0.00000     0.00000     0.00000     0.00000
   -65.50298     0.00000     0.00000     0.00000     0.00000
   -65.49198     0.00000     0.00000     0.00000     0.00000
   -65.48098     0.00000     0.00000     0.00000     0.00000
   -65.46998     0.00000     0.00000     0.00000     0.00000
   -65.45898     0.00000     0.00000     0.00000     0.00000
   -65.44798     0.00000     0.00000     0.00000     0.00000
   -65.43698     0.00000     0.00000     0.00000     0.00000
   -65.42598     0.00000     0.00000     0.00000     0.00000
   -65.41498     0.00000     0.00000     0.00000     0.00000
   -65.40398     0.00000     0.00000     0.00000     0.00000
   -65.39298     0.00000     0.00000     0.00000     0.00000
   -65.38198     0.00000     0.00000     0.00000     0.00000
   -65.37098     0.00000     0.00000     0.00000     0.00000
   -65.35998     0.00000     0.00000     0.00000     0.00000
   -65.34898     0.00000     0.00000     0.00000     0.00000
   -65.33898     0.00000     0.00000     0.00000     0.00000
   -65.32798     0.00000     0.00000     0.00000     0.00000
   -65.31698     0.00000     0.00000     0.00000     0.00000
   -65.30598     0.00000     0.00000     0.00000     0.00000
   -65.29498     0.00000     0.00000     0.00000     0.00000
   -65.28398     0.00000     0.00000     0.00000     0.00000
   -65.27298     0.00000     0.00000     0.00000     0.00000
   -65.26198     0.00000     0.00000     0.00000     0.00000
   -65.25098     0.00000     0.00000     0.00000     0.00000
   -65.23998     0.00000     0.00000     0.00000     0.00000
   -65.22898     0.00000     0.00000     0.00000     0.00000
   -65.21798     0.00000     0.00000     0.00000     0.00000
   -65.20698     0.00000     0.00000     0.00000     0.00000
   -65.19598     0.00000     0.00000     0.00000     0.00000
   -65.18498     0.00000     0.00000     0.00000     0.00000
   -65.17398     0.00000     0.00000     0.00000     0.00000
   -65.16398     0.00000     0.00000     0.00000     0.00000
   -65.15298     0.00000     0.00000     0.00000     0.00000
   -65.14198     0.00000     0.00000     0.00000     0.00000
   -65.13098     0.00000     0.00000     0.00000     0.00000
   -65.11998     0.00000     0.00000     0.00000     0.00000
   -65.10898     0.00000     0.00000     0.00000     0.00000
   -65.09798     0.00000     0.00000     0.00000     0.00000
   -65.08698     0.00000     0.00000     0.00000     0.00000
   -65.07598     0.00000     0.00000     0.00000     0.00000
   -65.06498     0.00000     0.00000     0.00000     0.00000
   -65.05398     0.00000     0.00000     0.00000     0.00000
   -65.04298     0.00000     0.00000     0.00000     0.00000
   -65.03198     0.00000     0.00000     0.00000     0.00000
   -65.02098     0.00000     0.00000     0.00000     0.00000
   -65.00998     0.00000     0.00000     0.00000     0.00000
   -64.99898     0.00000     0.00000     0.00000     0.00000
   -64.98898     0.00000     0.00000     0.00000     0.00000
   -64.97798     0.00000     0.00000     0.00000     0.00000
   -64.96698     0.00000     0.00000     0.00000     0.00000
   -64.95598     0.00000     0.00000     0.00000     0.00000
   -64.94498     0.00000     0.00000     0.00000     0.00000
   -64.93398     0.00000     0.00000     0.00000     0.00000
   -64.92298     0.00000     0.00000     0.00000     0.00000
   -64.91198     0.00000     0.00000     0.00000     0.00000
   -64.90098     0.00000     0.00000     0.00000     0.00000
   -64.88998     0.00000     0.00000     0.00000     0.00000
   -64.87898     0.00000     0.00000     0.00000     0.00000
   -64.86798     0.00000     0.00000     0.00000     0.00000
   -64.85698     0.00000     0.00000     0.00000     0.00000
   -64.84598     0.00000     0.00000     0.00000     0.00000
   -64.83498     0.00000     0.00000     0.00000     0.00000
   -64.82498     0.00000     0.00000     0.00000     0.00000
   -64.81398     0.00000     0.00000     0.00000     0.00000
   -64.80298     0.00000     0.00000     0.00000     0.00000
   -64.79198     0.00000     0.00000     0.00000     0.00000
   -64.78098     0.00000     0.00000     0.00000     0.00000
   -64.76998     0.00000     0.00000     0.00000     0.00000
   -64.75898     0.00000     0.00000     0.00000     0.00000
   -64.74798     0.00000     0.00000     0.00000     0.00000
   -64.73698     0.00000     0.00000     0.00000     0.00000
   -64.72598     0.00000     0.00000     0.00000     0.00000
   -64.71498     0.00000     0.00000     0.00000     0.00000
   -64.70398     0.00000     0.00000     0.00000     0.00000
   -64.69298     0.00000     0.00000     0.00000     0.00000
   -64.68198     0.00000     0.00000     0.00000     0.00000
   -64.67098     0.00000     0.00000     0.00000     0.00000
   -64.65998     0.00000     0.00000     0.00000     0.00000
   -64.64998     0.00000     0.00000     0.00000     0.00000
   -64.63898     0.00000     0.00000     0.00000     0.00000
   -64.62798     0.00000     0.00000     0.00000     0.00000
   -64.61698     0.00000     0.00000     0.00000     0.00000
   -64.60598     0.00000     0.00000     0.00000     0.00000
   -64.59498     0.00000     0.00000     0.00000     0.00000
   -64.58398     0.00000     0.00000     0.00000     0.00000
   -64.57298     0.00000     0.00000     0.00000     0.00000
   -64.56198     0.00000     0.00000     0.00000     0.00000
   -64.55098     0.00000     0.00000     0.00000     0.00000
   -64.53998     0.00000     0.00000     0.00000     0.00000
   -64.52898     0.00000     0.00000     0.00000     0.00000
   -64.51798     0.00000     0.00000     0.00000     0.00000
   -64.50698     0.00000     0.00000     0.00000     0.00000
   -64.49598     0.00000     0.00000     0.00000     0.00000
   -64.48498     0.00000     0.00000     0.00000     0.00000
   -64.47498     0.00000     0.00000     0.00000     0.00000
   -64.46398     0.00000     0.00000     0.00000     0.00000
   -64.45298     0.00000     0.00000     0.00000     0.00000
   -64.44198     0.00000     0.00000     0.00000     0.00000
   -64.43098     0.00000     0.00000     0.00000     0.00000
   -64.41998     0.00000     0.00000     0.00000     0.00000
   -64.40898     0.00000     0.00000     0.00000     0.00000
   -64.39798     0.00000     0.00000     0.00000     0.00000
   -64.38698     0.00000     0.00000     0.00000     0.00000
   -64.37598     0.00000     0.00000     0.00000     0.00000
   -64.36498     0.00000     0.00000     0.00000     0.00000
   -64.35398     0.00000     0.00000     0.00000     0.00000
   -64.34298     0.00000     0.00000     0.00000     0.00000
   -64.33198     0.00000     0.00000     0.00000     0.00000
   -64.32098     0.00000     0.00000     0.00000     0.00000
   -64.30998     0.00000     0.00000     0.00000     0.00000
   -64.29998     0.00000     0.00000     0.00000     0.00000
   -64.28898     0.00000     0.00000     0.00000     0.00000
   -64.27798     0.00000     0.00000     0.00000     0.00000
   -64.26698     0.00000     0.00000     0.00000     0.00000
   -64.25598     0.00000     0.00000     0.00000     0.00000
   -64.24498     0.00000     0.00000     0.00000     0.00000
   -64.23398     0.00000     0.00000     0.00000     0.00000
   -64.22298     0.00000     0.00000     0.00000     0.00000
   -64.21198     0.00000     0.00000     0.00000     0.00000
   -64.20098     0.00000     0.00000     0.00000     0.00000
   -64.18998     0.00000     0.00000     0.00000     0.00000
   -64.17898     0.00000     0.00000     0.00000     0.00000
   -64.16798     0.00000     0.00000     0.00000     0.00000
   -64.15698     0.00000     0.00000     0.00000     0.00000
   -64.14598     0.00000     0.00000     0.00000     0.00000
   -64.13498     0.00000     0.00000     0.00000     0.00000
   -64.12498     0.00000     0.00000     0.00000     0.00000
   -64.11398     0.00000     0.00000     0.00000     0.00000
   -64.10298     0.00000     0.00000     0.00000     0.00000
   -64.09198     0.00000     0.00000     0.00000     0.00000
   -64.08098     0.00000     0.00000     0.00000     0.00000
   -64.06998     0.00000     0.00000     0.00000     0.00000
   -64.05898     0.00000     0.00000     0.00000     0.00000
   -64.04798     0.00000     0.00000     0.00000     0.00000
   -64.03698     0.00000     0.00000     0.00000     0.00000
   -64.02598     0.00000     0.00000     0.00000     0.00000
   -64.01498     0.00000     0.00000     0.00000     0.00000
   -64.00398     0.00000     0.00000     0.00000     0.00000
   -63.99298     0.00000     0.00000     0.00000     0.00000
   -63.98198     0.00000     0.00000     0.00000     0.00000
   -63.97098     0.00000     0.00000     0.00000     0.00000
   -63.96098     0.00000     0.00000     0.00000     0.00000
   -63.94998     0.00000     0.00000     0.00000     0.00000
   -63.93898     0.00000     0.00000     0.00000     0.00000
   -63.92798     0.00000     0.00000     0.00000     0.00000
   -63.91698     0.00000     0.00000     0.00000     0.00000
   -63.90598     0.00000     0.00000     0.00000     0.00000
   -63.89498     0.00000     0.00000     0.00000     0.00000
   -63.88398     0.00000     0.00000     0.00000     0.00000
   -63.87298     0.00000     0.00000     0.00000     0.00000
   -63.86198     0.00000     0.00000     0.00000     0.00000
   -63.85098     0.00000     0.00000     0.00000     0.00000
   -63.83998     0.00000     0.00000     0.00000     0.00000
   -63.82898     0.00000     0.00000     0.00000     0.00000
   -63.81798     0.00000     0.00000     0.00000     0.00000
   -63.80698     0.00000     0.00000     0.00000     0.00000
   -63.79598     0.00000     0.00000     0.00000     0.00000
   -63.78598     0.00000     0.00000     0.00000     0.00000
   -63.77498     0.00000     0.00000     0.00000     0.00000
   -63.76398     0.00000     0.00000     0.00000     0.00000
   -63.75298     0.00000     0.00000     0.00000     0.00000
   -63.74198     0.00000     0.00000     0.00000     0.00000
   -63.73098     0.00000     0.00000     0.00000     0.00000
   -63.71998     0.00000     0.00000     0.00000     0.00000
   -63.70898     0.00000     0.00000     0.00000     0.00000
   -63.69798     0.00000     0.00000     0.00000     0.00000
   -63.68698     0.00000     0.00000     0.00000     0.00000
   -63.67598     0.00000     0.00000     0.00000     0.00000
   -63.66498     0.00000     0.00000     0.00000     0.00000
   -63.65398     0.00000     0.00000     0.00000     0.00000
   -63.64298     0.00000     0.00000     0.00000     0.00000
   -63.63198     0.00000     0.00000     0.00000     0.00000
   -63.62098     0.00000     0.00000     0.00000     0.00000
   -63.61098     0.00000     0.00000     0.00000     0.00000
   -63.59998     0.00000     0.00000     0.00000     0.00000
   -63.58898     0.00000     0.00000     0.00000     0.00000
   -63.57798     0.00000     0.00000     0.00000     0.00000
   -63.56698     0.00000     0.00000     0.00000     0.00000
   -63.55598     0.00000     0.00000     0.00000     0.00000
   -63.54498     0.00000     0.00000     0.00000     0.00000
   -63.53398     0.00000     0.00000     0.00000     0.00000
   -63.52298     0.00000     0.00000     0.00000     0.00000
   -63.51198     0.00000     0.00000     0.00000     0.00000
   -63.50098     0.00000     0.00000     0.00000     0.00000
   -63.48998     0.00000     0.00000     0.00000     0.00000
   -63.47898     0.00000     0.00000     0.00000     0.00000
   -63.46798     0.00000     0.00000     0.00000     0.00000
   -63.45698     0.00000     0.00000     0.00000     0.00000
   -63.44598     0.00000     0.00000     0.00000     0.00000
   -63.43598     0.00000     0.00000     0.00000     0.00000
   -63.42498     0.00000     0.00000     0.00000     0.00000
   -63.41398     0.00000     0.00000     0.00000     0.00000
   -63.40298     0.00000     0.00000     0.00000     0.00000
   -63.39198     0.00000     0.00000     0.00000     0.00000
   -63.38098     0.00000     0.00000     0.00000     0.00000
   -63.36998     0.00000     0.00000     0.00000     0.00000
   -63.35898     0.00000     0.00000     0.00000     0.00000
   -63.34798     0.00000     0.00000     0.00000     0.00000
   -63.33698     0.00000     0.00000     0.00000     0.00000
   -63.32598     0.00000     0.00000     0.00000     0.00000
   -63.31498     0.00000     0.00000     0.00000     0.00000
   -63.30398     0.00000     0.00000     0.00000     0.00000
   -63.29298     0.00000     0.00000     0.00000     0.00000
   -63.28198     0.00000     0.00000     0.00000     0.00000
   -63.27198     0.00000     0.00000     0.00000     0.00000
   -63.26098     0.00000     0.00000     0.00000     0.00000
   -63.24998     0.00000     0.00000     0.00000     0.00000
   -63.23898     0.00000     0.00000     0.00000     0.00000
   -63.22798     0.00000     0.00000     0.00000     0.00000
   -63.21698     0.00000     0.00000     0.00000     0.00000
   -63.20598     0.00000     0.00000     0.00000     0.00000
   -63.19498     0.00000     0.00000     0.00000     0.00000
   -63.18398     0.00000     0.00000     0.00000     0.00000
   -63.17298     0.00000     0.00000     0.00000     0.00000
   -63.16198     0.00000     0.00000     0.00000     0.00000
   -63.15098     0.00000     0.00000     0.00000     0.00000
   -63.13998     0.00000     0.00000     0.00000     0.00000
   -63.12898     0.00000     0.00000     0.00000     0.00000
   -63.11798     0.00000     0.00000     0.00000     0.00000
   -63.10698     0.00000     0.00000     0.00000     0.00000
   -63.09698     0.00000     0.00000     0.00000     0.00000
   -63.08598     0.00000     0.00000     0.00000     0.00000
   -63.07498     0.00000     0.00000     0.00000     0.00000
   -63.06398     0.00000     0.00000     0.00000     0.00000
   -63.05298     0.00000     0.00000     0.00000     0.00000
   -63.04198     0.00000     0.00000     0.00000     0.00000
   -63.03098     0.00000     0.00000     0.00000     0.00000
   -63.01998     0.00000     0.00000     0.00000     0.00000
   -63.00898     0.00000     0.00000     0.00000     0.00000
   -62.99798     0.00000     0.00000     0.00000     0.00000
   -62.98698     0.00000     0.00000     0.00000     0.00000
   -62.97598     0.00000     0.00000     0.00000     0.00000
   -62.96498     0.00000     0.00000     0.00000     0.00000
   -62.95398     0.00000     0.00000     0.00000     0.00000
   -62.94298     0.00000     0.00000     0.00000     0.00000
   -62.93198     0.00000     0.00000     0.00000     0.00000
   -62.92198     0.00000     0.00000     0.00000     0.00000
   -62.91098     0.00000     0.00000     0.00000     0.00000
   -62.89998     0.00000     0.00000     0.00000     0.00000
   -62.88898     0.00000     0.00000     0.00000     0.00000
   -62.87798     0.00000     0.00000     0.00000     0.00000
   -62.86698     0.00000     0.00000     0.00000     0.00000
   -62.85598     0.00000     0.00000     0.00000     0.00000
   -62.84498     0.00000     0.00000     0.00000     0.00000
   -62.83398     0.00000     0.00000     0.00000     0.00000
   -62.82298     0.00000     0.00000     0.00000     0.00000
   -62.81198     0.00000     0.00000     0.00000     0.00000
   -62.80098     0.00000     0.00000     0.00000     0.00000
   -62.78998     0.00000     0.00000     0.00000     0.00000
   -62.77898     0.00000     0.00000     0.00000     0.00000
   -62.76798     0.00000     0.00000     0.00000     0.00000
   -62.75698     0.00000     0.00000     0.00000     0.00000
   -62.74698     0.00000     0.00000     0.00000     0.00000
   -62.73598     0.00000     0.00000     0.00000     0.00000
   -62.72498     0.00000     0.00000     0.00000     0.00000
   -62.71398     0.00000     0.00000     0.00000     0.00000
   -62.70298     0.00000     0.00000     0.00000     0.00000
   -62.69198     0.00000     0.00000     0.00000     0.00000
   -62.68098     0.00000     0.00000     0.00000     0.00000
   -62.66998     0.00000     0.00000     0.00000     0.00000
   -62.65898     0.00000     0.00000     0.00000     0.00000
   -62.64798     0.00000     0.00000     0.00000     0.00000
   -62.63698     0.00000     0.00000     0.00000     0.00000
   -62.62598     0.00000     0.00000     0.00000     0.00000
   -62.61498     0.00000     0.00000     0.00000     0.00000
   -62.60398     0.00000     0.00000     0.00000     0.00000
   -62.59298     0.00000     0.00000     0.00000     0.00000
   -62.58198     0.00000     0.00000     0.00000     0.00000
   -62.57198     0.00000     0.00000     0.00000     0.00000
   -62.56098     0.00000     0.00000     0.00000     0.00000
   -62.54998     0.00000     0.00000     0.00000     0.00000
   -62.53898     0.00000     0.00000     0.00000     0.00000
   -62.52798     0.00000     0.00000     0.00000     0.00000
   -62.51698     0.00000     0.00000     0.00000     0.00000
   -62.50598     0.00000     0.00000     0.00000     0.00000
   -62.49498     0.00000     0.00000     0.00000     0.00000
   -62.48398     0.00000     0.00000     0.00000     0.00000
   -62.47298     0.00000     0.00000     0.00000     0.00000
   -62.46198     0.00000     0.00000     0.00000     0.00000
   -62.45098     0.00000     0.00000     0.00000     0.00000
   -62.43998     0.00000     0.00000     0.00000     0.00000
   -62.42898     0.00000     0.00000     0.00000     0.00000
   -62.41798     0.00000     0.00000     0.00000     0.00000
   -62.40798     0.00000     0.00000     0.00000     0.00000
   -62.39698     0.00000     0.00000     0.00000     0.00000
   -62.38598     0.00000     0.00000     0.00000     0.00000
   -62.37498     0.00000     0.00000     0.00000     0.00000
   -62.36398     0.00000     0.00000     0.00000     0.00000
   -62.35298     0.00000     0.00000     0.00000     0.00000
   -62.34198     0.00000     0.00000     0.00000     0.00000
   -62.33098     0.00000     0.00000     0.00000     0.00000
   -62.31998     0.00000     0.00000     0.00000     0.00000
   -62.30898     0.00000     0.00000     0.00000     0.00000
   -62.29798     0.00000     0.00000     0.00000     0.00000
   -62.28698     0.00000     0.00000     0.00000     0.00000
   -62.27598     0.00000     0.00000     0.00000     0.00000
   -62.26498     0.00000     0.00000     0.00000     0.00000
   -62.25398     0.00000     0.00000     0.00000     0.00000
   -62.24298     0.00000     0.00000     0.00000     0.00000
   -62.23298     0.00000     0.00000     0.00000     0.00000
   -62.22198     0.00000     0.00000     0.00000     0.00000
   -62.21098     0.00000     0.00000     0.00000     0.00000
   -62.19998     0.00000     0.00000     0.00000     0.00000
   -62.18898     0.00000     0.00000     0.00000     0.00000
   -62.17798     0.00000     0.00000     0.00000     0.00000
   -62.16698     0.00000     0.00000     0.00000     0.00000
   -62.15598     0.00000     0.00000     0.00000     0.00000
   -62.14498     0.00000     0.00000     0.00000     0.00000
   -62.13398     0.00000     0.00000     0.00000     0.00000
   -62.12298     0.00000     0.00000     0.00000     0.00000
   -62.11198     0.00000     0.00000     0.00000     0.00000
   -62.10098     0.00000     0.00000     0.00000     0.00000
   -62.08998     0.00000     0.00000     0.00000     0.00000
   -62.07898     0.00000     0.00000     0.00000     0.00000
   -62.06798     0.00000     0.00000     0.00000     0.00000
   -62.05798     0.00000     0.00000     0.00000     0.00000
   -62.04698     0.00000     0.00000     0.00000     0.00000
   -62.03598     0.00000     0.00000     0.00000     0.00000
   -62.02498     0.00000     0.00000     0.00000     0.00000
   -62.01398     0.00000     0.00000     0.00000     0.00000
   -62.00298     0.00000     0.00000     0.00000     0.00000
   -61.99198     0.00000     0.00000     0.00000     0.00000
   -61.98098     0.00000     0.00000     0.00000     0.00000
   -61.96998     0.00000     0.00000     0.00000     0.00000
   -61.95898     0.00000     0.00000     0.00000     0.00000
   -61.94798     0.00000     0.00000     0.00000     0.00000
   -61.93698     0.00000     0.00000     0.00000     0.00000
   -61.92598     0.00000     0.00000     0.00000     0.00000
   -61.91498     0.00000     0.00000     0.00000     0.00000
   -61.90398     0.00000     0.00000     0.00000     0.00000
   -61.89298     0.00000     0.00000     0.00000     0.00000
   -61.88298     0.00000     0.00000     0.00000     0.00000
   -61.87198     0.00000     0.00000     0.00000     0.00000
   -61.86098     0.00000     0.00000     0.00000     0.00000
   -61.84998     0.00000     0.00000     0.00000     0.00000
   -61.83898     0.00000     0.00000     0.00000     0.00000
   -61.82798     0.00000     0.00000     0.00000     0.00000
   -61.81698     0.00000     0.00000     0.00000     0.00000
   -61.80598     0.00000     0.00000     0.00000     0.00000
   -61.79498     0.00000     0.00000     0.00000     0.00000
   -61.78398     0.00000     0.00000     0.00000     0.00000
   -61.77298     0.00000     0.00000     0.00000     0.00000
   -61.76198     0.00000     0.00000     0.00000     0.00000
   -61.75098     0.00000     0.00000     0.00000     0.00000
   -61.73998     0.00000     0.00000     0.00000     0.00000
   -61.72898     0.00000     0.00000     0.00000     0.00000
   -61.71798     0.00000     0.00000     0.00000     0.00000
   -61.70798     0.00000     0.00000     0.00000     0.00000
   -61.69698     0.00000     0.00000     0.00000     0.00000
   -61.68598     0.00000     0.00000     0.00000     0.00000
   -61.67498     0.00000     0.00000     0.00000     0.00000
   -61.66398     0.00000     0.00000     0.00000     0.00000
   -61.65298     0.00000     0.00000     0.00000     0.00000
   -61.64198     0.00000     0.00000     0.00000     0.00000
   -61.63098     0.00000     0.00000     0.00000     0.00000
   -61.61998     0.00000     0.00000     0.00000     0.00000
   -61.60898     0.00000     0.00000     0.00000     0.00000
   -61.59798     0.00000     0.00000     0.00000     0.00000
   -61.58698     0.00000     0.00000     0.00000     0.00000
   -61.57598     0.00000     0.00000     0.00000     0.00000
   -61.56498     0.00000     0.00000     0.00000     0.00000
   -61.55398     0.00000     0.00000     0.00000     0.00000
   -61.54398     0.00000     0.00000     0.00000     0.00000
   -61.53298     0.00000     0.00000     0.00000     0.00000
   -61.52198     0.00000     0.00000     0.00000     0.00000
   -61.51098     0.00000     0.00000     0.00000     0.00000
   -61.49998     0.00000     0.00000     0.00000     0.00000
   -61.48898     0.00000     0.00000     0.00000     0.00000
   -61.47798     0.00000     0.00000     0.00000     0.00000
   -61.46698     0.00000     0.00000     0.00000     0.00000
   -61.45598     0.00000     0.00000     0.00000     0.00000
   -61.44498     0.00000     0.00000     0.00000     0.00000
   -61.43398     0.00000     0.00000     0.00000     0.00000
   -61.42298     0.00000     0.00000     0.00000     0.00000
   -61.41198     0.00000     0.00000     0.00000     0.00000
   -61.40098     0.00000     0.00000     0.00000     0.00000
   -61.38998     0.00000     0.00000     0.00000     0.00000
   -61.37898     0.00000     0.00000     0.00000     0.00000
   -61.36898     0.00000     0.00000     0.00000     0.00000
   -61.35798     0.00000     0.00000     0.00000     0.00000
   -61.34698     0.00000     0.00000     0.00000     0.00000
   -61.33598     0.00000     0.00000     0.00000     0.00000
   -61.32498     0.00000     0.00000     0.00000     0.00000
