     #Energy       W_all      Mo_all      Ir_all      Zr_all
   -73.01598     0.00000     0.00000     0.00000     0.00000
   -73.00498     0.00000     0.00000     0.00000     0.00000
   -72.99398     0.00000     0.00000     0.00000     0.00000
   -72.98298     0.00000     0.00000     0.00000     0.00000
   -72.97198     0.00000     0.00000     0.00000     0.00000
   -72.96098     0.00000     0.00000     0.00000     0.00000
   -72.94998     0.00000     0.00000     0.00000     0.00000
   -72.93998     0.00000     0.00000     0.00000     0.00000
   -72.92898     0.00000     0.00000     0.00000     0.00000
   -72.91798     0.00000     0.00000     0.00000     0.00000
   -72.90698     0.00000     0.00000     0.00000     0.00000
   -72.89598     0.00000     0.00000     0.00000     0.00000
   -72.88498     0.00000     0.00000     0.00000     0.00000
   -72.87398     0.00000     0.00000     0.00000     0.00000
   -72.86298     0.00000     0.00000     0.00000     0.00000
   -72.85198     0.00000     0.00000     0.00000     0.00000
   -72.84098     0.00000     0.00000     0.00000     0.00000
   -72.82998     0.00000     0.00000     0.00000     0.00000
   -72.81898     0.00000     0.00000     0.00000     0.00000
   -72.80798     0.00000     0.00000     0.00000     0.00000
   -72.79698     0.00000     0.00000     0.00000     0.00000
   -72.78598     0.00000     0.00000     0.00000     0.00000
   -72.77498     0.00000     0.00000     0.00000     0.00000
   -72.76498     0.00000     0.00000     0.00000     0.00000
   -72.75398     0.00000     0.00000     0.00000     0.00000
   -72.74298     0.00000     0.00000     0.00000     0.00000
   -72.73198     0.00000     0.00000     0.00000     0.00000
   -72.72098     0.00000     0.00000     0.00000     0.00000
   -72.70998     0.00000     0.00000     0.00000     0.00000
   -72.69898     0.00000     0.00000     0.00000     0.00000
   -72.68798     0.00000     0.00000     0.00000     0.00000
   -72.67698     0.00000     0.00000     0.00000     0.00000
   -72.66598     0.00000     0.00000     0.00000     0.00000
