      #Energy        TDOS
     -63.35442       0.00000
     -63.12242       0.00000
     -62.89042       0.00000
     -62.65842       0.00000
     -62.42642       0.00000
     -62.19442       0.00000
     -61.96242       0.00000
     -61.73042       0.00000
     -61.49842       0.00000
     -61.26642       0.00000
     -61.03442      -0.00000
     -60.80242      -0.00000
     -60.57042      -0.00001
     -60.33842      -0.41660
     -60.10642      21.33000
     -59.87442       4.97100
     -59.64242      -0.02186
     -59.41042      -0.00000
     -59.17842       0.00000
     -58.94642       0.00000
     -58.71442       0.00000
     -58.48242       0.00000
     -58.25042       0.00000
     -58.01842       0.00000
     -57.78642       0.00000
     -57.55442      -0.00000
     -57.32242      -0.00000
     -57.09042      -0.00000
     -56.85842      -0.05140
     -56.62642      11.13000
     -56.39442      23.80000
     -56.16242      -0.39630
     -55.93042      -0.00003
     -55.69842       0.00000
     -55.46642       0.00000
     -55.23442       0.00000
     -55.00242       0.00000
     -54.77042       0.00000
     -54.53842       0.00000
     -54.30642       0.00000
     -54.07442       0.00000
     -53.84242       0.00000
     -53.61042       0.00000
     -53.37842       0.00000
     -53.14642       0.00000
     -52.91442       0.00000
     -52.68242       0.00000
     -52.45042       0.00000
     -52.21842       0.00000
     -51.98642       0.00000
     -51.75442       0.00000
     -51.52242       0.00000
     -51.29042       0.00000
     -51.05842       0.00000
     -50.82642       0.00000
     -50.59442       0.00000
     -50.36242       0.00000
     -50.13042       0.00000
     -49.89842       0.00000
     -49.66642       0.00000
     -49.43442       0.00000
     -49.20242      -0.00000
     -48.97042      -0.00000
     -48.73842      -0.00000
     -48.50642      -0.00077
     -48.27442       0.02252
     -48.04242      24.94000
     -47.81042       0.90520
     -47.57842      -0.00278
     -47.34642      -0.00000
     -47.11442       0.00000
     -46.88242       0.00000
     -46.65042       0.00000
     -46.41842       0.00000
     -46.18642       0.00000
     -45.95442       0.00000
     -45.72242       0.00000
     -45.49042       0.00000
     -45.25842       0.00000
     -45.02642       0.00000
     -44.79442       0.00000
     -44.56242       0.00000
     -44.33042       0.00000
     -44.09842       0.00000
     -43.86642       0.00000
     -43.63442       0.00000
     -43.40242       0.00000
     -43.17042       0.00000
     -42.93842       0.00000
     -42.70642       0.00000
     -42.47442       0.00000
     -42.24242       0.00000
     -42.01042       0.00000
     -41.77842       0.00000
     -41.54642       0.00000
     -41.31442       0.00000
     -41.08242       0.00000
     -40.85042       0.00000
     -40.61842       0.00000
     -40.38642       0.00000
     -40.15442       0.00000
     -39.92242       0.00000
     -39.69042       0.00000
     -39.45842       0.00000
     -39.22642       0.00000
     -38.99442       0.00000
     -38.76242       0.00000
     -38.53042       0.00000
     -38.29842       0.00000
     -38.06642       0.00000
     -37.83442       0.00000
     -37.60242       0.00000
     -37.37042       0.00000
     -37.13842       0.00000
     -36.90642       0.00000
     -36.67442       0.00000
     -36.44242       0.00000
     -36.21042       0.00000
     -35.97842       0.00000
     -35.74642       0.00000
     -35.51442      -0.00000
     -35.28242      -0.00000
     -35.05042      -0.00000
     -34.81842      -0.00559
     -34.58642       2.36500
     -34.35442      48.58000
     -34.12242      51.38000
     -33.89042     100.70000
     -33.65842     123.00000
     -33.42642      34.95000
     -33.19442       1.09200
     -32.96242       1.24700
     -32.73042      94.93000
     -32.49842       7.32500
     -32.26642      -0.05096
     -32.03442      -0.00000
     -31.80242       0.00000
     -31.57042       0.00000
     -31.33842      -0.00000
     -31.10642      -0.00000
     -30.87442      -0.00000
     -30.64242      -0.16480
     -30.41042      18.10000
     -30.17842     108.50000
     -29.94642     157.30000
     -29.71442     105.60000
     -29.48242      -1.35000
     -29.25042      -0.00128
     -29.01842      -0.00000
     -28.78642       0.00000
     -28.55442       0.00000
     -28.32242       0.00000
     -28.09042       0.00000
     -27.85842       0.00000
     -27.62642       0.00000
     -27.39442      -0.00000
     -27.16242      -0.00000
     -26.93042      -0.00000
     -26.69842      -0.00827
     -26.46642       2.17100
     -26.23442      43.39000
     -26.00242      29.34000
     -25.77042       2.70500
     -25.53842      -0.01057
     -25.30642      -0.00000
     -25.07442       0.00000
     -24.84242       0.00000
     -24.61042       0.00000
     -24.37842       0.00000
     -24.14642       0.00000
     -23.91442       0.00000
     -23.68142       0.00000
     -23.44942       0.00000
     -23.21742       0.00000
     -22.98542       0.00000
     -22.75342       0.00000
     -22.52142       0.00000
     -22.28942       0.00000
     -22.05742       0.00000
     -21.82542       0.00000
     -21.59342       0.00000
     -21.36142       0.00000
     -21.12942       0.00000
     -20.89742       0.00000
     -20.66542       0.00000
     -20.43342       0.00000
     -20.20142       0.00000
     -19.96942       0.00000
     -19.73742       0.00000
     -19.50542       0.00000
     -19.27342       0.00000
     -19.04142       0.00000
     -18.80942       0.00000
     -18.57742       0.00000
     -18.34542       0.00000
     -18.11342       0.00000
     -17.88142       0.00000
     -17.64942       0.00000
     -17.41742       0.00000
     -17.18542       0.00000
     -16.95342       0.00000
     -16.72142       0.00000
     -16.48942       0.00000
     -16.25742       0.00000
     -16.02542       0.00000
     -15.79342       0.00000
     -15.56142       0.00000
     -15.32942       0.00000
     -15.09742       0.00000
     -14.86542       0.00000
     -14.63342       0.00000
     -14.40142       0.00000
     -14.16942       0.00000
     -13.93742       0.00000
     -13.70542       0.00000
     -13.47342       0.00000
     -13.24142       0.00000
     -13.00942       0.00000
     -12.77742       0.00000
     -12.54542       0.00000
     -12.31342       0.00000
     -12.08142       0.00000
     -11.84942       0.00000
     -11.61742       0.00000
     -11.38542       0.00000
     -11.15342       0.00000
     -10.92142       0.00000
     -10.68942       0.00000
     -10.45742       0.00000
     -10.22542       0.00000
      -9.99342       0.00000
      -9.76142       0.00000
      -9.52942       0.00000
      -9.29742       0.00000
      -9.06542       0.00000
      -8.83342       0.00000
      -8.60142       0.00000
      -8.36942       0.00000
      -8.13742       0.00000
      -7.90542      -0.00000
      -7.67342      -0.00000
      -7.44142      -0.00000
      -7.20942      -0.00736
      -6.97742       0.36080
      -6.74542       1.35800
      -6.51342       2.16600
      -6.28142       2.21400
      -6.04942       3.18000
      -5.81742       3.61800
      -5.58542       3.88200
      -5.35342       3.77700
      -5.12142       5.68500
      -4.88942       5.49600
      -4.65742       6.06800
      -4.42542       7.87000
      -4.19342       8.42000
      -3.96142      10.87000
      -3.72942      14.63000
      -3.49742      23.17000
      -3.26542      24.49000
      -3.03342      27.14000
      -2.80142      32.11000
      -2.56942      34.36000
      -2.33742      35.97000
      -2.10542      32.95000
      -1.87342      29.01000
      -1.64142      20.96000
      -1.40942      36.44000
      -1.17742      54.10000
      -0.94542      52.30000
      -0.71342      53.42000
      -0.48142      53.88000
      -0.24942      51.91000
      -0.01742      48.59000
       0.21458      46.24000
       0.44658      44.15000
       0.67858      41.12000
       0.91058      37.59000
       1.14258      29.04000
       1.37458      20.53000
       1.60658      22.09000
       1.83858      30.52000
       2.07058      35.74000
       2.30258      39.45000
       2.53458      42.09000
       2.76658      40.04000
       2.99858      33.23000
       3.23058       2.94800
       3.46258      -0.02844
       3.69458      -0.00000
       3.92658       0.00000
       4.15858       0.00000
       4.39058       0.00000
       4.62258       0.00000
       4.85458       0.00000
       5.08658       0.00000
       5.31858       0.00000
       5.55058       0.00000
       5.78258       0.00000
       6.01458       0.00000
       6.24658       0.00000
