     #Energy       W_all      Mo_all      Re_all      Hf_all
   -57.38700     0.00000     0.00000     0.00000     0.00000
   -57.37600     0.00000     0.00000     0.00000     0.00000
   -57.36400     0.00000     0.00000     0.00000     0.00000
   -57.35200     0.00000     0.00000     0.00000     0.00000
   -57.34100     0.00000     0.00000     0.00000     0.00000
   -57.32900     0.00000     0.00000     0.00000     0.00000
   -57.31700     0.00000     0.00000     0.00000     0.00000
   -57.30600     0.00000     0.00000     0.00000     0.00000
   -57.29400     0.00000     0.00000     0.00000     0.00000
   -57.28200     0.00000     0.00000     0.00000     0.00000
   -57.27100     0.00000     0.00000     0.00000     0.00000
   -57.25900     0.00000     0.00000     0.00000     0.00000
   -57.24700     0.00000     0.00000     0.00000     0.00000
   -57.23600     0.00000     0.00000     0.00000     0.00000
   -57.22400     0.00000     0.00000     0.00000     0.00000
   -57.21300     0.00000     0.00000     0.00000     0.00000
   -57.20100     0.00000     0.00000     0.00000     0.00000
   -57.18900     0.00000     0.00000     0.00000     0.00000
   -57.17800     0.00000     0.00000     0.00000     0.00000
   -57.16600     0.00000     0.00000     0.00000     0.00000
   -57.15400     0.00000     0.00000     0.00000     0.00000
   -57.14300     0.00000     0.00000     0.00000     0.00000
   -57.13100     0.00000     0.00000     0.00000     0.00000
   -57.11900     0.00000     0.00000     0.00000     0.00000
   -57.10800     0.00000     0.00000     0.00000     0.00000
   -57.09600     0.00000     0.00000     0.00000     0.00000
   -57.08400     0.00000     0.00000     0.00000     0.00000
   -57.07300     0.00000     0.00000     0.00000     0.00000
   -57.06100     0.00000     0.00000     0.00000     0.00000
   -57.04900     0.00000     0.00000     0.00000     0.00000
   -57.03800     0.00000     0.00000     0.00000     0.00000
   -57.02600     0.00000     0.00000     0.00000     0.00000
   -57.01400     0.00000     0.00000     0.00000     0.00000
   -57.00300     0.00000     0.00000     0.00000     0.00000
   -56.99100     0.00000     0.00000     0.00000     0.00000
   -56.97900     0.00000     0.00000     0.00000     0.00000
   -56.96800     0.00000     0.00000     0.00000     0.00000
   -56.95600     0.00000     0.00000     0.00000     0.00000
   -56.94400     0.00000     0.00000     0.00000     0.00000
   -56.93300     0.00000     0.00000     0.00000     0.00000
   -56.92100     0.00000     0.00000     0.00000     0.00000
   -56.90900     0.00000     0.00000     0.00000     0.00000
   -56.89800     0.00000     0.00000     0.00000     0.00000
   -56.88600     0.00000     0.00000     0.00000     0.00000
   -56.87400     0.00000     0.00000     0.00000     0.00000
   -56.86300     0.00000     0.00000     0.00000     0.00000
   -56.85100     0.00000     0.00000     0.00000     0.00000
   -56.84000     0.00000     0.00000     0.00000     0.00000
   -56.82800     0.00000     0.00000     0.00000     0.00000
   -56.81600     0.00000     0.00000     0.00000     0.00000
   -56.80500     0.00000     0.00000     0.00000     0.00000
   -56.79300     0.00000     0.00000     0.00000     0.00000
   -56.78100     0.00000     0.00000     0.00000     0.00000
   -56.77000     0.00000     0.00000     0.00000     0.00000
   -56.75800     0.00000     0.00000     0.00000     0.00000
   -56.74600     0.00000     0.00000     0.00000     0.00000
   -56.73500     0.00000     0.00000     0.00000     0.00000
   -56.72300     0.00000     0.00000     0.00000     0.00000
   -56.71100     0.00000     0.00000     0.00000     0.00000
   -56.70000     0.00000     0.00000     0.00000     0.00000
   -56.68800     0.00000     0.00000     0.00000     0.00000
   -56.67600     0.00000     0.00000     0.00000     0.00000
   -56.66500     0.00000     0.00000     0.00000     0.00000
   -56.65300     0.00000     0.00000     0.00000     0.00000
   -56.64100     0.00000     0.00000     0.00000     0.00000
   -56.63000     0.00000     0.00000     0.00000     0.00000
   -56.61800     0.00000     0.00000     0.00000     0.00000
   -56.60600     0.00000     0.00000     0.00000     0.00000
   -56.59500     0.00000     0.00000     0.00000     0.00000
   -56.58300     0.00000     0.00000     0.00000     0.00000
   -56.57100     0.00000     0.00000     0.00000     0.00000
   -56.56000     0.00000     0.00000     0.00000     0.00000
   -56.54800     0.00000     0.00000     0.00000     0.00000
   -56.53600     0.00000     0.00000     0.00000     0.00000
   -56.52500     0.00000     0.00000     0.00000     0.00000
   -56.51300     0.00000     0.00000     0.00000     0.00000
   -56.50200     0.00000     0.00000     0.00000     0.00000
   -56.49000     0.00000     0.00000     0.00000     0.00000
   -56.47800     0.00000     0.00000     0.00000     0.00000
   -56.46700     0.00000     0.00000     0.00000     0.00000
   -56.45500     0.00000     0.00000     0.00000     0.00000
   -56.44300     0.00000     0.00000     0.00000     0.00000
   -56.43200     0.00000     0.00000     0.00000     0.00000
   -56.42000     0.00000     0.00000     0.00000     0.00000
   -56.40800     0.00000     0.00000     0.00000     0.00000
   -56.39700     0.00000     0.00000     0.00000     0.00000
   -56.38500     0.00000     0.00000     0.00000     0.00000
   -56.37300     0.00000     0.00000     0.00000     0.00000
   -56.36200     0.00000     0.00000     0.00000     0.00000
   -56.35000     0.00000     0.00000     0.00000     0.00000
   -56.33800     0.00000     0.00000     0.00000     0.00000
   -56.32700     0.00000     0.00000     0.00000     0.00000
   -56.31500     0.00000     0.00000     0.00000     0.00000
   -56.30300     0.00000     0.00000     0.00000     0.00000
   -56.29200     0.00000     0.00000     0.00000     0.00000
   -56.28000     0.00000     0.00000     0.00000     0.00000
   -56.26800     0.00000     0.00000     0.00000     0.00000
   -56.25700     0.00000     0.00000     0.00000     0.00000
   -56.24500     0.00000     0.00000     0.00000     0.00000
   -56.23300     0.00000     0.00000     0.00000     0.00000
   -56.22200     0.00000     0.00000     0.00000     0.00000
   -56.21000     0.00000     0.00000     0.00000     0.00000
   -56.19800     0.00000     0.00000     0.00000     0.00000
   -56.18700     0.00000     0.00000     0.00000     0.00000
   -56.17500     0.00000     0.00000     0.00000     0.00000
   -56.16300     0.00000     0.00000     0.00000     0.00000
   -56.15200     0.00000     0.00000     0.00000     0.00000
   -56.14000     0.00000     0.00000     0.00000     0.00000
   -56.12900     0.00000     0.00000     0.00000     0.00000
   -56.11700     0.00000     0.00000     0.00000     0.00000
   -56.10500     0.00000     0.00000     0.00000     0.00000
   -56.09400     0.00000     0.00000     0.00000     0.00000
   -56.08200     0.00000     0.00000     0.00000     0.00000
   -56.07000     0.00000     0.00000     0.00000     0.00000
   -56.05900     0.00000     0.00000     0.00000     0.00000
   -56.04700     0.00000     0.00000     0.00000     0.00000
   -56.03500     0.00000     0.00000     0.00000     0.00000
   -56.02400     0.00000     0.00000     0.00000     0.00000
   -56.01200     0.00000     0.00000     0.00000     0.00000
   -56.00000     0.00000     0.00000     0.00000     0.00000
   -55.98900     0.00000     0.00000     0.00000     0.00000
   -55.97700     0.00000     0.00000     0.00000     0.00000
   -55.96500     0.00000     0.00000     0.00000     0.00000
   -55.95400     0.00000     0.00000     0.00000     0.00000
   -55.94200     0.00000     0.00000     0.00000     0.00000
   -55.93000     0.00000     0.00000     0.00000     0.00000
   -55.91900     0.00000     0.00000     0.00000     0.00000
   -55.90700     0.00000     0.00000     0.00000     0.00000
   -55.89500     0.00000     0.00000     0.00000     0.00000
   -55.88400     0.00000     0.00000     0.00000     0.00000
   -55.87200     0.00000     0.00000     0.00000     0.00000
   -55.86000     0.00000     0.00000     0.00000     0.00000
   -55.84900     0.00000     0.00000     0.00000     0.00000
   -55.83700     0.00000     0.00000     0.00000     0.00000
   -55.82500     0.00000     0.00000     0.00000     0.00000
   -55.81400     0.00000     0.00000     0.00000     0.00000
   -55.80200     0.00000     0.00000     0.00000     0.00000
   -55.79100     0.00000     0.00000     0.00000     0.00000
   -55.77900     0.00000     0.00000     0.00000     0.00000
   -55.76700     0.00000     0.00000     0.00000     0.00000
   -55.75600     0.00000     0.00000     0.00000     0.00000
   -55.74400     0.00000     0.00000     0.00000     0.00000
   -55.73200     0.00000     0.00000     0.00000     0.00000
   -55.72100     0.00000     0.00000     0.00000     0.00000
   -55.70900     0.00000     0.00000     0.00000     0.00000
   -55.69700     0.00000     0.00000     0.00000     0.00000
   -55.68600     0.00000     0.00000     0.00000     0.00000
   -55.67400     0.00000     0.00000     0.00000     0.00000
   -55.66200     0.00000     0.00000     0.00000     0.00000
   -55.65100     0.00000     0.00000     0.00000     0.00000
   -55.63900     0.00000     0.00000     0.00000     0.00000
   -55.62700     0.00000     0.00000     0.00000     0.00000
   -55.61600     0.00000     0.00000     0.00000     0.00000
   -55.60400     0.00000     0.00000     0.00000     0.00000
   -55.59200     0.00000     0.00000     0.00000     0.00000
   -55.58100     0.00000     0.00000     0.00000     0.00000
   -55.56900     0.00000     0.00000     0.00000     0.00000
   -55.55700     0.00000     0.00000     0.00000     0.00000
   -55.54600     0.00000     0.00000     0.00000     0.00000
   -55.53400     0.00000     0.00000     0.00000     0.00000
   -55.52200     0.00000     0.00000     0.00000     0.00000
   -55.51100     0.00000     0.00000     0.00000     0.00000
   -55.49900     0.00000     0.00000     0.00000     0.00000
   -55.48700     0.00000     0.00000     0.00000     0.00000
   -55.47600     0.00000     0.00000     0.00000     0.00000
   -55.46400     0.00000     0.00000     0.00000     0.00000
   -55.45200     0.00000     0.00000     0.00000     0.00000
   -55.44100     0.00000     0.00000     0.00000     0.00000
   -55.42900     0.00000     0.00000     0.00000     0.00000
   -55.41800     0.00000     0.00000     0.00000     0.00000
   -55.40600     0.00000     0.00000     0.00000     0.00000
   -55.39400     0.00000     0.00000     0.00000     0.00000
   -55.38300     0.00000     0.00000     0.00000     0.00000
   -55.37100     0.00000     0.00000     0.00000     0.00000
   -55.35900     0.00000     0.00000     0.00000     0.00000
   -55.34800     0.00000     0.00000     0.00000     0.00000
   -55.33600     0.00000     0.00000     0.00000     0.00000
   -55.32400     0.00000     0.00000     0.00000     0.00000
   -55.31300     0.00000     0.00000     0.00000     0.00000
   -55.30100     0.00000     0.00000     0.00000     0.00000
   -55.28900     0.00000     0.00000     0.00000     0.00000
   -55.27800     0.00000     0.00000     0.00000     0.00000
   -55.26600     0.00000     0.00000     0.00000     0.00000
   -55.25400     0.00000     0.00000     0.00000     0.00000
   -55.24300     0.00000     0.00000     0.00000     0.00000
   -55.23100     0.00000     0.00000     0.00000     0.00000
   -55.21900     0.00000     0.00000     0.00000     0.00000
   -55.20800     0.00000     0.00000     0.00000     0.00000
   -55.19600     0.00000     0.00000     0.00000     0.00000
   -55.18400     0.00000     0.00000     0.00000     0.00000
   -55.17300     0.00000     0.00000     0.00000     0.00000
   -55.16100     0.00000     0.00000     0.00000     0.00000
   -55.14900     0.00000     0.00000     0.00000     0.00000
   -55.13800     0.00000     0.00000     0.00000     0.00000
   -55.12600     0.00000     0.00000     0.00000     0.00000
   -55.11400     0.00000     0.00000     0.00000     0.00000
   -55.10300     0.00000     0.00000     0.00000     0.00000
   -55.09100     0.00000     0.00000     0.00000     0.00000
   -55.08000     0.00000     0.00000     0.00000     0.00000
   -55.06800     0.00000     0.00000     0.00000     0.00000
   -55.05600     0.00000     0.00000     0.00000     0.00000
   -55.04500     0.00000     0.00000     0.00000     0.00000
   -55.03300     0.00000     0.00000     0.00000     0.00000
   -55.02100     0.00000     0.00000     0.00000     0.00000
   -55.01000     0.00000     0.00000     0.00000     0.00000
   -54.99800     0.00000     0.00000     0.00000     0.00000
   -54.98600     0.00000     0.00000     0.00000     0.00000
   -54.97500     0.00000     0.00000     0.00000     0.00000
   -54.96300     0.00000     0.00000     0.00000     0.00000
   -54.95100     0.00000     0.00000     0.00000     0.00000
   -54.94000     0.00000     0.00000     0.00000     0.00000
   -54.92800     0.00000     0.00000     0.00000     0.00000
   -54.91600     0.00000     0.00000     0.00000     0.00000
   -54.90500     0.00000     0.00000     0.00000     0.00000
   -54.89300     0.00000     0.00000     0.00000     0.00000
   -54.88100     0.00000     0.00000     0.00000     0.00000
   -54.87000     0.00000     0.00000     0.00000     0.00000
   -54.85800     0.00000     0.00000     0.00000     0.00000
   -54.84600     0.00000     0.00000     0.00000     0.00000
   -54.83500     0.00000     0.00000     0.00000     0.00000
   -54.82300     0.00000     0.00000     0.00000     0.00000
   -54.81100     0.00000     0.00000     0.00000     0.00000
   -54.80000     0.00000     0.00000     0.00000     0.00000
   -54.78800     0.00000     0.00000     0.00000     0.00000
   -54.77600     0.00000     0.00000     0.00000     0.00000
   -54.76500     0.00000     0.00000     0.00000     0.00000
   -54.75300     0.00000     0.00000     0.00000     0.00000
   -54.74100     0.00000     0.00000     0.00000     0.00000
   -54.73000     0.00000     0.00000     0.00000     0.00000
   -54.71800     0.00000     0.00000     0.00000     0.00000
   -54.70700     0.00000     0.00000     0.00000     0.00000
   -54.69500     0.00000     0.00000     0.00000     0.00000
   -54.68300     0.00000     0.00000     0.00000     0.00000
   -54.67200     0.00000     0.00000     0.00000     0.00000
   -54.66000     0.00000     0.00000     0.00000     0.00000
   -54.64800     0.00000     0.00000     0.00000     0.00000
   -54.63700     0.00000     0.00000     0.00000     0.00000
   -54.62500     0.00000     0.00000     0.00000     0.00000
   -54.61300     0.00000     0.00000     0.00000     0.00000
   -54.60200     0.00000     0.00000     0.00000     0.00000
   -54.59000     0.00000     0.00000     0.00000     0.00000
   -54.57800     0.00000     0.00000     0.00000     0.00000
   -54.56700     0.00000     0.00000     0.00000     0.00000
   -54.55500     0.00000     0.00000     0.00000     0.00000
   -54.54300     0.00000     0.00000     0.00000     0.00000
   -54.53200     0.00000     0.00000     0.00000     0.00000
   -54.52000     0.00000     0.00000     0.00000     0.00000
   -54.50800     0.00000     0.00000     0.00000     0.00000
   -54.49700     0.00000     0.00000     0.00000     0.00000
   -54.48500     0.00000     0.00000     0.00000     0.00000
   -54.47300     0.00000     0.00000     0.00000     0.00000
   -54.46200     0.00000     0.00000     0.00000     0.00000
   -54.45000     0.00000     0.00000     0.00000     0.00000
   -54.43800     0.00000     0.00000     0.00000     0.00000
   -54.42700     0.00000     0.00000     0.00000     0.00000
   -54.41500     0.00000     0.00000     0.00000     0.00000
   -54.40300     0.00000     0.00000     0.00000     0.00000
   -54.39200     0.00000     0.00000     0.00000     0.00000
   -54.38000     0.00000     0.00000     0.00000     0.00000
   -54.36900     0.00000     0.00000     0.00000     0.00000
   -54.35700     0.00000     0.00000     0.00000     0.00000
   -54.34500     0.00000     0.00000     0.00000     0.00000
   -54.33400     0.00000     0.00000     0.00000     0.00000
   -54.32200     0.00000     0.00000     0.00000     0.00000
   -54.31000     0.00000     0.00000     0.00000     0.00000
   -54.29900     0.00000     0.00000     0.00000     0.00000
   -54.28700     0.00000     0.00000     0.00000     0.00000
   -54.27500     0.00000     0.00000     0.00000     0.00000
   -54.26400     0.00000     0.00000     0.00000     0.00000
   -54.25200     0.00000     0.00000     0.00000     0.00000
   -54.24000     0.00000     0.00000     0.00000     0.00000
   -54.22900     0.00000     0.00000     0.00000     0.00000
   -54.21700     0.00000     0.00000     0.00000     0.00000
   -54.20500     0.00000     0.00000     0.00000     0.00000
   -54.19400     0.00000     0.00000     0.00000     0.00000
   -54.18200     0.00000     0.00000     0.00000     0.00000
   -54.17000     0.00000     0.00000     0.00000     0.00000
   -54.15900     0.00000     0.00000     0.00000     0.00000
   -54.14700     0.00000     0.00000     0.00000     0.00000
   -54.13500     0.00000     0.00000     0.00000     0.00000
   -54.12400     0.00000     0.00000     0.00000     0.00000
   -54.11200     0.00000     0.00000     0.00000     0.00000
   -54.10000     0.00000     0.00000     0.00000     0.00000
   -54.08900     0.00000     0.00000     0.00000     0.00000
   -54.07700     0.00000     0.00000     0.00000     0.00000
   -54.06500     0.00000     0.00000     0.00000     0.00000
   -54.05400     0.00000     0.00000     0.00000     0.00000
   -54.04200     0.00000     0.00000     0.00000     0.00000
   -54.03100     0.00000     0.00000     0.00000     0.00000
   -54.01900     0.00000     0.00000     0.00000     0.00000
   -54.00700     0.00000     0.00000     0.00000     0.00000
   -53.99600     0.00000     0.00000     0.00000     0.00000
   -53.98400     0.00000     0.00000     0.00000     0.00000
   -53.97200     0.00000     0.00000     0.00000     0.00000
   -53.96100     0.00000     0.00000     0.00000     0.00000
   -53.94900     0.00000     0.00000     0.00000     0.00000
   -53.93700     0.00000     0.00000     0.00000     0.00000
   -53.92600     0.00000     0.00000     0.00000     0.00000
   -53.91400     0.00000     0.00000     0.00000     0.00000
   -53.90200     0.00000     0.00000     0.00000     0.00000
   -53.89100     0.00000     0.00000     0.00000     0.00000
   -53.87900     0.00000     0.00000     0.00000     0.00000
   -53.86700     0.00000     0.00000     0.00000     0.00000
   -53.85600     0.00000     0.00000     0.00000     0.00000
   -53.84400     0.00000     0.00000     0.00000     0.00000
   -53.83200     0.00000     0.00000     0.00000     0.00000
   -53.82100     0.00000     0.00000     0.00000     0.00000
   -53.80900     0.00000     0.00000     0.00000     0.00000
   -53.79700     0.00000     0.00000     0.00000     0.00000
   -53.78600     0.00000     0.00000     0.00000     0.00000
   -53.77400     0.00000     0.00000     0.00000     0.00000
   -53.76200     0.00000     0.00000     0.00000     0.00000
   -53.75100     0.00000     0.00000     0.00000     0.00000
   -53.73900     0.00000     0.00000     0.00000     0.00000
   -53.72700     0.00000     0.00000     0.00000     0.00000
   -53.71600     0.00000     0.00000     0.00000     0.00000
   -53.70400     0.00000     0.00000     0.00000     0.00000
   -53.69200     0.00000     0.00000     0.00000     0.00000
   -53.68100     0.00000     0.00000     0.00000     0.00000
   -53.66900     0.00000     0.00000     0.00000     0.00000
   -53.65800     0.00000     0.00000     0.00000     0.00000
   -53.64600     0.00000     0.00000     0.00000     0.00000
   -53.63400     0.00000     0.00000     0.00000     0.00000
   -53.62300     0.00000     0.00000     0.00000     0.00000
   -53.61100     0.00000     0.00000     0.00000     0.00000
   -53.59900     0.00000     0.00000     0.00000     0.00000
   -53.58800     0.00000     0.00000     0.00000     0.00000
   -53.57600     0.00000     0.00000     0.00000     0.00000
   -53.56400     0.00000     0.00000     0.00000     0.00000
   -53.55300     0.00000     0.00000     0.00000     0.00000
   -53.54100     0.00000     0.00000     0.00000     0.00000
   -53.52900     0.00000     0.00000     0.00000     0.00000
   -53.51800     0.00000     0.00000     0.00000     0.00000
   -53.50600     0.00000     0.00000     0.00000     0.00000
   -53.49400     0.00000     0.00000     0.00000     0.00000
   -53.48300     0.00000     0.00000     0.00000     0.00000
   -53.47100     0.00000     0.00000     0.00000     0.00000
   -53.45900     0.00000     0.00000     0.00000     0.00000
   -53.44800     0.00000     0.00000     0.00000     0.00000
   -53.43600     0.00000     0.00000     0.00000     0.00000
   -53.42400     0.00000     0.00000     0.00000     0.00000
   -53.41300     0.00000     0.00000     0.00000     0.00000
   -53.40100     0.00000     0.00000     0.00000     0.00000
   -53.38900     0.00000     0.00000     0.00000     0.00000
   -53.37800     0.00000     0.00000     0.00000     0.00000
   -53.36600     0.00000     0.00000     0.00000     0.00000
   -53.35400     0.00000     0.00000     0.00000     0.00000
   -53.34300     0.00000     0.00000     0.00000     0.00000
   -53.33100     0.00000     0.00000     0.00000     0.00000
   -53.32000     0.00000     0.00000     0.00000     0.00000
   -53.30800     0.00000     0.00000     0.00000     0.00000
   -53.29600     0.00000     0.00000     0.00000     0.00000
   -53.28500     0.00000     0.00000     0.00000     0.00000
   -53.27300     0.00000     0.00000     0.00000     0.00000
   -53.26100     0.00000     0.00000     0.00000     0.00000
   -53.25000     0.00000     0.00000     0.00000     0.00000
   -53.23800     0.00000     0.00000     0.00000     0.00000
   -53.22600     0.00000     0.00000     0.00000     0.00000
   -53.21500     0.00000     0.00000     0.00000     0.00000
   -53.20300     0.00000     0.00000     0.00000     0.00000
   -53.19100     0.00000     0.00000     0.00000     0.00000
   -53.18000     0.00000     0.00000     0.00000     0.00000
   -53.16800     0.00000     0.00000     0.00000     0.00000
   -53.15600     0.00000     0.00000     0.00000     0.00000
   -53.14500     0.00000     0.00000     0.00000     0.00000
   -53.13300     0.00000     0.00000     0.00000     0.00000
   -53.12100     0.00000     0.00000     0.00000     0.00000
   -53.11000     0.00000     0.00000     0.00000     0.00000
   -53.09800     0.00000     0.00000     0.00000     0.00000
   -53.08600     0.00000     0.00000     0.00000     0.00000
   -53.07500     0.00000     0.00000     0.00000     0.00000
   -53.06300     0.00000     0.00000     0.00000     0.00000
   -53.05100     0.00000     0.00000     0.00000     0.00000
   -53.04000     0.00000     0.00000     0.00000     0.00000
   -53.02800     0.00000     0.00000     0.00000     0.00000
   -53.01600     0.00000     0.00000     0.00000     0.00000
   -53.00500     0.00000     0.00000     0.00000     0.00000
   -52.99300     0.00000     0.00000     0.00000     0.00000
   -52.98100     0.00000     0.00000     0.00000     0.00000
   -52.97000     0.00000     0.00000     0.00000     0.00000
   -52.95800     0.00000     0.00000     0.00000     0.00000
   -52.94700     0.00000     0.00000     0.00000     0.00000
   -52.93500     0.00000     0.00000     0.00000     0.00000
   -52.92300     0.00000     0.00000     0.00000     0.00000
   -52.91200     0.00000     0.00000     0.00000     0.00000
   -52.90000     0.00000     0.00000     0.00000     0.00000
   -52.88800     0.00000     0.00000     0.00000     0.00000
   -52.87700     0.00000     0.00000     0.00000     0.00000
   -52.86500     0.00000     0.00000     0.00000     0.00000
   -52.85300     0.00000     0.00000     0.00000     0.00000
   -52.84200     0.00000     0.00000     0.00000     0.00000
   -52.83000     0.00000     0.00000     0.00000     0.00000
   -52.81800     0.00000     0.00000     0.00000     0.00000
   -52.80700     0.00000     0.00000     0.00000     0.00000
   -52.79500     0.00000     0.00000     0.00000     0.00000
   -52.78300     0.00000     0.00000     0.00000     0.00000
   -52.77200     0.00000     0.00000     0.00000     0.00000
   -52.76000     0.00000     0.00000     0.00000     0.00000
   -52.74800     0.00000     0.00000     0.00000     0.00000
   -52.73700     0.00000     0.00000     0.00000     0.00000
   -52.72500     0.00000     0.00000     0.00000     0.00000
   -52.71300     0.00000     0.00000     0.00000     0.00000
   -52.70200     0.00000     0.00000     0.00000     0.00000
   -52.69000     0.00000     0.00000     0.00000     0.00000
   -52.67800     0.00000     0.00000     0.00000     0.00000
   -52.66700     0.00000     0.00000     0.00000     0.00000
   -52.65500     0.00000     0.00000     0.00000     0.00000
   -52.64300     0.00000     0.00000     0.00000     0.00000
   -52.63200     0.00000     0.00000     0.00000     0.00000
   -52.62000     0.00000     0.00000     0.00000     0.00000
   -52.60900     0.00000     0.00000     0.00000     0.00000
   -52.59700     0.00000     0.00000     0.00000     0.00000
   -52.58500     0.00000     0.00000     0.00000     0.00000
   -52.57400     0.00000     0.00000     0.00000     0.00000
   -52.56200     0.00000     0.00000     0.00000     0.00000
   -52.55000     0.00000     0.00000     0.00000     0.00000
   -52.53900     0.00000     0.00000     0.00000     0.00000
   -52.52700     0.00000     0.00000     0.00000     0.00000
   -52.51500     0.00000     0.00000     0.00000     0.00000
   -52.50400     0.00000     0.00000     0.00000     0.00000
   -52.49200     0.00000     0.00000     0.00000     0.00000
   -52.48000     0.00000     0.00000     0.00000     0.00000
   -52.46900     0.00000     0.00000     0.00000     0.00000
   -52.45700     0.00000     0.00000     0.00000     0.00000
   -52.44500     0.00000     0.00000     0.00000     0.00000
   -52.43400     0.00000     0.00000     0.00000     0.00000
   -52.42200     0.00000     0.00000     0.00000     0.00000
   -52.41000     0.00000     0.00000     0.00000     0.00000
   -52.39900     0.00000     0.00000     0.00000     0.00000
   -52.38700     0.00000     0.00000     0.00000     0.00000
   -52.37500     0.00000     0.00000     0.00000     0.00000
   -52.36400     0.00000     0.00000     0.00000     0.00000
   -52.35200     0.00000     0.00000     0.00000     0.00000
   -52.34000     0.00000     0.00000     0.00000     0.00000
   -52.32900     0.00000     0.00000     0.00000     0.00000
   -52.31700     0.00000     0.00000     0.00000     0.00000
   -52.30500     0.00000     0.00000     0.00000     0.00000
   -52.29400     0.00000     0.00000     0.00000     0.00000
   -52.28200     0.00000     0.00000     0.00000     0.00000
   -52.27000     0.00000     0.00000     0.00000     0.00000
   -52.25900     0.00000     0.00000     0.00000     0.00000
   -52.24700     0.00000     0.00000     0.00000     0.00000
   -52.23600     0.00000     0.00000     0.00000     0.00000
   -52.22400     0.00000     0.00000     0.00000     0.00000
   -52.21200     0.00000     0.00000     0.00000     0.00000
   -52.20100     0.00000     0.00000     0.00000     0.00000
   -52.18900     0.00000     0.00000     0.00000     0.00000
   -52.17700     0.00000     0.00000     0.00000     0.00000
   -52.16600     0.00000     0.00000     0.00000     0.00000
   -52.15400     0.00000     0.00000     0.00000     0.00000
   -52.14200     0.00000     0.00000     0.00000     0.00000
   -52.13100     0.00000     0.00000     0.00000     0.00000
   -52.11900     0.00000     0.00000     0.00000     0.00000
   -52.10700     0.00000     0.00000     0.00000     0.00000
   -52.09600     0.00000     0.00000     0.00000     0.00000
   -52.08400     0.00000     0.00000     0.00000     0.00000
   -52.07200     0.00000     0.00000     0.00000     0.00000
   -52.06100     0.00000     0.00000     0.00000     0.00000
   -52.04900     0.00000     0.00000     0.00000     0.00000
   -52.03700     0.00000     0.00000     0.00000     0.00000
   -52.02600     0.00000     0.00000     0.00000     0.00000
   -52.01400     0.00000     0.00000     0.00000     0.00000
   -52.00200     0.00000     0.00000     0.00000     0.00000
   -51.99100     0.00000     0.00000     0.00000     0.00000
   -51.97900     0.00000     0.00000     0.00000     0.00000
   -51.96700     0.00000     0.00000     0.00000     0.00000
   -51.95600     0.00000     0.00000     0.00000     0.00000
   -51.94400     0.00000     0.00000     0.00000     0.00000
   -51.93200     0.00000     0.00000     0.00000     0.00000
   -51.92100     0.00000     0.00000     0.00000     0.00000
   -51.90900     0.00000     0.00000     0.00000     0.00000
   -51.89800     0.00000     0.00000     0.00000     0.00000
   -51.88600     0.00000     0.00000     0.00000     0.00000
   -51.87400     0.00000     0.00000     0.00000     0.00000
   -51.86300     0.00000     0.00000     0.00000     0.00000
   -51.85100     0.00000     0.00000     0.00000     0.00000
   -51.83900     0.00000     0.00000     0.00000     0.00000
   -51.82800     0.00000     0.00000     0.00000     0.00000
   -51.81600     0.00000     0.00000     0.00000     0.00000
   -51.80400     0.00000     0.00000     0.00000     0.00000
   -51.79300     0.00000     0.00000     0.00000     0.00000
   -51.78100     0.00000     0.00000     0.00000     0.00000
   -51.76900     0.00000     0.00000     0.00000     0.00000
   -51.75800     0.00000     0.00000     0.00000     0.00000
   -51.74600     0.00000     0.00000     0.00000     0.00000
   -51.73400     0.00000     0.00000     0.00000     0.00000
   -51.72300     0.00000     0.00000     0.00000     0.00000
   -51.71100     0.00000     0.00000     0.00000     0.00000
   -51.69900     0.00000     0.00000     0.00000     0.00000
   -51.68800     0.00000     0.00000     0.00000     0.00000
   -51.67600     0.00000     0.00000     0.00000     0.00000
   -51.66400     0.00000     0.00000     0.00000     0.00000
   -51.65300     0.00000     0.00000     0.00000     0.00000
   -51.64100     0.00000     0.00000     0.00000     0.00000
   -51.62900     0.00000     0.00000     0.00000     0.00000
   -51.61800     0.00000     0.00000     0.00000     0.00000
   -51.60600     0.00000     0.00000     0.00000     0.00000
   -51.59400     0.00000     0.00000     0.00000     0.00000
   -51.58300     0.00000     0.00000     0.00000     0.00000
   -51.57100     0.00000     0.00000     0.00000     0.00000
   -51.55900     0.00000     0.00000     0.00000     0.00000
   -51.54800     0.00000     0.00000     0.00000     0.00000
   -51.53600     0.00000     0.00000     0.00000     0.00000
   -51.52500     0.00000     0.00000     0.00000     0.00000
   -51.51300     0.00000     0.00000     0.00000     0.00000
   -51.50100     0.00000     0.00000     0.00000     0.00000
   -51.49000     0.00000     0.00000     0.00000     0.00000
   -51.47800     0.00000     0.00000     0.00000     0.00000
   -51.46600     0.00000     0.00000     0.00000     0.00000
   -51.45500     0.00000     0.00000     0.00000     0.00000
   -51.44300     0.00000     0.00000     0.00000     0.00000
   -51.43100     0.00000     0.00000     0.00000     0.00000
   -51.42000     0.00000     0.00000     0.00000     0.00000
   -51.40800     0.00000     0.00000     0.00000     0.00000
   -51.39600     0.00000     0.00000     0.00000     0.00000
   -51.38500     0.00000     0.00000     0.00000     0.00000
   -51.37300     0.00000     0.00000     0.00000     0.00000
