     #Energy       W_all      Mo_all      Ru_all      Ti_all
   -78.03584     0.00000     0.00000     0.00000     0.00000
   -78.02484     0.00000     0.00000     0.00000     0.00000
   -78.01384     0.00000     0.00000     0.00000     0.00000
   -78.00384     0.00000     0.00000     0.00000     0.00000
   -77.99284     0.00000     0.00000     0.00000     0.00000
   -77.98184     0.00000     0.00000     0.00000     0.00000
   -77.97084     0.00000     0.00000     0.00000     0.00000
   -77.96084     0.00000     0.00000     0.00000     0.00000
   -77.94984     0.00000     0.00000     0.00000     0.00000
   -77.93884     0.00000     0.00000     0.00000     0.00000
   -77.92884     0.00000     0.00000     0.00000     0.00000
   -77.91784     0.00000     0.00000     0.00000     0.00000
   -77.90684     0.00000     0.00000     0.00000     0.00000
   -77.89684     0.00000     0.00000     0.00000     0.00000
   -77.88584     0.00000     0.00000     0.00000     0.00000
   -77.87484     0.00000     0.00000     0.00000     0.00000
   -77.86384     0.00000     0.00000     0.00000     0.00000
   -77.85384     0.00000     0.00000     0.00000     0.00000
   -77.84284     0.00000     0.00000     0.00000     0.00000
   -77.83184     0.00000     0.00000     0.00000     0.00000
   -77.82184     0.00000     0.00000     0.00000     0.00000
   -77.81084     0.00000     0.00000     0.00000     0.00000
   -77.79984     0.00000     0.00000     0.00000     0.00000
   -77.78984     0.00000     0.00000     0.00000     0.00000
   -77.77884     0.00000     0.00000     0.00000     0.00000
   -77.76784     0.00000     0.00000     0.00000     0.00000
   -77.75784     0.00000     0.00000     0.00000     0.00000
   -77.74684     0.00000     0.00000     0.00000     0.00000
   -77.73584     0.00000     0.00000     0.00000     0.00000
   -77.72484     0.00000     0.00000     0.00000     0.00000
   -77.71484     0.00000     0.00000     0.00000     0.00000
   -77.70384     0.00000     0.00000     0.00000     0.00000
   -77.69284     0.00000     0.00000     0.00000     0.00000
   -77.68284     0.00000     0.00000     0.00000     0.00000
   -77.67184     0.00000     0.00000     0.00000     0.00000
   -77.66084     0.00000     0.00000     0.00000     0.00000
   -77.65084     0.00000     0.00000     0.00000     0.00000
   -77.63984     0.00000     0.00000     0.00000     0.00000
   -77.62884     0.00000     0.00000     0.00000     0.00000
   -77.61784     0.00000     0.00000     0.00000     0.00000
   -77.60784     0.00000     0.00000     0.00000     0.00000
   -77.59684     0.00000     0.00000     0.00000     0.00000
   -77.58584     0.00000     0.00000     0.00000     0.00000
   -77.57584     0.00000     0.00000     0.00000     0.00000
   -77.56484     0.00000     0.00000     0.00000     0.00000
   -77.55384     0.00000     0.00000     0.00000     0.00000
   -77.54384     0.00000     0.00000     0.00000     0.00000
   -77.53284     0.00000     0.00000     0.00000     0.00000
   -77.52184     0.00000     0.00000     0.00000     0.00000
   -77.51184     0.00000     0.00000     0.00000     0.00000
