      #Energy        TDOS
     -77.17552       0.00000
     -76.89852       0.00000
     -76.62052       0.00000
     -76.34352       0.00000
     -76.06552       0.00000
     -75.78852       0.00000
     -75.51052       0.00000
     -75.23352       0.00000
     -74.95552       0.00000
     -74.67852       0.00000
     -74.40052      -0.00000
     -74.12352      -0.00000
     -73.84552      -0.00000
     -73.56852      -0.11370
     -73.29052       7.50900
     -73.01352      -0.18770
     -72.73552      -0.00000
     -72.45852       0.00000
     -72.18052       0.00000
     -71.90352       0.00000
     -71.62552       0.00000
     -71.34852       0.00000
     -71.07052       0.00000
     -70.79352       0.00000
     -70.51552       0.00000
     -70.23852       0.00000
     -69.96052       0.00000
     -69.68352       0.00000
     -69.40552       0.00000
     -69.12852       0.00000
     -68.85052       0.00000
     -68.57352       0.00000
     -68.29552       0.00000
     -68.01852       0.00000
     -67.74052       0.00000
     -67.46352       0.00000
     -67.18552       0.00000
     -66.90852       0.00000
     -66.63052       0.00000
     -66.35352       0.00000
     -66.07552       0.00000
     -65.79852       0.00000
     -65.52052       0.00000
     -65.24352       0.00000
     -64.96552       0.00000
     -64.68852       0.00000
     -64.41052       0.00000
     -64.13352       0.00000
     -63.85552       0.00000
     -63.57852       0.00000
     -63.30052       0.00000
     -63.02352       0.00000
     -62.74552       0.00000
     -62.46852       0.00000
     -62.19052       0.00000
     -61.91352       0.00000
     -61.63552       0.00000
     -61.35852       0.00000
     -61.08052       0.00000
     -60.80352       0.00000
     -60.52552       0.00000
     -60.24852       0.00000
     -59.97052       0.00000
     -59.69352       0.00000
     -59.41552       0.00000
     -59.13852       0.00000
     -58.86052       0.00000
     -58.58352       0.00000
     -58.30552       0.00000
     -58.02852       0.00000
     -57.75052       0.00000
     -57.47352      -0.00000
     -57.19552      -0.00000
     -56.91852      -0.00048
     -56.64052       1.22300
     -56.36352      77.18000
     -56.08552      30.04000
     -55.80852      -0.33340
     -55.53052      -0.00000
     -55.25352       0.00000
     -54.97552       0.00000
     -54.69852       0.00000
     -54.42052       0.00000
     -54.14352       0.00000
     -53.86552       0.00000
     -53.58852       0.00000
     -53.31052       0.00000
     -53.03352       0.00000
     -52.75552       0.00000
     -52.47852       0.00000
     -52.20052       0.00000
     -51.92352       0.00000
     -51.64552       0.00000
     -51.36852       0.00000
     -51.09052       0.00000
     -50.81352       0.00000
     -50.53552       0.00000
     -50.25852       0.00000
