     #Energy       W_all      Mo_all      Ru_all
   -77.73792     0.00000     0.00000     0.00000
   -77.72692     0.00000     0.00000     0.00000
   -77.71592     0.00000     0.00000     0.00000
   -77.70492     0.00000     0.00000     0.00000
   -77.69392     0.00000     0.00000     0.00000
   -77.68292     0.00000     0.00000     0.00000
   -77.67192     0.00000     0.00000     0.00000
   -77.66092     0.00000     0.00000     0.00000
   -77.64992     0.00000     0.00000     0.00000
   -77.63892     0.00000     0.00000     0.00000
   -77.62792     0.00000     0.00000     0.00000
   -77.61692     0.00000     0.00000     0.00000
   -77.60592     0.00000     0.00000     0.00000
   -77.59392     0.00000     0.00000     0.00000
   -77.58292     0.00000     0.00000     0.00000
   -77.57192     0.00000     0.00000     0.00000
   -77.56092     0.00000     0.00000     0.00000
   -77.54992     0.00000     0.00000     0.00000
   -77.53892     0.00000     0.00000     0.00000
   -77.52792     0.00000     0.00000     0.00000
   -77.51692     0.00000     0.00000     0.00000
   -77.50592     0.00000     0.00000     0.00000
   -77.49492     0.00000     0.00000     0.00000
   -77.48392     0.00000     0.00000     0.00000
   -77.47292     0.00000     0.00000     0.00000
   -77.46192     0.00000     0.00000     0.00000
   -77.45092     0.00000     0.00000     0.00000
   -77.43992     0.00000     0.00000     0.00000
   -77.42892     0.00000     0.00000     0.00000
   -77.41792     0.00000     0.00000     0.00000
   -77.40692     0.00000     0.00000     0.00000
   -77.39592     0.00000     0.00000     0.00000
   -77.38492     0.00000     0.00000     0.00000
   -77.37392     0.00000     0.00000     0.00000
   -77.36292     0.00000     0.00000     0.00000
   -77.35092     0.00000     0.00000     0.00000
   -77.33992     0.00000     0.00000     0.00000
   -77.32892     0.00000     0.00000     0.00000
   -77.31792     0.00000     0.00000     0.00000
   -77.30692     0.00000     0.00000     0.00000
   -77.29592     0.00000     0.00000     0.00000
   -77.28492     0.00000     0.00000     0.00000
   -77.27392     0.00000     0.00000     0.00000
   -77.26292     0.00000     0.00000     0.00000
   -77.25192     0.00000     0.00000     0.00000
   -77.24092     0.00000     0.00000     0.00000
   -77.22992     0.00000     0.00000     0.00000
   -77.21892     0.00000     0.00000     0.00000
   -77.20792     0.00000     0.00000     0.00000
   -77.19692     0.00000     0.00000     0.00000
   -77.18592     0.00000     0.00000     0.00000
   -77.17492     0.00000     0.00000     0.00000
   -77.16392     0.00000     0.00000     0.00000
   -77.15292     0.00000     0.00000     0.00000
   -77.14192     0.00000     0.00000     0.00000
   -77.13092     0.00000     0.00000     0.00000
   -77.11992     0.00000     0.00000     0.00000
   -77.10792     0.00000     0.00000     0.00000
   -77.09692     0.00000     0.00000     0.00000
   -77.08592     0.00000     0.00000     0.00000
   -77.07492     0.00000     0.00000     0.00000
   -77.06392     0.00000     0.00000     0.00000
   -77.05292     0.00000     0.00000     0.00000
   -77.04192     0.00000     0.00000     0.00000
   -77.03092     0.00000     0.00000     0.00000
   -77.01992     0.00000     0.00000     0.00000
   -77.00892     0.00000     0.00000     0.00000
   -76.99792     0.00000     0.00000     0.00000
   -76.98692     0.00000     0.00000     0.00000
   -76.97592     0.00000     0.00000     0.00000
   -76.96492     0.00000     0.00000     0.00000
   -76.95392     0.00000     0.00000     0.00000
   -76.94292     0.00000     0.00000     0.00000
   -76.93192     0.00000     0.00000     0.00000
   -76.92092     0.00000     0.00000     0.00000
   -76.90992     0.00000     0.00000     0.00000
   -76.89892     0.00000     0.00000     0.00000
   -76.88792     0.00000     0.00000     0.00000
   -76.87692     0.00000     0.00000     0.00000
