     #Energy       W_all      Mo_all      Pt_all      Ti_all
   -78.01500     0.00000     0.00000     0.00000     0.00000
   -78.00500     0.00000     0.00000     0.00000     0.00000
   -77.99400     0.00000     0.00000     0.00000     0.00000
   -77.98300     0.00000     0.00000     0.00000     0.00000
   -77.97300     0.00000     0.00000     0.00000     0.00000
   -77.96200     0.00000     0.00000     0.00000     0.00000
   -77.95100     0.00000     0.00000     0.00000     0.00000
   -77.94100     0.00000     0.00000     0.00000     0.00000
   -77.93000     0.00000     0.00000     0.00000     0.00000
   -77.91900     0.00000     0.00000     0.00000     0.00000
   -77.90900     0.00000     0.00000     0.00000     0.00000
   -77.89800     0.00000     0.00000     0.00000     0.00000
   -77.88700     0.00000     0.00000     0.00000     0.00000
   -77.87700     0.00000     0.00000     0.00000     0.00000
   -77.86600     0.00000     0.00000     0.00000     0.00000
   -77.85500     0.00000     0.00000     0.00000     0.00000
   -77.84500     0.00000     0.00000     0.00000     0.00000
   -77.83400     0.00000     0.00000     0.00000     0.00000
   -77.82300     0.00000     0.00000     0.00000     0.00000
   -77.81300     0.00000     0.00000     0.00000     0.00000
   -77.80200     0.00000     0.00000     0.00000     0.00000
   -77.79100     0.00000     0.00000     0.00000     0.00000
   -77.78100     0.00000     0.00000     0.00000     0.00000
   -77.77000     0.00000     0.00000     0.00000     0.00000
   -77.75900     0.00000     0.00000     0.00000     0.00000
   -77.74900     0.00000     0.00000     0.00000     0.00000
   -77.73800     0.00000     0.00000     0.00000     0.00000
   -77.72700     0.00000     0.00000     0.00000     0.00000
   -77.71700     0.00000     0.00000     0.00000     0.00000
   -77.70600     0.00000     0.00000     0.00000     0.00000
   -77.69500     0.00000     0.00000     0.00000     0.00000
   -77.68500     0.00000     0.00000     0.00000     0.00000
   -77.67400     0.00000     0.00000     0.00000     0.00000
   -77.66300     0.00000     0.00000     0.00000     0.00000
   -77.65300     0.00000     0.00000     0.00000     0.00000
   -77.64200     0.00000     0.00000     0.00000     0.00000
   -77.63100     0.00000     0.00000     0.00000     0.00000
   -77.62000     0.00000     0.00000     0.00000     0.00000
   -77.61000     0.00000     0.00000     0.00000     0.00000
   -77.59900     0.00000     0.00000     0.00000     0.00000
   -77.58800     0.00000     0.00000     0.00000     0.00000
   -77.57800     0.00000     0.00000     0.00000     0.00000
   -77.56700     0.00000     0.00000     0.00000     0.00000
   -77.55600     0.00000     0.00000     0.00000     0.00000
   -77.54600     0.00000     0.00000     0.00000     0.00000
   -77.53500     0.00000     0.00000     0.00000     0.00000
   -77.52400     0.00000     0.00000     0.00000     0.00000
   -77.51400     0.00000     0.00000     0.00000     0.00000
   -77.50300     0.00000     0.00000     0.00000     0.00000
   -77.49200     0.00000     0.00000     0.00000     0.00000
   -77.48200     0.00000     0.00000     0.00000     0.00000
   -77.47100     0.00000     0.00000     0.00000     0.00000
   -77.46000     0.00000     0.00000     0.00000     0.00000
   -77.45000     0.00000     0.00000     0.00000     0.00000
   -77.43900     0.00000     0.00000     0.00000     0.00000
   -77.42800     0.00000     0.00000     0.00000     0.00000
   -77.41800     0.00000     0.00000     0.00000     0.00000
   -77.40700     0.00000     0.00000     0.00000     0.00000
   -77.39600     0.00000     0.00000     0.00000     0.00000
   -77.38600     0.00000     0.00000     0.00000     0.00000
   -77.37500     0.00000     0.00000     0.00000     0.00000
   -77.36400     0.00000     0.00000     0.00000     0.00000
   -77.35400     0.00000     0.00000     0.00000     0.00000
   -77.34300     0.00000     0.00000     0.00000     0.00000
   -77.33200     0.00000     0.00000     0.00000     0.00000
   -77.32200     0.00000     0.00000     0.00000     0.00000
   -77.31100     0.00000     0.00000     0.00000     0.00000
   -77.30000     0.00000     0.00000     0.00000     0.00000
   -77.29000     0.00000     0.00000     0.00000     0.00000
   -77.27900     0.00000     0.00000     0.00000     0.00000
   -77.26800     0.00000     0.00000     0.00000     0.00000
   -77.25800     0.00000     0.00000     0.00000     0.00000
   -77.24700     0.00000     0.00000     0.00000     0.00000
   -77.23600     0.00000     0.00000     0.00000     0.00000
   -77.22600     0.00000     0.00000     0.00000     0.00000
   -77.21500     0.00000     0.00000     0.00000     0.00000
   -77.20400     0.00000     0.00000     0.00000     0.00000
   -77.19400     0.00000     0.00000     0.00000     0.00000
   -77.18300     0.00000     0.00000     0.00000     0.00000
   -77.17200     0.00000     0.00000     0.00000     0.00000
   -77.16200     0.00000     0.00000     0.00000     0.00000
   -77.15100     0.00000     0.00000     0.00000     0.00000
   -77.14000     0.00000     0.00000     0.00000     0.00000
   -77.13000     0.00000     0.00000     0.00000     0.00000
   -77.11900     0.00000     0.00000     0.00000     0.00000
   -77.10800     0.00000     0.00000     0.00000     0.00000
   -77.09800     0.00000     0.00000     0.00000     0.00000
   -77.08700     0.00000     0.00000     0.00000     0.00000
   -77.07600     0.00000     0.00000     0.00000     0.00000
   -77.06600     0.00000     0.00000     0.00000     0.00000
   -77.05500     0.00000     0.00000     0.00000     0.00000
   -77.04400     0.00000     0.00000     0.00000     0.00000
   -77.03400     0.00000     0.00000     0.00000     0.00000
   -77.02300     0.00000     0.00000     0.00000     0.00000
   -77.01200     0.00000     0.00000     0.00000     0.00000
   -77.00200     0.00000     0.00000     0.00000     0.00000
   -76.99100     0.00000     0.00000     0.00000     0.00000
   -76.98000     0.00000     0.00000     0.00000     0.00000
   -76.97000     0.00000     0.00000     0.00000     0.00000
   -76.95900     0.00000     0.00000     0.00000     0.00000
   -76.94800     0.00000     0.00000     0.00000     0.00000
   -76.93800     0.00000     0.00000     0.00000     0.00000
   -76.92700     0.00000     0.00000     0.00000     0.00000
   -76.91600     0.00000     0.00000     0.00000     0.00000
   -76.90600     0.00000     0.00000     0.00000     0.00000
   -76.89500     0.00000     0.00000     0.00000     0.00000
   -76.88400     0.00000     0.00000     0.00000     0.00000
   -76.87400     0.00000     0.00000     0.00000     0.00000
   -76.86300     0.00000     0.00000     0.00000     0.00000
   -76.85200     0.00000     0.00000     0.00000     0.00000
   -76.84200     0.00000     0.00000     0.00000     0.00000
   -76.83100     0.00000     0.00000     0.00000     0.00000
   -76.82000     0.00000     0.00000     0.00000     0.00000
   -76.81000     0.00000     0.00000     0.00000     0.00000
   -76.79900     0.00000     0.00000     0.00000     0.00000
   -76.78800     0.00000     0.00000     0.00000     0.00000
   -76.77800     0.00000     0.00000     0.00000     0.00000
   -76.76700     0.00000     0.00000     0.00000     0.00000
   -76.75600     0.00000     0.00000     0.00000     0.00000
   -76.74600     0.00000     0.00000     0.00000     0.00000
   -76.73500     0.00000     0.00000     0.00000     0.00000
   -76.72400     0.00000     0.00000     0.00000     0.00000
   -76.71400     0.00000     0.00000     0.00000     0.00000
   -76.70300     0.00000     0.00000     0.00000     0.00000
   -76.69200     0.00000     0.00000     0.00000     0.00000
   -76.68200     0.00000     0.00000     0.00000     0.00000
   -76.67100     0.00000     0.00000     0.00000     0.00000
   -76.66000     0.00000     0.00000     0.00000     0.00000
   -76.65000     0.00000     0.00000     0.00000     0.00000
   -76.63900     0.00000     0.00000     0.00000     0.00000
   -76.62800     0.00000     0.00000     0.00000     0.00000
   -76.61800     0.00000     0.00000     0.00000     0.00000
   -76.60700     0.00000     0.00000     0.00000     0.00000
   -76.59600     0.00000     0.00000     0.00000     0.00000
   -76.58600     0.00000     0.00000     0.00000     0.00000
   -76.57500     0.00000     0.00000     0.00000     0.00000
   -76.56400     0.00000     0.00000     0.00000     0.00000
   -76.55400     0.00000     0.00000     0.00000     0.00000
   -76.54300     0.00000     0.00000     0.00000     0.00000
   -76.53200     0.00000     0.00000     0.00000     0.00000
   -76.52200     0.00000     0.00000     0.00000     0.00000
   -76.51100     0.00000     0.00000     0.00000     0.00000
   -76.50000     0.00000     0.00000     0.00000     0.00000
   -76.48900     0.00000     0.00000     0.00000     0.00000
   -76.47900     0.00000     0.00000     0.00000     0.00000
   -76.46800     0.00000     0.00000     0.00000     0.00000
   -76.45700     0.00000     0.00000     0.00000     0.00000
   -76.44700     0.00000     0.00000     0.00000     0.00000
   -76.43600     0.00000     0.00000     0.00000     0.00000
   -76.42500     0.00000     0.00000     0.00000     0.00000
   -76.41500     0.00000     0.00000     0.00000     0.00000
   -76.40400     0.00000     0.00000     0.00000     0.00000
   -76.39300     0.00000     0.00000     0.00000     0.00000
   -76.38300     0.00000     0.00000     0.00000     0.00000
   -76.37200     0.00000     0.00000     0.00000     0.00000
   -76.36100     0.00000     0.00000     0.00000     0.00000
   -76.35100     0.00000     0.00000     0.00000     0.00000
   -76.34000     0.00000     0.00000     0.00000     0.00000
   -76.32900     0.00000     0.00000     0.00000     0.00000
   -76.31900     0.00000     0.00000     0.00000     0.00000
   -76.30800     0.00000     0.00000     0.00000     0.00000
   -76.29700     0.00000     0.00000     0.00000     0.00000
   -76.28700     0.00000     0.00000     0.00000     0.00000
   -76.27600     0.00000     0.00000     0.00000     0.00000
   -76.26500     0.00000     0.00000     0.00000     0.00000
   -76.25500     0.00000     0.00000     0.00000     0.00000
   -76.24400     0.00000     0.00000     0.00000     0.00000
   -76.23300     0.00000     0.00000     0.00000     0.00000
   -76.22300     0.00000     0.00000     0.00000     0.00000
   -76.21200     0.00000     0.00000     0.00000     0.00000
   -76.20100     0.00000     0.00000     0.00000     0.00000
   -76.19100     0.00000     0.00000     0.00000     0.00000
   -76.18000     0.00000     0.00000     0.00000     0.00000
   -76.16900     0.00000     0.00000     0.00000     0.00000
   -76.15900     0.00000     0.00000     0.00000     0.00000
   -76.14800     0.00000     0.00000     0.00000     0.00000
   -76.13700     0.00000     0.00000     0.00000     0.00000
   -76.12700     0.00000     0.00000     0.00000     0.00000
   -76.11600     0.00000     0.00000     0.00000     0.00000
   -76.10500     0.00000     0.00000     0.00000     0.00000
   -76.09500     0.00000     0.00000     0.00000     0.00000
   -76.08400     0.00000     0.00000     0.00000     0.00000
   -76.07300     0.00000     0.00000     0.00000     0.00000
   -76.06300     0.00000     0.00000     0.00000     0.00000
   -76.05200     0.00000     0.00000     0.00000     0.00000
   -76.04100     0.00000     0.00000     0.00000     0.00000
   -76.03100     0.00000     0.00000     0.00000     0.00000
   -76.02000     0.00000     0.00000     0.00000     0.00000
   -76.00900     0.00000     0.00000     0.00000     0.00000
   -75.99900     0.00000     0.00000     0.00000     0.00000
   -75.98800     0.00000     0.00000     0.00000     0.00000
   -75.97700     0.00000     0.00000     0.00000     0.00000
   -75.96700     0.00000     0.00000     0.00000     0.00000
   -75.95600     0.00000     0.00000     0.00000     0.00000
   -75.94500     0.00000     0.00000     0.00000     0.00000
   -75.93500     0.00000     0.00000     0.00000     0.00000
   -75.92400     0.00000     0.00000     0.00000     0.00000
   -75.91300     0.00000     0.00000     0.00000     0.00000
   -75.90300     0.00000     0.00000     0.00000     0.00000
   -75.89200     0.00000     0.00000     0.00000     0.00000
   -75.88100     0.00000     0.00000     0.00000     0.00000
   -75.87100     0.00000     0.00000     0.00000     0.00000
   -75.86000     0.00000     0.00000     0.00000     0.00000
   -75.84900     0.00000     0.00000     0.00000     0.00000
   -75.83900     0.00000     0.00000     0.00000     0.00000
   -75.82800     0.00000     0.00000     0.00000     0.00000
   -75.81700     0.00000     0.00000     0.00000     0.00000
   -75.80700     0.00000     0.00000     0.00000     0.00000
   -75.79600     0.00000     0.00000     0.00000     0.00000
   -75.78500     0.00000     0.00000     0.00000     0.00000
   -75.77500     0.00000     0.00000     0.00000     0.00000
   -75.76400     0.00000     0.00000     0.00000     0.00000
   -75.75300     0.00000     0.00000     0.00000     0.00000
   -75.74300     0.00000     0.00000     0.00000     0.00000
   -75.73200     0.00000     0.00000     0.00000     0.00000
   -75.72100     0.00000     0.00000     0.00000     0.00000
   -75.71100     0.00000     0.00000     0.00000     0.00000
   -75.70000     0.00000     0.00000     0.00000     0.00000
   -75.68900     0.00000     0.00000     0.00000     0.00000
   -75.67900     0.00000     0.00000     0.00000     0.00000
   -75.66800     0.00000     0.00000     0.00000     0.00000
   -75.65700     0.00000     0.00000     0.00000     0.00000
   -75.64700     0.00000     0.00000     0.00000     0.00000
   -75.63600     0.00000     0.00000     0.00000     0.00000
   -75.62500     0.00000     0.00000     0.00000     0.00000
   -75.61500     0.00000     0.00000     0.00000     0.00000
   -75.60400     0.00000     0.00000     0.00000     0.00000
   -75.59300     0.00000     0.00000     0.00000     0.00000
   -75.58300     0.00000     0.00000     0.00000     0.00000
   -75.57200     0.00000     0.00000     0.00000     0.00000
   -75.56100     0.00000     0.00000     0.00000     0.00000
   -75.55100     0.00000     0.00000     0.00000     0.00000
   -75.54000     0.00000     0.00000     0.00000     0.00000
   -75.52900     0.00000     0.00000     0.00000     0.00000
   -75.51900     0.00000     0.00000     0.00000     0.00000
   -75.50800     0.00000     0.00000     0.00000     0.00000
   -75.49700     0.00000     0.00000     0.00000     0.00000
   -75.48700     0.00000     0.00000     0.00000     0.00000
   -75.47600     0.00000     0.00000     0.00000     0.00000
