     #Energy       W_all      Mo_all      Re_all      Ti_all
   -84.25454     0.00000     0.00000     0.00000     0.00000
   -84.24254     0.00000     0.00000     0.00000     0.00000
   -84.23054     0.00000     0.00000     0.00000     0.00000
   -84.21854     0.00000     0.00000     0.00000     0.00000
   -84.20754     0.00000     0.00000     0.00000     0.00000
   -84.19554     0.00000     0.00000     0.00000     0.00000
   -84.18354     0.00000     0.00000     0.00000     0.00000
   -84.17154     0.00000     0.00000     0.00000     0.00000
   -84.15954     0.00000     0.00000     0.00000     0.00000
   -84.14754     0.00000     0.00000     0.00000     0.00000
   -84.13554     0.00000     0.00000     0.00000     0.00000
   -84.12454     0.00000     0.00000     0.00000     0.00000
   -84.11254     0.00000     0.00000     0.00000     0.00000
   -84.10054     0.00000     0.00000     0.00000     0.00000
   -84.08854     0.00000     0.00000     0.00000     0.00000
   -84.07654     0.00000     0.00000     0.00000     0.00000
   -84.06454     0.00000     0.00000     0.00000     0.00000
   -84.05354     0.00000     0.00000     0.00000     0.00000
   -84.04154     0.00000     0.00000     0.00000     0.00000
   -84.02954     0.00000     0.00000     0.00000     0.00000
   -84.01754     0.00000     0.00000     0.00000     0.00000
   -84.00554     0.00000     0.00000     0.00000     0.00000
   -83.99354     0.00000     0.00000     0.00000     0.00000
   -83.98154     0.00000     0.00000     0.00000     0.00000
   -83.97054     0.00000     0.00000     0.00000     0.00000
   -83.95854     0.00000     0.00000     0.00000     0.00000
   -83.94654     0.00000     0.00000     0.00000     0.00000
   -83.93454     0.00000     0.00000     0.00000     0.00000
   -83.92254     0.00000     0.00000     0.00000     0.00000
   -83.91054     0.00000     0.00000     0.00000     0.00000
   -83.89854     0.00000     0.00000     0.00000     0.00000
   -83.88754     0.00000     0.00000     0.00000     0.00000
   -83.87554     0.00000     0.00000     0.00000     0.00000
   -83.86354     0.00000     0.00000     0.00000     0.00000
   -83.85154     0.00000     0.00000     0.00000     0.00000
   -83.83954     0.00000     0.00000     0.00000     0.00000
   -83.82754     0.00000     0.00000     0.00000     0.00000
   -83.81654     0.00000     0.00000     0.00000     0.00000
   -83.80454     0.00000     0.00000     0.00000     0.00000
   -83.79254     0.00000     0.00000     0.00000     0.00000
   -83.78054     0.00000     0.00000     0.00000     0.00000
   -83.76854     0.00000     0.00000     0.00000     0.00000
   -83.75654     0.00000     0.00000     0.00000     0.00000
   -83.74454     0.00000     0.00000     0.00000     0.00000
   -83.73354     0.00000     0.00000     0.00000     0.00000
   -83.72154     0.00000     0.00000     0.00000     0.00000
   -83.70954     0.00000     0.00000     0.00000     0.00000
   -83.69754     0.00000     0.00000     0.00000     0.00000
   -83.68554     0.00000     0.00000     0.00000     0.00000
   -83.67354     0.00000     0.00000     0.00000     0.00000
   -83.66154     0.00000     0.00000     0.00000     0.00000
   -83.65054     0.00000     0.00000     0.00000     0.00000
   -83.63854     0.00000     0.00000     0.00000     0.00000
   -83.62654     0.00000     0.00000     0.00000     0.00000
   -83.61454     0.00000     0.00000     0.00000     0.00000
   -83.60254     0.00000     0.00000     0.00000     0.00000
   -83.59054     0.00000     0.00000     0.00000     0.00000
   -83.57954     0.00000     0.00000     0.00000     0.00000
   -83.56754     0.00000     0.00000     0.00000     0.00000
   -83.55554     0.00000     0.00000     0.00000     0.00000
   -83.54354     0.00000     0.00000     0.00000     0.00000
   -83.53154     0.00000     0.00000     0.00000     0.00000
   -83.51954     0.00000     0.00000     0.00000     0.00000
   -83.50754     0.00000     0.00000     0.00000     0.00000
   -83.49654     0.00000     0.00000     0.00000     0.00000
   -83.48454     0.00000     0.00000     0.00000     0.00000
   -83.47254     0.00000     0.00000     0.00000     0.00000
   -83.46054     0.00000     0.00000     0.00000     0.00000
   -83.44854     0.00000     0.00000     0.00000     0.00000
   -83.43654     0.00000     0.00000     0.00000     0.00000
   -83.42454     0.00000     0.00000     0.00000     0.00000
   -83.41354     0.00000     0.00000     0.00000     0.00000
   -83.40154     0.00000     0.00000     0.00000     0.00000
   -83.38954     0.00000     0.00000     0.00000     0.00000
   -83.37754     0.00000     0.00000     0.00000     0.00000
   -83.36554     0.00000     0.00000     0.00000     0.00000
   -83.35354     0.00000     0.00000     0.00000     0.00000
   -83.34254     0.00000     0.00000     0.00000     0.00000
   -83.33054     0.00000     0.00000     0.00000     0.00000
   -83.31854     0.00000     0.00000     0.00000     0.00000
   -83.30654     0.00000     0.00000     0.00000     0.00000
   -83.29454     0.00000     0.00000     0.00000     0.00000
   -83.28254     0.00000     0.00000     0.00000     0.00000
   -83.27054     0.00000     0.00000     0.00000     0.00000
   -83.25954     0.00000     0.00000     0.00000     0.00000
   -83.24754     0.00000     0.00000     0.00000     0.00000
   -83.23554     0.00000     0.00000     0.00000     0.00000
   -83.22354     0.00000     0.00000     0.00000     0.00000
   -83.21154     0.00000     0.00000     0.00000     0.00000
   -83.19954     0.00000     0.00000     0.00000     0.00000
   -83.18754     0.00000     0.00000     0.00000     0.00000
   -83.17654     0.00000     0.00000     0.00000     0.00000
   -83.16454     0.00000     0.00000     0.00000     0.00000
   -83.15254     0.00000     0.00000     0.00000     0.00000
   -83.14054     0.00000     0.00000     0.00000     0.00000
   -83.12854     0.00000     0.00000     0.00000     0.00000
   -83.11654     0.00000     0.00000     0.00000     0.00000
   -83.10554     0.00000     0.00000     0.00000     0.00000
   -83.09354     0.00000     0.00000     0.00000     0.00000
   -83.08154     0.00000     0.00000     0.00000     0.00000
   -83.06954     0.00000     0.00000     0.00000     0.00000
   -83.05754     0.00000     0.00000     0.00000     0.00000
   -83.04554     0.00000     0.00000     0.00000     0.00000
   -83.03354     0.00000     0.00000     0.00000     0.00000
   -83.02254     0.00000     0.00000     0.00000     0.00000
   -83.01054     0.00000     0.00000     0.00000     0.00000
   -82.99854     0.00000     0.00000     0.00000     0.00000
   -82.98654     0.00000     0.00000     0.00000     0.00000
   -82.97454     0.00000     0.00000     0.00000     0.00000
   -82.96254     0.00000     0.00000     0.00000     0.00000
   -82.95054     0.00000     0.00000     0.00000     0.00000
   -82.93954     0.00000     0.00000     0.00000     0.00000
   -82.92754     0.00000     0.00000     0.00000     0.00000
   -82.91554     0.00000     0.00000     0.00000     0.00000
   -82.90354     0.00000     0.00000     0.00000     0.00000
   -82.89154     0.00000     0.00000     0.00000     0.00000
   -82.87954     0.00000     0.00000     0.00000     0.00000
   -82.86854     0.00000     0.00000     0.00000     0.00000
   -82.85654     0.00000     0.00000     0.00000     0.00000
   -82.84454     0.00000     0.00000     0.00000     0.00000
   -82.83254     0.00000     0.00000     0.00000     0.00000
   -82.82054     0.00000     0.00000     0.00000     0.00000
   -82.80854     0.00000     0.00000     0.00000     0.00000
   -82.79654     0.00000     0.00000     0.00000     0.00000
   -82.78554     0.00000     0.00000     0.00000     0.00000
   -82.77354     0.00000     0.00000     0.00000     0.00000
   -82.76154     0.00000     0.00000     0.00000     0.00000
   -82.74954     0.00000     0.00000     0.00000     0.00000
   -82.73754     0.00000     0.00000     0.00000     0.00000
   -82.72554     0.00000     0.00000     0.00000     0.00000
   -82.71354     0.00000     0.00000     0.00000     0.00000
   -82.70254     0.00000     0.00000     0.00000     0.00000
   -82.69054     0.00000     0.00000     0.00000     0.00000
   -82.67854     0.00000     0.00000     0.00000     0.00000
   -82.66654     0.00000     0.00000     0.00000     0.00000
   -82.65454     0.00000     0.00000     0.00000     0.00000
   -82.64254     0.00000     0.00000     0.00000     0.00000
   -82.63154     0.00000     0.00000     0.00000     0.00000
   -82.61954     0.00000     0.00000     0.00000     0.00000
   -82.60754     0.00000     0.00000     0.00000     0.00000
   -82.59554     0.00000     0.00000     0.00000     0.00000
   -82.58354     0.00000     0.00000     0.00000     0.00000
   -82.57154     0.00000     0.00000     0.00000     0.00000
   -82.55954     0.00000     0.00000     0.00000     0.00000
   -82.54854     0.00000     0.00000     0.00000     0.00000
   -82.53654     0.00000     0.00000     0.00000     0.00000
   -82.52454     0.00000     0.00000     0.00000     0.00000
   -82.51254     0.00000     0.00000     0.00000     0.00000
   -82.50054     0.00000     0.00000     0.00000     0.00000
   -82.48854     0.00000     0.00000     0.00000     0.00000
   -82.47654     0.00000     0.00000     0.00000     0.00000
   -82.46554     0.00000     0.00000     0.00000     0.00000
   -82.45354     0.00000     0.00000     0.00000     0.00000
   -82.44154     0.00000     0.00000     0.00000     0.00000
   -82.42954     0.00000     0.00000     0.00000     0.00000
   -82.41754     0.00000     0.00000     0.00000     0.00000
   -82.40554     0.00000     0.00000     0.00000     0.00000
   -82.39454     0.00000     0.00000     0.00000     0.00000
   -82.38254     0.00000     0.00000     0.00000     0.00000
   -82.37054     0.00000     0.00000     0.00000     0.00000
   -82.35854     0.00000     0.00000     0.00000     0.00000
   -82.34654     0.00000     0.00000     0.00000     0.00000
   -82.33454     0.00000     0.00000     0.00000     0.00000
   -82.32254     0.00000     0.00000     0.00000     0.00000
   -82.31154     0.00000     0.00000     0.00000     0.00000
   -82.29954     0.00000     0.00000     0.00000     0.00000
   -82.28754     0.00000     0.00000     0.00000     0.00000
   -82.27554     0.00000     0.00000     0.00000     0.00000
   -82.26354     0.00000     0.00000     0.00000     0.00000
   -82.25154     0.00000     0.00000     0.00000     0.00000
   -82.23954     0.00000     0.00000     0.00000     0.00000
   -82.22854     0.00000     0.00000     0.00000     0.00000
   -82.21654     0.00000     0.00000     0.00000     0.00000
   -82.20454     0.00000     0.00000     0.00000     0.00000
   -82.19254     0.00000     0.00000     0.00000     0.00000
   -82.18054     0.00000     0.00000     0.00000     0.00000
   -82.16854     0.00000     0.00000     0.00000     0.00000
   -82.15754     0.00000     0.00000     0.00000     0.00000
   -82.14554     0.00000     0.00000     0.00000     0.00000
   -82.13354     0.00000     0.00000     0.00000     0.00000
   -82.12154     0.00000     0.00000     0.00000     0.00000
   -82.10954     0.00000     0.00000     0.00000     0.00000
   -82.09754     0.00000     0.00000     0.00000     0.00000
   -82.08554     0.00000     0.00000     0.00000     0.00000
   -82.07454     0.00000     0.00000     0.00000     0.00000
   -82.06254     0.00000     0.00000     0.00000     0.00000
   -82.05054     0.00000     0.00000     0.00000     0.00000
   -82.03854     0.00000     0.00000     0.00000     0.00000
   -82.02654     0.00000     0.00000     0.00000     0.00000
   -82.01454     0.00000     0.00000     0.00000     0.00000
   -82.00354     0.00000     0.00000     0.00000     0.00000
   -81.99154     0.00000     0.00000     0.00000     0.00000
   -81.97954     0.00000     0.00000     0.00000     0.00000
   -81.96754     0.00000     0.00000     0.00000     0.00000
   -81.95554     0.00000     0.00000     0.00000     0.00000
   -81.94354     0.00000     0.00000     0.00000     0.00000
   -81.93154     0.00000     0.00000     0.00000     0.00000
   -81.92054     0.00000     0.00000     0.00000     0.00000
   -81.90854     0.00000     0.00000     0.00000     0.00000
   -81.89654     0.00000     0.00000     0.00000     0.00000
   -81.88454     0.00000     0.00000     0.00000     0.00000
   -81.87254     0.00000     0.00000     0.00000     0.00000
   -81.86054     0.00000     0.00000     0.00000     0.00000
   -81.84854     0.00000     0.00000     0.00000     0.00000
   -81.83754     0.00000     0.00000     0.00000     0.00000
   -81.82554     0.00000     0.00000     0.00000     0.00000
   -81.81354     0.00000     0.00000     0.00000     0.00000
   -81.80154     0.00000     0.00000     0.00000     0.00000
   -81.78954     0.00000     0.00000     0.00000     0.00000
   -81.77754     0.00000     0.00000     0.00000     0.00000
   -81.76654     0.00000     0.00000     0.00000     0.00000
   -81.75454     0.00000     0.00000     0.00000     0.00000
   -81.74254     0.00000     0.00000     0.00000     0.00000
   -81.73054     0.00000     0.00000     0.00000     0.00000
   -81.71854     0.00000     0.00000     0.00000     0.00000
   -81.70654     0.00000     0.00000     0.00000     0.00000
   -81.69454     0.00000     0.00000     0.00000     0.00000
   -81.68354     0.00000     0.00000     0.00000     0.00000
   -81.67154     0.00000     0.00000     0.00000     0.00000
   -81.65954     0.00000     0.00000     0.00000     0.00000
   -81.64754     0.00000     0.00000     0.00000     0.00000
   -81.63554     0.00000     0.00000     0.00000     0.00000
   -81.62354     0.00000     0.00000     0.00000     0.00000
   -81.61154     0.00000     0.00000     0.00000     0.00000
   -81.60054     0.00000     0.00000     0.00000     0.00000
   -81.58854     0.00000     0.00000     0.00000     0.00000
   -81.57654     0.00000     0.00000     0.00000     0.00000
   -81.56454     0.00000     0.00000     0.00000     0.00000
   -81.55254     0.00000     0.00000     0.00000     0.00000
   -81.54054     0.00000     0.00000     0.00000     0.00000
   -81.52954     0.00000     0.00000     0.00000     0.00000
   -81.51754     0.00000     0.00000     0.00000     0.00000
   -81.50554     0.00000     0.00000     0.00000     0.00000
   -81.49354     0.00000     0.00000     0.00000     0.00000
   -81.48154     0.00000     0.00000     0.00000     0.00000
   -81.46954     0.00000     0.00000     0.00000     0.00000
   -81.45754     0.00000     0.00000     0.00000     0.00000
   -81.44654     0.00000     0.00000     0.00000     0.00000
   -81.43454     0.00000     0.00000     0.00000     0.00000
   -81.42254     0.00000     0.00000     0.00000     0.00000
   -81.41054     0.00000     0.00000     0.00000     0.00000
   -81.39854     0.00000     0.00000     0.00000     0.00000
   -81.38654     0.00000     0.00000     0.00000     0.00000
   -81.37454     0.00000     0.00000     0.00000     0.00000
   -81.36354     0.00000     0.00000     0.00000     0.00000
   -81.35154     0.00000     0.00000     0.00000     0.00000
   -81.33954     0.00000     0.00000     0.00000     0.00000
   -81.32754     0.00000     0.00000     0.00000     0.00000
   -81.31554     0.00000     0.00000     0.00000     0.00000
   -81.30354     0.00000     0.00000     0.00000     0.00000
   -81.29254     0.00000     0.00000     0.00000     0.00000
   -81.28054     0.00000     0.00000     0.00000     0.00000
   -81.26854     0.00000     0.00000     0.00000     0.00000
   -81.25654     0.00000     0.00000     0.00000     0.00000
   -81.24454     0.00000     0.00000     0.00000     0.00000
   -81.23254     0.00000     0.00000     0.00000     0.00000
   -81.22054     0.00000     0.00000     0.00000     0.00000
   -81.20954     0.00000     0.00000     0.00000     0.00000
   -81.19754     0.00000     0.00000     0.00000     0.00000
   -81.18554     0.00000     0.00000     0.00000     0.00000
   -81.17354     0.00000     0.00000     0.00000     0.00000
   -81.16154     0.00000     0.00000     0.00000     0.00000
   -81.14954     0.00000     0.00000     0.00000     0.00000
   -81.13754     0.00000     0.00000     0.00000     0.00000
   -81.12654     0.00000     0.00000     0.00000     0.00000
   -81.11454     0.00000     0.00000     0.00000     0.00000
   -81.10254     0.00000     0.00000     0.00000     0.00000
   -81.09054     0.00000     0.00000     0.00000     0.00000
   -81.07854     0.00000     0.00000     0.00000     0.00000
   -81.06654     0.00000     0.00000     0.00000     0.00000
   -81.05554     0.00000     0.00000     0.00000     0.00000
   -81.04354     0.00000     0.00000     0.00000     0.00000
   -81.03154     0.00000     0.00000     0.00000     0.00000
   -81.01954     0.00000     0.00000     0.00000     0.00000
   -81.00754     0.00000     0.00000     0.00000     0.00000
   -80.99554     0.00000     0.00000     0.00000     0.00000
   -80.98354     0.00000     0.00000     0.00000     0.00000
   -80.97254     0.00000     0.00000     0.00000     0.00000
   -80.96054     0.00000     0.00000     0.00000     0.00000
   -80.94854     0.00000     0.00000     0.00000     0.00000
   -80.93654     0.00000     0.00000     0.00000     0.00000
   -80.92454     0.00000     0.00000     0.00000     0.00000
   -80.91254     0.00000     0.00000     0.00000     0.00000
   -80.90054     0.00000     0.00000     0.00000     0.00000
   -80.88954     0.00000     0.00000     0.00000     0.00000
   -80.87754     0.00000     0.00000     0.00000     0.00000
   -80.86554     0.00000     0.00000     0.00000     0.00000
   -80.85354     0.00000     0.00000     0.00000     0.00000
   -80.84154     0.00000     0.00000     0.00000     0.00000
   -80.82954     0.00000     0.00000     0.00000     0.00000
   -80.81854     0.00000     0.00000     0.00000     0.00000
   -80.80654     0.00000     0.00000     0.00000     0.00000
   -80.79454     0.00000     0.00000     0.00000     0.00000
   -80.78254     0.00000     0.00000     0.00000     0.00000
   -80.77054     0.00000     0.00000     0.00000     0.00000
   -80.75854     0.00000     0.00000     0.00000     0.00000
   -80.74654     0.00000     0.00000     0.00000     0.00000
   -80.73554     0.00000     0.00000     0.00000     0.00000
   -80.72354     0.00000     0.00000     0.00000     0.00000
   -80.71154     0.00000     0.00000     0.00000     0.00000
   -80.69954     0.00000     0.00000     0.00000     0.00000
   -80.68754     0.00000     0.00000     0.00000     0.00000
   -80.67554     0.00000     0.00000     0.00000     0.00000
   -80.66354     0.00000     0.00000     0.00000     0.00000
   -80.65254     0.00337     0.00179   196.09388     0.00001
   -80.64054     0.00000     0.00000     0.00000     0.00000
   -80.62854     0.00000     0.00000     0.00000     0.00000
   -80.61654     0.00000     0.00000     0.00000     0.00000
   -80.60454     0.00484     0.00199   196.20004     0.00000
   -80.59254     0.00000     0.00000     0.00000     0.00000
   -80.58154     0.00463     0.00133   195.64234     0.00000
   -80.56954     0.00000     0.00000     0.00000     0.00000
   -80.55754     0.00000     0.00000     0.00000     0.00000
   -80.54554     0.00000     0.00000     0.00000     0.00000
   -80.53354     0.00000     0.00000     0.00000     0.00000
   -80.52154     0.00978     0.00536   392.04024     0.00001
   -80.50954     0.00000     0.00000     0.00000     0.00000
   -80.49854     0.00000     0.00000     0.00000     0.00000
   -80.48654     0.00000     0.00000     0.00000     0.00000
   -80.47454     0.00294     0.00318   196.27876     0.00030
   -80.46254     0.00000     0.00000     0.00000     0.00000
   -80.45054     0.00000     0.00000     0.00000     0.00000
   -80.43854     0.00006     0.00500   196.18722     0.00036
   -80.42654     0.00766     0.00149   196.10100     0.00000
   -80.41554     0.00000     0.00000     0.00000     0.00000
   -80.40354     0.00290     0.00295   196.13326     0.00032
   -80.39154     0.00000     0.00000     0.00000     0.00000
   -80.37954     0.00534     0.00236   196.20130     0.00035
   -80.36754     0.00000     0.00000     0.00000     0.00000
   -80.35554     0.00000     0.00000     0.00000     0.00000
   -80.34454     0.00000     0.00000     0.00000     0.00000
   -80.33254     0.00000     0.00000     0.00000     0.00000
   -80.32054     0.00000     0.00000     0.00000     0.00000
   -80.30854     0.00000     0.00000     0.00000     0.00000
   -80.29654     0.00000     0.00000     0.00000     0.00000
   -80.28454     0.00000     0.00000     0.00000     0.00000
   -80.27254     0.00000     0.00000     0.00000     0.00000
   -80.26154     0.00000     0.00000     0.00000     0.00000
   -80.24954     0.00000     0.00000     0.00000     0.00000
   -80.23754     0.00000     0.00000     0.00000     0.00000
   -80.22554     0.00000     0.00000     0.00000     0.00000
   -80.21354     0.00000     0.00000     0.00000     0.00000
   -80.20154     0.00000     0.00000     0.00000     0.00000
   -80.18954     0.00000     0.00000     0.00000     0.00000
   -80.17854     0.00000     0.00000     0.00000     0.00000
   -80.16654     0.00000     0.00000     0.00000     0.00000
   -80.15454     0.00000     0.00000     0.00000     0.00000
   -80.14254     0.00000     0.00000     0.00000     0.00000
   -80.13054     0.00000     0.00000     0.00000     0.00000
   -80.11854     0.00000     0.00000     0.00000     0.00000
   -80.10754     0.00000     0.00000     0.00000     0.00000
   -80.09554     0.00000     0.00000     0.00000     0.00000
   -80.08354     0.00000     0.00000     0.00000     0.00000
   -80.07154     0.00000     0.00000     0.00000     0.00000
   -80.05954     0.00000     0.00000     0.00000     0.00000
   -80.04754     0.00000     0.00000     0.00000     0.00000
   -80.03554     0.00000     0.00000     0.00000     0.00000
   -80.02454     0.00000     0.00000     0.00000     0.00000
   -80.01254     0.00000     0.00000     0.00000     0.00000
   -80.00054     0.00000     0.00000     0.00000     0.00000
   -79.98854     0.00000     0.00000     0.00000     0.00000
   -79.97654     0.00000     0.00000     0.00000     0.00000
   -79.96454     0.00000     0.00000     0.00000     0.00000
   -79.95254     0.00000     0.00000     0.00000     0.00000
   -79.94154     0.00000     0.00000     0.00000     0.00000
   -79.92954     0.00000     0.00000     0.00000     0.00000
   -79.91754     0.00000     0.00000     0.00000     0.00000
   -79.90554     0.00000     0.00000     0.00000     0.00000
   -79.89354     0.00000     0.00000     0.00000     0.00000
   -79.88154     0.00000     0.00000     0.00000     0.00000
   -79.87054     0.00000     0.00000     0.00000     0.00000
   -79.85854     0.00000     0.00000     0.00000     0.00000
   -79.84654     0.00000     0.00000     0.00000     0.00000
   -79.83454     0.00000     0.00000     0.00000     0.00000
   -79.82254     0.00000     0.00000     0.00000     0.00000
   -79.81054     0.00000     0.00000     0.00000     0.00000
   -79.79854     0.00000     0.00000     0.00000     0.00000
   -79.78754     0.00000     0.00000     0.00000     0.00000
   -79.77554     0.00000     0.00000     0.00000     0.00000
   -79.76354     0.00000     0.00000     0.00000     0.00000
   -79.75154     0.00000     0.00000     0.00000     0.00000
   -79.73954     0.00000     0.00000     0.00000     0.00000
   -79.72754     0.00000     0.00000     0.00000     0.00000
   -79.71554     0.00000     0.00000     0.00000     0.00000
   -79.70454     0.00000     0.00000     0.00000     0.00000
   -79.69254     0.00000     0.00000     0.00000     0.00000
   -79.68054     0.00000     0.00000     0.00000     0.00000
   -79.66854     0.00000     0.00000     0.00000     0.00000
   -79.65654     0.00000     0.00000     0.00000     0.00000
   -79.64454     0.00000     0.00000     0.00000     0.00000
   -79.63354     0.00000     0.00000     0.00000     0.00000
   -79.62154     0.00000     0.00000     0.00000     0.00000
   -79.60954     0.00000     0.00000     0.00000     0.00000
   -79.59754     0.00000     0.00000     0.00000     0.00000
   -79.58554     0.00000     0.00000     0.00000     0.00000
   -79.57354     0.00000     0.00000     0.00000     0.00000
   -79.56154     0.00000     0.00000     0.00000     0.00000
   -79.55054     0.00000     0.00000     0.00000     0.00000
   -79.53854     0.00000     0.00000     0.00000     0.00000
   -79.52654     0.00000     0.00000     0.00000     0.00000
   -79.51454     0.00000     0.00000     0.00000     0.00000
   -79.50254     0.00000     0.00000     0.00000     0.00000
   -79.49054     0.00000     0.00000     0.00000     0.00000
   -79.47854     0.00000     0.00000     0.00000     0.00000
   -79.46754     0.00000     0.00000     0.00000     0.00000
   -79.45554     0.00000     0.00000     0.00000     0.00000
   -79.44354     0.00000     0.00000     0.00000     0.00000
   -79.43154     0.00000     0.00000     0.00000     0.00000
   -79.41954     0.00000     0.00000     0.00000     0.00000
   -79.40754     0.00000     0.00000     0.00000     0.00000
   -79.39654     0.00000     0.00000     0.00000     0.00000
   -79.38454     0.00000     0.00000     0.00000     0.00000
   -79.37254     0.00000     0.00000     0.00000     0.00000
   -79.36054     0.00000     0.00000     0.00000     0.00000
   -79.34854     0.00000     0.00000     0.00000     0.00000
   -79.33654     0.00000     0.00000     0.00000     0.00000
   -79.32454     0.00000     0.00000     0.00000     0.00000
   -79.31354     0.00000     0.00000     0.00000     0.00000
   -79.30154     0.00000     0.00000     0.00000     0.00000
   -79.28954     0.00000     0.00000     0.00000     0.00000
   -79.27754     0.00000     0.00000     0.00000     0.00000
   -79.26554     0.00000     0.00000     0.00000     0.00000
   -79.25354     0.00000     0.00000     0.00000     0.00000
   -79.24254     0.00000     0.00000     0.00000     0.00000
   -79.23054     0.00000     0.00000     0.00000     0.00000
   -79.21854     0.00000     0.00000     0.00000     0.00000
   -79.20654     0.00000     0.00000     0.00000     0.00000
   -79.19454     0.00000     0.00000     0.00000     0.00000
   -79.18254     0.00000     0.00000     0.00000     0.00000
   -79.17054     0.00000     0.00000     0.00000     0.00000
   -79.15954     0.00000     0.00000     0.00000     0.00000
   -79.14754     0.00000     0.00000     0.00000     0.00000
   -79.13554     0.00000     0.00000     0.00000     0.00000
   -79.12354     0.00000     0.00000     0.00000     0.00000
   -79.11154     0.00000     0.00000     0.00000     0.00000
   -79.09954     0.00000     0.00000     0.00000     0.00000
   -79.08754     0.00000     0.00000     0.00000     0.00000
   -79.07654     0.00000     0.00000     0.00000     0.00000
   -79.06454     0.00000     0.00000     0.00000     0.00000
   -79.05254     0.00000     0.00000     0.00000     0.00000
   -79.04054     0.00000     0.00000     0.00000     0.00000
   -79.02854     0.00000     0.00000     0.00000     0.00000
   -79.01654     0.00000     0.00000     0.00000     0.00000
   -79.00554     0.00000     0.00000     0.00000     0.00000
   -78.99354     0.00000     0.00000     0.00000     0.00000
   -78.98154     0.00000     0.00000     0.00000     0.00000
   -78.96954     0.00000     0.00000     0.00000     0.00000
   -78.95754     0.00000     0.00000     0.00000     0.00000
   -78.94554     0.00000     0.00000     0.00000     0.00000
   -78.93354     0.00000     0.00000     0.00000     0.00000
   -78.92254     0.00000     0.00000     0.00000     0.00000
   -78.91054     0.00000     0.00000     0.00000     0.00000
   -78.89854     0.00000     0.00000     0.00000     0.00000
   -78.88654     0.00000     0.00000     0.00000     0.00000
   -78.87454     0.00000     0.00000     0.00000     0.00000
   -78.86254     0.00000     0.00000     0.00000     0.00000
