     #Energy       W_all      Mo_all      Rh_all
   -76.78109     0.00000     0.00000     0.00000
   -76.77009     0.00000     0.00000     0.00000
   -76.75909     0.00000     0.00000     0.00000
   -76.74809     0.00000     0.00000     0.00000
   -76.73609     0.00000     0.00000     0.00000
   -76.72509     0.00000     0.00000     0.00000
   -76.71409     0.00000     0.00000     0.00000
   -76.70309     0.00000     0.00000     0.00000
   -76.69209     0.00000     0.00000     0.00000
   -76.68109     0.00000     0.00000     0.00000
   -76.67009     0.00000     0.00000     0.00000
   -76.65909     0.00000     0.00000     0.00000
   -76.64709     0.00000     0.00000     0.00000
   -76.63609     0.00000     0.00000     0.00000
   -76.62509     0.00000     0.00000     0.00000
   -76.61409     0.00000     0.00000     0.00000
   -76.60309     0.00000     0.00000     0.00000
   -76.59209     0.00000     0.00000     0.00000
   -76.58109     0.00000     0.00000     0.00000
   -76.57009     0.00000     0.00000     0.00000
   -76.55809     0.00000     0.00000     0.00000
   -76.54709     0.00000     0.00000     0.00000
   -76.53609     0.00000     0.00000     0.00000
   -76.52509     0.00000     0.00000     0.00000
   -76.51409     0.00000     0.00000     0.00000
   -76.50309     0.00000     0.00000     0.00000
   -76.49209     0.00000     0.00000     0.00000
   -76.48109     0.00000     0.00000     0.00000
   -76.46909     0.00000     0.00000     0.00000
   -76.45809     0.00000     0.00000     0.00000
   -76.44709     0.00000     0.00000     0.00000
   -76.43609     0.00000     0.00000     0.00000
   -76.42509     0.00000     0.00000     0.00000
   -76.41409     0.00000     0.00000     0.00000
   -76.40309     0.00000     0.00000     0.00000
   -76.39209     0.00000     0.00000     0.00000
   -76.38009     0.00000     0.00000     0.00000
   -76.36909     0.00000     0.00000     0.00000
   -76.35809     0.00000     0.00000     0.00000
   -76.34709     0.00000     0.00000     0.00000
   -76.33609     0.00000     0.00000     0.00000
   -76.32509     0.00000     0.00000     0.00000
   -76.31409     0.00000     0.00000     0.00000
   -76.30309     0.00000     0.00000     0.00000
   -76.29209     0.00000     0.00000     0.00000
   -76.28009     0.00000     0.00000     0.00000
   -76.26909     0.00000     0.00000     0.00000
   -76.25809     0.00000     0.00000     0.00000
   -76.24709     0.00000     0.00000     0.00000
   -76.23609     0.00000     0.00000     0.00000
   -76.22509     0.00000     0.00000     0.00000
   -76.21409     0.00000     0.00000     0.00000
   -76.20309     0.00000     0.00000     0.00000
   -76.19109     0.00000     0.00000     0.00000
   -76.18009     0.00000     0.00000     0.00000
   -76.16909     0.00000     0.00000     0.00000
   -76.15809     0.00000     0.00000     0.00000
   -76.14709     0.00000     0.00000     0.00000
   -76.13609     0.00000     0.00000     0.00000
   -76.12509     0.00000     0.00000     0.00000
   -76.11409     0.00000     0.00000     0.00000
   -76.10209     0.00000     0.00000     0.00000
   -76.09109     0.00000     0.00000     0.00000
   -76.08009     0.00000     0.00000     0.00000
   -76.06909     0.00000     0.00000     0.00000
   -76.05809     0.00000     0.00000     0.00000
   -76.04709     0.00000     0.00000     0.00000
   -76.03609     0.00000     0.00000     0.00000
   -76.02509     0.00000     0.00000     0.00000
   -76.01309     0.00000     0.00000     0.00000
   -76.00209     0.00000     0.00000     0.00000
   -75.99109     0.00000     0.00000     0.00000
   -75.98009     0.00000     0.00000     0.00000
   -75.96909     0.00000     0.00000     0.00000
   -75.95809     0.00000     0.00000     0.00000
   -75.94709     0.00000     0.00000     0.00000
   -75.93609     0.00000     0.00000     0.00000
   -75.92509     0.00000     0.00000     0.00000
   -75.91309     0.00000     0.00000     0.00000
   -75.90209     0.00000     0.00000     0.00000
   -75.89109     0.00000     0.00000     0.00000
   -75.88009     0.00000     0.00000     0.00000
   -75.86909     0.00000     0.00000     0.00000
   -75.85809     0.00000     0.00000     0.00000
   -75.84709     0.00000     0.00000     0.00000
   -75.83609     0.00000     0.00000     0.00000
   -75.82409     0.00000     0.00000     0.00000
   -75.81309     0.00000     0.00000     0.00000
   -75.80209     0.00000     0.00000     0.00000
   -75.79109     0.00000     0.00000     0.00000
   -75.78009     0.00000     0.00000     0.00000
   -75.76909     0.00000     0.00000     0.00000
   -75.75809     0.00000     0.00000     0.00000
   -75.74709     0.00000     0.00000     0.00000
   -75.73509     0.00000     0.00000     0.00000
   -75.72409     0.00000     0.00000     0.00000
   -75.71309     0.00000     0.00000     0.00000
   -75.70209     0.00000     0.00000     0.00000
   -75.69109     0.00000     0.00000     0.00000
   -75.68009     0.00000     0.00000     0.00000
   -75.66909     0.00000     0.00000     0.00000
   -75.65809     0.00000     0.00000     0.00000
   -75.64609     0.00000     0.00000     0.00000
   -75.63509     0.00000     0.00000     0.00000
   -75.62409     0.00000     0.00000     0.00000
   -75.61309     0.00000     0.00000     0.00000
   -75.60209     0.00000     0.00000     0.00000
   -75.59109     0.00000     0.00000     0.00000
   -75.58009     0.00000     0.00000     0.00000
   -75.56909     0.00000     0.00000     0.00000
   -75.55809     0.00000     0.00000     0.00000
   -75.54609     0.00000     0.00000     0.00000
   -75.53509     0.00000     0.00000     0.00000
   -75.52409     0.00000     0.00000     0.00000
   -75.51309     0.00000     0.00000     0.00000
   -75.50209     0.00000     0.00000     0.00000
   -75.49109     0.00000     0.00000     0.00000
   -75.48009     0.00000     0.00000     0.00000
   -75.46909     0.00000     0.00000     0.00000
   -75.45709     0.00000     0.00000     0.00000
   -75.44609     0.00000     0.00000     0.00000
   -75.43509     0.00000     0.00000     0.00000
   -75.42409     0.00000     0.00000     0.00000
   -75.41309     0.00000     0.00000     0.00000
   -75.40209     0.00000     0.00000     0.00000
   -75.39109     0.00000     0.00000     0.00000
   -75.38009     0.00000     0.00000     0.00000
   -75.36809     0.00000     0.00000     0.00000
   -75.35709     0.00000     0.00000     0.00000
   -75.34609     0.00000     0.00000     0.00000
   -75.33509     0.00000     0.00000     0.00000
   -75.32409     0.00000     0.00000     0.00000
   -75.31309     0.00000     0.00000     0.00000
   -75.30209     0.00000     0.00000     0.00000
   -75.29109     0.00000     0.00000     0.00000
   -75.27909     0.00000     0.00000     0.00000
   -75.26809     0.00000     0.00000     0.00000
   -75.25709     0.00000     0.00000     0.00000
   -75.24609     0.00000     0.00000     0.00000
   -75.23509     0.00000     0.00000     0.00000
   -75.22409     0.00000     0.00000     0.00000
   -75.21309     0.00000     0.00000     0.00000
   -75.20209     0.00000     0.00000     0.00000
   -75.19009     0.00000     0.00000     0.00000
   -75.17909     0.00000     0.00000     0.00000
   -75.16809     0.00000     0.00000     0.00000
   -75.15709     0.00000     0.00000     0.00000
   -75.14609     0.00000     0.00000     0.00000
   -75.13509     0.00000     0.00000     0.00000
   -75.12409     0.00000     0.00000     0.00000
   -75.11309     0.00000     0.00000     0.00000
   -75.10209     0.00000     0.00000     0.00000
   -75.09009     0.00000     0.00000     0.00000
   -75.07909     0.00000     0.00000     0.00000
   -75.06809     0.00000     0.00000     0.00000
   -75.05709     0.00000     0.00000     0.00000
   -75.04609     0.00000     0.00000     0.00000
   -75.03509     0.00000     0.00000     0.00000
   -75.02409     0.00000     0.00000     0.00000
   -75.01309     0.00000     0.00000     0.00000
   -75.00109     0.00000     0.00000     0.00000
   -74.99009     0.00000     0.00000     0.00000
   -74.97909     0.00000     0.00000     0.00000
   -74.96809     0.00000     0.00000     0.00000
   -74.95709     0.00000     0.00000     0.00000
   -74.94609     0.00000     0.00000     0.00000
   -74.93509     0.00000     0.00000     0.00000
   -74.92409     0.00000     0.00000     0.00000
   -74.91209     0.00000     0.00000     0.00000
   -74.90109     0.00000     0.00000     0.00000
   -74.89009     0.00000     0.00000     0.00000
   -74.87909     0.00000     0.00000     0.00000
   -74.86809     0.00000     0.00000     0.00000
   -74.85709     0.00000     0.00000     0.00000
   -74.84609     0.00000     0.00000     0.00000
   -74.83509     0.00000     0.00000     0.00000
   -74.82309     0.00000     0.00000     0.00000
   -74.81209     0.00000     0.00000     0.00000
   -74.80109     0.00000     0.00000     0.00000
   -74.79009     0.00000     0.00000     0.00000
   -74.77909     0.00000     0.00000     0.00000
   -74.76809     0.00000     0.00000     0.00000
   -74.75709     0.00000     0.00000     0.00000
   -74.74609     0.00000     0.00000     0.00000
   -74.73509     0.00000     0.00000     0.00000
   -74.72309     0.00000     0.00000     0.00000
   -74.71209     0.00000     0.00000     0.00000
   -74.70109     0.00000     0.00000     0.00000
   -74.69009     0.00000     0.00000     0.00000
   -74.67909     0.00000     0.00000     0.00000
   -74.66809     0.00000     0.00000     0.00000
   -74.65709     0.00000     0.00000     0.00000
   -74.64609     0.00000     0.00000     0.00000
   -74.63409     0.00000     0.00000     0.00000
   -74.62309     0.00000     0.00000     0.00000
   -74.61209     0.00000     0.00000     0.00000
   -74.60109     0.00000     0.00000     0.00000
   -74.59009     0.00000     0.00000     0.00000
   -74.57909     0.00000     0.00000     0.00000
   -74.56809     0.00000     0.00000     0.00000
   -74.55709     0.00000     0.00000     0.00000
   -74.54509     0.00000     0.00000     0.00000
   -74.53409     0.00000     0.00000     0.00000
   -74.52309     0.00000     0.00000     0.00000
   -74.51209     0.00000     0.00000     0.00000
   -74.50109     0.00000     0.00000     0.00000
   -74.49009     0.00000     0.00000     0.00000
   -74.47909     0.00000     0.00000     0.00000
   -74.46809     0.00000     0.00000     0.00000
   -74.45609     0.00000     0.00000     0.00000
   -74.44509     0.00000     0.00000     0.00000
   -74.43409     0.00000     0.00000     0.00000
   -74.42309     0.00000     0.00000     0.00000
   -74.41209     0.00000     0.00000     0.00000
   -74.40109     0.00000     0.00000     0.00000
   -74.39009     0.00000     0.00000     0.00000
   -74.37909     0.00000     0.00000     0.00000
   -74.36809     0.00000     0.00000     0.00000
   -74.35609     0.00000     0.00000     0.00000
   -74.34509     0.00000     0.00000     0.00000
   -74.33409     0.00000     0.00000     0.00000
   -74.32309     0.00000     0.00000     0.00000
   -74.31209     0.00000     0.00000     0.00000
   -74.30109     0.00000     0.00000     0.00000
   -74.29009     0.00000     0.00000     0.00000
   -74.27909     0.00000     0.00000     0.00000
   -74.26709     0.00000     0.00000     0.00000
   -74.25609     0.00000     0.00000     0.00000
   -74.24509     0.00000     0.00000     0.00000
   -74.23409     0.00000     0.00000     0.00000
   -74.22309     0.00000     0.00000     0.00000
   -74.21209     0.00000     0.00000     0.00000
   -74.20109     0.00000     0.00000     0.00000
   -74.19009     0.00000     0.00000     0.00000
   -74.17809   358.71929     0.01371     0.00990
   -74.16709     0.00000     0.00000     0.00000
   -74.15609   179.39052     0.01177     0.00327
   -74.14509     0.00000     0.00000     0.00000
   -74.13409     0.00000     0.00000     0.00000
   -74.12309   179.30542     0.00471     0.00311
   -74.11209   179.26510     0.00698     0.00167
   -74.10109  1516.27038     0.04792     0.01650
   -74.08909   363.71121     0.01126     0.00382
   -74.07809   179.39827     0.00537     0.00103
   -74.06709   179.32769     0.00633     0.00344
   -74.05609     0.00000     0.00000     0.00000
   -74.04509   358.86166     0.01178     0.00464
   -74.03409   179.49248     0.00371     0.00274
   -74.02309     0.00000     0.00000     0.00000
   -74.01209   179.43009     0.00638     0.00188
   -74.00009   179.38772     0.00703     0.00062
   -73.98909   179.42097     0.00636     0.00069
   -73.97809   179.41801     0.00680     0.00090
   -73.96709     0.00000     0.00000     0.00000
   -73.95609   179.42196     0.00784     0.00065
   -73.94509     0.00000     0.00000     0.00000
   -73.93409     0.00000     0.00000     0.00000
   -73.92309   179.44382     0.00136     0.00102
   -73.91209   179.47925     0.00374     0.00109
   -73.90009     0.00000     0.00000     0.00000
   -73.88909     0.00000     0.00000     0.00000
   -73.87809     0.00000     0.00000     0.00000
   -73.86709     0.00000     0.00000     0.00000
   -73.85609     0.00000     0.00000     0.00000
   -73.84509     0.00000     0.00000     0.00000
   -73.83409     0.00000     0.00000     0.00000
   -73.82309     0.00000     0.00000     0.00000
   -73.81109     0.00000     0.00000     0.00000
   -73.80009     0.00000     0.00000     0.00000
   -73.78909     0.00000     0.00000     0.00000
   -73.77809     0.00000     0.00000     0.00000
   -73.76709     0.00000     0.00000     0.00000
   -73.75609     0.00000     0.00000     0.00000
   -73.74509     0.00000     0.00000     0.00000
   -73.73409     0.00000     0.00000     0.00000
   -73.72209     0.00000     0.00000     0.00000
   -73.71109     0.00000     0.00000     0.00000
   -73.70009     0.00000     0.00000     0.00000
   -73.68909     0.00000     0.00000     0.00000
   -73.67809     0.00000     0.00000     0.00000
   -73.66709     0.00000     0.00000     0.00000
   -73.65609     0.00000     0.00000     0.00000
   -73.64509     0.00000     0.00000     0.00000
   -73.63309     0.00000     0.00000     0.00000
   -73.62209     0.00000     0.00000     0.00000
   -73.61109     0.00000     0.00000     0.00000
   -73.60009     0.00000     0.00000     0.00000
   -73.58909     0.00000     0.00000     0.00000
   -73.57809     0.00000     0.00000     0.00000
   -73.56709     0.00000     0.00000     0.00000
   -73.55609     0.00000     0.00000     0.00000
   -73.54509     0.00000     0.00000     0.00000
   -73.53309     0.00000     0.00000     0.00000
   -73.52209     0.00000     0.00000     0.00000
   -73.51109     0.00000     0.00000     0.00000
   -73.50009     0.00000     0.00000     0.00000
   -73.48909     0.00000     0.00000     0.00000
   -73.47809     0.00000     0.00000     0.00000
   -73.46709     0.00000     0.00000     0.00000
   -73.45609     0.00000     0.00000     0.00000
   -73.44409     0.00000     0.00000     0.00000
   -73.43309     0.00000     0.00000     0.00000
   -73.42209     0.00000     0.00000     0.00000
   -73.41109     0.00000     0.00000     0.00000
   -73.40009     0.00000     0.00000     0.00000
   -73.38909     0.00000     0.00000     0.00000
   -73.37809     0.00000     0.00000     0.00000
   -73.36709     0.00000     0.00000     0.00000
   -73.35509     0.00000     0.00000     0.00000
   -73.34409     0.00000     0.00000     0.00000
   -73.33309     0.00000     0.00000     0.00000
   -73.32209     0.00000     0.00000     0.00000
   -73.31109     0.00000     0.00000     0.00000
   -73.30009     0.00000     0.00000     0.00000
   -73.28909     0.00000     0.00000     0.00000
   -73.27809     0.00000     0.00000     0.00000
   -73.26609     0.00000     0.00000     0.00000
   -73.25509     0.00000     0.00000     0.00000
   -73.24409     0.00000     0.00000     0.00000
   -73.23309     0.00000     0.00000     0.00000
   -73.22209     0.00000     0.00000     0.00000
   -73.21109     0.00000     0.00000     0.00000
   -73.20009     0.00000     0.00000     0.00000
   -73.18909     0.00000     0.00000     0.00000
   -73.17709     0.00000     0.00000     0.00000
   -73.16609     0.00000     0.00000     0.00000
   -73.15509     0.00000     0.00000     0.00000
   -73.14409     0.00000     0.00000     0.00000
   -73.13309     0.00000     0.00000     0.00000
   -73.12209     0.00000     0.00000     0.00000
   -73.11109     0.00000     0.00000     0.00000
   -73.10009     0.00000     0.00000     0.00000
   -73.08909     0.00000     0.00000     0.00000
   -73.07709     0.00000     0.00000     0.00000
   -73.06609     0.00000     0.00000     0.00000
   -73.05509     0.00000     0.00000     0.00000
   -73.04409     0.00000     0.00000     0.00000
   -73.03309     0.00000     0.00000     0.00000
   -73.02209     0.00000     0.00000     0.00000
   -73.01109     0.00000     0.00000     0.00000
   -73.00009     0.00000     0.00000     0.00000
   -72.98809     0.00000     0.00000     0.00000
   -72.97709     0.00000     0.00000     0.00000
   -72.96609     0.00000     0.00000     0.00000
   -72.95509     0.00000     0.00000     0.00000
   -72.94409     0.00000     0.00000     0.00000
   -72.93309     0.00000     0.00000     0.00000
   -72.92209     0.00000     0.00000     0.00000
   -72.91109     0.00000     0.00000     0.00000
   -72.89909     0.00000     0.00000     0.00000
   -72.88809     0.00000     0.00000     0.00000
   -72.87709     0.00000     0.00000     0.00000
   -72.86609     0.00000     0.00000     0.00000
   -72.85509     0.00000     0.00000     0.00000
   -72.84409     0.00000     0.00000     0.00000
   -72.83309     0.00000     0.00000     0.00000
   -72.82209     0.00000     0.00000     0.00000
   -72.81009     0.00000     0.00000     0.00000
   -72.79909     0.00000     0.00000     0.00000
   -72.78809     0.00000     0.00000     0.00000
   -72.77709     0.00000     0.00000     0.00000
   -72.76609     0.00000     0.00000     0.00000
   -72.75509     0.00000     0.00000     0.00000
   -72.74409     0.00000     0.00000     0.00000
   -72.73309     0.00000     0.00000     0.00000
   -72.72209     0.00000     0.00000     0.00000
   -72.71009     0.00000     0.00000     0.00000
   -72.69909     0.00000     0.00000     0.00000
   -72.68809     0.00000     0.00000     0.00000
   -72.67709     0.00000     0.00000     0.00000
   -72.66609     0.00000     0.00000     0.00000
   -72.65509     0.00000     0.00000     0.00000
   -72.64409     0.00000     0.00000     0.00000
   -72.63309     0.00000     0.00000     0.00000
   -72.62109     0.00000     0.00000     0.00000
   -72.61009     0.00000     0.00000     0.00000
   -72.59909     0.00000     0.00000     0.00000
   -72.58809     0.00000     0.00000     0.00000
   -72.57709     0.00000     0.00000     0.00000
   -72.56609     0.00000     0.00000     0.00000
   -72.55509     0.00000     0.00000     0.00000
   -72.54409     0.00000     0.00000     0.00000
   -72.53209     0.00000     0.00000     0.00000
   -72.52109     0.00000     0.00000     0.00000
   -72.51009     0.00000     0.00000     0.00000
   -72.49909     0.00000     0.00000     0.00000
   -72.48809     0.00000     0.00000     0.00000
