     #Energy       W_all      Mo_all      Ti_all      Ru_all
   -76.93850     0.00000     0.00000     0.00000     0.00000
   -76.92750     0.00000     0.00000     0.00000     0.00000
   -76.91650     0.00000     0.00000     0.00000     0.00000
   -76.90550     0.00000     0.00000     0.00000     0.00000
   -76.89450     0.00000     0.00000     0.00000     0.00000
   -76.88250     0.00000     0.00000     0.00000     0.00000
   -76.87150     0.00000     0.00000     0.00000     0.00000
   -76.86050     0.00000     0.00000     0.00000     0.00000
   -76.84950     0.00000     0.00000     0.00000     0.00000
   -76.83850     0.00000     0.00000     0.00000     0.00000
   -76.82750     0.00000     0.00000     0.00000     0.00000
   -76.81650     0.00000     0.00000     0.00000     0.00000
   -76.80550     0.00000     0.00000     0.00000     0.00000
   -76.79350     0.00000     0.00000     0.00000     0.00000
   -76.78250     0.00000     0.00000     0.00000     0.00000
   -76.77150     0.00000     0.00000     0.00000     0.00000
   -76.76050     0.00000     0.00000     0.00000     0.00000
   -76.74950     0.00000     0.00000     0.00000     0.00000
   -76.73850     0.00000     0.00000     0.00000     0.00000
   -76.72750     0.00000     0.00000     0.00000     0.00000
   -76.71650     0.00000     0.00000     0.00000     0.00000
   -76.70450     0.00000     0.00000     0.00000     0.00000
   -76.69350     0.00000     0.00000     0.00000     0.00000
   -76.68250     0.00000     0.00000     0.00000     0.00000
   -76.67150     0.00000     0.00000     0.00000     0.00000
   -76.66050     0.00000     0.00000     0.00000     0.00000
   -76.64950     0.00000     0.00000     0.00000     0.00000
   -76.63850     0.00000     0.00000     0.00000     0.00000
   -76.62750     0.00000     0.00000     0.00000     0.00000
   -76.61650     0.00000     0.00000     0.00000     0.00000
   -76.60450     0.00000     0.00000     0.00000     0.00000
   -76.59350     0.00000     0.00000     0.00000     0.00000
   -76.58250     0.00000     0.00000     0.00000     0.00000
   -76.57150     0.00000     0.00000     0.00000     0.00000
   -76.56050     0.00000     0.00000     0.00000     0.00000
   -76.54950     0.00000     0.00000     0.00000     0.00000
   -76.53850     0.00000     0.00000     0.00000     0.00000
