     #Energy       W_all      Mo_all      Pd_all
   -78.05704     0.00000     0.00000     0.00000
   -78.04604     0.00000     0.00000     0.00000
   -78.03604     0.00000     0.00000     0.00000
   -78.02504     0.00000     0.00000     0.00000
   -78.01404     0.00000     0.00000     0.00000
   -78.00304     0.00000     0.00000     0.00000
   -77.99304     0.00000     0.00000     0.00000
   -77.98204     0.00000     0.00000     0.00000
   -77.97104     0.00000     0.00000     0.00000
   -77.96004     0.00000     0.00000     0.00000
   -77.95004     0.00000     0.00000     0.00000
   -77.93904     0.00000     0.00000     0.00000
   -77.92804     0.00000     0.00000     0.00000
   -77.91804     0.00000     0.00000     0.00000
   -77.90704     0.00000     0.00000     0.00000
   -77.89604     0.00000     0.00000     0.00000
   -77.88504     0.00000     0.00000     0.00000
   -77.87504     0.00000     0.00000     0.00000
   -77.86404     0.00000     0.00000     0.00000
   -77.85304     0.00000     0.00000     0.00000
   -77.84204     0.00000     0.00000     0.00000
   -77.83204     0.00000     0.00000     0.00000
   -77.82104     0.00000     0.00000     0.00000
   -77.81004     0.00000     0.00000     0.00000
   -77.80004     0.00000     0.00000     0.00000
   -77.78904     0.00000     0.00000     0.00000
   -77.77804     0.00000     0.00000     0.00000
   -77.76704     0.00000     0.00000     0.00000
   -77.75704     0.00000     0.00000     0.00000
   -77.74604     0.00000     0.00000     0.00000
   -77.73504     0.00000     0.00000     0.00000
   -77.72404     0.00000     0.00000     0.00000
   -77.71404     0.00000     0.00000     0.00000
   -77.70304     0.00000     0.00000     0.00000
   -77.69204     0.00000     0.00000     0.00000
   -77.68104     0.00000     0.00000     0.00000
   -77.67104     0.00000     0.00000     0.00000
   -77.66004     0.00000     0.00000     0.00000
   -77.64904     0.00000     0.00000     0.00000
   -77.63904     0.00000     0.00000     0.00000
   -77.62804     0.00000     0.00000     0.00000
   -77.61704     0.00000     0.00000     0.00000
   -77.60604     0.00000     0.00000     0.00000
   -77.59604     0.00000     0.00000     0.00000
   -77.58504     0.00000     0.00000     0.00000
   -77.57404     0.00000     0.00000     0.00000
   -77.56304     0.00000     0.00000     0.00000
   -77.55304     0.00000     0.00000     0.00000
   -77.54204     0.00000     0.00000     0.00000
   -77.53104     0.00000     0.00000     0.00000
   -77.52104     0.00000     0.00000     0.00000
   -77.51004     0.00000     0.00000     0.00000
   -77.49904     0.00000     0.00000     0.00000
   -77.48804     0.00000     0.00000     0.00000
