     #Energy       W_all      Mo_all      Ti_all
   -73.89162     0.00000     0.00000     0.00000
   -73.88062     0.00000     0.00000     0.00000
   -73.87062     0.00000     0.00000     0.00000
   -73.85962     0.00000     0.00000     0.00000
   -73.84862     0.00000     0.00000     0.00000
   -73.83862     0.00000     0.00000     0.00000
   -73.82762     0.00000     0.00000     0.00000
   -73.81762     0.00000     0.00000     0.00000
   -73.80662     0.00000     0.00000     0.00000
   -73.79662     0.00000     0.00000     0.00000
   -73.78562     0.00000     0.00000     0.00000
   -73.77462     0.00000     0.00000     0.00000
   -73.76462     0.00000     0.00000     0.00000
   -73.75362     0.00000     0.00000     0.00000
   -73.74362     0.00000     0.00000     0.00000
   -73.73262   377.23107     0.01214     0.00035
   -73.72162     0.00000     0.00000     0.00000
   -73.71162     0.00000     0.00000     0.00000
   -73.70062     0.00000     0.00000     0.00000
   -73.69062   188.63386     0.00569     0.00056
   -73.67962   188.67905     0.00678     0.00059
   -73.66962   188.65899     0.00423     0.00060
   -73.65862   566.10962     0.02502     0.00239
   -73.64762   188.72526     0.00607     0.00046
   -73.63762     0.00000     0.00000     0.00000
   -73.62662   188.76571     0.00644     0.00103
   -73.61662     0.00000     0.00000     0.00000
   -73.60562   377.47686     0.01095     0.00172
   -73.59562     0.00000     0.00000     0.00000
   -73.58462     0.00000     0.00000     0.00000
   -73.57362     0.00000     0.00000     0.00000
   -73.56362   188.67697     0.00334     0.00101
   -73.55262   377.57060     0.00566     0.00210
   -73.54262     0.00000     0.00000     0.00000
   -73.53162     0.00000     0.00000     0.00000
   -73.52162   188.76550     0.00313     0.00100
   -73.51062     0.00000     0.00000     0.00000
   -73.49962     0.00000     0.00000     0.00000
   -73.48962     0.00000     0.00000     0.00000
   -73.47862     0.00000     0.00000     0.00000
   -73.46862   377.43315     0.01255     0.00306
   -73.45762     0.00000     0.00000     0.00000
   -73.44762   188.73667     0.00414     0.00155
   -73.43662   188.72462     0.00238     0.00129
   -73.42562     0.00000     0.00000     0.00000
   -73.41562     0.00000     0.00000     0.00000
   -73.40462     0.00000     0.00000     0.00000
   -73.39462     0.00000     0.00000     0.00000
   -73.38362     0.00000     0.00000     0.00000
   -73.37362     0.00000     0.00000     0.00000
   -73.36262   188.73958     0.00212     0.00261
   -73.35162     0.00000     0.00000     0.00000
   -73.34162     0.00000     0.00000     0.00000
   -73.33062     0.00000     0.00000     0.00000
   -73.32062     0.00000     0.00000     0.00000
   -73.30962     0.00000     0.00000     0.00000
   -73.29962     0.00000     0.00000     0.00000
   -73.28862     0.00000     0.00000     0.00000
   -73.27762     0.00000     0.00000     0.00000
   -73.26762     0.00000     0.00000     0.00000
   -73.25662     0.00000     0.00000     0.00000
   -73.24662     0.00000     0.00000     0.00000
   -73.23562     0.00000     0.00000     0.00000
   -73.22562     0.00000     0.00000     0.00000
   -73.21462     0.00000     0.00000     0.00000
   -73.20362     0.00000     0.00000     0.00000
   -73.19362     0.00000     0.00000     0.00000
   -73.18262     0.00000     0.00000     0.00000
   -73.17262     0.00000     0.00000     0.00000
   -73.16162     0.00000     0.00000     0.00000
   -73.15162     0.00000     0.00000     0.00000
   -73.14062     0.00000     0.00000     0.00000
   -73.12962     0.00000     0.00000     0.00000
   -73.11962     0.00000     0.00000     0.00000
   -73.10862     0.00000     0.00000     0.00000
   -73.09862     0.00000     0.00000     0.00000
   -73.08762     0.00000     0.00000     0.00000
   -73.07762     0.00000     0.00000     0.00000
   -73.06662     0.00000     0.00000     0.00000
   -73.05562     0.00000     0.00000     0.00000
   -73.04562     0.00000     0.00000     0.00000
   -73.03462     0.00000     0.00000     0.00000
   -73.02462     0.00000     0.00000     0.00000
   -73.01362     0.00000     0.00000     0.00000
   -73.00262     0.00000     0.00000     0.00000
   -72.99262     0.00000     0.00000     0.00000
   -72.98162     0.00000     0.00000     0.00000
   -72.97162     0.00000     0.00000     0.00000
   -72.96062     0.00000     0.00000     0.00000
   -72.95062     0.00000     0.00000     0.00000
   -72.93962     0.00000     0.00000     0.00000
   -72.92862     0.00000     0.00000     0.00000
   -72.91862     0.00000     0.00000     0.00000
   -72.90762     0.00000     0.00000     0.00000
   -72.89762     0.00000     0.00000     0.00000
   -72.88662     0.00000     0.00000     0.00000
   -72.87662     0.00000     0.00000     0.00000
   -72.86562     0.00000     0.00000     0.00000
   -72.85462     0.00000     0.00000     0.00000
   -72.84462     0.00000     0.00000     0.00000
   -72.83362     0.00000     0.00000     0.00000
