     #Energy       W_all      Mo_all      Rh_all      Hf_all
   -75.82373     0.00000     0.00000     0.00000     0.00000
   -75.81273     0.00000     0.00000     0.00000     0.00000
   -75.80273     0.00000     0.00000     0.00000     0.00000
   -75.79173     0.00000     0.00000     0.00000     0.00000
   -75.78073     0.00000     0.00000     0.00000     0.00000
   -75.76973     0.00000     0.00000     0.00000     0.00000
   -75.75873     0.00000     0.00000     0.00000     0.00000
   -75.74773     0.00000     0.00000     0.00000     0.00000
   -75.73773     0.00000     0.00000     0.00000     0.00000
   -75.72673     0.00000     0.00000     0.00000     0.00000
   -75.71573     0.00000     0.00000     0.00000     0.00000
   -75.70473     0.00000     0.00000     0.00000     0.00000
   -75.69373     0.00000     0.00000     0.00000     0.00000
   -75.68273     0.00000     0.00000     0.00000     0.00000
   -75.67273     0.00000     0.00000     0.00000     0.00000
   -75.66173     0.00000     0.00000     0.00000     0.00000
   -75.65073     0.00000     0.00000     0.00000     0.00000
   -75.63973     0.00000     0.00000     0.00000     0.00000
   -75.62873     0.00000     0.00000     0.00000     0.00000
   -75.61873     0.00000     0.00000     0.00000     0.00000
   -75.60773     0.00000     0.00000     0.00000     0.00000
   -75.59673     0.00000     0.00000     0.00000     0.00000
   -75.58573     0.00000     0.00000     0.00000     0.00000
   -75.57473     0.00000     0.00000     0.00000     0.00000
   -75.56373     0.00000     0.00000     0.00000     0.00000
   -75.55373     0.00000     0.00000     0.00000     0.00000
   -75.54273     0.00000     0.00000     0.00000     0.00000
   -75.53173     0.00000     0.00000     0.00000     0.00000
   -75.52073     0.00000     0.00000     0.00000     0.00000
   -75.50973     0.00000     0.00000     0.00000     0.00000
   -75.49873     0.00000     0.00000     0.00000     0.00000
   -75.48873     0.00000     0.00000     0.00000     0.00000
   -75.47773     0.00000     0.00000     0.00000     0.00000
   -75.46673     0.00000     0.00000     0.00000     0.00000
   -75.45573     0.00000     0.00000     0.00000     0.00000
   -75.44473     0.00000     0.00000     0.00000     0.00000
   -75.43373     0.00000     0.00000     0.00000     0.00000
   -75.42373     0.00000     0.00000     0.00000     0.00000
   -75.41273     0.00000     0.00000     0.00000     0.00000
   -75.40173     0.00000     0.00000     0.00000     0.00000
   -75.39073     0.00000     0.00000     0.00000     0.00000
   -75.37973     0.00000     0.00000     0.00000     0.00000
   -75.36973     0.00000     0.00000     0.00000     0.00000
   -75.35873     0.00000     0.00000     0.00000     0.00000
   -75.34773     0.00000     0.00000     0.00000     0.00000
   -75.33673     0.00000     0.00000     0.00000     0.00000
   -75.32573     0.00000     0.00000     0.00000     0.00000
   -75.31473     0.00000     0.00000     0.00000     0.00000
   -75.30473     0.00000     0.00000     0.00000     0.00000
   -75.29373     0.00000     0.00000     0.00000     0.00000
   -75.28273     0.00000     0.00000     0.00000     0.00000
   -75.27173     0.00000     0.00000     0.00000     0.00000
   -75.26073     0.00000     0.00000     0.00000     0.00000
   -75.24973     0.00000     0.00000     0.00000     0.00000
   -75.23973     0.00000     0.00000     0.00000     0.00000
   -75.22873     0.00000     0.00000     0.00000     0.00000
   -75.21773     0.00000     0.00000     0.00000     0.00000
   -75.20673     0.00000     0.00000     0.00000     0.00000
   -75.19573     0.00000     0.00000     0.00000     0.00000
   -75.18573     0.00000     0.00000     0.00000     0.00000
   -75.17473     0.00000     0.00000     0.00000     0.00000
   -75.16373     0.00000     0.00000     0.00000     0.00000
   -75.15273     0.00000     0.00000     0.00000     0.00000
   -75.14173     0.00000     0.00000     0.00000     0.00000
