     #Energy       W_all      Mo_all      Ru_all      Zr_all
   -77.61378     0.00000     0.00000     0.00000     0.00000
   -77.60278     0.00000     0.00000     0.00000     0.00000
   -77.59178     0.00000     0.00000     0.00000     0.00000
   -77.58078     0.00000     0.00000     0.00000     0.00000
   -77.57078     0.00000     0.00000     0.00000     0.00000
   -77.55978     0.00000     0.00000     0.00000     0.00000
   -77.54878     0.00000     0.00000     0.00000     0.00000
   -77.53778     0.00000     0.00000     0.00000     0.00000
   -77.52778     0.00000     0.00000     0.00000     0.00000
   -77.51678     0.00000     0.00000     0.00000     0.00000
   -77.50578     0.00000     0.00000     0.00000     0.00000
   -77.49478     0.00000     0.00000     0.00000     0.00000
   -77.48478     0.00000     0.00000     0.00000     0.00000
   -77.47378     0.00000     0.00000     0.00000     0.00000
   -77.46278     0.00000     0.00000     0.00000     0.00000
   -77.45178     0.00000     0.00000     0.00000     0.00000
   -77.44178     0.00000     0.00000     0.00000     0.00000
   -77.43078     0.00000     0.00000     0.00000     0.00000
   -77.41978     0.00000     0.00000     0.00000     0.00000
   -77.40878     0.00000     0.00000     0.00000     0.00000
   -77.39878     0.00000     0.00000     0.00000     0.00000
   -77.38778     0.00000     0.00000     0.00000     0.00000
   -77.37678     0.00000     0.00000     0.00000     0.00000
   -77.36578     0.00000     0.00000     0.00000     0.00000
   -77.35578     0.00000     0.00000     0.00000     0.00000
   -77.34478     0.00000     0.00000     0.00000     0.00000
   -77.33378     0.00000     0.00000     0.00000     0.00000
   -77.32278     0.00000     0.00000     0.00000     0.00000
   -77.31278     0.00000     0.00000     0.00000     0.00000
   -77.30178     0.00000     0.00000     0.00000     0.00000
   -77.29078     0.00000     0.00000     0.00000     0.00000
   -77.27978     0.00000     0.00000     0.00000     0.00000
   -77.26978     0.00000     0.00000     0.00000     0.00000
   -77.25878     0.00000     0.00000     0.00000     0.00000
   -77.24778     0.00000     0.00000     0.00000     0.00000
   -77.23678     0.00000     0.00000     0.00000     0.00000
   -77.22678     0.00000     0.00000     0.00000     0.00000
   -77.21578     0.00000     0.00000     0.00000     0.00000
   -77.20478     0.00000     0.00000     0.00000     0.00000
   -77.19378     0.00000     0.00000     0.00000     0.00000
   -77.18278     0.00000     0.00000     0.00000     0.00000
   -77.17278     0.00000     0.00000     0.00000     0.00000
