     #Energy       W_all      Mo_all      Ru_all      Ti_all
   -78.22116     0.00000     0.00000     0.00000     0.00000
   -78.21016     0.00000     0.00000     0.00000     0.00000
   -78.20016     0.00000     0.00000     0.00000     0.00000
   -78.18916     0.00000     0.00000     0.00000     0.00000
   -78.17916     0.00000     0.00000     0.00000     0.00000
   -78.16816     0.00000     0.00000     0.00000     0.00000
   -78.15816     0.00000     0.00000     0.00000     0.00000
   -78.14716     0.00000     0.00000     0.00000     0.00000
   -78.13616     0.00000     0.00000     0.00000     0.00000
   -78.12616     0.00000     0.00000     0.00000     0.00000
   -78.11516     0.00000     0.00000     0.00000     0.00000
   -78.10516     0.00000     0.00000     0.00000     0.00000
   -78.09416     0.00000     0.00000     0.00000     0.00000
   -78.08316     0.00000     0.00000     0.00000     0.00000
   -78.07316     0.00000     0.00000     0.00000     0.00000
   -78.06216     0.00000     0.00000     0.00000     0.00000
   -78.05216     0.00000     0.00000     0.00000     0.00000
   -78.04116     0.00000     0.00000     0.00000     0.00000
   -78.03116     0.00000     0.00000     0.00000     0.00000
   -78.02016     0.00000     0.00000     0.00000     0.00000
   -78.00916     0.00000     0.00000     0.00000     0.00000
   -77.99916     0.00000     0.00000     0.00000     0.00000
   -77.98816     0.00000     0.00000     0.00000     0.00000
   -77.97816     0.00000     0.00000     0.00000     0.00000
   -77.96716     0.00000     0.00000     0.00000     0.00000
   -77.95616     0.00000     0.00000     0.00000     0.00000
   -77.94616     0.00000     0.00000     0.00000     0.00000
   -77.93516     0.00000     0.00000     0.00000     0.00000
   -77.92516     0.00000     0.00000     0.00000     0.00000
   -77.91416     0.00000     0.00000     0.00000     0.00000
   -77.90316     0.00000     0.00000     0.00000     0.00000
   -77.89316     0.00000     0.00000     0.00000     0.00000
   -77.88216     0.00000     0.00000     0.00000     0.00000
   -77.87216     0.00000     0.00000     0.00000     0.00000
   -77.86116     0.00000     0.00000     0.00000     0.00000
   -77.85116     0.00000     0.00000     0.00000     0.00000
   -77.84016     0.00000     0.00000     0.00000     0.00000
   -77.82916     0.00000     0.00000     0.00000     0.00000
   -77.81916     0.00000     0.00000     0.00000     0.00000
   -77.80816     0.00000     0.00000     0.00000     0.00000
   -77.79816     0.00000     0.00000     0.00000     0.00000
   -77.78716     0.00000     0.00000     0.00000     0.00000
   -77.77616     0.00000     0.00000     0.00000     0.00000
   -77.76616     0.00000     0.00000     0.00000     0.00000
   -77.75516     0.00000     0.00000     0.00000     0.00000
   -77.74516     0.00000     0.00000     0.00000     0.00000
   -77.73416     0.00000     0.00000     0.00000     0.00000
   -77.72416     0.00000     0.00000     0.00000     0.00000
   -77.71316     0.00000     0.00000     0.00000     0.00000
   -77.70216     0.00000     0.00000     0.00000     0.00000
   -77.69216     0.00000     0.00000     0.00000     0.00000
   -77.68116     0.00000     0.00000     0.00000     0.00000
   -77.67116     0.00000     0.00000     0.00000     0.00000
   -77.66016     0.00000     0.00000     0.00000     0.00000
   -77.64916     0.00000     0.00000     0.00000     0.00000
   -77.63916     0.00000     0.00000     0.00000     0.00000
   -77.62816     0.00000     0.00000     0.00000     0.00000
   -77.61816     0.00000     0.00000     0.00000     0.00000
   -77.60716     0.00000     0.00000     0.00000     0.00000
   -77.59716     0.00000     0.00000     0.00000     0.00000
   -77.58616     0.00000     0.00000     0.00000     0.00000
   -77.57516     0.00000     0.00000     0.00000     0.00000
   -77.56516     0.00000     0.00000     0.00000     0.00000
   -77.55416     0.00000     0.00000     0.00000     0.00000
   -77.54416     0.00000     0.00000     0.00000     0.00000
   -77.53316     0.00000     0.00000     0.00000     0.00000
   -77.52216     0.00000     0.00000     0.00000     0.00000
   -77.51216     0.00000     0.00000     0.00000     0.00000
   -77.50116     0.00000     0.00000     0.00000     0.00000
   -77.49116     0.00000     0.00000     0.00000     0.00000
   -77.48016     0.00000     0.00000     0.00000     0.00000
   -77.46916     0.00000     0.00000     0.00000     0.00000
   -77.45916     0.00000     0.00000     0.00000     0.00000
   -77.44816     0.00000     0.00000     0.00000     0.00000
   -77.43816     0.00000     0.00000     0.00000     0.00000
   -77.42716     0.00000     0.00000     0.00000     0.00000
   -77.41716     0.00000     0.00000     0.00000     0.00000
   -77.40616     0.00000     0.00000     0.00000     0.00000
   -77.39516     0.00000     0.00000     0.00000     0.00000
   -77.38516     0.00000     0.00000     0.00000     0.00000
   -77.37416     0.00000     0.00000     0.00000     0.00000
   -77.36416     0.00000     0.00000     0.00000     0.00000
   -77.35316     0.00000     0.00000     0.00000     0.00000
   -77.34216     0.00000     0.00000     0.00000     0.00000
   -77.33216     0.00000     0.00000     0.00000     0.00000
   -77.32116     0.00000     0.00000     0.00000     0.00000
   -77.31116     0.00000     0.00000     0.00000     0.00000
   -77.30016     0.00000     0.00000     0.00000     0.00000
   -77.29016     0.00000     0.00000     0.00000     0.00000
   -77.27916     0.00000     0.00000     0.00000     0.00000
   -77.26816     0.00000     0.00000     0.00000     0.00000
   -77.25816     0.00000     0.00000     0.00000     0.00000
   -77.24716     0.00000     0.00000     0.00000     0.00000
   -77.23716     0.00000     0.00000     0.00000     0.00000
   -77.22616     0.00000     0.00000     0.00000     0.00000
   -77.21516     0.00000     0.00000     0.00000     0.00000
   -77.20516     0.00000     0.00000     0.00000     0.00000
   -77.19416     0.00000     0.00000     0.00000     0.00000
   -77.18416     0.00000     0.00000     0.00000     0.00000
   -77.17316     0.00000     0.00000     0.00000     0.00000
   -77.16316     0.00000     0.00000     0.00000     0.00000
   -77.15216     0.00000     0.00000     0.00000     0.00000
