     #Energy       W_all      Mo_all      Ir_all
   -76.90924     0.00000     0.00000     0.00000
   -76.89924     0.00000     0.00000     0.00000
   -76.88824     0.00000     0.00000     0.00000
   -76.87724     0.00000     0.00000     0.00000
   -76.86724     0.00000     0.00000     0.00000
   -76.85624     0.00000     0.00000     0.00000
   -76.84624     0.00000     0.00000     0.00000
   -76.83524     0.00000     0.00000     0.00000
   -76.82424     0.00000     0.00000     0.00000
   -76.81424     0.00000     0.00000     0.00000
   -76.80324     0.00000     0.00000     0.00000
   -76.79324     0.00000     0.00000     0.00000
   -76.78224     0.00000     0.00000     0.00000
   -76.77224     0.00000     0.00000     0.00000
   -76.76124     0.00000     0.00000     0.00000
   -76.75024     0.00000     0.00000     0.00000
   -76.74024     0.00000     0.00000     0.00000
   -76.72924     0.00000     0.00000     0.00000
   -76.71924     0.00000     0.00000     0.00000
   -76.70824     0.00000     0.00000     0.00000
   -76.69724     0.00000     0.00000     0.00000
   -76.68724     0.00000     0.00000     0.00000
   -76.67624     0.00000     0.00000     0.00000
   -76.66624     0.00000     0.00000     0.00000
   -76.65524     0.00000     0.00000     0.00000
   -76.64524     0.00000     0.00000     0.00000
   -76.63424     0.00000     0.00000     0.00000
   -76.62324     0.00000     0.00000     0.00000
   -76.61324     0.00000     0.00000     0.00000
   -76.60224     0.00000     0.00000     0.00000
   -76.59224     0.00000     0.00000     0.00000
   -76.58124     0.00000     0.00000     0.00000
   -76.57024     0.00000     0.00000     0.00000
   -76.56024     0.00000     0.00000     0.00000
   -76.54924     0.00000     0.00000     0.00000
   -76.53924     0.00000     0.00000     0.00000
   -76.52824     0.00000     0.00000     0.00000
   -76.51724     0.00000     0.00000     0.00000
   -76.50724     0.00000     0.00000     0.00000
   -76.49624     0.00000     0.00000     0.00000
   -76.48624     0.00000     0.00000     0.00000
   -76.47524     0.00000     0.00000     0.00000
   -76.46524     0.00000     0.00000     0.00000
   -76.45424     0.00000     0.00000     0.00000
   -76.44324     0.00000     0.00000     0.00000
   -76.43324     0.00000     0.00000     0.00000
   -76.42224     0.00000     0.00000     0.00000
   -76.41224     0.00000     0.00000     0.00000
   -76.40124     0.00000     0.00000     0.00000
   -76.39024     0.00000     0.00000     0.00000
   -76.38024     0.00000     0.00000     0.00000
   -76.36924     0.00000     0.00000     0.00000
   -76.35924     0.00000     0.00000     0.00000
   -76.34824     0.00000     0.00000     0.00000
   -76.33824     0.00000     0.00000     0.00000
   -76.32724     0.00000     0.00000     0.00000
   -76.31624     0.00000     0.00000     0.00000
   -76.30624     0.00000     0.00000     0.00000
   -76.29524     0.00000     0.00000     0.00000
   -76.28524     0.00000     0.00000     0.00000
   -76.27424     0.00000     0.00000     0.00000
   -76.26324     0.00000     0.00000     0.00000
   -76.25324     0.00000     0.00000     0.00000
   -76.24224     0.00000     0.00000     0.00000
   -76.23224     0.00000     0.00000     0.00000
   -76.22124     0.00000     0.00000     0.00000
   -76.21124     0.00000     0.00000     0.00000
   -76.20024     0.00000     0.00000     0.00000
   -76.18924     0.00000     0.00000     0.00000
   -76.17924     0.00000     0.00000     0.00000
   -76.16824     0.00000     0.00000     0.00000
   -76.15824     0.00000     0.00000     0.00000
   -76.14724     0.00000     0.00000     0.00000
   -76.13624     0.00000     0.00000     0.00000
   -76.12624     0.00000     0.00000     0.00000
   -76.11524     0.00000     0.00000     0.00000
   -76.10524     0.00000     0.00000     0.00000
   -76.09424     0.00000     0.00000     0.00000
   -76.08424     0.00000     0.00000     0.00000
   -76.07324     0.00000     0.00000     0.00000
   -76.06224     0.00000     0.00000     0.00000
   -76.05224     0.00000     0.00000     0.00000
   -76.04124     0.00000     0.00000     0.00000
   -76.03124     0.00000     0.00000     0.00000
   -76.02024     0.00000     0.00000     0.00000
   -76.00924     0.00000     0.00000     0.00000
   -75.99924     0.00000     0.00000     0.00000
   -75.98824     0.00000     0.00000     0.00000
   -75.97824     0.00000     0.00000     0.00000
   -75.96724     0.00000     0.00000     0.00000
   -75.95724     0.00000     0.00000     0.00000
   -75.94624     0.00000     0.00000     0.00000
   -75.93524     0.00000     0.00000     0.00000
   -75.92524     0.00000     0.00000     0.00000
   -75.91424     0.00000     0.00000     0.00000
   -75.90424     0.00000     0.00000     0.00000
   -75.89324     0.00000     0.00000     0.00000
   -75.88224     0.00000     0.00000     0.00000
   -75.87224     0.00000     0.00000     0.00000
   -75.86124     0.00000     0.00000     0.00000
   -75.85124     0.00000     0.00000     0.00000
   -75.84024     0.00000     0.00000     0.00000
   -75.82924     0.00000     0.00000     0.00000
   -75.81924     0.00000     0.00000     0.00000
   -75.80824     0.00000     0.00000     0.00000
   -75.79824     0.00000     0.00000     0.00000
   -75.78724     0.00000     0.00000     0.00000
   -75.77724     0.00000     0.00000     0.00000
   -75.76624     0.00000     0.00000     0.00000
   -75.75524     0.00000     0.00000     0.00000
   -75.74524     0.00000     0.00000     0.00000
   -75.73424     0.00000     0.00000     0.00000
   -75.72424     0.00000     0.00000     0.00000
   -75.71324     0.00000     0.00000     0.00000
   -75.70224     0.00000     0.00000     0.00000
   -75.69224     0.00000     0.00000     0.00000
   -75.68124     0.00000     0.00000     0.00000
   -75.67124     0.00000     0.00000     0.00000
   -75.66024     0.00000     0.00000     0.00000
   -75.65024     0.00000     0.00000     0.00000
   -75.63924     0.00000     0.00000     0.00000
   -75.62824     0.00000     0.00000     0.00000
   -75.61824     0.00000     0.00000     0.00000
   -75.60724     0.00000     0.00000     0.00000
   -75.59724     0.00000     0.00000     0.00000
   -75.58624     0.00000     0.00000     0.00000
   -75.57524     0.00000     0.00000     0.00000
   -75.56524     0.00000     0.00000     0.00000
   -75.55424     0.00000     0.00000     0.00000
   -75.54424     0.00000     0.00000     0.00000
   -75.53324     0.00000     0.00000     0.00000
   -75.52324     0.00000     0.00000     0.00000
   -75.51224     0.00000     0.00000     0.00000
   -75.50124     0.00000     0.00000     0.00000
   -75.49124     0.00000     0.00000     0.00000
   -75.48024     0.00000     0.00000     0.00000
   -75.47024     0.00000     0.00000     0.00000
   -75.45924     0.00000     0.00000     0.00000
   -75.44824     0.00000     0.00000     0.00000
   -75.43824     0.00000     0.00000     0.00000
   -75.42724     0.00000     0.00000     0.00000
   -75.41724     0.00000     0.00000     0.00000
   -75.40624     0.00000     0.00000     0.00000
   -75.39624     0.00000     0.00000     0.00000
   -75.38524     0.00000     0.00000     0.00000
   -75.37424     0.00000     0.00000     0.00000
   -75.36424     0.00000     0.00000     0.00000
   -75.35324     0.00000     0.00000     0.00000
   -75.34324     0.00000     0.00000     0.00000
   -75.33224     0.00000     0.00000     0.00000
   -75.32124     0.00000     0.00000     0.00000
   -75.31124     0.00000     0.00000     0.00000
   -75.30024     0.00000     0.00000     0.00000
   -75.29024     0.00000     0.00000     0.00000
   -75.27924     0.00000     0.00000     0.00000
   -75.26924     0.00000     0.00000     0.00000
   -75.25824     0.00000     0.00000     0.00000
   -75.24724     0.00000     0.00000     0.00000
   -75.23724     0.00000     0.00000     0.00000
   -75.22624     0.00000     0.00000     0.00000
   -75.21624     0.00000     0.00000     0.00000
   -75.20524     0.00000     0.00000     0.00000
   -75.19424     0.00000     0.00000     0.00000
   -75.18424     0.00000     0.00000     0.00000
   -75.17324     0.00000     0.00000     0.00000
   -75.16324     0.00000     0.00000     0.00000
   -75.15224     0.00000     0.00000     0.00000
   -75.14124     0.00000     0.00000     0.00000
   -75.13124     0.00000     0.00000     0.00000
   -75.12024     0.00000     0.00000     0.00000
   -75.11024     0.00000     0.00000     0.00000
   -75.09924     0.00000     0.00000     0.00000
   -75.08924     0.00000     0.00000     0.00000
   -75.07824     0.00000     0.00000     0.00000
   -75.06724     0.00000     0.00000     0.00000
   -75.05724     0.00000     0.00000     0.00000
   -75.04624     0.00000     0.00000     0.00000
   -75.03624     0.00000     0.00000     0.00000
   -75.02524     0.00000     0.00000     0.00000
   -75.01424     0.00000     0.00000     0.00000
   -75.00424     0.00000     0.00000     0.00000
   -74.99324     0.00000     0.00000     0.00000
   -74.98324     0.00000     0.00000     0.00000
   -74.97224     0.00000     0.00000     0.00000
   -74.96224     0.00000     0.00000     0.00000
   -74.95124     0.00000     0.00000     0.00000
   -74.94024     0.00000     0.00000     0.00000
   -74.93024     0.00000     0.00000     0.00000
   -74.91924     0.00000     0.00000     0.00000
   -74.90924     0.00000     0.00000     0.00000
   -74.89824     0.00000     0.00000     0.00000
   -74.88724     0.00000     0.00000     0.00000
   -74.87724     0.00000     0.00000     0.00000
   -74.86624     0.00000     0.00000     0.00000
   -74.85624     0.00000     0.00000     0.00000
   -74.84524     0.00000     0.00000     0.00000
   -74.83524     0.00000     0.00000     0.00000
   -74.82424     0.00000     0.00000     0.00000
   -74.81324     0.00000     0.00000     0.00000
   -74.80324     0.00000     0.00000     0.00000
   -74.79224     0.00000     0.00000     0.00000
   -74.78224     0.00000     0.00000     0.00000
   -74.77124     0.00000     0.00000     0.00000
   -74.76024     0.00000     0.00000     0.00000
   -74.75024     0.00000     0.00000     0.00000
   -74.73924     0.00000     0.00000     0.00000
   -74.72924     0.00000     0.00000     0.00000
   -74.71824     0.00000     0.00000     0.00000
   -74.70824     0.00000     0.00000     0.00000
   -74.69724     0.00000     0.00000     0.00000
   -74.68624     0.00000     0.00000     0.00000
   -74.67624     0.00000     0.00000     0.00000
   -74.66524     0.00000     0.00000     0.00000
   -74.65524     0.00000     0.00000     0.00000
   -74.64424     0.00000     0.00000     0.00000
   -74.63324     0.00000     0.00000     0.00000
   -74.62324     0.00000     0.00000     0.00000
   -74.61224     0.00000     0.00000     0.00000
   -74.60224     0.00000     0.00000     0.00000
   -74.59124     0.00000     0.00000     0.00000
   -74.58124     0.00000     0.00000     0.00000
   -74.57024     0.00000     0.00000     0.00000
   -74.55924     0.00000     0.00000     0.00000
   -74.54924     0.00000     0.00000     0.00000
   -74.53824     0.00000     0.00000     0.00000
   -74.52824     0.00000     0.00000     0.00000
   -74.51724     0.00000     0.00000     0.00000
   -74.50624     0.00000     0.00000     0.00000
   -74.49624     0.00000     0.00000     0.00000
   -74.48524     0.00000     0.00000     0.00000
   -74.47524     0.00000     0.00000     0.00000
   -74.46424     0.00000     0.00000     0.00000
   -74.45424     0.00000     0.00000     0.00000
   -74.44324     0.00000     0.00000     0.00000
   -74.43224     0.00000     0.00000     0.00000
   -74.42224     0.00000     0.00000     0.00000
   -74.41124     0.00000     0.00000     0.00000
   -74.40124     0.00000     0.00000     0.00000
   -74.39024     0.00000     0.00000     0.00000
   -74.37924     0.00000     0.00000     0.00000
   -74.36924     0.00000     0.00000     0.00000
   -74.35824     0.00000     0.00000     0.00000
   -74.34824     0.00000     0.00000     0.00000
   -74.33724     0.00000     0.00000     0.00000
   -74.32624     0.00000     0.00000     0.00000
   -74.31624     0.00000     0.00000     0.00000
   -74.30524     0.00000     0.00000     0.00000
   -74.29524     0.00000     0.00000     0.00000
   -74.28424     0.00000     0.00000     0.00000
   -74.27424     0.00000     0.00000     0.00000
   -74.26324     0.00000     0.00000     0.00000
   -74.25224     0.00000     0.00000     0.00000
   -74.24224     0.00000     0.00000     0.00000
   -74.23124     0.00000     0.00000     0.00000
   -74.22124     0.00000     0.00000     0.00000
   -74.21024     0.00000     0.00000     0.00000
   -74.19924   188.37530     0.00818     0.00456
   -74.18924   188.34047     0.00677     0.00408
   -74.17824   376.85890     0.01427     0.00553
   -74.16824   188.52819     0.00908     0.00227
   -74.15724   921.18605     0.03733     0.02016
   -74.14724   465.01949     0.01595     0.00808
   -74.13624  3083.21037     0.11245     0.03376
   -74.12524   225.46846     0.00751     0.00233
   -74.11524   188.44390     0.00944     0.00174
   -74.10424  1269.50312     0.04529     0.00715
   -74.09424   188.55536     0.00631     0.00082
   -74.08324     0.00000     0.00000     0.00000
   -74.07224   377.08285     0.00863     0.00190
   -74.06224   188.51444     0.00787     0.00028
   -74.05124   188.51621     0.00422     0.00023
   -74.04124   188.57232     0.00481     0.00017
   -74.03024   188.62312     0.00279     0.00025
   -74.02024     0.00000     0.00000     0.00000
   -74.00924   188.57291     0.00685     0.00010
   -73.99824   188.54105     0.00643     0.00011
   -73.98824   188.55343     0.00769     0.00005
   -73.97724     0.00000     0.00000     0.00000
   -73.96724     0.00000     0.00000     0.00000
   -73.95624     0.00000     0.00000     0.00000
   -73.94524     0.00000     0.00000     0.00000
   -73.93524     0.00000     0.00000     0.00000
   -73.92424     0.00000     0.00000     0.00000
   -73.91424     0.00000     0.00000     0.00000
   -73.90324     0.00000     0.00000     0.00000
   -73.89324     0.00000     0.00000     0.00000
   -73.88224     0.00000     0.00000     0.00000
   -73.87124     0.00000     0.00000     0.00000
   -73.86124     0.00000     0.00000     0.00000
   -73.85024     0.00000     0.00000     0.00000
   -73.84024     0.00000     0.00000     0.00000
   -73.82924     0.00000     0.00000     0.00000
   -73.81824     0.00000     0.00000     0.00000
   -73.80824     0.00000     0.00000     0.00000
   -73.79724     0.00000     0.00000     0.00000
   -73.78724     0.00000     0.00000     0.00000
   -73.77624     0.00000     0.00000     0.00000
   -73.76624     0.00000     0.00000     0.00000
   -73.75524     0.00000     0.00000     0.00000
   -73.74424     0.00000     0.00000     0.00000
   -73.73424     0.00000     0.00000     0.00000
   -73.72324     0.00000     0.00000     0.00000
   -73.71324     0.00000     0.00000     0.00000
   -73.70224     0.00000     0.00000     0.00000
   -73.69124     0.00000     0.00000     0.00000
   -73.68124     0.00000     0.00000     0.00000
   -73.67024     0.00000     0.00000     0.00000
   -73.66024     0.00000     0.00000     0.00000
   -73.64924     0.00000     0.00000     0.00000
   -73.63824     0.00000     0.00000     0.00000
   -73.62824     0.00000     0.00000     0.00000
   -73.61724     0.00000     0.00000     0.00000
   -73.60724     0.00000     0.00000     0.00000
   -73.59624     0.00000     0.00000     0.00000
   -73.58624     0.00000     0.00000     0.00000
   -73.57524     0.00000     0.00000     0.00000
   -73.56424     0.00000     0.00000     0.00000
   -73.55424     0.00000     0.00000     0.00000
   -73.54324     0.00000     0.00000     0.00000
   -73.53324     0.00000     0.00000     0.00000
   -73.52224     0.00000     0.00000     0.00000
   -73.51124     0.00000     0.00000     0.00000
   -73.50124     0.00000     0.00000     0.00000
   -73.49024     0.00000     0.00000     0.00000
   -73.48024     0.00000     0.00000     0.00000
   -73.46924     0.00000     0.00000     0.00000
   -73.45924     0.00000     0.00000     0.00000
   -73.44824     0.00000     0.00000     0.00000
   -73.43724     0.00000     0.00000     0.00000
   -73.42724     0.00000     0.00000     0.00000
   -73.41624     0.00000     0.00000     0.00000
   -73.40624     0.00000     0.00000     0.00000
   -73.39524     0.00000     0.00000     0.00000
   -73.38424     0.00000     0.00000     0.00000
   -73.37424     0.00000     0.00000     0.00000
   -73.36324     0.00000     0.00000     0.00000
   -73.35324     0.00000     0.00000     0.00000
   -73.34224     0.00000     0.00000     0.00000
   -73.33224     0.00000     0.00000     0.00000
   -73.32124     0.00000     0.00000     0.00000
   -73.31024     0.00000     0.00000     0.00000
   -73.30024     0.00000     0.00000     0.00000
   -73.28924     0.00000     0.00000     0.00000
   -73.27924     0.00000     0.00000     0.00000
   -73.26824     0.00000     0.00000     0.00000
   -73.25724     0.00000     0.00000     0.00000
   -73.24724     0.00000     0.00000     0.00000
   -73.23624     0.00000     0.00000     0.00000
   -73.22624     0.00000     0.00000     0.00000
   -73.21524     0.00000     0.00000     0.00000
   -73.20524     0.00000     0.00000     0.00000
   -73.19424     0.00000     0.00000     0.00000
   -73.18324     0.00000     0.00000     0.00000
   -73.17324     0.00000     0.00000     0.00000
   -73.16224     0.00000     0.00000     0.00000
   -73.15224     0.00000     0.00000     0.00000
   -73.14124     0.00000     0.00000     0.00000
   -73.13024     0.00000     0.00000     0.00000
   -73.12024     0.00000     0.00000     0.00000
   -73.10924     0.00000     0.00000     0.00000
   -73.09924     0.00000     0.00000     0.00000
   -73.08824     0.00000     0.00000     0.00000
   -73.07824     0.00000     0.00000     0.00000
   -73.06724     0.00000     0.00000     0.00000
   -73.05624     0.00000     0.00000     0.00000
   -73.04624     0.00000     0.00000     0.00000
   -73.03524     0.00000     0.00000     0.00000
   -73.02524     0.00000     0.00000     0.00000
   -73.01424     0.00000     0.00000     0.00000
   -73.00324     0.00000     0.00000     0.00000
   -72.99324     0.00000     0.00000     0.00000
   -72.98224     0.00000     0.00000     0.00000
   -72.97224     0.00000     0.00000     0.00000
   -72.96124     0.00000     0.00000     0.00000
   -72.95024     0.00000     0.00000     0.00000
   -72.94024     0.00000     0.00000     0.00000
   -72.92924     0.00000     0.00000     0.00000
   -72.91924     0.00000     0.00000     0.00000
   -72.90824     0.00000     0.00000     0.00000
   -72.89824     0.00000     0.00000     0.00000
   -72.88724     0.00000     0.00000     0.00000
   -72.87624     0.00000     0.00000     0.00000
   -72.86624     0.00000     0.00000     0.00000
   -72.85524     0.00000     0.00000     0.00000
   -72.84524     0.00000     0.00000     0.00000
   -72.83424     0.00000     0.00000     0.00000
   -72.82324     0.00000     0.00000     0.00000
   -72.81324     0.00000     0.00000     0.00000
   -72.80224     0.00000     0.00000     0.00000
   -72.79224     0.00000     0.00000     0.00000
   -72.78124     0.00000     0.00000     0.00000
   -72.77124     0.00000     0.00000     0.00000
   -72.76024     0.00000     0.00000     0.00000
   -72.74924     0.00000     0.00000     0.00000
   -72.73924     0.00000     0.00000     0.00000
   -72.72824     0.00000     0.00000     0.00000
   -72.71824     0.00000     0.00000     0.00000
   -72.70724     0.00000     0.00000     0.00000
   -72.69624     0.00000     0.00000     0.00000
   -72.68624     0.00000     0.00000     0.00000
   -72.67524     0.00000     0.00000     0.00000
   -72.66524     0.00000     0.00000     0.00000
   -72.65424     0.00000     0.00000     0.00000
   -72.64424     0.00000     0.00000     0.00000
   -72.63324     0.00000     0.00000     0.00000
   -72.62224     0.00000     0.00000     0.00000
   -72.61224     0.00000     0.00000     0.00000
   -72.60124     0.00000     0.00000     0.00000
   -72.59124     0.00000     0.00000     0.00000
   -72.58024     0.00000     0.00000     0.00000
   -72.56924     0.00000     0.00000     0.00000
   -72.55924     0.00000     0.00000     0.00000
   -72.54824     0.00000     0.00000     0.00000
   -72.53824     0.00000     0.00000     0.00000
   -72.52724     0.00000     0.00000     0.00000
   -72.51724     0.00000     0.00000     0.00000
   -72.50624     0.00000     0.00000     0.00000
   -72.49524     0.00000     0.00000     0.00000
   -72.48524     0.00000     0.00000     0.00000
   -72.47424     0.00000     0.00000     0.00000
   -72.46424     0.00000     0.00000     0.00000
   -72.45324     0.00000     0.00000     0.00000
   -72.44224     0.00000     0.00000     0.00000
   -72.43224     0.00000     0.00000     0.00000
   -72.42124     0.00000     0.00000     0.00000
   -72.41124     0.00000     0.00000     0.00000
   -72.40024     0.00000     0.00000     0.00000
   -72.39024     0.00000     0.00000     0.00000
   -72.37924     0.00000     0.00000     0.00000
   -72.36824     0.00000     0.00000     0.00000
   -72.35824     0.00000     0.00000     0.00000
   -72.34724     0.00000     0.00000     0.00000
   -72.33724     0.00000     0.00000     0.00000
   -72.32624     0.00000     0.00000     0.00000
   -72.31524     0.00000     0.00000     0.00000
   -72.30524     0.00000     0.00000     0.00000
   -72.29424     0.00000     0.00000     0.00000
   -72.28424     0.00000     0.00000     0.00000
   -72.27324     0.00000     0.00000     0.00000
   -72.26224     0.00000     0.00000     0.00000
   -72.25224     0.00000     0.00000     0.00000
   -72.24124     0.00000     0.00000     0.00000
   -72.23124     0.00000     0.00000     0.00000
   -72.22024     0.00000     0.00000     0.00000
   -72.21024     0.00000     0.00000     0.00000
   -72.19924     0.00000     0.00000     0.00000
   -72.18824     0.00000     0.00000     0.00000
   -72.17824     0.00000     0.00000     0.00000
   -72.16724     0.00000     0.00000     0.00000
   -72.15724     0.00000     0.00000     0.00000
   -72.14624     0.00000     0.00000     0.00000
   -72.13524     0.00000     0.00000     0.00000
   -72.12524     0.00000     0.00000     0.00000
   -72.11424     0.00000     0.00000     0.00000
   -72.10424     0.00000     0.00000     0.00000
   -72.09324     0.00000     0.00000     0.00000
   -72.08324     0.00000     0.00000     0.00000
   -72.07224     0.00000     0.00000     0.00000
   -72.06124     0.00000     0.00000     0.00000
   -72.05124     0.00000     0.00000     0.00000
   -72.04024     0.00000     0.00000     0.00000
   -72.03024     0.00000     0.00000     0.00000
   -72.01924     0.00000     0.00000     0.00000
   -72.00824     0.00000     0.00000     0.00000
   -71.99824     0.00000     0.00000     0.00000
   -71.98724     0.00000     0.00000     0.00000
   -71.97724     0.00000     0.00000     0.00000
   -71.96624     0.00000     0.00000     0.00000
   -71.95624     0.00000     0.00000     0.00000
   -71.94524     0.00000     0.00000     0.00000
   -71.93424     0.00000     0.00000     0.00000
   -71.92424     0.00000     0.00000     0.00000
   -71.91324     0.00000     0.00000     0.00000
   -71.90324     0.00000     0.00000     0.00000
   -71.89224     0.00000     0.00000     0.00000
   -71.88124     0.00000     0.00000     0.00000
   -71.87124     0.00000     0.00000     0.00000
   -71.86024     0.00000     0.00000     0.00000
   -71.85024     0.00000     0.00000     0.00000
   -71.83924     0.00000     0.00000     0.00000
   -71.82924     0.00000     0.00000     0.00000
   -71.81824     0.00000     0.00000     0.00000
   -71.80724     0.00000     0.00000     0.00000
   -71.79724     0.00000     0.00000     0.00000
   -71.78624     0.00000     0.00000     0.00000
   -71.77624     0.00000     0.00000     0.00000
   -71.76524     0.00000     0.00000     0.00000
   -71.75424     0.00000     0.00000     0.00000
   -71.74424     0.00000     0.00000     0.00000
   -71.73324     0.00000     0.00000     0.00000
   -71.72324     0.00000     0.00000     0.00000
   -71.71224     0.00000     0.00000     0.00000
   -71.70224     0.00000     0.00000     0.00000
   -71.69124     0.00000     0.00000     0.00000
   -71.68024     0.00000     0.00000     0.00000
   -71.67024     0.00000     0.00000     0.00000
   -71.65924     0.00000     0.00000     0.00000
   -71.64924     0.00000     0.00000     0.00000
   -71.63824     0.00000     0.00000     0.00000
   -71.62724     0.00000     0.00000     0.00000
   -71.61724     0.00000     0.00000     0.00000
   -71.60624     0.00000     0.00000     0.00000
   -71.59624     0.00000     0.00000     0.00000
   -71.58524     0.00000     0.00000     0.00000
   -71.57424     0.00000     0.00000     0.00000
   -71.56424     0.00000     0.00000     0.00000
   -71.55324     0.00000     0.00000     0.00000
   -71.54324     0.00000     0.00000     0.00000
   -71.53224     0.00000     0.00000     0.00000
   -71.52224     0.00000     0.00000     0.00000
   -71.51124     0.00000     0.00000     0.00000
   -71.50024     0.00000     0.00000     0.00000
   -71.49024     0.00000     0.00000     0.00000
   -71.47924     0.00000     0.00000     0.00000
   -71.46924     0.00000     0.00000     0.00000
   -71.45824     0.00000     0.00000     0.00000
   -71.44724     0.00000     0.00000     0.00000
   -71.43724     0.00000     0.00000     0.00000
   -71.42624     0.00000     0.00000     0.00000
   -71.41624     0.00000     0.00000     0.00000
   -71.40524     0.00000     0.00000     0.00000
   -71.39524     0.00000     0.00000     0.00000
   -71.38424     0.00000     0.00000     0.00000
   -71.37324     0.00000     0.00000     0.00000
   -71.36324     0.00000     0.00000     0.00000
   -71.35224     0.00000     0.00000     0.00000
