     #Energy       W_all      Mo_all      Ti_all      Ru_all
   -77.31859     0.00000     0.00000     0.00000     0.00000
   -77.30759     0.00000     0.00000     0.00000     0.00000
   -77.29759     0.00000     0.00000     0.00000     0.00000
   -77.28659     0.00000     0.00000     0.00000     0.00000
   -77.27559     0.00000     0.00000     0.00000     0.00000
   -77.26559     0.00000     0.00000     0.00000     0.00000
   -77.25459     0.00000     0.00000     0.00000     0.00000
   -77.24459     0.00000     0.00000     0.00000     0.00000
   -77.23359     0.00000     0.00000     0.00000     0.00000
   -77.22359     0.00000     0.00000     0.00000     0.00000
   -77.21259     0.00000     0.00000     0.00000     0.00000
   -77.20159     0.00000     0.00000     0.00000     0.00000
   -77.19159     0.00000     0.00000     0.00000     0.00000
   -77.18059     0.00000     0.00000     0.00000     0.00000
   -77.17059     0.00000     0.00000     0.00000     0.00000
   -77.15959     0.00000     0.00000     0.00000     0.00000
   -77.14859     0.00000     0.00000     0.00000     0.00000
   -77.13859     0.00000     0.00000     0.00000     0.00000
   -77.12759     0.00000     0.00000     0.00000     0.00000
   -77.11759     0.00000     0.00000     0.00000     0.00000
   -77.10659     0.00000     0.00000     0.00000     0.00000
   -77.09659     0.00000     0.00000     0.00000     0.00000
   -77.08559     0.00000     0.00000     0.00000     0.00000
   -77.07459     0.00000     0.00000     0.00000     0.00000
   -77.06459     0.00000     0.00000     0.00000     0.00000
   -77.05359     0.00000     0.00000     0.00000     0.00000
   -77.04359     0.00000     0.00000     0.00000     0.00000
   -77.03259     0.00000     0.00000     0.00000     0.00000
   -77.02259     0.00000     0.00000     0.00000     0.00000
   -77.01159     0.00000     0.00000     0.00000     0.00000
   -77.00059     0.00000     0.00000     0.00000     0.00000
   -76.99059     0.00000     0.00000     0.00000     0.00000
   -76.97959     0.00000     0.00000     0.00000     0.00000
   -76.96959     0.00000     0.00000     0.00000     0.00000
   -76.95859     0.00000     0.00000     0.00000     0.00000
   -76.94859     0.00000     0.00000     0.00000     0.00000
   -76.93759     0.00000     0.00000     0.00000     0.00000
   -76.92659     0.00000     0.00000     0.00000     0.00000
   -76.91659     0.00000     0.00000     0.00000     0.00000
   -76.90559     0.00000     0.00000     0.00000     0.00000
   -76.89559     0.00000     0.00000     0.00000     0.00000
   -76.88459     0.00000     0.00000     0.00000     0.00000
   -76.87459     0.00000     0.00000     0.00000     0.00000
   -76.86359     0.00000     0.00000     0.00000     0.00000
   -76.85259     0.00000     0.00000     0.00000     0.00000
   -76.84259     0.00000     0.00000     0.00000     0.00000
   -76.83159     0.00000     0.00000     0.00000     0.00000
   -76.82159     0.00000     0.00000     0.00000     0.00000
   -76.81059     0.00000     0.00000     0.00000     0.00000
   -76.79959     0.00000     0.00000     0.00000     0.00000
   -76.78959     0.00000     0.00000     0.00000     0.00000
   -76.77859     0.00000     0.00000     0.00000     0.00000
   -76.76859     0.00000     0.00000     0.00000     0.00000
   -76.75759     0.00000     0.00000     0.00000     0.00000
   -76.74759     0.00000     0.00000     0.00000     0.00000
   -76.73659     0.00000     0.00000     0.00000     0.00000
   -76.72559     0.00000     0.00000     0.00000     0.00000
   -76.71559     0.00000     0.00000     0.00000     0.00000
   -76.70459     0.00000     0.00000     0.00000     0.00000
   -76.69459     0.00000     0.00000     0.00000     0.00000
   -76.68359     0.00000     0.00000     0.00000     0.00000
   -76.67359     0.00000     0.00000     0.00000     0.00000
   -76.66259     0.00000     0.00000     0.00000     0.00000
   -76.65159     0.00000     0.00000     0.00000     0.00000
   -76.64159     0.00000     0.00000     0.00000     0.00000
   -76.63059     0.00000     0.00000     0.00000     0.00000
   -76.62059     0.00000     0.00000     0.00000     0.00000
   -76.60959     0.00000     0.00000     0.00000     0.00000
   -76.59959     0.00000     0.00000     0.00000     0.00000
   -76.58859     0.00000     0.00000     0.00000     0.00000
   -76.57759     0.00000     0.00000     0.00000     0.00000
   -76.56759     0.00000     0.00000     0.00000     0.00000
   -76.55659     0.00000     0.00000     0.00000     0.00000
   -76.54659     0.00000     0.00000     0.00000     0.00000
   -76.53559     0.00000     0.00000     0.00000     0.00000
   -76.52559     0.00000     0.00000     0.00000     0.00000
   -76.51459     0.00000     0.00000     0.00000     0.00000
   -76.50359     0.00000     0.00000     0.00000     0.00000
   -76.49359     0.00000     0.00000     0.00000     0.00000
   -76.48259     0.00000     0.00000     0.00000     0.00000
   -76.47259     0.00000     0.00000     0.00000     0.00000
   -76.46159     0.00000     0.00000     0.00000     0.00000
   -76.45059     0.00000     0.00000     0.00000     0.00000
   -76.44059     0.00000     0.00000     0.00000     0.00000
   -76.42959     0.00000     0.00000     0.00000     0.00000
   -76.41959     0.00000     0.00000     0.00000     0.00000
   -76.40859     0.00000     0.00000     0.00000     0.00000
   -76.39859     0.00000     0.00000     0.00000     0.00000
   -76.38759     0.00000     0.00000     0.00000     0.00000
   -76.37659     0.00000     0.00000     0.00000     0.00000
   -76.36659     0.00000     0.00000     0.00000     0.00000
   -76.35559     0.00000     0.00000     0.00000     0.00000
   -76.34559     0.00000     0.00000     0.00000     0.00000
   -76.33459     0.00000     0.00000     0.00000     0.00000
   -76.32459     0.00000     0.00000     0.00000     0.00000
   -76.31359     0.00000     0.00000     0.00000     0.00000
   -76.30259     0.00000     0.00000     0.00000     0.00000
   -76.29259     0.00000     0.00000     0.00000     0.00000
   -76.28159     0.00000     0.00000     0.00000     0.00000
   -76.27159     0.00000     0.00000     0.00000     0.00000
   -76.26059     0.00000     0.00000     0.00000     0.00000
   -76.25059     0.00000     0.00000     0.00000     0.00000
   -76.23959     0.00000     0.00000     0.00000     0.00000
   -76.22859     0.00000     0.00000     0.00000     0.00000
   -76.21859     0.00000     0.00000     0.00000     0.00000
   -76.20759     0.00000     0.00000     0.00000     0.00000
   -76.19759     0.00000     0.00000     0.00000     0.00000
   -76.18659     0.00000     0.00000     0.00000     0.00000
   -76.17659     0.00000     0.00000     0.00000     0.00000
   -76.16559     0.00000     0.00000     0.00000     0.00000
   -76.15459     0.00000     0.00000     0.00000     0.00000
   -76.14459     0.00000     0.00000     0.00000     0.00000
   -76.13359     0.00000     0.00000     0.00000     0.00000
   -76.12359     0.00000     0.00000     0.00000     0.00000
   -76.11259     0.00000     0.00000     0.00000     0.00000
   -76.10159     0.00000     0.00000     0.00000     0.00000
   -76.09159     0.00000     0.00000     0.00000     0.00000
   -76.08059     0.00000     0.00000     0.00000     0.00000
   -76.07059     0.00000     0.00000     0.00000     0.00000
   -76.05959     0.00000     0.00000     0.00000     0.00000
   -76.04959     0.00000     0.00000     0.00000     0.00000
   -76.03859     0.00000     0.00000     0.00000     0.00000
   -76.02759     0.00000     0.00000     0.00000     0.00000
   -76.01759     0.00000     0.00000     0.00000     0.00000
   -76.00659     0.00000     0.00000     0.00000     0.00000
   -75.99659     0.00000     0.00000     0.00000     0.00000
   -75.98559     0.00000     0.00000     0.00000     0.00000
   -75.97559     0.00000     0.00000     0.00000     0.00000
   -75.96459     0.00000     0.00000     0.00000     0.00000
   -75.95359     0.00000     0.00000     0.00000     0.00000
   -75.94359     0.00000     0.00000     0.00000     0.00000
   -75.93259     0.00000     0.00000     0.00000     0.00000
   -75.92259     0.00000     0.00000     0.00000     0.00000
   -75.91159     0.00000     0.00000     0.00000     0.00000
   -75.90159     0.00000     0.00000     0.00000     0.00000
   -75.89059     0.00000     0.00000     0.00000     0.00000
   -75.87959     0.00000     0.00000     0.00000     0.00000
   -75.86959     0.00000     0.00000     0.00000     0.00000
   -75.85859     0.00000     0.00000     0.00000     0.00000
   -75.84859     0.00000     0.00000     0.00000     0.00000
   -75.83759     0.00000     0.00000     0.00000     0.00000
   -75.82759     0.00000     0.00000     0.00000     0.00000
   -75.81659     0.00000     0.00000     0.00000     0.00000
   -75.80559     0.00000     0.00000     0.00000     0.00000
   -75.79559     0.00000     0.00000     0.00000     0.00000
   -75.78459     0.00000     0.00000     0.00000     0.00000
   -75.77459     0.00000     0.00000     0.00000     0.00000
   -75.76359     0.00000     0.00000     0.00000     0.00000
   -75.75259     0.00000     0.00000     0.00000     0.00000
   -75.74259     0.00000     0.00000     0.00000     0.00000
   -75.73159     0.00000     0.00000     0.00000     0.00000
   -75.72159     0.00000     0.00000     0.00000     0.00000
   -75.71059     0.00000     0.00000     0.00000     0.00000
   -75.70059     0.00000     0.00000     0.00000     0.00000
   -75.68959     0.00000     0.00000     0.00000     0.00000
   -75.67859     0.00000     0.00000     0.00000     0.00000
   -75.66859     0.00000     0.00000     0.00000     0.00000
   -75.65759     0.00000     0.00000     0.00000     0.00000
   -75.64759     0.00000     0.00000     0.00000     0.00000
   -75.63659     0.00000     0.00000     0.00000     0.00000
   -75.62659     0.00000     0.00000     0.00000     0.00000
   -75.61559     0.00000     0.00000     0.00000     0.00000
   -75.60459     0.00000     0.00000     0.00000     0.00000
   -75.59459     0.00000     0.00000     0.00000     0.00000
   -75.58359     0.00000     0.00000     0.00000     0.00000
   -75.57359     0.00000     0.00000     0.00000     0.00000
   -75.56259     0.00000     0.00000     0.00000     0.00000
   -75.55259     0.00000     0.00000     0.00000     0.00000
   -75.54159     0.00000     0.00000     0.00000     0.00000
   -75.53059     0.00000     0.00000     0.00000     0.00000
   -75.52059     0.00000     0.00000     0.00000     0.00000
   -75.50959     0.00000     0.00000     0.00000     0.00000
   -75.49959     0.00000     0.00000     0.00000     0.00000
   -75.48859     0.00000     0.00000     0.00000     0.00000
   -75.47859     0.00000     0.00000     0.00000     0.00000
   -75.46759     0.00000     0.00000     0.00000     0.00000
   -75.45659     0.00000     0.00000     0.00000     0.00000
   -75.44659     0.00000     0.00000     0.00000     0.00000
   -75.43559     0.00000     0.00000     0.00000     0.00000
   -75.42559     0.00000     0.00000     0.00000     0.00000
   -75.41459     0.00000     0.00000     0.00000     0.00000
   -75.40359     0.00000     0.00000     0.00000     0.00000
   -75.39359     0.00000     0.00000     0.00000     0.00000
   -75.38259     0.00000     0.00000     0.00000     0.00000
   -75.37259     0.00000     0.00000     0.00000     0.00000
   -75.36159     0.00000     0.00000     0.00000     0.00000
   -75.35159     0.00000     0.00000     0.00000     0.00000
   -75.34059     0.00000     0.00000     0.00000     0.00000
   -75.32959     0.00000     0.00000     0.00000     0.00000
   -75.31959     0.00000     0.00000     0.00000     0.00000
   -75.30859     0.00000     0.00000     0.00000     0.00000
   -75.29859     0.00000     0.00000     0.00000     0.00000
   -75.28759     0.00000     0.00000     0.00000     0.00000
   -75.27759     0.00000     0.00000     0.00000     0.00000
   -75.26659     0.00000     0.00000     0.00000     0.00000
   -75.25559     0.00000     0.00000     0.00000     0.00000
   -75.24559     0.00000     0.00000     0.00000     0.00000
   -75.23459     0.00000     0.00000     0.00000     0.00000
   -75.22459     0.00000     0.00000     0.00000     0.00000
   -75.21359     0.00000     0.00000     0.00000     0.00000
   -75.20359     0.00000     0.00000     0.00000     0.00000
   -75.19259     0.00000     0.00000     0.00000     0.00000
   -75.18159     0.00000     0.00000     0.00000     0.00000
   -75.17159     0.00000     0.00000     0.00000     0.00000
   -75.16059     0.00000     0.00000     0.00000     0.00000
   -75.15059     0.00000     0.00000     0.00000     0.00000
   -75.13959     0.00000     0.00000     0.00000     0.00000
   -75.12959     0.00000     0.00000     0.00000     0.00000
   -75.11859     0.00000     0.00000     0.00000     0.00000
   -75.10759     0.00000     0.00000     0.00000     0.00000
   -75.09759     0.00000     0.00000     0.00000     0.00000
   -75.08659     0.00000     0.00000     0.00000     0.00000
   -75.07659     0.00000     0.00000     0.00000     0.00000
   -75.06559     0.00000     0.00000     0.00000     0.00000
   -75.05459     0.00000     0.00000     0.00000     0.00000
   -75.04459     0.00000     0.00000     0.00000     0.00000
   -75.03359     0.00000     0.00000     0.00000     0.00000
   -75.02359     0.00000     0.00000     0.00000     0.00000
   -75.01259     0.00000     0.00000     0.00000     0.00000
   -75.00259     0.00000     0.00000     0.00000     0.00000
   -74.99159     0.00000     0.00000     0.00000     0.00000
   -74.98059     0.00000     0.00000     0.00000     0.00000
   -74.97059     0.00000     0.00000     0.00000     0.00000
   -74.95959     0.00000     0.00000     0.00000     0.00000
   -74.94959     0.00000     0.00000     0.00000     0.00000
   -74.93859     0.00000     0.00000     0.00000     0.00000
   -74.92859     0.00000     0.00000     0.00000     0.00000
   -74.91759     0.00000     0.00000     0.00000     0.00000
   -74.90659     0.00000     0.00000     0.00000     0.00000
   -74.89659     0.00000     0.00000     0.00000     0.00000
   -74.88559     0.00000     0.00000     0.00000     0.00000
   -74.87559     0.00000     0.00000     0.00000     0.00000
   -74.86459     0.00000     0.00000     0.00000     0.00000
   -74.85459     0.00000     0.00000     0.00000     0.00000
   -74.84359     0.00000     0.00000     0.00000     0.00000
   -74.83259     0.00000     0.00000     0.00000     0.00000
   -74.82259     0.00000     0.00000     0.00000     0.00000
   -74.81159     0.00000     0.00000     0.00000     0.00000
   -74.80159     0.00000     0.00000     0.00000     0.00000
   -74.79059     0.00000     0.00000     0.00000     0.00000
   -74.78059     0.00000     0.00000     0.00000     0.00000
   -74.76959     0.00000     0.00000     0.00000     0.00000
   -74.75859     0.00000     0.00000     0.00000     0.00000
   -74.74859     0.00000     0.00000     0.00000     0.00000
   -74.73759     0.00000     0.00000     0.00000     0.00000
   -74.72759     0.00000     0.00000     0.00000     0.00000
   -74.71659     0.00000     0.00000     0.00000     0.00000
   -74.70559     0.00000     0.00000     0.00000     0.00000
   -74.69559     0.00000     0.00000     0.00000     0.00000
   -74.68459     0.00000     0.00000     0.00000     0.00000
   -74.67459     0.00000     0.00000     0.00000     0.00000
   -74.66359     0.00000     0.00000     0.00000     0.00000
   -74.65359     0.00000     0.00000     0.00000     0.00000
   -74.64259     0.00000     0.00000     0.00000     0.00000
   -74.63159     0.00000     0.00000     0.00000     0.00000
   -74.62159     0.00000     0.00000     0.00000     0.00000
   -74.61059     0.00000     0.00000     0.00000     0.00000
   -74.60059     0.00000     0.00000     0.00000     0.00000
   -74.58959     0.00000     0.00000     0.00000     0.00000
   -74.57959     0.00000     0.00000     0.00000     0.00000
   -74.56859     0.00000     0.00000     0.00000     0.00000
   -74.55759     0.00000     0.00000     0.00000     0.00000
   -74.54759     0.00000     0.00000     0.00000     0.00000
   -74.53659     0.00000     0.00000     0.00000     0.00000
   -74.52659     0.00000     0.00000     0.00000     0.00000
   -74.51559     0.00000     0.00000     0.00000     0.00000
   -74.50559     0.00000     0.00000     0.00000     0.00000
   -74.49459     0.00000     0.00000     0.00000     0.00000
   -74.48359     0.00000     0.00000     0.00000     0.00000
   -74.47359     0.00000     0.00000     0.00000     0.00000
   -74.46259     0.00000     0.00000     0.00000     0.00000
   -74.45259     0.00000     0.00000     0.00000     0.00000
   -74.44159     0.00000     0.00000     0.00000     0.00000
   -74.43159     0.00000     0.00000     0.00000     0.00000
   -74.42059     0.00000     0.00000     0.00000     0.00000
   -74.40959     0.00000     0.00000     0.00000     0.00000
   -74.39959     0.00000     0.00000     0.00000     0.00000
   -74.38859     0.00000     0.00000     0.00000     0.00000
   -74.37859     0.00000     0.00000     0.00000     0.00000
   -74.36759     0.00000     0.00000     0.00000     0.00000
   -74.35659     0.00000     0.00000     0.00000     0.00000
   -74.34659     0.00000     0.00000     0.00000     0.00000
   -74.33559     0.00000     0.00000     0.00000     0.00000
   -74.32559     0.00000     0.00000     0.00000     0.00000
   -74.31459     0.00000     0.00000     0.00000     0.00000
   -74.30459     0.00000     0.00000     0.00000     0.00000
   -74.29359     0.00000     0.00000     0.00000     0.00000
   -74.28259     0.00000     0.00000     0.00000     0.00000
   -74.27259     0.00000     0.00000     0.00000     0.00000
   -74.26159     0.00000     0.00000     0.00000     0.00000
   -74.25159     0.00000     0.00000     0.00000     0.00000
   -74.24059     0.00000     0.00000     0.00000     0.00000
   -74.23059     0.00000     0.00000     0.00000     0.00000
   -74.21959     0.00000     0.00000     0.00000     0.00000
   -74.20859     0.00000     0.00000     0.00000     0.00000
   -74.19859     0.00000     0.00000     0.00000     0.00000
   -74.18759     0.00000     0.00000     0.00000     0.00000
   -74.17759     0.00000     0.00000     0.00000     0.00000
   -74.16659     0.00000     0.00000     0.00000     0.00000
   -74.15659     0.00000     0.00000     0.00000     0.00000
   -74.14559     0.00000     0.00000     0.00000     0.00000
   -74.13459     0.00000     0.00000     0.00000     0.00000
   -74.12459     0.00000     0.00000     0.00000     0.00000
   -74.11359     0.00000     0.00000     0.00000     0.00000
   -74.10359     0.00000     0.00000     0.00000     0.00000
   -74.09259     0.00000     0.00000     0.00000     0.00000
   -74.08259     0.00000     0.00000     0.00000     0.00000
   -74.07159     0.00000     0.00000     0.00000     0.00000
   -74.06059     0.00000     0.00000     0.00000     0.00000
   -74.05059     0.00000     0.00000     0.00000     0.00000
   -74.03959     0.00000     0.00000     0.00000     0.00000
   -74.02959     0.00000     0.00000     0.00000     0.00000
   -74.01859     0.00000     0.00000     0.00000     0.00000
   -74.00759   188.66106     0.00551     0.00049     0.00291
   -73.99759     0.00000     0.00000     0.00000     0.00000
   -73.98659     0.00000     0.00000     0.00000     0.00000
   -73.97659     0.00000     0.00000     0.00000     0.00000
   -73.96559     0.00000     0.00000     0.00000     0.00000
   -73.95559   188.62671     0.00660     0.00010     0.00097
   -73.94459     0.00000     0.00000     0.00000     0.00000
   -73.93359     0.00000     0.00000     0.00000     0.00000
   -73.92359     0.00000     0.00000     0.00000     0.00000
   -73.91259   188.54999     0.00731     0.00023     0.00036
   -73.90259     0.00000     0.00000     0.00000     0.00000
   -73.89159   188.63103     0.00736     0.00048     0.00021
   -73.88159   188.55071     0.00528     0.00075     0.00099
   -73.87059     0.00000     0.00000     0.00000     0.00000
   -73.85959   188.66236     0.00368     0.00050     0.00093
   -73.84959   377.37009     0.00880     0.00105     0.00229
   -73.83859     0.00000     0.00000     0.00000     0.00000
   -73.82859     0.00000     0.00000     0.00000     0.00000
   -73.81759     0.00000     0.00000     0.00000     0.00000
   -73.80759     0.00000     0.00000     0.00000     0.00000
   -73.79659   188.58383     0.00879     0.00062     0.00001
   -73.78559     0.00000     0.00000     0.00000     0.00000
   -73.77559     0.00000     0.00000     0.00000     0.00000
   -73.76459   188.65148     0.00367     0.00118     0.00080
   -73.75459   565.94580     0.01969     0.00200     0.00019
   -73.74359     0.00000     0.00000     0.00000     0.00000
   -73.73359     0.00000     0.00000     0.00000     0.00000
   -73.72259   188.66951     0.00464     0.00095     0.00015
   -73.71159   188.62886     0.00464     0.00078     0.00005
   -73.70159   188.69424     0.00697     0.00121     0.00002
   -73.69059  2093.44457     0.03161     0.00829     0.00423
   -73.68059    94.36596     0.00149     0.00037     0.00018
   -73.66959   188.72160     0.00394     0.00124     0.00094
   -73.65859   188.74241     0.00513     0.00094     0.00000
   -73.64859     0.00000     0.00000     0.00000     0.00000
   -73.63759     0.00000     0.00000     0.00000     0.00000
   -73.62759     0.00000     0.00000     0.00000     0.00000
   -73.61659     0.00000     0.00000     0.00000     0.00000
   -73.60659     0.00000     0.00000     0.00000     0.00000
   -73.59559   188.73773     0.00364     0.00114     0.00001
   -73.58459     0.00000     0.00000     0.00000     0.00000
   -73.57459     0.00000     0.00000     0.00000     0.00000
   -73.56359     0.00000     0.00000     0.00000     0.00000
   -73.55359     0.00000     0.00000     0.00000     0.00000
   -73.54259     0.00000     0.00000     0.00000     0.00000
   -73.53259     0.00000     0.00000     0.00000     0.00000
   -73.52159   188.68771     0.00461     0.00170     0.00000
   -73.51059     0.00000     0.00000     0.00000     0.00000
   -73.50059     0.00000     0.00000     0.00000     0.00000
   -73.48959     0.00000     0.00000     0.00000     0.00000
   -73.47959     0.00000     0.00000     0.00000     0.00000
   -73.46859     0.00000     0.00000     0.00000     0.00000
   -73.45859     0.00000     0.00000     0.00000     0.00000
   -73.44759     0.00000     0.00000     0.00000     0.00000
   -73.43659     0.00000     0.00000     0.00000     0.00000
   -73.42659     0.00000     0.00000     0.00000     0.00000
   -73.41559     0.00000     0.00000     0.00000     0.00000
   -73.40559     0.00000     0.00000     0.00000     0.00000
   -73.39459     0.00000     0.00000     0.00000     0.00000
   -73.38459     0.00000     0.00000     0.00000     0.00000
   -73.37359     0.00000     0.00000     0.00000     0.00000
   -73.36259     0.00000     0.00000     0.00000     0.00000
   -73.35259     0.00000     0.00000     0.00000     0.00000
   -73.34159     0.00000     0.00000     0.00000     0.00000
   -73.33159     0.00000     0.00000     0.00000     0.00000
   -73.32059     0.00000     0.00000     0.00000     0.00000
   -73.30959     0.00000     0.00000     0.00000     0.00000
   -73.29959     0.00000     0.00000     0.00000     0.00000
   -73.28859     0.00000     0.00000     0.00000     0.00000
   -73.27859     0.00000     0.00000     0.00000     0.00000
   -73.26759     0.00000     0.00000     0.00000     0.00000
   -73.25759     0.00000     0.00000     0.00000     0.00000
   -73.24659     0.00000     0.00000     0.00000     0.00000
   -73.23559     0.00000     0.00000     0.00000     0.00000
   -73.22559     0.00000     0.00000     0.00000     0.00000
   -73.21459     0.00000     0.00000     0.00000     0.00000
   -73.20459     0.00000     0.00000     0.00000     0.00000
   -73.19359     0.00000     0.00000     0.00000     0.00000
   -73.18359     0.00000     0.00000     0.00000     0.00000
   -73.17259     0.00000     0.00000     0.00000     0.00000
   -73.16159     0.00000     0.00000     0.00000     0.00000
   -73.15159     0.00000     0.00000     0.00000     0.00000
   -73.14059     0.00000     0.00000     0.00000     0.00000
   -73.13059     0.00000     0.00000     0.00000     0.00000
   -73.11959     0.00000     0.00000     0.00000     0.00000
   -73.10959     0.00000     0.00000     0.00000     0.00000
   -73.09859     0.00000     0.00000     0.00000     0.00000
   -73.08759     0.00000     0.00000     0.00000     0.00000
   -73.07759     0.00000     0.00000     0.00000     0.00000
   -73.06659     0.00000     0.00000     0.00000     0.00000
   -73.05659     0.00000     0.00000     0.00000     0.00000
   -73.04559     0.00000     0.00000     0.00000     0.00000
   -73.03559     0.00000     0.00000     0.00000     0.00000
   -73.02459     0.00000     0.00000     0.00000     0.00000
   -73.01359     0.00000     0.00000     0.00000     0.00000
   -73.00359     0.00000     0.00000     0.00000     0.00000
   -72.99259     0.00000     0.00000     0.00000     0.00000
   -72.98259     0.00000     0.00000     0.00000     0.00000
   -72.97159     0.00000     0.00000     0.00000     0.00000
   -72.96059     0.00000     0.00000     0.00000     0.00000
   -72.95059     0.00000     0.00000     0.00000     0.00000
   -72.93959     0.00000     0.00000     0.00000     0.00000
   -72.92959     0.00000     0.00000     0.00000     0.00000
   -72.91859     0.00000     0.00000     0.00000     0.00000
   -72.90859     0.00000     0.00000     0.00000     0.00000
   -72.89759     0.00000     0.00000     0.00000     0.00000
   -72.88659     0.00000     0.00000     0.00000     0.00000
   -72.87659     0.00000     0.00000     0.00000     0.00000
   -72.86559     0.00000     0.00000     0.00000     0.00000
   -72.85559     0.00000     0.00000     0.00000     0.00000
   -72.84459     0.00000     0.00000     0.00000     0.00000
   -72.83459     0.00000     0.00000     0.00000     0.00000
   -72.82359     0.00000     0.00000     0.00000     0.00000
   -72.81259     0.00000     0.00000     0.00000     0.00000
   -72.80259     0.00000     0.00000     0.00000     0.00000
   -72.79159     0.00000     0.00000     0.00000     0.00000
   -72.78159     0.00000     0.00000     0.00000     0.00000
   -72.77059     0.00000     0.00000     0.00000     0.00000
   -72.76059     0.00000     0.00000     0.00000     0.00000
   -72.74959     0.00000     0.00000     0.00000     0.00000
   -72.73859     0.00000     0.00000     0.00000     0.00000
   -72.72859     0.00000     0.00000     0.00000     0.00000
   -72.71759     0.00000     0.00000     0.00000     0.00000
   -72.70759     0.00000     0.00000     0.00000     0.00000
   -72.69659     0.00000     0.00000     0.00000     0.00000
   -72.68659     0.00000     0.00000     0.00000     0.00000
   -72.67559     0.00000     0.00000     0.00000     0.00000
   -72.66459     0.00000     0.00000     0.00000     0.00000
   -72.65459     0.00000     0.00000     0.00000     0.00000
   -72.64359     0.00000     0.00000     0.00000     0.00000
   -72.63359     0.00000     0.00000     0.00000     0.00000
   -72.62259     0.00000     0.00000     0.00000     0.00000
   -72.61159     0.00000     0.00000     0.00000     0.00000
   -72.60159     0.00000     0.00000     0.00000     0.00000
   -72.59059     0.00000     0.00000     0.00000     0.00000
   -72.58059     0.00000     0.00000     0.00000     0.00000
   -72.56959     0.00000     0.00000     0.00000     0.00000
   -72.55959     0.00000     0.00000     0.00000     0.00000
   -72.54859     0.00000     0.00000     0.00000     0.00000
   -72.53759     0.00000     0.00000     0.00000     0.00000
   -72.52759     0.00000     0.00000     0.00000     0.00000
   -72.51659     0.00000     0.00000     0.00000     0.00000
   -72.50659     0.00000     0.00000     0.00000     0.00000
   -72.49559     0.00000     0.00000     0.00000     0.00000
   -72.48559     0.00000     0.00000     0.00000     0.00000
   -72.47459     0.00000     0.00000     0.00000     0.00000
   -72.46359     0.00000     0.00000     0.00000     0.00000
   -72.45359     0.00000     0.00000     0.00000     0.00000
   -72.44259     0.00000     0.00000     0.00000     0.00000
   -72.43259     0.00000     0.00000     0.00000     0.00000
   -72.42159     0.00000     0.00000     0.00000     0.00000
   -72.41159     0.00000     0.00000     0.00000     0.00000
