     #Energy       W_all      Mo_all      Pt_all
   -76.19716     0.00000     0.00000     0.00000
   -76.18616     0.00000     0.00000     0.00000
   -76.17516     0.00000     0.00000     0.00000
   -76.16516     0.00000     0.00000     0.00000
   -76.15416     0.00000     0.00000     0.00000
   -76.14316     0.00000     0.00000     0.00000
   -76.13316     0.00000     0.00000     0.00000
   -76.12216     0.00000     0.00000     0.00000
   -76.11116     0.00000     0.00000     0.00000
   -76.10116     0.00000     0.00000     0.00000
   -76.09016     0.00000     0.00000     0.00000
   -76.07916     0.00000     0.00000     0.00000
   -76.06916     0.00000     0.00000     0.00000
   -76.05816     0.00000     0.00000     0.00000
   -76.04716     0.00000     0.00000     0.00000
   -76.03716     0.00000     0.00000     0.00000
   -76.02616     0.00000     0.00000     0.00000
   -76.01516     0.00000     0.00000     0.00000
   -76.00416     0.00000     0.00000     0.00000
   -75.99416     0.00000     0.00000     0.00000
   -75.98316     0.00000     0.00000     0.00000
   -75.97216     0.00000     0.00000     0.00000
   -75.96216     0.00000     0.00000     0.00000
   -75.95116     0.00000     0.00000     0.00000
   -75.94016     0.00000     0.00000     0.00000
   -75.93016     0.00000     0.00000     0.00000
   -75.91916     0.00000     0.00000     0.00000
   -75.90816     0.00000     0.00000     0.00000
   -75.89816     0.00000     0.00000     0.00000
   -75.88716     0.00000     0.00000     0.00000
   -75.87616     0.00000     0.00000     0.00000
   -75.86616     0.00000     0.00000     0.00000
   -75.85516     0.00000     0.00000     0.00000
   -75.84416     0.00000     0.00000     0.00000
   -75.83316     0.00000     0.00000     0.00000
   -75.82316     0.00000     0.00000     0.00000
   -75.81216     0.00000     0.00000     0.00000
   -75.80116     0.00000     0.00000     0.00000
   -75.79116     0.00000     0.00000     0.00000
   -75.78016     0.00000     0.00000     0.00000
   -75.76916     0.00000     0.00000     0.00000
   -75.75916     0.00000     0.00000     0.00000
   -75.74816     0.00000     0.00000     0.00000
   -75.73716     0.00000     0.00000     0.00000
   -75.72716     0.00000     0.00000     0.00000
   -75.71616     0.00000     0.00000     0.00000
   -75.70516     0.00000     0.00000     0.00000
   -75.69516     0.00000     0.00000     0.00000
   -75.68416     0.00000     0.00000     0.00000
   -75.67316     0.00000     0.00000     0.00000
   -75.66216     0.00000     0.00000     0.00000
   -75.65216     0.00000     0.00000     0.00000
   -75.64116     0.00000     0.00000     0.00000
   -75.63016     0.00000     0.00000     0.00000
   -75.62016     0.00000     0.00000     0.00000
   -75.60916     0.00000     0.00000     0.00000
   -75.59816     0.00000     0.00000     0.00000
   -75.58816     0.00000     0.00000     0.00000
   -75.57716     0.00000     0.00000     0.00000
   -75.56616     0.00000     0.00000     0.00000
   -75.55616     0.00000     0.00000     0.00000
   -75.54516     0.00000     0.00000     0.00000
   -75.53416     0.00000     0.00000     0.00000
   -75.52416     0.00000     0.00000     0.00000
   -75.51316     0.00000     0.00000     0.00000
   -75.50216     0.00000     0.00000     0.00000
   -75.49116     0.00000     0.00000     0.00000
   -75.48116     0.00000     0.00000     0.00000
   -75.47016     0.00000     0.00000     0.00000
   -75.45916     0.00000     0.00000     0.00000
   -75.44916     0.00000     0.00000     0.00000
   -75.43816     0.00000     0.00000     0.00000
   -75.42716     0.00000     0.00000     0.00000
   -75.41716     0.00000     0.00000     0.00000
   -75.40616     0.00000     0.00000     0.00000
   -75.39516     0.00000     0.00000     0.00000
   -75.38516     0.00000     0.00000     0.00000
   -75.37416     0.00000     0.00000     0.00000
   -75.36316     0.00000     0.00000     0.00000
   -75.35316     0.00000     0.00000     0.00000
   -75.34216     0.00000     0.00000     0.00000
   -75.33116     0.00000     0.00000     0.00000
   -75.32016     0.00000     0.00000     0.00000
   -75.31016     0.00000     0.00000     0.00000
   -75.29916     0.00000     0.00000     0.00000
   -75.28816     0.00000     0.00000     0.00000
   -75.27816     0.00000     0.00000     0.00000
   -75.26716     0.00000     0.00000     0.00000
   -75.25616     0.00000     0.00000     0.00000
   -75.24616     0.00000     0.00000     0.00000
   -75.23516     0.00000     0.00000     0.00000
   -75.22416     0.00000     0.00000     0.00000
   -75.21416     0.00000     0.00000     0.00000
   -75.20316     0.00000     0.00000     0.00000
   -75.19216     0.00000     0.00000     0.00000
   -75.18216     0.00000     0.00000     0.00000
   -75.17116     0.00000     0.00000     0.00000
   -75.16016     0.00000     0.00000     0.00000
   -75.14916     0.00000     0.00000     0.00000
   -75.13916     0.00000     0.00000     0.00000
   -75.12816     0.00000     0.00000     0.00000
   -75.11716     0.00000     0.00000     0.00000
   -75.10716     0.00000     0.00000     0.00000
   -75.09616     0.00000     0.00000     0.00000
   -75.08516     0.00000     0.00000     0.00000
   -75.07516     0.00000     0.00000     0.00000
   -75.06416     0.00000     0.00000     0.00000
   -75.05316     0.00000     0.00000     0.00000
   -75.04316     0.00000     0.00000     0.00000
   -75.03216     0.00000     0.00000     0.00000
   -75.02116     0.00000     0.00000     0.00000
   -75.01116     0.00000     0.00000     0.00000
   -75.00016     0.00000     0.00000     0.00000
   -74.98916     0.00000     0.00000     0.00000
   -74.97816     0.00000     0.00000     0.00000
   -74.96816     0.00000     0.00000     0.00000
   -74.95716     0.00000     0.00000     0.00000
   -74.94616     0.00000     0.00000     0.00000
   -74.93616     0.00000     0.00000     0.00000
   -74.92516     0.00000     0.00000     0.00000
   -74.91416     0.00000     0.00000     0.00000
   -74.90416     0.00000     0.00000     0.00000
