     #Energy       W_all      Mo_all      Pd_all
   -78.08845     0.00000     0.00000     0.00000
   -78.07745     0.00000     0.00000     0.00000
   -78.06645     0.00000     0.00000     0.00000
   -78.05545     0.00000     0.00000     0.00000
   -78.04545     0.00000     0.00000     0.00000
   -78.03445     0.00000     0.00000     0.00000
   -78.02345     0.00000     0.00000     0.00000
   -78.01245     0.00000     0.00000     0.00000
   -78.00245     0.00000     0.00000     0.00000
   -77.99145     0.00000     0.00000     0.00000
   -77.98045     0.00000     0.00000     0.00000
   -77.97045     0.00000     0.00000     0.00000
   -77.95945     0.00000     0.00000     0.00000
   -77.94845     0.00000     0.00000     0.00000
   -77.93745     0.00000     0.00000     0.00000
   -77.92745     0.00000     0.00000     0.00000
   -77.91645     0.00000     0.00000     0.00000
   -77.90545     0.00000     0.00000     0.00000
   -77.89445     0.00000     0.00000     0.00000
   -77.88445     0.00000     0.00000     0.00000
   -77.87345     0.00000     0.00000     0.00000
   -77.86245     0.00000     0.00000     0.00000
   -77.85145     0.00000     0.00000     0.00000
   -77.84145     0.00000     0.00000     0.00000
   -77.83045     0.00000     0.00000     0.00000
   -77.81945     0.00000     0.00000     0.00000
   -77.80945     0.00000     0.00000     0.00000
   -77.79845     0.00000     0.00000     0.00000
   -77.78745     0.00000     0.00000     0.00000
   -77.77645     0.00000     0.00000     0.00000
   -77.76645     0.00000     0.00000     0.00000
   -77.75545     0.00000     0.00000     0.00000
   -77.74445     0.00000     0.00000     0.00000
   -77.73345     0.00000     0.00000     0.00000
   -77.72345     0.00000     0.00000     0.00000
   -77.71245     0.00000     0.00000     0.00000
   -77.70145     0.00000     0.00000     0.00000
   -77.69045     0.00000     0.00000     0.00000
   -77.68045     0.00000     0.00000     0.00000
   -77.66945     0.00000     0.00000     0.00000
   -77.65845     0.00000     0.00000     0.00000
   -77.64845     0.00000     0.00000     0.00000
   -77.63745     0.00000     0.00000     0.00000
   -77.62645     0.00000     0.00000     0.00000
   -77.61545     0.00000     0.00000     0.00000
   -77.60545     0.00000     0.00000     0.00000
   -77.59445     0.00000     0.00000     0.00000
   -77.58345     0.00000     0.00000     0.00000
   -77.57245     0.00000     0.00000     0.00000
   -77.56245     0.00000     0.00000     0.00000
   -77.55145     0.00000     0.00000     0.00000
   -77.54045     0.00000     0.00000     0.00000
