     #Energy       W_all      Mo_all      Pt_all
   -77.99098     0.00000     0.00000     0.00000
   -77.98098     0.00000     0.00000     0.00000
   -77.96998     0.00000     0.00000     0.00000
   -77.95898     0.00000     0.00000     0.00000
   -77.94898     0.00000     0.00000     0.00000
   -77.93798     0.00000     0.00000     0.00000
   -77.92798     0.00000     0.00000     0.00000
   -77.91698     0.00000     0.00000     0.00000
   -77.90698     0.00000     0.00000     0.00000
   -77.89598     0.00000     0.00000     0.00000
   -77.88498     0.00000     0.00000     0.00000
   -77.87498     0.00000     0.00000     0.00000
   -77.86398     0.00000     0.00000     0.00000
   -77.85398     0.00000     0.00000     0.00000
   -77.84298     0.00000     0.00000     0.00000
   -77.83298     0.00000     0.00000     0.00000
   -77.82198     0.00000     0.00000     0.00000
   -77.81098     0.00000     0.00000     0.00000
   -77.80098     0.00000     0.00000     0.00000
   -77.78998     0.00000     0.00000     0.00000
   -77.77998     0.00000     0.00000     0.00000
   -77.76898     0.00000     0.00000     0.00000
   -77.75798     0.00000     0.00000     0.00000
   -77.74798     0.00000     0.00000     0.00000
   -77.73698     0.00000     0.00000     0.00000
   -77.72698     0.00000     0.00000     0.00000
   -77.71598     0.00000     0.00000     0.00000
   -77.70598     0.00000     0.00000     0.00000
   -77.69498     0.00000     0.00000     0.00000
   -77.68398     0.00000     0.00000     0.00000
   -77.67398     0.00000     0.00000     0.00000
   -77.66298     0.00000     0.00000     0.00000
   -77.65298     0.00000     0.00000     0.00000
   -77.64198     0.00000     0.00000     0.00000
   -77.63098     0.00000     0.00000     0.00000
   -77.62098     0.00000     0.00000     0.00000
   -77.60998     0.00000     0.00000     0.00000
   -77.59998     0.00000     0.00000     0.00000
   -77.58898     0.00000     0.00000     0.00000
   -77.57898     0.00000     0.00000     0.00000
   -77.56798     0.00000     0.00000     0.00000
   -77.55698     0.00000     0.00000     0.00000
   -77.54698     0.00000     0.00000     0.00000
   -77.53598     0.00000     0.00000     0.00000
   -77.52598     0.00000     0.00000     0.00000
   -77.51498     0.00000     0.00000     0.00000
   -77.50498     0.00000     0.00000     0.00000
   -77.49398     0.00000     0.00000     0.00000
   -77.48298     0.00000     0.00000     0.00000
   -77.47298     0.00000     0.00000     0.00000
   -77.46198     0.00000     0.00000     0.00000
   -77.45198     0.00000     0.00000     0.00000
   -77.44098     0.00000     0.00000     0.00000
   -77.42998     0.00000     0.00000     0.00000
   -77.41998     0.00000     0.00000     0.00000
   -77.40898     0.00000     0.00000     0.00000
   -77.39898     0.00000     0.00000     0.00000
   -77.38798     0.00000     0.00000     0.00000
   -77.37798     0.00000     0.00000     0.00000
   -77.36698     0.00000     0.00000     0.00000
   -77.35598     0.00000     0.00000     0.00000
   -77.34598     0.00000     0.00000     0.00000
   -77.33498     0.00000     0.00000     0.00000
   -77.32498     0.00000     0.00000     0.00000
   -77.31398     0.00000     0.00000     0.00000
   -77.30298     0.00000     0.00000     0.00000
   -77.29298     0.00000     0.00000     0.00000
   -77.28198     0.00000     0.00000     0.00000
   -77.27198     0.00000     0.00000     0.00000
   -77.26098     0.00000     0.00000     0.00000
   -77.25098     0.00000     0.00000     0.00000
   -77.23998     0.00000     0.00000     0.00000
   -77.22898     0.00000     0.00000     0.00000
   -77.21898     0.00000     0.00000     0.00000
   -77.20798     0.00000     0.00000     0.00000
   -77.19798     0.00000     0.00000     0.00000
   -77.18698     0.00000     0.00000     0.00000
   -77.17598     0.00000     0.00000     0.00000
   -77.16598     0.00000     0.00000     0.00000
   -77.15498     0.00000     0.00000     0.00000
   -77.14498     0.00000     0.00000     0.00000
   -77.13398     0.00000     0.00000     0.00000
   -77.12398     0.00000     0.00000     0.00000
   -77.11298     0.00000     0.00000     0.00000
   -77.10198     0.00000     0.00000     0.00000
   -77.09198     0.00000     0.00000     0.00000
   -77.08098     0.00000     0.00000     0.00000
   -77.07098     0.00000     0.00000     0.00000
   -77.05998     0.00000     0.00000     0.00000
   -77.04998     0.00000     0.00000     0.00000
   -77.03898     0.00000     0.00000     0.00000
   -77.02798     0.00000     0.00000     0.00000
   -77.01798     0.00000     0.00000     0.00000
   -77.00698     0.00000     0.00000     0.00000
   -76.99698     0.00000     0.00000     0.00000
   -76.98598     0.00000     0.00000     0.00000
