     #Energy       W_all      Mo_all      Pt_all
   -78.00969     0.00000     0.00000     0.00000
   -77.99869     0.00000     0.00000     0.00000
   -77.98769     0.00000     0.00000     0.00000
   -77.97769     0.00000     0.00000     0.00000
   -77.96669     0.00000     0.00000     0.00000
   -77.95569     0.00000     0.00000     0.00000
   -77.94569     0.00000     0.00000     0.00000
   -77.93469     0.00000     0.00000     0.00000
   -77.92469     0.00000     0.00000     0.00000
   -77.91369     0.00000     0.00000     0.00000
   -77.90269     0.00000     0.00000     0.00000
   -77.89269     0.00000     0.00000     0.00000
   -77.88169     0.00000     0.00000     0.00000
   -77.87169     0.00000     0.00000     0.00000
   -77.86069     0.00000     0.00000     0.00000
   -77.84969     0.00000     0.00000     0.00000
   -77.83969     0.00000     0.00000     0.00000
   -77.82869     0.00000     0.00000     0.00000
   -77.81869     0.00000     0.00000     0.00000
   -77.80769     0.00000     0.00000     0.00000
   -77.79669     0.00000     0.00000     0.00000
   -77.78669     0.00000     0.00000     0.00000
   -77.77569     0.00000     0.00000     0.00000
   -77.76569     0.00000     0.00000     0.00000
   -77.75469     0.00000     0.00000     0.00000
   -77.74369     0.00000     0.00000     0.00000
   -77.73369     0.00000     0.00000     0.00000
   -77.72269     0.00000     0.00000     0.00000
   -77.71269     0.00000     0.00000     0.00000
   -77.70169     0.00000     0.00000     0.00000
   -77.69069     0.00000     0.00000     0.00000
   -77.68069     0.00000     0.00000     0.00000
   -77.66969     0.00000     0.00000     0.00000
   -77.65969     0.00000     0.00000     0.00000
   -77.64869     0.00000     0.00000     0.00000
   -77.63769     0.00000     0.00000     0.00000
   -77.62769     0.00000     0.00000     0.00000
   -77.61669     0.00000     0.00000     0.00000
   -77.60669     0.00000     0.00000     0.00000
   -77.59569     0.00000     0.00000     0.00000
   -77.58469     0.00000     0.00000     0.00000
   -77.57469     0.00000     0.00000     0.00000
   -77.56369     0.00000     0.00000     0.00000
   -77.55369     0.00000     0.00000     0.00000
   -77.54269     0.00000     0.00000     0.00000
   -77.53169     0.00000     0.00000     0.00000
   -77.52169     0.00000     0.00000     0.00000
