     #Energy       W_all      Mo_all      Ti_all      Pt_all
   -74.95879     0.00000     0.00000     0.00000     0.00000
   -74.94879     0.00000     0.00000     0.00000     0.00000
   -74.93779     0.00000     0.00000     0.00000     0.00000
   -74.92679     0.00000     0.00000     0.00000     0.00000
   -74.91679     0.00000     0.00000     0.00000     0.00000
   -74.90579     0.00000     0.00000     0.00000     0.00000
   -74.89479     0.00000     0.00000     0.00000     0.00000
   -74.88479     0.00000     0.00000     0.00000     0.00000
   -74.87379     0.00000     0.00000     0.00000     0.00000
   -74.86379     0.00000     0.00000     0.00000     0.00000
   -74.85279     0.00000     0.00000     0.00000     0.00000
   -74.84179     0.00000     0.00000     0.00000     0.00000
   -74.83179     0.00000     0.00000     0.00000     0.00000
   -74.82079     0.00000     0.00000     0.00000     0.00000
   -74.80979     0.00000     0.00000     0.00000     0.00000
   -74.79979     0.00000     0.00000     0.00000     0.00000
   -74.78879     0.00000     0.00000     0.00000     0.00000
   -74.77779     0.00000     0.00000     0.00000     0.00000
   -74.76779     0.00000     0.00000     0.00000     0.00000
   -74.75679     0.00000     0.00000     0.00000     0.00000
   -74.74579     0.00000     0.00000     0.00000     0.00000
   -74.73579     0.00000     0.00000     0.00000     0.00000
   -74.72479     0.00000     0.00000     0.00000     0.00000
   -74.71379     0.00000     0.00000     0.00000     0.00000
   -74.70379     0.00000     0.00000     0.00000     0.00000
   -74.69279     0.00000     0.00000     0.00000     0.00000
   -74.68179     0.00000     0.00000     0.00000     0.00000
   -74.67179     0.00000     0.00000     0.00000     0.00000
   -74.66079     0.00000     0.00000     0.00000     0.00000
   -74.65079     0.00000     0.00000     0.00000     0.00000
   -74.63979     0.00000     0.00000     0.00000     0.00000
   -74.62879     0.00000     0.00000     0.00000     0.00000
   -74.61879     0.00000     0.00000     0.00000     0.00000
   -74.60779     0.00000     0.00000     0.00000     0.00000
   -74.59679     0.00000     0.00000     0.00000     0.00000
   -74.58679     0.00000     0.00000     0.00000     0.00000
