     #Energy       W_all      Mo_all      Pt_all      Ti_all
   -78.02359     0.00000     0.00000     0.00000     0.00000
   -78.01359     0.00000     0.00000     0.00000     0.00000
   -78.00259     0.00000     0.00000     0.00000     0.00000
   -77.99159     0.00000     0.00000     0.00000     0.00000
   -77.98159     0.00000     0.00000     0.00000     0.00000
   -77.97059     0.00000     0.00000     0.00000     0.00000
   -77.95959     0.00000     0.00000     0.00000     0.00000
   -77.94959     0.00000     0.00000     0.00000     0.00000
   -77.93859     0.00000     0.00000     0.00000     0.00000
   -77.92759     0.00000     0.00000     0.00000     0.00000
   -77.91759     0.00000     0.00000     0.00000     0.00000
   -77.90659     0.00000     0.00000     0.00000     0.00000
   -77.89559     0.00000     0.00000     0.00000     0.00000
   -77.88559     0.00000     0.00000     0.00000     0.00000
   -77.87459     0.00000     0.00000     0.00000     0.00000
   -77.86359     0.00000     0.00000     0.00000     0.00000
   -77.85359     0.00000     0.00000     0.00000     0.00000
   -77.84259     0.00000     0.00000     0.00000     0.00000
   -77.83159     0.00000     0.00000     0.00000     0.00000
   -77.82159     0.00000     0.00000     0.00000     0.00000
   -77.81059     0.00000     0.00000     0.00000     0.00000
   -77.79959     0.00000     0.00000     0.00000     0.00000
   -77.78959     0.00000     0.00000     0.00000     0.00000
   -77.77859     0.00000     0.00000     0.00000     0.00000
   -77.76759     0.00000     0.00000     0.00000     0.00000
   -77.75759     0.00000     0.00000     0.00000     0.00000
   -77.74659     0.00000     0.00000     0.00000     0.00000
   -77.73559     0.00000     0.00000     0.00000     0.00000
   -77.72559     0.00000     0.00000     0.00000     0.00000
   -77.71459     0.00000     0.00000     0.00000     0.00000
   -77.70359     0.00000     0.00000     0.00000     0.00000
   -77.69359     0.00000     0.00000     0.00000     0.00000
   -77.68259     0.00000     0.00000     0.00000     0.00000
   -77.67159     0.00000     0.00000     0.00000     0.00000
   -77.66159     0.00000     0.00000     0.00000     0.00000
   -77.65059     0.00000     0.00000     0.00000     0.00000
   -77.63959     0.00000     0.00000     0.00000     0.00000
   -77.62959     0.00000     0.00000     0.00000     0.00000
   -77.61859     0.00000     0.00000     0.00000     0.00000
   -77.60759     0.00000     0.00000     0.00000     0.00000
   -77.59759     0.00000     0.00000     0.00000     0.00000
