     #Energy       W_all      Mo_all      Pd_all      Hf_all
   -53.29814     0.00000     0.00000     0.00000     0.00000
   -53.28714     0.00000     0.00000     0.00000     0.00000
   -53.27614     0.00000     0.00000     0.00000     0.00000
   -53.26514     0.00000     0.00000     0.00000     0.00000
   -53.25414     0.00000     0.00000     0.00000     0.00000
   -53.24314     0.00000     0.00000     0.00000     0.00000
   -53.23214     0.00000     0.00000     0.00000     0.00000
   -53.22114     0.00000     0.00000     0.00000     0.00000
   -53.21014     0.00000     0.00000     0.00000     0.00000
   -53.19914     0.00000     0.00000     0.00000     0.00000
   -53.18814     0.00000     0.00000     0.00000     0.00000
   -53.17714     0.00000     0.00000     0.00000     0.00000
   -53.16614     0.00000     0.00000     0.00000     0.00000
   -53.15514     0.00000     0.00000     0.00000     0.00000
   -53.14414     0.00000     0.00000     0.00000     0.00000
   -53.13314     0.00000     0.00000     0.00000     0.00000
   -53.12214     0.00000     0.00000     0.00000     0.00000
   -53.11114     0.00000     0.00000     0.00000     0.00000
   -53.10014     0.00000     0.00000     0.00000     0.00000
   -53.08914     0.00000     0.00000     0.00000     0.00000
   -53.07814     0.00000     0.00000     0.00000     0.00000
   -53.06714     0.00000     0.00000     0.00000     0.00000
   -53.05614     0.00000     0.00000     0.00000     0.00000
   -53.04514     0.00000     0.00000     0.00000     0.00000
   -53.03414     0.00000     0.00000     0.00000     0.00000
   -53.02314     0.00000     0.00000     0.00000     0.00000
   -53.01214     0.00000     0.00000     0.00000     0.00000
   -53.00114     0.00000     0.00000     0.00000     0.00000
   -52.99014     0.00000     0.00000     0.00000     0.00000
   -52.97914     0.00000     0.00000     0.00000     0.00000
   -52.96814     0.00000     0.00000     0.00000     0.00000
   -52.95714     0.00000     0.00000     0.00000     0.00000
   -52.94614     0.00000     0.00000     0.00000     0.00000
   -52.93514     0.00000     0.00000     0.00000     0.00000
   -52.92514     0.00000     0.00000     0.00000     0.00000
   -52.91414     0.00000     0.00000     0.00000     0.00000
   -52.90314     0.00000     0.00000     0.00000     0.00000
   -52.89214     0.00000     0.00000     0.00000     0.00000
   -52.88114     0.00000     0.00000     0.00000     0.00000
   -52.87014     0.00000     0.00000     0.00000     0.00000
   -52.85914     0.00000     0.00000     0.00000     0.00000
   -52.84814     0.00000     0.00000     0.00000     0.00000
   -52.83714     0.00000     0.00000     0.00000     0.00000
   -52.82614     0.00000     0.00000     0.00000     0.00000
   -52.81514     0.00000     0.00000     0.00000     0.00000
   -52.80414     0.00000     0.00000     0.00000     0.00000
   -52.79314     0.00000     0.00000     0.00000     0.00000
   -52.78214     0.00000     0.00000     0.00000     0.00000
   -52.77114     0.00000     0.00000     0.00000     0.00000
   -52.76014     0.00000     0.00000     0.00000     0.00000
   -52.74914     0.00000     0.00000     0.00000     0.00000
   -52.73814     0.00000     0.00000     0.00000     0.00000
   -52.72714     0.00000     0.00000     0.00000     0.00000
   -52.71614     0.00000     0.00000     0.00000     0.00000
   -52.70514     0.00000     0.00000     0.00000     0.00000
   -52.69414     0.00000     0.00000     0.00000     0.00000
   -52.68314     0.00000     0.00000     0.00000     0.00000
   -52.67214     0.00000     0.00000     0.00000     0.00000
   -52.66114     0.00000     0.00000     0.00000     0.00000
   -52.65014     0.00000     0.00000     0.00000     0.00000
   -52.63914     0.00000     0.00000     0.00000     0.00000
   -52.62814     0.00000     0.00000     0.00000     0.00000
   -52.61714     0.00000     0.00000     0.00000     0.00000
   -52.60614     0.00000     0.00000     0.00000     0.00000
   -52.59514     0.00000     0.00000     0.00000     0.00000
   -52.58414     0.00000     0.00000     0.00000     0.00000
   -52.57314     0.00000     0.00000     0.00000     0.00000
   -52.56214     0.00000     0.00000     0.00000     0.00000
   -52.55114     0.00000     0.00000     0.00000     0.00000
   -52.54014     0.00000     0.00000     0.00000     0.00000
   -52.52914     0.00000     0.00000     0.00000     0.00000
   -52.51814     0.00000     0.00000     0.00000     0.00000
   -52.50714     0.00000     0.00000     0.00000     0.00000
   -52.49714     0.00000     0.00000     0.00000     0.00000
   -52.48614     0.00000     0.00000     0.00000     0.00000
   -52.47514     0.00000     0.00000     0.00000     0.00000
   -52.46414     0.00000     0.00000     0.00000     0.00000
   -52.45314     0.00000     0.00000     0.00000     0.00000
   -52.44214     0.00000     0.00000     0.00000     0.00000
   -52.43114     0.00000     0.00000     0.00000     0.00000
   -52.42014     0.00000     0.00000     0.00000     0.00000
   -52.40914     0.00000     0.00000     0.00000     0.00000
   -52.39814     0.00000     0.00000     0.00000     0.00000
   -52.38714     0.00000     0.00000     0.00000     0.00000
   -52.37614     0.00000     0.00000     0.00000     0.00000
   -52.36514     0.00000     0.00000     0.00000     0.00000
   -52.35414     0.00000     0.00000     0.00000     0.00000
   -52.34314     0.00000     0.00000     0.00000     0.00000
   -52.33214     0.00000     0.00000     0.00000     0.00000
   -52.32114     0.00000     0.00000     0.00000     0.00000
   -52.31014     0.00000     0.00000     0.00000     0.00000
   -52.29914     0.00000     0.00000     0.00000     0.00000
   -52.28814     0.00000     0.00000     0.00000     0.00000
   -52.27714     0.00000     0.00000     0.00000     0.00000
   -52.26614     0.00000     0.00000     0.00000     0.00000
   -52.25514     0.00000     0.00000     0.00000     0.00000
   -52.24414     0.00000     0.00000     0.00000     0.00000
   -52.23314     0.00000     0.00000     0.00000     0.00000
   -52.22214     0.00000     0.00000     0.00000     0.00000
   -52.21114     0.00000     0.00000     0.00000     0.00000
   -52.20014     0.00000     0.00000     0.00000     0.00000
   -52.18914     0.00000     0.00000     0.00000     0.00000
   -52.17814     0.00000     0.00000     0.00000     0.00000
   -52.16714     0.00000     0.00000     0.00000     0.00000
   -52.15614     0.00000     0.00000     0.00000     0.00000
   -52.14514     0.00000     0.00000     0.00000     0.00000
   -52.13414     0.00000     0.00000     0.00000     0.00000
   -52.12314     0.00000     0.00000     0.00000     0.00000
   -52.11214     0.00000     0.00000     0.00000     0.00000
   -52.10114     0.00000     0.00000     0.00000     0.00000
   -52.09014     0.00000     0.00000     0.00000     0.00000
   -52.07914     0.00000     0.00000     0.00000     0.00000
   -52.06814     0.00000     0.00000     0.00000     0.00000
   -52.05814     0.00000     0.00000     0.00000     0.00000
   -52.04714     0.00000     0.00000     0.00000     0.00000
   -52.03614     0.00000     0.00000     0.00000     0.00000
   -52.02514     0.00000     0.00000     0.00000     0.00000
   -52.01414     0.00000     0.00000     0.00000     0.00000
   -52.00314     0.00000     0.00000     0.00000     0.00000
   -51.99214     0.00000     0.00000     0.00000     0.00000
   -51.98114     0.00000     0.00000     0.00000     0.00000
   -51.97014     0.00000     0.00000     0.00000     0.00000
   -51.95914     0.00000     0.00000     0.00000     0.00000
   -51.94814     0.00000     0.00000     0.00000     0.00000
   -51.93714     0.00000     0.00000     0.00000     0.00000
   -51.92614     0.00000     0.00000     0.00000     0.00000
   -51.91514     0.00000     0.00000     0.00000     0.00000
   -51.90414     0.00000     0.00000     0.00000     0.00000
   -51.89314     0.00000     0.00000     0.00000     0.00000
   -51.88214     0.00000     0.00000     0.00000     0.00000
   -51.87114     0.00000     0.00000     0.00000     0.00000
   -51.86014     0.00000     0.00000     0.00000     0.00000
   -51.84914     0.00000     0.00000     0.00000     0.00000
   -51.83814     0.00000     0.00000     0.00000     0.00000
   -51.82714     0.00000     0.00000     0.00000     0.00000
   -51.81614     0.00000     0.00000     0.00000     0.00000
   -51.80514     0.00000     0.00000     0.00000     0.00000
   -51.79414     0.00000     0.00000     0.00000     0.00000
   -51.78314     0.00000     0.00000     0.00000     0.00000
   -51.77214     0.00000     0.00000     0.00000     0.00000
   -51.76114     0.00000     0.00000     0.00000     0.00000
   -51.75014     0.00000     0.00000     0.00000     0.00000
   -51.73914     0.00000     0.00000     0.00000     0.00000
   -51.72814     0.00000     0.00000     0.00000     0.00000
   -51.71714     0.00000     0.00000     0.00000     0.00000
   -51.70614     0.00000     0.00000     0.00000     0.00000
   -51.69514     0.00000     0.00000     0.00000     0.00000
   -51.68414     0.00000     0.00000     0.00000     0.00000
   -51.67314     0.00000     0.00000     0.00000     0.00000
   -51.66214     0.00000     0.00000     0.00000     0.00000
   -51.65114     0.00000     0.00000     0.00000     0.00000
   -51.64014     0.00000     0.00000     0.00000     0.00000
   -51.63014     0.00000     0.00000     0.00000     0.00000
   -51.61914     0.00000     0.00000     0.00000     0.00000
   -51.60814     0.00000     0.00000     0.00000     0.00000
   -51.59714     0.00000     0.00000     0.00000     0.00000
   -51.58614     0.00000     0.00000     0.00000     0.00000
   -51.57514     0.00000     0.00000     0.00000     0.00000
   -51.56414     0.00000     0.00000     0.00000     0.00000
   -51.55314     0.00000     0.00000     0.00000     0.00000
   -51.54214     0.00000     0.00000     0.00000     0.00000
   -51.53114     0.00000     0.00000     0.00000     0.00000
   -51.52014     0.00000     0.00000     0.00000     0.00000
   -51.50914     0.00000     0.00000     0.00000     0.00000
   -51.49814     0.00000     0.00000     0.00000     0.00000
   -51.48714     0.00000     0.00000     0.00000     0.00000
   -51.47614     0.00000     0.00000     0.00000     0.00000
   -51.46514     0.00000     0.00000     0.00000     0.00000
   -51.45414     0.00000     0.00000     0.00000     0.00000
   -51.44314     0.00000     0.00000     0.00000     0.00000
   -51.43214     0.00000     0.00000     0.00000     0.00000
   -51.42114     0.00000     0.00000     0.00000     0.00000
   -51.41014     0.00000     0.00000     0.00000     0.00000
   -51.39914     0.00000     0.00000     0.00000     0.00000
   -51.38814     0.00000     0.00000     0.00000     0.00000
   -51.37714     0.00000     0.00000     0.00000     0.00000
   -51.36614     0.00000     0.00000     0.00000     0.00000
   -51.35514     0.00000     0.00000     0.00000     0.00000
   -51.34414     0.00000     0.00000     0.00000     0.00000
   -51.33314     0.00000     0.00000     0.00000     0.00000
   -51.32214     0.00000     0.00000     0.00000     0.00000
   -51.31114     0.00000     0.00000     0.00000     0.00000
   -51.30014     0.00000     0.00000     0.00000     0.00000
   -51.28914     0.00000     0.00000     0.00000     0.00000
   -51.27814     0.00000     0.00000     0.00000     0.00000
   -51.26714     0.00000     0.00000     0.00000     0.00000
   -51.25614     0.00000     0.00000     0.00000     0.00000
   -51.24514     0.00000     0.00000     0.00000     0.00000
   -51.23414     0.00000     0.00000     0.00000     0.00000
   -51.22314     0.00000     0.00000     0.00000     0.00000
   -51.21214     0.00000     0.00000     0.00000     0.00000
   -51.20214     0.00000     0.00000     0.00000     0.00000
   -51.19114     0.00000     0.00000     0.00000     0.00000
   -51.18014     0.00000     0.00000     0.00000     0.00000
   -51.16914     0.00000     0.00000     0.00000     0.00000
   -51.15814     0.00000     0.00000     0.00000     0.00000
   -51.14714     0.00000     0.00000     0.00000     0.00000
   -51.13614     0.00000     0.00000     0.00000     0.00000
   -51.12514     0.00000     0.00000     0.00000     0.00000
   -51.11414     0.00000     0.00000     0.00000     0.00000
   -51.10314     0.00000     0.00000     0.00000     0.00000
   -51.09214     0.00000     0.00000     0.00000     0.00000
   -51.08114     0.00000     0.00000     0.00000     0.00000
   -51.07014     0.00000     0.00000     0.00000     0.00000
   -51.05914     0.00000     0.00000     0.00000     0.00000
   -51.04814     0.00000     0.00000     0.00000     0.00000
   -51.03714     0.00000     0.00000     0.00000     0.00000
   -51.02614     0.00000     0.00000     0.00000     0.00000
   -51.01514     0.00000     0.00000     0.00000     0.00000
   -51.00414     0.00000     0.00000     0.00000     0.00000
   -50.99314     0.00000     0.00000     0.00000     0.00000
   -50.98214     0.00000     0.00000     0.00000     0.00000
   -50.97114     0.00000     0.00000     0.00000     0.00000
   -50.96014     0.00000     0.00000     0.00000     0.00000
   -50.94914     0.00000     0.00000     0.00000     0.00000
   -50.93814     0.00000     0.00000     0.00000     0.00000
   -50.92714     0.00000     0.00000     0.00000     0.00000
   -50.91614     0.00000     0.00000     0.00000     0.00000
   -50.90514     0.00000     0.00000     0.00000     0.00000
   -50.89414     0.00000     0.00000     0.00000     0.00000
   -50.88314     0.00000     0.00000     0.00000     0.00000
   -50.87214     0.00000     0.00000     0.00000     0.00000
   -50.86114     0.00000     0.00000     0.00000     0.00000
   -50.85014     0.00000     0.00000     0.00000     0.00000
   -50.83914     0.00000     0.00000     0.00000     0.00000
   -50.82814     0.00000     0.00000     0.00000     0.00000
   -50.81714     0.00000     0.00000     0.00000     0.00000
   -50.80614     0.00000     0.00000     0.00000     0.00000
   -50.79514     0.00000     0.00000     0.00000     0.00000
   -50.78414     0.00000     0.00000     0.00000     0.00000
   -50.77314     0.00000     0.00000     0.00000     0.00000
   -50.76314     0.00000     0.00000     0.00000     0.00000
   -50.75214     0.00000     0.00000     0.00000     0.00000
   -50.74114     0.00000     0.00000     0.00000     0.00000
   -50.73014     0.00000     0.00000     0.00000     0.00000
   -50.71914     0.00000     0.00000     0.00000     0.00000
   -50.70814     0.00000     0.00000     0.00000     0.00000
   -50.69714     0.00000     0.00000     0.00000     0.00000
   -50.68614     0.00000     0.00000     0.00000     0.00000
   -50.67514     0.00000     0.00000     0.00000     0.00000
   -50.66414     0.00000     0.00000     0.00000     0.00000
   -50.65314     0.00000     0.00000     0.00000     0.00000
   -50.64214     0.00000     0.00000     0.00000     0.00000
   -50.63114     0.00000     0.00000     0.00000     0.00000
   -50.62014     0.00000     0.00000     0.00000     0.00000
   -50.60914     0.00000     0.00000     0.00000     0.00000
   -50.59814     0.00000     0.00000     0.00000     0.00000
   -50.58714     0.00000     0.00000     0.00000     0.00000
   -50.57614     0.00000     0.00000     0.00000     0.00000
   -50.56514     0.00000     0.00000     0.00000     0.00000
   -50.55414     0.00000     0.00000     0.00000     0.00000
   -50.54314     0.00000     0.00000     0.00000     0.00000
   -50.53214     0.00000     0.00000     0.00000     0.00000
   -50.52114     0.00000     0.00000     0.00000     0.00000
   -50.51014     0.00000     0.00000     0.00000     0.00000
   -50.49914     0.00000     0.00000     0.00000     0.00000
   -50.48814     0.00000     0.00000     0.00000     0.00000
   -50.47714     0.00000     0.00000     0.00000     0.00000
   -50.46614     0.00000     0.00000     0.00000     0.00000
   -50.45514     0.00000     0.00000     0.00000     0.00000
   -50.44414     0.00000     0.00000     0.00000     0.00000
   -50.43314     0.00000     0.00000     0.00000     0.00000
   -50.42214     0.00000     0.00000     0.00000     0.00000
   -50.41114     0.00000     0.00000     0.00000     0.00000
   -50.40014     0.00000     0.00000     0.00000     0.00000
   -50.38914     0.00000     0.00000     0.00000     0.00000
   -50.37814     0.00000     0.00000     0.00000     0.00000
   -50.36714     0.00000     0.00000     0.00000     0.00000
   -50.35614     0.00000     0.00000     0.00000     0.00000
   -50.34514     0.00000     0.00000     0.00000     0.00000
   -50.33514     0.00000     0.00000     0.00000     0.00000
   -50.32414     0.00000     0.00000     0.00000     0.00000
   -50.31314     0.00000     0.00000     0.00000     0.00000
   -50.30214     0.00000     0.00000     0.00000     0.00000
   -50.29114     0.00000     0.00000     0.00000     0.00000
   -50.28014     0.00000     0.00000     0.00000     0.00000
   -50.26914     0.00000     0.00000     0.00000     0.00000
   -50.25814     0.00000     0.00000     0.00000     0.00000
   -50.24714     0.00000     0.00000     0.00000     0.00000
   -50.23614     0.00000     0.00000     0.00000     0.00000
   -50.22514     0.00000     0.00000     0.00000     0.00000
   -50.21414     0.00000     0.00000     0.00000     0.00000
   -50.20314     0.00000     0.00000     0.00000     0.00000
   -50.19214     0.00000     0.00000     0.00000     0.00000
   -50.18114     0.00000     0.00000     0.00000     0.00000
   -50.17014     0.00000     0.00000     0.00000     0.00000
   -50.15914     0.00000     0.00000     0.00000     0.00000
   -50.14814     0.00000     0.00000     0.00000     0.00000
   -50.13714     0.00000     0.00000     0.00000     0.00000
   -50.12614     0.00000     0.00000     0.00000     0.00000
   -50.11514     0.00000     0.00000     0.00000     0.00000
   -50.10414     0.00000     0.00000     0.00000     0.00000
   -50.09314     0.00000     0.00000     0.00000     0.00000
   -50.08214     0.00000     0.00000     0.00000     0.00000
   -50.07114     0.00000     0.00000     0.00000     0.00000
   -50.06014     0.00000     0.00000     0.00000     0.00000
   -50.04914     0.00000     0.00000     0.00000     0.00000
   -50.03814     0.00000     0.00000     0.00000     0.00000
   -50.02714     0.00000     0.00000     0.00000     0.00000
   -50.01614     0.00000     0.00000     0.00000     0.00000
   -50.00514     0.00000     0.00000     0.00000     0.00000
   -49.99414     0.00000     0.00000     0.00000     0.00000
   -49.98314     0.00000     0.00000     0.00000     0.00000
   -49.97214     0.00000     0.00000     0.00000     0.00000
   -49.96114     0.00000     0.00000     0.00000     0.00000
   -49.95014     0.00000     0.00000     0.00000     0.00000
   -49.93914     0.00000     0.00000     0.00000     0.00000
   -49.92814     0.00000     0.00000     0.00000     0.00000
   -49.91714     0.00000     0.00000     0.00000     0.00000
   -49.90714     0.00000     0.00000     0.00000     0.00000
   -49.89614     0.00000     0.00000     0.00000     0.00000
   -49.88514     0.00000     0.00000     0.00000     0.00000
   -49.87414     0.00000     0.00000     0.00000     0.00000
   -49.86314     0.00000     0.00000     0.00000     0.00000
   -49.85214     0.00000     0.00000     0.00000     0.00000
   -49.84114     0.00000     0.00000     0.00000     0.00000
   -49.83014     0.00000     0.00000     0.00000     0.00000
   -49.81914     0.00000     0.00000     0.00000     0.00000
   -49.80814     0.00000     0.00000     0.00000     0.00000
   -49.79714     0.00000     0.00000     0.00000     0.00000
   -49.78614     0.00000     0.00000     0.00000     0.00000
   -49.77514     0.00000     0.00000     0.00000     0.00000
   -49.76414     0.00000     0.00000     0.00000     0.00000
   -49.75314     0.00000     0.00000     0.00000     0.00000
   -49.74214     0.00000     0.00000     0.00000     0.00000
   -49.73114     0.00000     0.00000     0.00000     0.00000
   -49.72014     0.00000     0.00000     0.00000     0.00000
   -49.70914     0.00000     0.00000     0.00000     0.00000
   -49.69814     0.00000     0.00000     0.00000     0.00000
   -49.68714     0.00000     0.00000     0.00000     0.00000
   -49.67614     0.00000     0.00000     0.00000     0.00000
   -49.66514     0.00000     0.00000     0.00000     0.00000
   -49.65414     0.00000     0.00000     0.00000     0.00000
   -49.64314     0.00000     0.00000     0.00000     0.00000
   -49.63214     0.00000     0.00000     0.00000     0.00000
   -49.62114     0.00000     0.00000     0.00000     0.00000
   -49.61014     0.00000     0.00000     0.00000     0.00000
   -49.59914     0.00000     0.00000     0.00000     0.00000
   -49.58814     0.00000     0.00000     0.00000     0.00000
   -49.57714     0.00000     0.00000     0.00000     0.00000
   -49.56614     0.00000     0.00000     0.00000     0.00000
   -49.55514     0.00000     0.00000     0.00000     0.00000
   -49.54414     0.00000     0.00000     0.00000     0.00000
   -49.53314     0.00000     0.00000     0.00000     0.00000
   -49.52214     0.00000     0.00000     0.00000     0.00000
   -49.51114     0.00000     0.00000     0.00000     0.00000
   -49.50014     0.00000     0.00000     0.00000     0.00000
   -49.48914     0.00000     0.00000     0.00000     0.00000
   -49.47814     0.00000     0.00000     0.00000     0.00000
   -49.46814     0.00000     0.00000     0.00000     0.00000
   -49.45714     0.00000     0.00000     0.00000     0.00000
   -49.44614     0.00000     0.00000     0.00000     0.00000
   -49.43514     0.00000     0.00000     0.00000     0.00000
   -49.42414     0.00000     0.00000     0.00000     0.00000
   -49.41314     0.00000     0.00000     0.00000     0.00000
   -49.40214     0.00000     0.00000     0.00000     0.00000
   -49.39114     0.00000     0.00000     0.00000     0.00000
   -49.38014     0.00000     0.00000     0.00000     0.00000
   -49.36914     0.00000     0.00000     0.00000     0.00000
   -49.35814     0.00000     0.00000     0.00000     0.00000
   -49.34714     0.00000     0.00000     0.00000     0.00000
   -49.33614     0.00000     0.00000     0.00000     0.00000
   -49.32514     0.00000     0.00000     0.00000     0.00000
   -49.31414     0.00000     0.00000     0.00000     0.00000
   -49.30314     0.00000     0.00000     0.00000     0.00000
   -49.29214     0.00000     0.00000     0.00000     0.00000
   -49.28114     0.00000     0.00000     0.00000     0.00000
   -49.27014     0.00000     0.00000     0.00000     0.00000
   -49.25914     0.00000     0.00000     0.00000     0.00000
   -49.24814     0.00000     0.00000     0.00000     0.00000
   -49.23714     0.00000     0.00000     0.00000     0.00000
   -49.22614     0.00000     0.00000     0.00000     0.00000
   -49.21514     0.00000     0.00000     0.00000     0.00000
   -49.20414     0.00000     0.00000     0.00000     0.00000
   -49.19314     0.00000     0.00000     0.00000     0.00000
   -49.18214     0.00000     0.00000     0.00000     0.00000
   -49.17114     0.00000     0.00000     0.00000     0.00000
   -49.16014     0.00000     0.00000     0.00000     0.00000
   -49.14914     0.00000     0.00000     0.00000     0.00000
   -49.13814     0.00000     0.00000     0.00000     0.00000
   -49.12714     0.00000     0.00000     0.00000     0.00000
   -49.11614     0.00000     0.00000     0.00000     0.00000
   -49.10514     0.00000     0.00000     0.00000     0.00000
   -49.09414     0.00000     0.00000     0.00000     0.00000
   -49.08314     0.00000     0.00000     0.00000     0.00000
   -49.07214     0.00000     0.00000     0.00000     0.00000
   -49.06114     0.00000     0.00000     0.00000     0.00000
   -49.05014     0.00000     0.00000     0.00000     0.00000
   -49.04014     0.00000     0.00000     0.00000     0.00000
   -49.02914     0.00000     0.00000     0.00000     0.00000
   -49.01814     0.00000     0.00000     0.00000     0.00000
   -49.00714     0.00000     0.00000     0.00000     0.00000
   -48.99614     0.00000     0.00000     0.00000     0.00000
   -48.98514     0.00000     0.00000     0.00000     0.00000
   -48.97414     0.00000     0.00000     0.00000     0.00000
   -48.96314     0.00000     0.00000     0.00000     0.00000
   -48.95214     0.00000     0.00000     0.00000     0.00000
   -48.94114     0.00000     0.00000     0.00000     0.00000
   -48.93014     0.00000     0.00000     0.00000     0.00000
   -48.91914     0.00000     0.00000     0.00000     0.00000
   -48.90814     0.00000     0.00000     0.00000     0.00000
   -48.89714     0.00000     0.00000     0.00000     0.00000
   -48.88614     0.00000     0.00000     0.00000     0.00000
   -48.87514     0.00000     0.00000     0.00000     0.00000
   -48.86414     0.00000     0.00000     0.00000     0.00000
   -48.85314     0.00000     0.00000     0.00000     0.00000
   -48.84214     0.00000     0.00000     0.00000     0.00000
   -48.83114     0.00000     0.00000     0.00000     0.00000
   -48.82014     0.00000     0.00000     0.00000     0.00000
   -48.80914     0.00000     0.00000     0.00000     0.00000
   -48.79814     0.00000     0.00000     0.00000     0.00000
   -48.78714     0.00000     0.00000     0.00000     0.00000
   -48.77614     0.00000     0.00000     0.00000     0.00000
   -48.76514     0.00000     0.00000     0.00000     0.00000
   -48.75414     0.00000     0.00000     0.00000     0.00000
   -48.74314     0.00000     0.00000     0.00000     0.00000
   -48.73214     0.00000     0.00000     0.00000     0.00000
   -48.72114     0.00000     0.00000     0.00000     0.00000
   -48.71014     0.00000     0.00000     0.00000     0.00000
   -48.69914     0.00000     0.00000     0.00000     0.00000
   -48.68814     0.00000     0.00000     0.00000     0.00000
   -48.67714     0.00000     0.00000     0.00000     0.00000
   -48.66614     0.00000     0.00000     0.00000     0.00000
   -48.65514     0.00000     0.00000     0.00000     0.00000
   -48.64414     0.00000     0.00000     0.00000     0.00000
   -48.63314     0.00000     0.00000     0.00000     0.00000
   -48.62214     0.00000     0.00000     0.00000     0.00000
   -48.61214     0.00000     0.00000     0.00000     0.00000
   -48.60114     0.00000     0.00000     0.00000     0.00000
   -48.59014     0.00000     0.00000     0.00000     0.00000
   -48.57914     0.00000     0.00000     0.00000     0.00000
   -48.56814     0.00000     0.00000     0.00000     0.00000
   -48.55714     0.00000     0.00000     0.00000     0.00000
   -48.54614     0.00000     0.00000     0.00000     0.00000
   -48.53514     0.00000     0.00000     0.00000     0.00000
   -48.52414     0.00000     0.00000     0.00000     0.00000
   -48.51314     0.00000     0.00000     0.00000     0.00000
   -48.50214     0.00000     0.00000     0.00000     0.00000
   -48.49114     0.00000     0.00000     0.00000     0.00000
   -48.48014     0.00000     0.00000     0.00000     0.00000
   -48.46914     0.00000     0.00000     0.00000     0.00000
   -48.45814     0.00000     0.00000     0.00000     0.00000
   -48.44714     0.00000     0.00000     0.00000     0.00000
   -48.43614     0.00000     0.00000     0.00000     0.00000
   -48.42514     0.00000     0.00000     0.00000     0.00000
   -48.41414     0.00000     0.00000     0.00000     0.00000
   -48.40314     0.00000     0.00000     0.00000     0.00000
   -48.39214     0.00000     0.00000     0.00000     0.00000
   -48.38114     0.00000     0.00000     0.00000     0.00000
   -48.37014     0.00000     0.00000     0.00000     0.00000
   -48.35914     0.00000     0.00000     0.00000     0.00000
   -48.34814     0.00000     0.00000     0.00000     0.00000
   -48.33714     0.00000     0.00000     0.00000     0.00000
   -48.32614     0.00000     0.00000     0.00000     0.00000
   -48.31514     0.00000     0.00000     0.00000     0.00000
   -48.30414     0.00000     0.00000     0.00000     0.00000
   -48.29314     0.00000     0.00000     0.00000     0.00000
   -48.28214     0.00000     0.00000     0.00000     0.00000
   -48.27114     0.00000     0.00000     0.00000     0.00000
   -48.26014     0.00000     0.00000     0.00000     0.00000
   -48.24914     0.00000     0.00000     0.00000     0.00000
   -48.23814     0.00000     0.00000     0.00000     0.00000
   -48.22714     0.00000     0.00000     0.00000     0.00000
   -48.21614     0.00000     0.00000     0.00000     0.00000
   -48.20514     0.00000     0.00000     0.00000     0.00000
   -48.19414     0.00000     0.00000     0.00000     0.00000
   -48.18314     0.00000     0.00000     0.00000     0.00000
   -48.17314     0.00000     0.00000     0.00000     0.00000
   -48.16214     0.00000     0.00000     0.00000     0.00000
   -48.15114     0.00000     0.00000     0.00000     0.00000
   -48.14014     0.00000     0.00000     0.00000     0.00000
   -48.12914     0.00000     0.00000     0.00000     0.00000
   -48.11814     0.00000     0.00000     0.00000     0.00000
   -48.10714     0.00000     0.00000     0.00000     0.00000
   -48.09614     0.00000     0.00000     0.00000     0.00000
   -48.08514     0.00000     0.00000     0.00000     0.00000
   -48.07414     0.00000     0.00000     0.00000     0.00000
   -48.06314     0.00000     0.00000     0.00000     0.00000
   -48.05214     0.00000     0.00000     0.00000     0.00000
   -48.04114     0.00000     0.00000     0.00000     0.00000
   -48.03014     0.00000     0.00000     0.00000     0.00000
   -48.01914     0.00000     0.00000     0.00000     0.00000
   -48.00814     0.00000     0.00000     0.00000     0.00000
   -47.99714     0.00000     0.00000     0.00000     0.00000
   -47.98614     0.00000     0.00000     0.00000     0.00000
   -47.97514     0.00000     0.00000     0.00000     0.00000
   -47.96414     0.00000     0.00000     0.00000     0.00000
   -47.95314     0.00000     0.00000     0.00000     0.00000
   -47.94214     0.00000     0.00000     0.00000     0.00000
   -47.93114     0.00000     0.00000     0.00000     0.00000
   -47.92014     0.00000     0.00000     0.00000     0.00000
   -47.90914     0.00000     0.00000     0.00000     0.00000
   -47.89814     0.00000     0.00000     0.00000     0.00000
   -47.88714     0.00000     0.00000     0.00000     0.00000
   -47.87614     0.00000     0.00000     0.00000     0.00000
   -47.86514     0.00000     0.00000     0.00000     0.00000
   -47.85414     0.00000     0.00000     0.00000     0.00000
   -47.84314     0.00000     0.00000     0.00000     0.00000
   -47.83214     0.00000     0.00000     0.00000     0.00000
   -47.82114     0.00000     0.00000     0.00000     0.00000
   -47.81014     0.00000     0.00000     0.00000     0.00000
   -47.79914     0.00000     0.00000     0.00000     0.00000
   -47.78814     0.00000     0.00000     0.00000     0.00000
   -47.77714     0.00000     0.00000     0.00000     0.00000
   -47.76614     0.00000     0.00000     0.00000     0.00000
   -47.75514     0.00000     0.00000     0.00000     0.00000
   -47.74514     0.00000     0.00000     0.00000     0.00000
   -47.73414     0.00000     0.00000     0.00000     0.00000
   -47.72314     0.00000     0.00000     0.00000     0.00000
   -47.71214     0.00000     0.00000     0.00000     0.00000
   -47.70114     0.00000     0.00000     0.00000     0.00000
   -47.69014     0.00000     0.00000     0.00000     0.00000
   -47.67914     0.00000     0.00000     0.00000     0.00000
   -47.66814     0.00000     0.00000     0.00000     0.00000
   -47.65714     0.00000     0.00000     0.00000     0.00000
   -47.64614     0.00000     0.00000     0.00000     0.00000
   -47.63514     0.00000     0.00000     0.00000     0.00000
