     #Energy        Hf_s        Ta_s       Hf_py       Ta_py       Hf_pz       Ta_pz       Hf_px       Ta_px      Hf_dxy      Ta_dxy      Hf_dyz      Ta_dyz      Hf_dz2      Ta_dz2      Hf_dxz      Ta_dxz      Hf_dx2      Ta_dx2
   -17.83855     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.70155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.56455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.42755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.29055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.15355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.01555     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.87855     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.74155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.60455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.46755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.33055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.19355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.05555     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.91855     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.78155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.64455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.50755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.37055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.23355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.09555     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.95855     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.82155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.68455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.54755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.41055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.27355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.13655     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.99855     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.86155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.72455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.58755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.45055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.31355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.17655     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.03855     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.90155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.76455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.62755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.49055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.35355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.21655     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.07855     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.94155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.80455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.66755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.53055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.39355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.25655     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.11955     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.98155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.84455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.70755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.57055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.43355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.29655     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.15955     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.02155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.88455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.74755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.61055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.47355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.33655     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.19955     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.06155     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.92455     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.78755     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.65055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.51355     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.37655     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.23955    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.10255    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.96455    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.82755    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.69055    -0.00005    -0.00005    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.55355    -0.00310    -0.00321    -0.00001    -0.00001    -0.00001    -0.00001    -0.00001    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.41655     0.04359     0.04498     0.00006     0.00003     0.00010     0.00004     0.00007     0.00006     0.00001     0.00001     0.00000     0.00001     0.00002     0.00001     0.00001     0.00001     0.00001     0.00001
    -7.27955     0.18759     0.19592     0.00150     0.00075     0.00145     0.00067     0.00164     0.00082     0.00004     0.00005     0.00003     0.00004     0.00008     0.00005     0.00005     0.00005     0.00007     0.00007
    -7.14255     0.26497     0.27985     0.00329     0.00162     0.00424     0.00200     0.00366     0.00173     0.00011     0.00013     0.00010     0.00013     0.00013     0.00008     0.00014     0.00014     0.00010     0.00011
    -7.00455     0.31345     0.34185     0.00738     0.00357     0.00522     0.00247     0.00828     0.00365     0.00020     0.00023     0.00017     0.00020     0.00021     0.00016     0.00022     0.00022     0.00024     0.00024
    -6.86755     0.43989     0.48941     0.01199     0.00580     0.01441     0.00690     0.01299     0.00562     0.00052     0.00055     0.00047     0.00054     0.00045     0.00038     0.00059     0.00059     0.00035     0.00036
    -6.73055     0.36483     0.40878     0.01252     0.00607     0.01492     0.00718     0.01270     0.00559     0.00072     0.00073     0.00067     0.00075     0.00041     0.00036     0.00076     0.00076     0.00033     0.00033
    -6.59355     0.47612     0.52438     0.02401     0.01150     0.01512     0.00730     0.02434     0.01124     0.00120     0.00129     0.00106     0.00116     0.00069     0.00069     0.00124     0.00122     0.00107     0.00099
    -6.45655     0.61146     0.68640     0.02951     0.01384     0.03579     0.01662     0.02946     0.01351     0.00177     0.00200     0.00205     0.00224     0.00138     0.00141     0.00217     0.00223     0.00124     0.00117
    -6.31955     0.41991     0.48127     0.02224     0.01034     0.03175     0.01442     0.02269     0.01028     0.00235     0.00263     0.00185     0.00199     0.00151     0.00159     0.00197     0.00205     0.00075     0.00075
    -6.18255     0.71911     0.82558     0.04970     0.02373     0.04590     0.02077     0.05195     0.02401     0.00343     0.00371     0.00465     0.00501     0.00212     0.00234     0.00504     0.00524     0.00346     0.00314
    -6.04455     0.57282     0.64978     0.04768     0.02267     0.03261     0.01520     0.04706     0.02196     0.00391     0.00435     0.00410     0.00428     0.00208     0.00210     0.00418     0.00417     0.00348     0.00323
    -5.90755     0.70978     0.76079     0.05359     0.02677     0.06388     0.02841     0.05383     0.02604     0.00846     0.00904     0.00610     0.00690     0.00517     0.00475     0.00645     0.00742     0.00298     0.00348
    -5.77055     0.74755     0.89966     0.06006     0.02880     0.08632     0.03794     0.06311     0.02863     0.00678     0.00708     0.01009     0.01152     0.00541     0.00553     0.01003     0.01173     0.00550     0.00528
    -5.63355     0.66924     0.75106     0.06872     0.03137     0.05778     0.02992     0.07269     0.03279     0.01017     0.01146     0.00817     0.00881     0.00697     0.00681     0.00835     0.00855     0.00672     0.00672
    -5.49655     0.96912     1.08692     0.11400     0.05330     0.07875     0.03739     0.11212     0.05138     0.01791     0.01955     0.01640     0.01764     0.00870     0.00809     0.01715     0.01773     0.01154     0.01307
    -5.35955     0.70868     0.86690     0.08473     0.03855     0.08728     0.04063     0.08262     0.03635     0.01415     0.01448     0.01819     0.02060     0.00986     0.00936     0.01794     0.01999     0.01081     0.01223
    -5.22255     0.84824     0.93824     0.09607     0.04480     0.11353     0.05394     0.09365     0.04361     0.02737     0.02969     0.02004     0.02078     0.01502     0.01503     0.01912     0.02075     0.00784     0.00922
    -5.08555     0.93842     1.09017     0.11059     0.05047     0.13154     0.07206     0.11677     0.05484     0.02668     0.03014     0.02993     0.03249     0.02077     0.02175     0.03311     0.03447     0.01901     0.01834
    -4.94755     1.09983     1.08932     0.14438     0.07355     0.12322     0.06390     0.13958     0.07114     0.02821     0.03340     0.03642     0.04027     0.02294     0.02367     0.03462     0.03820     0.02830     0.03090
    -4.81055     1.14164     1.19821     0.16335     0.08487     0.13031     0.06499     0.16092     0.08258     0.05611     0.06006     0.04347     0.04987     0.02669     0.02907     0.04516     0.05292     0.03025     0.03067
    -4.67355     1.00566     0.98719     0.13654     0.06679     0.12544     0.06508     0.13321     0.06681     0.04594     0.05307     0.05389     0.06823     0.02661     0.02942     0.05478     0.06755     0.03231     0.03782
    -4.53655     1.17415     1.23366     0.15501     0.07802     0.20623     0.10398     0.15473     0.08098     0.07655     0.08811     0.06685     0.07689     0.05133     0.05836     0.06938     0.07854     0.03678     0.04221
    -4.39955     1.37890     1.40553     0.20309     0.10134     0.22001     0.11648     0.20898     0.10591     0.08205     0.09831     0.08406     0.10557     0.06336     0.07703     0.08710     0.10800     0.06245     0.07119
    -4.26255     1.57586     1.52461     0.24694     0.12975     0.22783     0.11017     0.24363     0.12606     0.11324     0.14026     0.11905     0.15659     0.08465     0.10157     0.12141     0.15770     0.09578     0.11425
    -4.12555     1.45869     1.56259     0.25228     0.12355     0.20228     0.10707     0.24666     0.12302     0.17064     0.21299     0.16065     0.18948     0.08833     0.12673     0.16501     0.19569     0.10099     0.13313
    -3.98755     1.64398     1.48230     0.24222     0.11707     0.22794     0.10274     0.23028     0.11616     0.21195     0.27573     0.21730     0.30000     0.12104     0.16966     0.22265     0.31428     0.13611     0.18431
    -3.85055     1.78699     2.01001     0.23054     0.11683     0.31921     0.16774     0.24612     0.12249     0.40544     0.52783     0.36812     0.48202     0.27335     0.45311     0.39489     0.55143     0.24410     0.39533
    -3.71355     2.90540     3.07120     0.43987     0.21670     0.44912     0.21526     0.46113     0.22215     0.62563     0.85057     0.68192     0.93746     0.46751     0.74867     0.66818     0.91392     0.49218     0.76981
    -3.57655     2.40590     2.22290     0.38021     0.17125     0.29704     0.13529     0.34989     0.16031     0.65357     0.87963     0.60080     0.89391     0.44588     0.70276     0.57937     0.78340     0.45976     0.68918
    -3.43955     2.03130     1.98167     0.30272     0.14311     0.29070     0.12806     0.29735     0.14105     0.58996     0.82010     0.64894     0.95575     0.40236     0.68666     0.67817     0.91873     0.44411     0.75761
    -3.30255     1.99710     1.92492     0.30348     0.15150     0.34502     0.18202     0.32752     0.16353     0.67732     0.97659     0.56614     0.84467     0.50712     0.85265     0.60308     0.79624     0.46979     0.78450
    -3.16555     2.55490     2.12950     0.45687     0.25133     0.49487     0.25319     0.48684     0.25717     0.62889     0.91586     0.60979     0.91779     0.74511     1.13589     0.67603     0.92416     0.70548     1.09450
    -3.02755     2.11038     1.78025     0.43285     0.22050     0.37596     0.17578     0.41535     0.19211     0.65644     1.03115     0.73111     0.98803     0.82929     1.44081     0.71062     0.97614     0.81430     1.41334
    -2.89055     1.69670     1.44085     0.33558     0.16754     0.38020     0.18424     0.36220     0.16829     0.64053     1.02543     0.71189     0.91148     1.12637     2.04770     0.68179     0.90685     1.12581     2.04340
    -2.75355     1.97985     1.62728     0.48011     0.25822     0.52958     0.26310     0.54429     0.26502     0.71744     1.00754     0.71459     1.00975     1.48644     2.48294     0.68759     1.01248     1.51239     2.67786
    -2.61655     1.86699     1.49274     0.56350     0.28637     0.54128     0.27696     0.55332     0.25923     0.65199     0.92745     0.88151     1.23728     1.74962     2.95410     0.84587     1.17599     1.76763     3.12520
    -2.47955     1.54091     1.23477     0.52956     0.26260     0.53632     0.27004     0.56016     0.26797     0.68411     0.93958     0.80148     1.13196     1.86730     3.10430     0.78508     1.12008     2.00583     3.32860
    -2.34255     1.40053     1.18927     0.62053     0.29522     0.62471     0.32844     0.64138     0.30817     0.98924     1.24597     0.68472     1.01268     2.39802     3.49220     0.65031     0.98990     2.20959     3.33780
    -2.20555     1.26789     1.03176     0.62202     0.27341     0.52206     0.25075     0.60352     0.27185     0.90469     1.12347     0.98994     1.44249     2.00745     2.92790     0.92695     1.33215     1.74398     2.51460
    -2.06855     0.72182     0.59356     0.42684     0.18484     0.39398     0.16856     0.34908     0.16484     0.59522     0.80863     0.67209     0.90078     1.43679     2.19117     0.74486     1.00192     1.34504     1.98702
    -1.93055     0.54192     0.33674     0.28719     0.13048     0.38140     0.15660     0.27903     0.13598     0.69973     0.90165     0.49498     0.70782     1.16585     1.70095     0.49354     0.72662     0.81309     1.34719
    -1.79355     0.41443     0.26814     0.28958     0.14992     0.34287     0.15095     0.26038     0.14144     0.66713     0.80468     0.53242     0.68317     0.78768     1.19749     0.51134     0.72102     0.82371     1.17431
    -1.65655     0.28369     0.19751     0.33921     0.18379     0.30390     0.11623     0.34488     0.18301     0.37974     0.51174     0.56069     0.67357     0.95594     1.40495     0.53790     0.69344     1.21439     1.63342
    -1.51955     0.15086     0.11332     0.30152     0.16548     0.34689     0.13279     0.31094     0.16503     0.44093     0.64835     0.46085     0.65659     1.23446     1.70482     0.47922     0.69537     1.20381     1.47744
    -1.38255     0.15701     0.12551     0.51407     0.30043     0.63867     0.28466     0.59740     0.28860     1.27827     1.92417     1.42463     2.13991     1.19098     1.99397     1.34468     2.04531     1.49750     2.02709
    -1.24555     0.20206     0.17809     0.98327     0.51826     0.95797     0.49369     0.99500     0.47623     2.41933     4.54197     2.73697     4.48420     1.66576     2.48100     2.79242     4.73410     1.86053     2.45540
    -1.10855     0.19826     0.17794     1.16796     0.53347     1.01115     0.51535     1.07630     0.54549     2.72390     6.07960     3.05910     5.92280     1.66941     2.14071     3.07470     6.34110     1.91377     2.36732
    -0.97055     0.20462     0.17022     1.13904     0.50852     1.06247     0.51077     1.09611     0.55754     2.95930     6.36100     3.10600     6.41230     1.81413     1.90394     3.19420     6.56130     1.89874     2.07019
    -0.83355     0.23182     0.18544     1.18494     0.51052     1.12424     0.51438     1.10902     0.55053     2.89250     6.05680     2.88810     5.68160     1.82441     1.77880     2.89990     5.53400     1.83295     1.86137
    -0.69655     0.25945     0.21344     1.38769     0.57064     1.31446     0.58618     1.27244     0.60868     3.05470     5.93640     3.00840     5.36340     2.00630     1.84155     3.17600     5.23530     2.03096     1.97215
    -0.55955     0.26368     0.20055     1.43865     0.57956     1.44995     0.62877     1.34719     0.61201     2.92000     4.98920     2.78680     4.99250     1.84860     1.63989     2.95420     4.97890     1.83171     1.69310
    -0.42255     0.27359     0.20311     1.52586     0.62114     1.55049     0.69756     1.42370     0.63657     2.98210     4.63830     2.64960     4.50110     1.77268     1.53765     2.78860     4.53500     1.75639     1.53625
    -0.28555     0.26994     0.20187     1.51407     0.63173     1.54508     0.70508     1.54898     0.63116     3.07750     4.29140     2.82640     4.39180     1.84645     1.46343     2.90340     4.20950     1.91896     1.52509
    -0.14855     0.26630     0.20175     1.45529     0.64098     1.43025     0.65615     1.55345     0.60056     2.88780     3.98540     2.77040     4.19730     1.78787     1.32637     2.88880     4.04630     1.93538     1.41205
    -0.01055     0.26213     0.19971     1.41882     0.62961     1.45561     0.58765     1.55444     0.58849     2.78970     3.69280     2.66200     3.85500     1.73229     1.20984     2.76841     3.68020     1.85080     1.27149
     0.12645     0.25223     0.20019     1.47942     0.60913     1.46486     0.58183     1.54456     0.55177     2.82707     3.51180     2.89490     3.78610     1.75489     1.16790     2.85559     3.47730     1.82616     1.10576
     0.26345     0.23692     0.19022     1.44961     0.57576     1.37615     0.53955     1.40216     0.54262     2.94929     3.33770     3.01059     3.49800     1.58279     1.03604     2.96270     3.43000     1.63916     0.97765
     0.40045     0.23114     0.18438     1.38785     0.54640     1.31423     0.52939     1.35975     0.56596     3.04450     3.14670     3.02130     3.21600     1.57411     0.92940     3.21310     3.32290     1.54810     0.86618
     0.53745     0.22313     0.17001     1.34115     0.50713     1.19335     0.50150     1.32446     0.54656     3.26370     2.93050     3.27210     2.88635     1.51386     0.75854     3.32510     2.96850     1.43197     0.75570
     0.67445     0.20464     0.17544     1.19334     0.46567     1.07207     0.46228     1.16991     0.45999     3.37140     2.51803     3.30150     2.62055     1.21497     0.61264     3.35270     2.80380     1.17150     0.66424
     0.81145     0.17532     0.16731     1.03774     0.40336     1.00604     0.41185     0.98177     0.40055     3.41550     2.53462     3.28730     2.37173     0.93953     0.52341     3.32640     2.59997     0.86622     0.52644
     0.94845     0.15407     0.15266     0.87370     0.35173     0.85439     0.37306     0.79823     0.35535     3.28780     2.39320     3.26760     2.20897     0.65254     0.39636     3.26970     2.43841     0.65202     0.41381
     1.08645     0.14328     0.14936     0.63609     0.28840     0.62110     0.30298     0.59738     0.27486     2.97660     2.14806     3.16380     2.14642     0.43965     0.31109     2.98970     2.22030     0.45081     0.32737
     1.22345     0.10499     0.10912     0.42190     0.20826     0.42003     0.22229     0.38143     0.18763     2.25677     1.48126     2.43988     1.74519     0.30759     0.22933     2.15972     1.56606     0.28065     0.23594
     1.36045     0.12912     0.14067     0.25407     0.13829     0.25794     0.15299     0.24977     0.13144     1.80269     1.29829     1.83322     1.19173     0.28285     0.24190     1.66569     1.12622     0.32081     0.25520
