     #Energy        Ta_s        W__s       Ta_py       W__py       Ta_pz       W__pz       Ta_px       W__px      Ta_dxy      W__dxy      Ta_dyz      W__dyz      Ta_dz2      W__dz2      Ta_dxz      W__dxz      Ta_dx2      W__dx2
   -38.75213    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -38.46913    -0.00000    -0.00000    -0.00000    -0.00178    -0.00000    -0.00319    -0.00000    -0.00153    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -38.18713     0.00039     0.00146     0.00507     3.25037     0.00477     4.35629     0.00536     2.85194     0.00037     0.00108     0.00028     0.00048     0.00009     0.00028     0.00031     0.00060     0.00009     0.00020
   -37.90413     0.00455     0.00758     0.04753    24.45110     0.04145    24.37190     0.05711    24.10740     0.00274     0.00538     0.00239     0.00548     0.00080     0.00173     0.00266     0.00566     0.00108     0.00166
   -37.62213     0.00978     0.00861     0.13076    37.78400     0.14423    37.31100     0.13018    37.57110     0.00693     0.00932     0.00729     0.01077     0.00135     0.00101     0.00746     0.01037     0.00131     0.00108
   -37.33913     0.00963     0.00778     0.16176    54.62700     0.15365    53.48600     0.15291    55.01700     0.01099     0.01151     0.01112     0.01124     0.00098     0.00059     0.01052     0.01113     0.00082     0.00067
   -37.05613     0.00045     0.00054     0.00758     5.05310     0.00713     5.63960     0.00737     5.60760     0.00054     0.00092     0.00054     0.00077     0.00005     0.00002     0.00052     0.00079     0.00004     0.00003
   -36.77413    -0.00000    -0.00000    -0.00000    -0.00231    -0.00000    -0.00277    -0.00000    -0.00294    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -36.49113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -36.20813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -35.92613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -35.64313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -35.36113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -35.07813    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -34.79513    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -34.51313    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -34.23013    -0.00008    -0.00003    -0.15899    -0.00048    -0.15932    -0.00049    -0.16800    -0.00056    -0.00005    -0.00002    -0.00004    -0.00002    -0.00001    -0.00001    -0.00004    -0.00002    -0.00001    -0.00001
   -33.94713     0.00816     0.00365    15.86040     0.04954    16.03650     0.05490    16.43430     0.06243     0.00515     0.00229     0.00422     0.00228     0.00133     0.00123     0.00489     0.00257     0.00130     0.00114
   -33.66513     0.01640     0.01048    32.60990     0.14818    29.65440     0.14844    30.56720     0.15731     0.01113     0.00786     0.01051     0.00706     0.00232     0.00152     0.01131     0.00751     0.00209     0.00176
   -33.38213     0.01493     0.00872    37.24400     0.16193    40.27000     0.15789    40.84070     0.15366     0.01398     0.01225     0.01525     0.01302     0.00176     0.00115     0.01411     0.01226     0.00159     0.00119
   -33.09913     0.00871     0.00472    38.37800     0.07167    37.90270     0.07298    36.09120     0.07071     0.01141     0.00667     0.01031     0.00663     0.00062     0.00050     0.01095     0.00668     0.00064     0.00046
   -32.81713     0.00008     0.00001     0.57416     0.00032     0.80299     0.00016     0.74506     0.00034     0.00008     0.00004     0.00015     0.00003     0.00000     0.00000     0.00011     0.00003     0.00000     0.00000
   -32.53413    -0.00000    -0.00000    -0.00018    -0.00000    -0.00021    -0.00000    -0.00021    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -32.25213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -31.96913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -31.68613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -31.40413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -31.12113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -30.83813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -30.55613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -30.27313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -29.99113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -29.70813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -29.42513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -29.14313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -28.86013     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -28.57713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -28.29513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -28.01213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -27.72913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -27.44713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -27.16413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.88213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.59913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.31613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.03413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.75113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.46813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.18613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.90313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.62013     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.33813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.05513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.77313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.49013     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.20713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.92513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.64213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.35913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.07713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.79413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.51213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.22913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.94613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.66413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.38113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.09813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.81613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.53313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.25013     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.96813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.68513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.40313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.12013     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.83713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.55513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.27213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.98913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.70713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.42413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.14213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.85913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.57613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.29413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.01113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.72813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.44613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.16313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.88013     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.59813     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.31513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.03313     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.75013     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.46713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.18513     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.90213     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.61913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.33713     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.05413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.77113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.48913     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.20613     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.92413     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.64113     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.35813    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -9.07613    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.79313    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.51013    -0.00134    -0.00185    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.22813     0.10168     0.14342     0.00054     0.00067     0.00036     0.00048     0.00066     0.00072     0.00004     0.00006     0.00001     0.00002     0.00002     0.00005     0.00002     0.00003     0.00005     0.00005
    -7.94513     0.22331     0.35263     0.00316     0.00359     0.00197     0.00280     0.00387     0.00365     0.00028     0.00030     0.00014     0.00018     0.00006     0.00020     0.00019     0.00021     0.00019     0.00022
    -7.66313     0.28862     0.52513     0.00665     0.00757     0.00659     0.01009     0.00770     0.00700     0.00112     0.00099     0.00068     0.00082     0.00029     0.00058     0.00082     0.00086     0.00034     0.00040
    -7.38013     0.34824     0.52573     0.01049     0.01424     0.00728     0.01238     0.01061     0.01276     0.00168     0.00177     0.00147     0.00185     0.00048     0.00092     0.00169     0.00178     0.00091     0.00100
    -7.09713     0.41709     0.56614     0.01156     0.01632     0.01513     0.02245     0.01225     0.01608     0.00288     0.00386     0.00234     0.00337     0.00142     0.00225     0.00268     0.00344     0.00104     0.00119
    -6.81513     0.54944     0.72898     0.02260     0.03148     0.01640     0.02374     0.02310     0.03112     0.00451     0.00612     0.00492     0.00708     0.00158     0.00335     0.00520     0.00730     0.00363     0.00433
    -6.53213     0.65748     0.87743     0.02651     0.03811     0.03740     0.04723     0.02714     0.03756     0.01002     0.01384     0.00917     0.01500     0.00506     0.00897     0.00934     0.01558     0.00439     0.00572
    -6.24913     0.70425     0.94218     0.04159     0.05684     0.03029     0.04508     0.04164     0.05451     0.01489     0.02472     0.01393     0.02128     0.00631     0.01279     0.01432     0.02077     0.00945     0.01299
    -5.96713     0.65718     0.88191     0.03628     0.05112     0.04677     0.05444     0.03813     0.05252     0.02014     0.03078     0.01881     0.03375     0.01071     0.01862     0.01908     0.03420     0.01089     0.01573
    -5.68413     0.94350     1.31240     0.06566     0.08808     0.06165     0.09749     0.06425     0.08592     0.03664     0.07137     0.03957     0.06444     0.02169     0.04664     0.04161     0.06688     0.02551     0.03624
    -5.40113     1.01142     1.27660     0.07292     0.10161     0.07130     0.07376     0.07618     0.10342     0.06142     0.11201     0.06040     0.11011     0.03048     0.05121     0.05798     0.11171     0.03730     0.06067
    -5.11913     1.08798     1.74746     0.08936     0.12498     0.09530     0.15553     0.08639     0.11789     0.11878     0.27168     0.11139     0.21653     0.07206     0.18618     0.11850     0.22941     0.07297     0.12246
    -4.83613     1.79551     2.65590     0.12758     0.17137     0.13157     0.14483     0.13016     0.17483     0.40513     0.85274     0.42281     0.89188     0.27721     0.64759     0.41590     0.90405     0.31335     0.63252
    -4.55413     1.84033     2.31280     0.13399     0.16439     0.12790     0.17316     0.13028     0.16588     0.46530     0.85806     0.51254     1.14767     0.32643     0.73726     0.49744     1.04631     0.35135     0.76458
    -4.27113     2.19980     2.18856     0.17427     0.22454     0.17508     0.21794     0.18597     0.23248     0.72445     1.13793     0.52507     0.96255     0.76211     1.83492     0.56994     0.91786     0.69048     1.49136
    -3.98813     2.00370     1.70866     0.17504     0.23386     0.16600     0.23271     0.16363     0.22470     0.67554     1.02003     0.70568     1.10508     0.83485     2.03066     0.77110     1.17433     0.94917     2.47255
    -3.70613     2.02380     1.56657     0.21788     0.27062     0.23008     0.32087     0.22342     0.26001     0.77569     1.26977     0.71742     1.10838     1.45442     2.75060     0.71308     1.10542     1.18166     2.56730
    -3.42313     1.85316     1.39073     0.25424     0.33967     0.21932     0.32435     0.26830     0.32536     0.80208     1.40635     1.01912     1.60393     1.84695     3.05810     0.95231     1.52293     2.08380     3.40750
    -3.14013     1.63774     1.03364     0.27487     0.35345     0.29206     0.35309     0.29022     0.34930     0.98285     1.77749     0.86810     1.69020     2.58140     2.97490     0.86962     1.72081     2.56450     2.97500
    -2.85813     0.69627     0.39198     0.14846     0.19314     0.13708     0.16973     0.15066     0.19981     0.52153     1.02187     0.60830     0.98724     1.37108     1.52616     0.59006     1.02229     1.42326     1.55951
    -2.57513     0.31173     0.21268     0.12286     0.16935     0.13552     0.19159     0.12015     0.16016     0.33934     0.95936     0.35969     0.62803     1.29221     1.55495     0.34197     0.72652     1.13431     1.23709
    -2.29213     0.15194     0.11908     0.18804     0.33032     0.19196     0.36022     0.18676     0.29225     0.74532     3.86138     1.15543     3.89244     1.31058     1.97737     1.07182     4.09051     1.35276     1.81665
    -2.01013     0.16596     0.15057     0.37290     0.55556     0.38817     0.56857     0.36982     0.52242     2.84410     6.94790     2.73980     7.19300     1.55377     2.38930     2.56768     7.11510     1.66895     2.20730
    -1.72713     0.18601     0.17967     0.42558     0.50233     0.40378     0.47788     0.43871     0.53426     3.34690     4.92390     2.86400     4.63830     2.02567     2.21820     2.92420     4.69020     2.04410     2.47000
    -1.44513     0.21618     0.21755     0.41370     0.47616     0.39747     0.44328     0.40538     0.50906     3.04920     3.91040     3.08670     4.65300     1.73105     1.54801     3.30150     4.41550     1.79716     1.82312
    -1.16213     0.27915     0.26769     0.47362     0.60116     0.47458     0.58444     0.49675     0.61864     3.36610     3.86450     2.95500     4.59400     1.63308     1.64821     3.08990     4.15430     1.48191     1.61897
    -0.87913     0.34054     0.34109     0.67331     0.83282     0.70040     0.79898     0.67666     0.82138     3.73970     4.63350     3.42460     4.34290     1.66477     1.82762     3.64740     4.27820     1.51570     1.73114
    -0.59713     0.36704     0.38939     0.78765     0.84889     0.82431     0.85561     0.74708     0.86793     4.29630     4.54180     4.43320     3.67330     1.84276     1.85559     4.54620     3.94630     1.75459     1.91611
    -0.31413     0.28852     0.30292     0.66341     0.60267     0.64242     0.62902     0.61296     0.63718     3.84320     3.03790     4.12630     2.78090     1.15586     1.07350     4.02290     3.03030     1.15039     1.28283
    -0.03113     0.18728     0.18770     0.50381     0.47018     0.49053     0.46996     0.47589     0.49265     3.18050     2.23163     3.39280     2.20760     0.77055     0.74662     3.27490     2.32496     0.66496     0.72010
     0.25087     0.17408     0.16694     0.41052     0.38991     0.40224     0.39745     0.38702     0.40753     2.08443     1.36910     2.33336     1.56056     0.47239     0.50941     2.19036     1.50933     0.42646     0.46538
     0.53387     0.10968     0.10544     0.28375     0.27059     0.31511     0.28106     0.26431     0.27293     1.35064     0.97301     1.15879     0.93629     0.22838     0.26909     1.15443     0.92364     0.23641     0.28787
