     #Energy         W_s        Os_s        W_py       Os_py        W_pz       Os_pz        W_px       Os_px       W_dxy      Os_dxy       W_dyz      Os_dyz       W_dz2      Os_dz2       W_dxz      Os_dxz       W_dx2      Os_dx2
   -74.83678    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -74.53978    -0.08674    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -74.24278    46.53403     0.00014     0.00041     0.00009     0.00041     0.00009     0.00041     0.00009     0.00026     0.00012     0.00026     0.00012     0.00001     0.00000     0.00026     0.00012     0.00001     0.00000
   -73.94578   306.44296     0.00010     0.00229     0.00009     0.00229     0.00009     0.00229     0.00009     0.00249     0.00016     0.00249     0.00016     0.00006     0.00001     0.00249     0.00016     0.00006     0.00001
   -73.64778    -3.90468    -0.00000    -0.00003    -0.00000    -0.00003    -0.00000    -0.00003    -0.00000    -0.00003    -0.00000    -0.00003    -0.00000    -0.00000    -0.00000    -0.00003    -0.00000    -0.00000    -0.00000
   -73.35078    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -73.05378     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -72.75578     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -72.45878     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -72.16178     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -71.86478     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -71.56678     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -71.26978     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
