     #Energy        V__s        W__s       V__py       W__py       V__pz       W__pz       V__px       W__px      V__dxy      W__dxy      V__dyz      W__dyz      V__dz2      W__dz2      V__dxz      W__dxz      V__dx2      W__dx2
    -1.35570     0.27930     0.28312     0.45083     0.51388     0.43068     0.56542     0.44114     0.56705     3.96120     4.64930     4.13440     4.52640     2.57820     1.81143     4.18830     4.51740     2.60470     1.91540
    -1.07470     0.30459     0.29547     0.52770     0.63010     0.51751     0.68327     0.50845     0.66615     4.64340     4.12880     4.56960     4.11210     2.54620     1.76490     4.49290     4.32000     2.43560     1.64310
    -0.79370     0.34565     0.31291     0.61729     0.78175     0.64219     0.86247     0.59428     0.77971     5.44170     4.01690     5.46480     3.85590     2.52600     1.59326     5.31120     3.91940     2.45500     1.56104
    -0.51270     0.41312     0.33969     0.68473     0.96860     0.63461     0.96620     0.71952     0.90776     6.82450     3.55210     7.40330     3.57140     2.88720     1.60832     7.22880     3.47740     2.84220     1.65812
    -0.23170     0.36054     0.28730     0.58356     0.84888     0.57638     0.83250     0.62608     0.80588     7.68270     2.82470     7.78120     2.80120     2.28332     1.12593     8.00450     2.71820     2.16960     1.15480
     0.04930     0.20625     0.16348     0.40340     0.58709     0.43110     0.56869     0.42255     0.56506     5.85540     2.05783     5.91750     2.18930     1.16393     0.56771     5.96240     2.17360     1.17826     0.56785
     0.33030     0.16658     0.14076     0.35865     0.48811     0.35513     0.45678     0.36449     0.48315     2.95960     1.09338     2.72910     1.03558     0.66093     0.34515     2.72260     1.04971     0.68709     0.36236
     0.61130     0.09547     0.08814     0.21558     0.27821     0.20537     0.26630     0.21103     0.26422     2.11850     0.90654     2.05750     0.89183     0.34614     0.19355     2.09650     0.89663     0.40402     0.21900
     0.89230     0.06141     0.06373     0.22971     0.29880     0.25879     0.32836     0.22859     0.31080     2.23510     1.00154     2.18690     1.05002     0.79374     0.42242     2.20850     1.03102     0.70110     0.38165
     1.17330     0.07291     0.07618     0.17319     0.22622     0.15338     0.19042     0.16503     0.23154     3.15120     1.41548     3.02440     1.34702     1.11042     0.50029     3.03090     1.35490     1.16169     0.54662
     1.45430     0.20168     0.21987     0.15971     0.20447     0.17236     0.21848     0.15801     0.21265     4.13180     1.85446     4.17300     1.86431     3.07550     1.18804     4.14210     1.86271     2.80380     1.15661
     1.73530     0.20650     0.24063     0.12941     0.15877     0.12346     0.16516     0.13108     0.15651     5.03500     2.21100     5.19690     2.30670     5.36750     1.61308     5.22620     2.30800     5.33250     1.73555
     2.01630     0.17504     0.20803     0.13057     0.15007     0.12177     0.16386     0.13107     0.14911     5.58680     2.36100     5.30460     2.37040    10.34120     2.18721     5.43320     2.32920     9.40480     2.30520
     2.29730     0.19550     0.23050     0.13962     0.16248     0.13730     0.17209     0.14019     0.15917     5.69070     2.51580     5.35440     2.61860    15.12010     2.85450     5.44470     2.54620    13.96740     2.80182
     2.57830     0.21614     0.19367     0.12364     0.14667     0.12231     0.14040     0.13460     0.14033     4.03000     2.02427     4.45750     2.21303    13.82360     3.14730     4.25470     2.18838    18.79040     4.04780
     2.85930     0.21833     0.18908     0.14567     0.16044     0.14494     0.16483     0.14884     0.16960     3.69170     1.97903     3.79810     2.10864    11.08060     3.66910     3.63420     2.05650    11.43500     4.37830
     3.14030     0.16849     0.28446     0.11907     0.14627     0.12482     0.15265     0.13346     0.14223     3.86520     2.05817     3.59090     1.99543     7.76450     6.59600     3.71750     2.00179     5.75070     5.25650
     3.42130     0.02729     0.04506     0.01669     0.02158     0.01777     0.02197     0.01785     0.02002     0.49354     0.27589     0.50930     0.25200     1.05793     1.07520     0.51974     0.26734     0.73059     0.96558
     3.70230    -0.00004    -0.00007    -0.00003    -0.00004    -0.00003    -0.00004    -0.00003    -0.00003    -0.00082    -0.00047    -0.00091    -0.00045    -0.00169    -0.00171    -0.00094    -0.00047    -0.00117    -0.00178
     3.98330    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     4.26430     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.54530     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.82630     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.10730     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.38830     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.66930     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     5.95030     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.23130     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.51230     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     6.79330     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     7.07430     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
