     #Energy        Ta_s        Zr_s       Ta_py       Zr_py       Ta_pz       Zr_pz       Ta_px       Zr_px      Ta_dxy      Zr_dxy      Ta_dyz      Zr_dyz      Ta_dz2      Zr_dz2      Ta_dxz      Zr_dxz      Ta_dx2      Zr_dx2
   -26.11544     0.02147     0.01054     0.06492    54.32900     0.07492    61.51600     0.07010    60.14300     0.01998     0.00828     0.02061     0.00860     0.00467     0.00225     0.01961     0.00851     0.00305     0.00270
   -25.92744     0.00727     0.00544     0.02732    44.04100     0.02677    36.80780     0.02439    36.14900     0.00847     0.00541     0.00829     0.00563     0.00241     0.00100     0.00728     0.00447     0.00119     0.00107
   -25.73944     0.00010     0.00017     0.00022     1.02327     0.00055     1.95108     0.00040     2.36146     0.00006     0.00019     0.00008     0.00011     0.00012     0.00006     0.00010     0.00015     0.00004     0.00003
   -25.55044    -0.00000    -0.00001    -0.00002    -0.03629    -0.00002    -0.04643    -0.00002    -0.05445    -0.00000    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -25.36244    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -25.17444    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -24.98644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.79744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.60944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.42144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.23344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.04544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.85644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.66844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.48044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.29244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.10344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.91544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.72744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.53944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.35144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.16244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.97444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.78644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.59844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.40944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.22144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.03344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.84544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.65744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.46844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.28044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.09244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.90444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.71544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.52744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.33944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.15144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.96344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.77444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.58644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.39844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.21044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.02144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.83344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.64544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.45744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.26944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.08044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.89244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.70444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.51644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.32844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.13944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.95144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.76344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.57544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.38644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.19844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.01044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.82244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.63444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.44544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.25744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.06944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.88144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.69244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.50444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.31644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.12844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.94044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.75144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.56344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.37544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.18744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.99844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.81044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.62244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.43444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.24644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.05744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.86944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.68144     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.49344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.30444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.11644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.92844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.74044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.55244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.36344     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.17544     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.98744     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.79944     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.61044     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.42244     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.23444     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.04644     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.85844     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.66944    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.48144    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.29344    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.10544    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -6.91644    -0.00176    -0.00064    -0.00001    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00001    -0.00001    -0.00000    -0.00000
    -6.72844     0.05334     0.01947     0.00026     0.00016     0.00010     0.00009     0.00011     0.00010     0.00013     0.00007     0.00001     0.00001     0.00012     0.00006     0.00042     0.00016     0.00011     0.00009
    -6.54044     0.35072     0.12096     0.00284     0.00199     0.00182     0.00151     0.00170     0.00154     0.00093     0.00049     0.00016     0.00020     0.00083     0.00043     0.00300     0.00111     0.00082     0.00062
    -6.35244     0.57875     0.17709     0.00768     0.00603     0.00423     0.00333     0.00539     0.00487     0.00192     0.00107     0.00054     0.00066     0.00146     0.00081     0.00559     0.00183     0.00160     0.00115
    -6.16444     0.67393     0.18992     0.00912     0.00687     0.00980     0.00766     0.00809     0.00731     0.00285     0.00175     0.00129     0.00150     0.00199     0.00102     0.00787     0.00265     0.00208     0.00134
    -5.97544     0.60759     0.16488     0.00957     0.00709     0.01137     0.00852     0.01112     0.00911     0.00331     0.00202     0.00198     0.00240     0.00234     0.00121     0.00814     0.00307     0.00238     0.00154
    -5.78744     0.95571     0.28242     0.02011     0.01316     0.02070     0.01718     0.01810     0.01444     0.00713     0.00449     0.00375     0.00431     0.00532     0.00285     0.01292     0.00567     0.00407     0.00305
    -5.59944     0.95140     0.24213     0.02260     0.01488     0.02204     0.01896     0.02366     0.01915     0.00726     0.00463     0.00562     0.00681     0.00588     0.00307     0.01771     0.00758     0.00612     0.00447
    -5.41144     1.14833     0.27352     0.02992     0.01640     0.03468     0.03207     0.02827     0.02314     0.00866     0.00680     0.00874     0.00999     0.00940     0.00546     0.02949     0.01182     0.00867     0.00665
    -5.22244     1.05979     0.27205     0.04047     0.02163     0.02823     0.02562     0.03312     0.02292     0.01286     0.01139     0.01340     0.01419     0.00991     0.00689     0.02389     0.01061     0.01008     0.00871
    -5.03444     0.89858     0.26788     0.04065     0.01976     0.02570     0.02314     0.03328     0.02177     0.01401     0.01152     0.01555     0.01556     0.00860     0.00863     0.02105     0.01267     0.01145     0.00917
    -4.84644     1.51082     0.42441     0.07174     0.04104     0.04815     0.03582     0.06383     0.04016     0.03830     0.02949     0.03136     0.03160     0.01972     0.02021     0.03502     0.02625     0.02587     0.01884
    -4.65844     0.97671     0.28638     0.04996     0.02657     0.03931     0.02917     0.03734     0.02705     0.03189     0.02342     0.03558     0.03187     0.01437     0.01456     0.02684     0.02323     0.01866     0.01435
    -4.47044     1.71688     0.50097     0.07550     0.04381     0.08172     0.04749     0.09083     0.05879     0.07732     0.05483     0.07143     0.05733     0.03769     0.03586     0.06770     0.05124     0.04864     0.03290
    -4.28144     1.35593     0.43158     0.07571     0.03749     0.07054     0.04294     0.06894     0.04258     0.06486     0.05757     0.08650     0.07807     0.03353     0.03685     0.07667     0.05010     0.05494     0.03204
    -4.09344     1.47344     0.50930     0.08943     0.04157     0.08957     0.04954     0.08330     0.05196     0.09301     0.07757     0.11293     0.09151     0.05879     0.05555     0.12078     0.07550     0.08498     0.04548
    -3.90544     1.78148     0.69863     0.11414     0.05357     0.11505     0.06501     0.10934     0.06832     0.21106     0.12883     0.22654     0.13838     0.12362     0.09318     0.14393     0.12121     0.13220     0.07695
    -3.71744     2.62870     0.81793     0.16777     0.08929     0.13419     0.08510     0.13905     0.08560     0.47340     0.28798     0.57182     0.33738     0.26991     0.22009     0.27770     0.24529     0.31745     0.19047
    -3.52944     2.72420     0.88445     0.14583     0.07971     0.15004     0.09709     0.14535     0.09571     0.64472     0.41462     0.66610     0.39651     0.47070     0.31158     0.59359     0.45976     0.48171     0.27580
    -3.34044     2.76460     1.20706     0.16589     0.10096     0.16200     0.10136     0.17298     0.11600     0.90911     0.56473     0.79598     0.46263     0.68874     0.39916     0.87988     0.61901     0.76884     0.35334
    -3.15244     2.22749     1.35310     0.19180     0.11977     0.16136     0.09996     0.15665     0.09734     0.80859     0.52353     0.87072     0.49573     0.82522     0.45709     0.93505     0.60942     1.10179     0.45482
    -2.96444     1.67809     1.54983     0.16509     0.11392     0.18520     0.10876     0.16900     0.09919     0.94305     0.60219     0.89779     0.57231     1.66636     0.92376     0.90585     0.58438     1.62124     0.75961
    -2.77644     1.51052     1.80607     0.20799     0.14075     0.21384     0.12550     0.21562     0.12837     1.03721     0.69132     1.02328     0.69845     2.16651     1.17165     1.06151     0.75804     2.35537     1.20359
    -2.58744     1.26848     1.87213     0.23470     0.15834     0.25883     0.16170     0.24728     0.14359     1.14251     0.76916     1.08721     0.80112     2.62060     1.50228     1.10411     0.79257     3.03050     1.54941
    -2.39944     1.09380     1.94668     0.31560     0.20467     0.30496     0.17860     0.31296     0.17256     1.20856     0.85476     1.20441     0.96437     3.34350     1.98815     1.38868     0.99072     3.65010     2.04176
    -2.21144     0.86429     1.86485     0.34487     0.23117     0.33170     0.20097     0.35136     0.20435     1.22208     0.97042     1.39626     1.06895     3.50470     2.43100     1.47850     1.03255     3.36080     2.24890
    -2.02344     0.60040     1.45543     0.29021     0.18721     0.30368     0.18623     0.30684     0.18914     1.53565     1.29597     1.35107     0.96873     2.86360     2.10613     1.53083     1.13300     2.40226     1.91146
    -1.83544     0.32963     0.89031     0.21920     0.13224     0.19881     0.14558     0.22636     0.13232     1.14499     0.93280     1.39284     0.90597     2.10119     1.55007     1.33024     1.05117     1.43183     1.36162
    -1.64644     0.17308     0.43483     0.18843     0.09354     0.17607     0.13624     0.17568     0.08799     1.05120     0.78945     0.91640     0.56987     1.69313     1.30657     0.90705     0.70753     1.22726     1.30499
    -1.45844     0.14757     0.26319     0.26735     0.13185     0.18509     0.15212     0.27905     0.11318     1.12776     0.70724     1.45541     1.02379     1.86394     1.31789     1.51710     1.11264     1.43526     1.52138
    -1.27044     0.14612     0.21633     0.43982     0.23227     0.40494     0.24042     0.44542     0.17940     3.78664     2.12849     3.64930     2.35914     2.06742     1.53936     3.93970     2.73264     2.04062     1.95516
    -1.08244     0.15548     0.23163     0.53192     0.30678     0.53779     0.29847     0.53029     0.26180     6.02110     3.06630     5.57680     3.33580     2.14368     1.90063     5.68420     3.37480     2.24743     2.15750
    -0.89344     0.16820     0.22228     0.48352     0.30954     0.49149     0.29511     0.54526     0.28231     6.35120     3.35320     5.70410     3.39250     1.75704     1.93992     5.29050     2.74040     2.01059     2.12728
    -0.70544     0.20558     0.23589     0.51250     0.34166     0.48841     0.30678     0.53550     0.30012     5.33980     3.07540     4.90530     3.14160     1.56377     1.98152     4.87850     2.78760     1.79106     2.23928
    -0.51744     0.21935     0.26118     0.57815     0.39928     0.56963     0.37673     0.59775     0.37733     4.62580     2.93847     4.57090     3.41720     1.62136     1.90617     5.07090     3.04070     1.59744     2.00022
    -0.32944     0.22777     0.26139     0.58022     0.41494     0.67810     0.43466     0.59132     0.42506     4.16970     3.17470     4.24940     3.30230     1.53228     1.82652     4.40240     2.76930     1.64554     2.01468
    -0.14144     0.22811     0.26025     0.56846     0.38774     0.63053     0.44446     0.56246     0.44893     3.77770     3.19060     4.13120     3.33580     1.37919     1.79176     3.75320     2.70600     1.48163     1.87021
     0.04756     0.23387     0.26368     0.57939     0.37550     0.56237     0.41383     0.55228     0.51857     3.55390     3.19710     3.68330     3.39870     1.23915     1.72510     3.46430     3.13940     1.39643     1.80786
     0.23556     0.23809     0.26276     0.56549     0.38630     0.55883     0.41216     0.54912     0.52545     3.28260     3.51940     3.63060     3.53030     1.13798     1.68078     3.32960     3.64210     1.18662     1.78207
