     #Energy        Mo_s         W_s       Mo_py        W_py       Mo_pz        W_pz       Mo_px        W_px      Mo_dxy       W_dxy      Mo_dyz       W_dyz      Mo_dz2       W_dz2      Mo_dxz       W_dxz      Mo_dx2       W_dx2
   -39.67495    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -39.39295    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -39.11095    -0.00000    -0.00000    -0.00000    -0.00081    -0.00000    -0.00085    -0.00000    -0.00071    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -38.82895     0.00023     0.00039     0.00367     1.44944     0.00519     1.54323     0.00561     1.30943     0.00017     0.00036     0.00015     0.00016     0.00009     0.00010     0.00020     0.00018     0.00012     0.00007
   -38.54695     0.01221     0.00764     0.18999    29.90830     0.18916    29.73200     0.19172    30.31900     0.00695     0.00705     0.00704     0.00702     0.00255     0.00163     0.00697     0.00662     0.00256     0.00161
   -38.26495     0.02056     0.01046     0.40874    47.04190     0.41266    47.82960     0.40363    47.28040     0.02079     0.00864     0.02079     0.00869     0.00264     0.00191     0.02067     0.00976     0.00263     0.00188
   -37.98295     0.00683     0.00795     0.16694    36.10380     0.16170    35.03020     0.16774    35.20370     0.01009     0.01116     0.00990     0.01173     0.00074     0.00061     0.01002     0.01053     0.00065     0.00068
   -37.70095     0.00108     0.00137     0.02712    10.41653     0.02723    10.79167     0.02821    10.81926     0.00144     0.00275     0.00144     0.00223     0.00011     0.00008     0.00152     0.00274     0.00010     0.00010
   -37.41895    -0.00000    -0.00000    -0.00007    -0.02982    -0.00007    -0.03464    -0.00007    -0.03613    -0.00000    -0.00001    -0.00000    -0.00001    -0.00000    -0.00000    -0.00000    -0.00001    -0.00000    -0.00000
   -37.13695    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -36.85495     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -36.57295    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -36.29095    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -36.00895    -0.00000    -0.00000    -0.00041    -0.00000    -0.00047    -0.00000    -0.00039    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -35.72695     0.00064     0.00013     0.94685     0.00567     1.10123     0.00628     0.89624     0.00297     0.00043     0.00011     0.00020     0.00012     0.00012     0.00009     0.00029     0.00010     0.00011     0.00006
   -35.44495     0.01180     0.00762    24.29670     0.18948    23.21730     0.19193    24.49090     0.18790     0.00974     0.00482     0.01050     0.00504     0.00188     0.00209     0.00993     0.00523     0.00211     0.00207
   -35.16295     0.01465     0.01460    33.71280     0.35392    35.85100     0.35187    33.48800     0.35098     0.01373     0.01358     0.01372     0.01316     0.00224     0.00201     0.01341     0.01303     0.00200     0.00194
   -34.88095     0.01191     0.01083    48.84600     0.35618    47.95500     0.35098    49.20500     0.36042     0.01676     0.01796     0.01608     0.01783     0.00152     0.00121     0.01689     0.01789     0.00154     0.00123
   -34.59795     0.00375     0.00169    17.34950     0.04599    17.02640     0.04950    17.04840     0.04502     0.00541     0.00257     0.00556     0.00283     0.00021     0.00018     0.00542     0.00276     0.00019     0.00020
   -34.31595    -0.00002    -0.00001    -0.11927    -0.00024    -0.11833    -0.00024    -0.10362    -0.00023    -0.00004    -0.00001    -0.00002    -0.00001    -0.00000    -0.00000    -0.00004    -0.00001    -0.00000    -0.00000
   -34.03395    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
   -33.75195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -33.46995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -33.18795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -32.90595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -32.62395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -32.34195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -32.05995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -31.77795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -31.49595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -31.21395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -30.93195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -30.64995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -30.36795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -30.08595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -29.80295     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -29.52095     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -29.23895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -28.95695     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -28.67495     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -28.39295     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -28.11095     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -27.82895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -27.54695     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -27.26495     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.98295     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.70095     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.41895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.13695     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.85495     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.57295     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.29095     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.00895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.72595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.44395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.16195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.87995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.59795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.31595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.03395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.75195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.46995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.18795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.90595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.62395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.34195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.05995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.77795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.49595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.21395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.93095     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.64895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.36695     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.08495     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.80295     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.52095     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.23895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.95695     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.67495     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.39295     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.11095     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.82895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.54695     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.26495     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.98295     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.70095     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.41895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.13595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.85395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.57195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.28995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.00795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.72595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.44395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.16195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.87995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.59795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.31595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.03395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.75195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.46995     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.18795     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.90595     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.62395     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.34195     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.05895     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.77695     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.49495    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -9.21295    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.93095    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.64895    -0.00130    -0.00221    -0.00000    -0.00001    -0.00000    -0.00000    -0.00001    -0.00001    -0.00000    -0.00001    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00001    -0.00000    -0.00000
    -8.36695     0.10261     0.17823     0.00063     0.00085     0.00046     0.00063     0.00095     0.00105     0.00041     0.00061     0.00042     0.00035     0.00027     0.00034     0.00035     0.00055     0.00022     0.00026
    -8.08495     0.23650     0.45695     0.00365     0.00481     0.00236     0.00351     0.00542     0.00564     0.00154     0.00211     0.00124     0.00116     0.00072     0.00109     0.00126     0.00179     0.00071     0.00091
    -7.80295     0.27980     0.59626     0.00683     0.00902     0.00726     0.01114     0.00824     0.00855     0.00329     0.00397     0.00253     0.00245     0.00117     0.00184     0.00283     0.00336     0.00106     0.00138
    -7.52095     0.33437     0.67268     0.01243     0.01739     0.00976     0.01516     0.01124     0.01355     0.00517     0.00584     0.00524     0.00486     0.00251     0.00274     0.00546     0.00605     0.00298     0.00234
    -7.23895     0.39681     0.83785     0.01648     0.02252     0.01939     0.02745     0.01622     0.02021     0.00823     0.00932     0.00977     0.00933     0.00464     0.00532     0.01069     0.01176     0.00542     0.00400
    -6.95695     0.42993     0.91058     0.02255     0.03108     0.02192     0.02859     0.02282     0.03144     0.01410     0.01295     0.01648     0.01597     0.00674     0.00735     0.01462     0.01720     0.00965     0.00661
    -6.67495     0.51539     1.14742     0.03162     0.04199     0.03796     0.04453     0.03020     0.04276     0.02562     0.02340     0.02717     0.02699     0.01377     0.01504     0.02633     0.03219     0.01691     0.01166
    -6.39295     0.67523     1.52425     0.05559     0.06882     0.04498     0.05558     0.05132     0.07100     0.06096     0.05495     0.06575     0.05897     0.02985     0.02872     0.04801     0.05839     0.03914     0.02935
    -6.11095     0.56974     1.60661     0.05837     0.06486     0.06571     0.08001     0.05290     0.06815     0.08547     0.08916     0.10011     0.08811     0.05959     0.04992     0.08873     0.09510     0.06277     0.04586
    -5.82895     0.66432     1.91528     0.06827     0.09268     0.06243     0.08803     0.07030     0.10147     0.21298     0.19224     0.23529     0.19908     0.13303     0.11449     0.18917     0.16907     0.14289     0.11711
    -5.54695     1.09750     3.14140     0.09222     0.13812     0.11009     0.14719     0.09719     0.14256     0.77232     0.75688     0.67094     0.61204     0.59512     0.53568     0.73895     0.65113     0.51592     0.46707
    -5.26395     1.45932     2.78490     0.10969     0.17271     0.10431     0.15210     0.11480     0.16470     0.80219     0.72262     0.88867     0.87683     1.12813     1.09854     0.90807     0.82815     1.16217     1.14323
    -4.98195     2.09176     2.41894     0.14238     0.20819     0.12938     0.20696     0.14248     0.20090     1.02505     0.97351     1.02163     1.08078     1.81478     1.76891     1.06908     1.00650     1.80272     1.80413
    -4.69995     2.49010     1.83483     0.16698     0.23872     0.15328     0.25869     0.16194     0.24751     1.23009     1.19135     1.15155     1.12403     2.39030     2.32950     1.21311     1.17554     2.43760     2.32790
    -4.41795     2.83460     1.43361     0.20283     0.32689     0.22048     0.33278     0.20647     0.31544     1.51571     1.44796     1.45887     1.36225     3.42200     3.11810     1.41333     1.34625     3.40590     3.24170
    -4.13595     3.04360     1.06085     0.26105     0.39895     0.25549     0.36778     0.25907     0.40134     1.79513     1.69868     1.99897     1.77342     3.61750     3.16430     1.88886     1.88474     3.61000     3.27460
    -3.85395     2.17590     0.59972     0.25324     0.35580     0.27056     0.36601     0.25230     0.35674     1.88911     1.75081     1.80191     1.65529     3.11160     2.76990     1.81268     1.63278     2.99250     2.55670
    -3.57195     0.62172     0.20765     0.13531     0.19409     0.14420     0.20882     0.13684     0.19617     0.82634     0.72346     0.86760     0.79110     1.71532     1.43564     0.88902     0.77285     1.76408     1.42214
    -3.28995     0.20974     0.10343     0.18514     0.27424     0.17374     0.25959     0.18413     0.27533     3.74810     3.43790     3.66990     3.26470     1.75024     1.45868     3.61000     3.30740     1.71876     1.42612
    -3.00795     0.15821     0.09922     0.42774     0.63144     0.41642     0.62122     0.42530     0.63457     7.37450     6.10790     7.36280     6.15540     3.16630     2.61410     7.36920     6.15440     3.36490     2.77140
    -2.72595     0.20615     0.14576     0.33062     0.45195     0.35883     0.46852     0.33090     0.44976     5.55870     4.41540     5.57200     4.44400     2.78800     2.32870     5.60660     4.41830     2.58070     2.03300
    -2.44395     0.26015     0.21805     0.25200     0.34362     0.22558     0.31852     0.24998     0.34241     3.99170     3.21350     4.05580     3.25160     1.79861     1.43290     4.06330     3.24640     2.05830     1.59965
    -2.16195     0.35059     0.31230     0.32725     0.47831     0.33581     0.49939     0.32967     0.48237     3.96320     3.16640     4.05180     3.19700     1.60416     1.31898     4.03080     3.19430     1.43523     1.13195
    -1.87995     0.61938     0.56160     0.64257     0.91927     0.63763     0.94946     0.64191     0.91202     5.73100     4.48950     5.61960     4.42190     2.15880     1.83070     5.64070     4.42440     2.36290     1.88350
    -1.59795     0.71919     0.52655     0.73695     0.91618     0.72544     0.93615     0.73579     0.92046     5.83390     4.86520     5.77970     4.98000     2.51560     1.96160     5.76950     4.97670     2.44490     1.96090
    -1.31595     0.41372     0.28792     0.45712     0.54688     0.45514     0.53490     0.45844     0.54630     3.94660     3.43280     3.95160     3.43520     1.19636     0.91656     3.96810     3.41420     1.05490     0.90594
    -1.03395     0.36572     0.28187     0.39885     0.48588     0.40877     0.49132     0.40048     0.48531     1.77090     1.60195     1.70964     1.50558     0.85244     0.64645     1.70786     1.50841     0.85917     0.69273
    -0.75195     0.17016     0.14325     0.28341     0.34946     0.28788     0.34132     0.28522     0.34357     1.21963     1.04649     1.35376     1.13319     0.58675     0.42313     1.36613     1.13706     0.51060     0.43267
    -0.46995     0.21964     0.18469     0.28703     0.35424     0.28607     0.33442     0.28974     0.35178     1.52808     1.27796     1.47763     1.24918     0.55049     0.39050     1.47973     1.24175     0.58440     0.44437
