     #Energy        18_s       18_py       18_py       18_pz       18_pz       18_px       18_px      18_dxy      18_dxy      18_dyz      18_dyz      18_dz2      18_dz2      18_dxz      18_dxz      18_dx2      18_dx2
   -26.50101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.28801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.07501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.86201     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.65001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.43701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.22401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.01101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.79901     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.58601     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.37301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -24.16001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.94701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.73501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.52201     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.30901     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.09601     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.88401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.67101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.45801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.24501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.03301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.82001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.60701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.39401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.18101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.96901     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.75601     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.54301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.33001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.11801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.90501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.69201     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.47901     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.26701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.05401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.84101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.62801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.41601     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.20301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.99001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.77701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.56401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.35201     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.13901     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.92601     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.71301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.50101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.28801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.07501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.86201     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.65001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.43701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.22401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.01101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.79801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.58601     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.37301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.16001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.94701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.73501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.52201     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.30901     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.09601     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.88401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.67101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.45801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.24501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.03301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.82001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.60701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.39401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.18101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.96901     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.75601     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.54301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.33001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.11801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.90501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.69201     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.47901     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.26701     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.05401     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.84101     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.62801     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.41501     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.20301     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.99001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.77701    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.56401    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.35201    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.13901    -0.00005    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -6.92601     0.00281     0.00002     0.00002     0.00001     0.00001     0.00003     0.00003     0.00001     0.00001     0.00002     0.00002     0.00001     0.00001     0.00000     0.00000     0.00001     0.00001
    -6.71301     0.00814     0.00009     0.00009     0.00011     0.00011     0.00019     0.00019     0.00004     0.00004     0.00007     0.00007     0.00002     0.00002     0.00001     0.00001     0.00003     0.00003
    -6.50101     0.00964     0.00013     0.00013     0.00027     0.00027     0.00049     0.00049     0.00007     0.00007     0.00013     0.00013     0.00003     0.00003     0.00004     0.00004     0.00005     0.00005
    -6.28801     0.00712     0.00009     0.00009     0.00043     0.00043     0.00049     0.00049     0.00007     0.00007     0.00014     0.00014     0.00001     0.00001     0.00008     0.00008     0.00005     0.00005
    -6.07501     0.01027     0.00031     0.00031     0.00063     0.00063     0.00046     0.00046     0.00014     0.00014     0.00020     0.00020     0.00012     0.00012     0.00014     0.00014     0.00006     0.00006
    -5.86201     0.01379     0.00068     0.00068     0.00125     0.00125     0.00053     0.00053     0.00032     0.00032     0.00044     0.00044     0.00022     0.00022     0.00024     0.00024     0.00007     0.00007
    -5.65001     0.01465     0.00089     0.00089     0.00111     0.00111     0.00089     0.00089     0.00056     0.00056     0.00057     0.00057     0.00032     0.00032     0.00038     0.00038     0.00013     0.00013
    -5.43701     0.01647     0.00075     0.00075     0.00216     0.00216     0.00108     0.00108     0.00102     0.00102     0.00092     0.00092     0.00058     0.00058     0.00039     0.00039     0.00025     0.00025
    -5.22401     0.01427     0.00108     0.00108     0.00199     0.00199     0.00123     0.00123     0.00083     0.00083     0.00121     0.00121     0.00070     0.00070     0.00089     0.00089     0.00035     0.00035
    -5.01101     0.01850     0.00147     0.00147     0.00162     0.00162     0.00161     0.00161     0.00217     0.00217     0.00120     0.00120     0.00143     0.00143     0.00142     0.00142     0.00052     0.00052
    -4.79801     0.01812     0.00141     0.00141     0.00207     0.00207     0.00085     0.00085     0.00162     0.00162     0.00237     0.00237     0.00110     0.00110     0.00180     0.00180     0.00053     0.00053
    -4.58601     0.03253     0.00255     0.00255     0.00241     0.00241     0.00291     0.00291     0.00331     0.00331     0.00368     0.00368     0.00266     0.00266     0.00274     0.00274     0.00099     0.00099
    -4.37301     0.02573     0.00217     0.00217     0.00296     0.00296     0.00302     0.00302     0.00319     0.00319     0.00491     0.00491     0.00431     0.00431     0.00350     0.00350     0.00137     0.00137
    -4.16001     0.04216     0.00337     0.00337     0.00462     0.00462     0.00338     0.00338     0.00955     0.00955     0.01030     0.01030     0.01063     0.01063     0.01007     0.01007     0.00344     0.00344
    -3.94701     0.04501     0.00390     0.00390     0.00420     0.00420     0.00380     0.00380     0.02601     0.02601     0.02831     0.02831     0.02335     0.02335     0.02775     0.02775     0.01020     0.01020
    -3.73501     0.05653     0.00566     0.00566     0.00513     0.00513     0.00631     0.00631     0.03285     0.03285     0.03650     0.03650     0.03251     0.03251     0.03233     0.03233     0.01686     0.01686
    -3.52201     0.07109     0.00606     0.00606     0.00569     0.00569     0.00639     0.00639     0.03856     0.03856     0.02887     0.02887     0.04948     0.04948     0.04052     0.04052     0.04514     0.04514
    -3.30901     0.08249     0.00659     0.00659     0.00743     0.00743     0.00746     0.00746     0.04835     0.04835     0.02849     0.02849     0.08042     0.08042     0.05227     0.05227     0.07366     0.07366
    -3.09601     0.08549     0.00865     0.00865     0.00704     0.00704     0.00693     0.00693     0.04579     0.04579     0.04243     0.04243     0.10310     0.10310     0.04547     0.04547     0.09061     0.09061
    -2.88401     0.08848     0.00942     0.00942     0.00880     0.00880     0.00897     0.00897     0.05708     0.05708     0.06307     0.06307     0.12260     0.12260     0.05618     0.05618     0.12040     0.12040
    -2.67101     0.10050     0.01206     0.01206     0.01146     0.01146     0.01271     0.01271     0.06222     0.06222     0.08544     0.08544     0.15290     0.15290     0.06853     0.06853     0.18840     0.18840
    -2.45801     0.09958     0.01301     0.01301     0.01162     0.01162     0.01249     0.01249     0.07025     0.07025     0.08296     0.08296     0.15510     0.15510     0.06570     0.06570     0.19410     0.19410
    -2.24501     0.07554     0.00996     0.00996     0.01152     0.01152     0.01051     0.01051     0.08042     0.08042     0.07984     0.07984     0.12640     0.12640     0.07160     0.07160     0.13630     0.13630
    -2.03201     0.03276     0.00725     0.00725     0.00522     0.00522     0.00657     0.00657     0.04616     0.04616     0.03821     0.03821     0.07885     0.07885     0.05403     0.05403     0.08552     0.08552
    -1.82001     0.01337     0.00526     0.00526     0.00616     0.00616     0.00499     0.00499     0.03282     0.03282     0.02579     0.02579     0.07053     0.07053     0.02932     0.02932     0.07431     0.07431
    -1.60701     0.00691     0.00653     0.00653     0.00602     0.00602     0.00629     0.00629     0.05239     0.05239     0.05207     0.05207     0.09311     0.09311     0.05614     0.05614     0.07682     0.07682
    -1.39401     0.00426     0.01732     0.01732     0.01518     0.01518     0.01684     0.01684     0.35560     0.35560     0.35000     0.35000     0.11100     0.11100     0.34640     0.34640     0.10920     0.10920
    -1.18101     0.00590     0.02120     0.02120     0.02303     0.02303     0.02080     0.02080     0.35700     0.35700     0.35710     0.35710     0.17100     0.17100     0.33450     0.33450     0.16890     0.16890
    -0.96901     0.00798     0.01456     0.01456     0.01514     0.01514     0.01465     0.01465     0.24080     0.24080     0.24220     0.24220     0.08680     0.08680     0.24080     0.24080     0.10070     0.10070
    -0.75601     0.00946     0.01224     0.01224     0.01553     0.01553     0.01348     0.01348     0.20930     0.20930     0.21040     0.21040     0.09132     0.09132     0.20690     0.20690     0.08871     0.08871
    -0.54301     0.01325     0.01834     0.01834     0.02066     0.02066     0.02053     0.02053     0.21990     0.21990     0.21570     0.21570     0.08211     0.08211     0.20200     0.20200     0.08469     0.08469
    -0.33001     0.01640     0.02324     0.02324     0.02742     0.02742     0.02860     0.02860     0.25200     0.25200     0.24580     0.24580     0.09121     0.09121     0.24120     0.24120     0.09438     0.09438
    -0.11801     0.02341     0.03942     0.03942     0.03690     0.03690     0.03677     0.03677     0.29410     0.29410     0.28660     0.28660     0.12160     0.12160     0.29420     0.29420     0.13200     0.13200
     0.09499     0.01565     0.02845     0.02845     0.02385     0.02385     0.02699     0.02699     0.19850     0.19850     0.20300     0.20300     0.06801     0.06801     0.22610     0.22610     0.07418     0.07418
     0.30799     0.01242     0.02332     0.02332     0.02018     0.02018     0.02109     0.02109     0.17330     0.17330     0.17120     0.17120     0.05010     0.05010     0.18990     0.18990     0.05239     0.05239
     0.52099     0.00851     0.01709     0.01709     0.01640     0.01640     0.01697     0.01697     0.14020     0.14020     0.15610     0.15610     0.02887     0.02887     0.16560     0.16560     0.02935     0.02935
     0.73399     0.00779     0.01510     0.01510     0.01387     0.01387     0.01471     0.01471     0.06743     0.06743     0.07165     0.07165     0.02073     0.02073     0.06591     0.06591     0.02211     0.02211
     0.94599     0.00508     0.01374     0.01374     0.01325     0.01325     0.01297     0.01297     0.05522     0.05522     0.06320     0.06320     0.02047     0.02047     0.05691     0.05691     0.02170     0.02170
     1.15899     0.00512     0.00799     0.00799     0.00718     0.00718     0.00743     0.00743     0.06867     0.06867     0.06740     0.06740     0.00879     0.00879     0.06964     0.06964     0.01078     0.01078
     1.37199     0.00324     0.01255     0.01255     0.01081     0.01081     0.01042     0.01042     0.06374     0.06374     0.07255     0.07255     0.02779     0.02779     0.07434     0.07434     0.02203     0.02203
     1.58499     0.00216     0.00645     0.00645     0.00605     0.00605     0.00650     0.00650     0.07004     0.07004     0.06925     0.06925     0.01858     0.01858     0.06909     0.06909     0.02356     0.02356
     1.79699     0.00696     0.00815     0.00815     0.00740     0.00740     0.00739     0.00739     0.11780     0.11780     0.11800     0.11800     0.05097     0.05097     0.12250     0.12250     0.04728     0.04728
     2.00999     0.01019     0.00446     0.00446     0.00583     0.00583     0.00497     0.00497     0.11590     0.11590     0.11580     0.11580     0.08941     0.08941     0.11580     0.11580     0.07743     0.07743
     2.22299     0.00910     0.00522     0.00522     0.00473     0.00473     0.00464     0.00464     0.13980     0.13980     0.13160     0.13160     0.10630     0.10630     0.12540     0.12540     0.09664     0.09664
     2.43599     0.01015     0.00620     0.00620     0.00532     0.00532     0.00591     0.00591     0.14310     0.14310     0.14760     0.14760     0.13810     0.13810     0.14260     0.14260     0.12740     0.12740
     2.64799     0.00775     0.00457     0.00457     0.00495     0.00495     0.00451     0.00451     0.13550     0.13550     0.12490     0.12490     0.17320     0.17320     0.12060     0.12060     0.14930     0.14930
     2.86099     0.00701     0.00545     0.00545     0.00442     0.00442     0.00528     0.00528     0.15140     0.15140     0.14750     0.14750     0.23680     0.23680     0.14900     0.14900     0.20640     0.20640
     3.07399     0.00844     0.00594     0.00594     0.00601     0.00601     0.00612     0.00612     0.16600     0.16600     0.15930     0.15930     0.33320     0.33320     0.15600     0.15600     0.27820     0.27820
     3.28699     0.00734     0.00484     0.00484     0.00507     0.00507     0.00518     0.00518     0.17170     0.17170     0.15010     0.15010     0.38010     0.38010     0.14770     0.14770     0.28820     0.28820
     3.49899     0.00812     0.00508     0.00508     0.00482     0.00482     0.00508     0.00508     0.15870     0.15870     0.14190     0.14190     0.45460     0.45460     0.13080     0.13080     0.37790     0.37790
     3.71199     0.00678     0.00314     0.00314     0.00249     0.00249     0.00325     0.00325     0.08594     0.08594     0.09786     0.09786     0.20990     0.20990     0.09177     0.09177     0.34060     0.34060
     3.92499     0.00014     0.00008     0.00008     0.00002     0.00002     0.00006     0.00006     0.00160     0.00160     0.00117     0.00117     0.00309     0.00309     0.00520     0.00520     0.02892     0.02892
     4.13799    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00006    -0.00006    -0.00003    -0.00003    -0.00009    -0.00009    -0.00010    -0.00010    -0.00057    -0.00057
     4.35099    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     4.56299    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
     4.77599     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     4.98899     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
